local,year,gear_cod,gear_type,gear_group,gear_production_ton,total_production_ton,gear_share,share_active,share_passive,share_mixed
PORTO DO MANGUE,2022,LIJ,linha e jereré,mixed,0.0,649.3,0.0,,,
PORTO DO MANGUE,2022,LIN,linha,passive,280.7,649.3,0.4323117203141845,,,
PORTO DO MANGUE,2022,LML,linha e mergulho livre,mixed,0.0,649.3,0.0,,,
PORTO DO MANGUE,2022,LRE,linha e rede de espera,mixed,0.0,649.3,0.0,,,
PORTO DO MANGUE,2022,MEL,mergulho livre,active,22.7,649.3,0.03496072693670106,,,
PORTO DO MANGUE,2022,PUC,puçá,active,0.0,649.3,0.0,,,
PORTO DO MANGUE,2022,RAG,rede agulha,passive,1.4,649.3,0.0021561681811181274,,,
PORTO DO MANGUE,2022,RCA,rede caçoeira,passive,0.5,649.3,0.0007700600646850454,,,
PORTO DO MANGUE,2022,RES,rede de espera,passive,167.0,649.3,0.2572000616048052,,,
PORTO DO MANGUE,2022,RTP,rede de tapagem,passive,0.6,649.3,0.0009240720776220546,,,
PORTO DO MANGUE,2022,SRD,sardinheira,passive,0.0,649.3,0.0,,,
PORTO DO MANGUE,2022,TNR,traineira,active,54.6,649.3,0.08409055906360698,,,
PORTO DO MANGUE,2022,TRF,tarrafa,active,7.3,649.3,0.011242876944401663,,,
PORTO DO MANGUE,2022,TRM,tremalho,passive,7.0,649.3,0.010780840905590637,,,
PORTO DO MANGUE,2023,APO,arrasto de porta,active,1.1,546.0,0.002014652014652015,,,
PORTO DO MANGUE,2023,CMN,coleta manual,active,44.1,546.0,0.08076923076923077,,,
PORTO DO MANGUE,2023,CMP,compressor,active,66.6,546.0,0.12197802197802196,,,
PORTO DO MANGUE,2023,COQ,coqueiro,active,0.0,546.0,0.0,,,
PORTO DO MANGUE,2023,CPL,covo peixe e lagosta,passive,0.0,546.0,0.0,,,
PORTO DO MANGUE,2023,CUR,curral,passive,0.0,546.0,0.0,,,
PORTO DO MANGUE,2023,CVL,covo lagosta,passive,0.0,546.0,0.0,,,
PORTO DO MANGUE,2023,CVP,covo peixe,passive,38.0,546.0,0.0695970695970696,,,
PORTO DO MANGUE,2023,JER,jereré,active,1.0,546.0,0.0018315018315018315,,,
PORTO DO MANGUE,2023,LES,linha e espinhel,mixed,0.0,546.0,0.0,,,
PORTO DO MANGUE,2023,LIJ,linha e jereré,mixed,0.0,546.0,0.0,,,
PORTO DO MANGUE,2023,LIN,linha,passive,170.4,546.0,0.3120879120879121,,,
PORTO DO MANGUE,2023,LML,linha e mergulho livre,mixed,0.0,546.0,0.0,,,
PORTO DO MANGUE,2023,LRE,linha e rede de espera,mixed,0.0,546.0,0.0,,,
PORTO DO MANGUE,2023,MEL,mergulho livre,active,45.6,546.0,0.08351648351648353,,,
PORTO DO MANGUE,2023,PUC,puçá,active,0.0,546.0,0.0,,,
PORTO DO MANGUE,2023,RAG,rede agulha,passive,0.6,546.0,0.001098901098901099,,,
PORTO DO MANGUE,2023,RCA,rede caçoeira,passive,3.2,546.0,0.005860805860805861,,,
PORTO DO MANGUE,2023,RES,rede de espera,passive,109.4,546.0,0.20036630036630038,,,
PORTO DO MANGUE,2023,RTP,rede de tapagem,passive,0.2,546.0,0.0003663003663003663,,,
PORTO DO MANGUE,2023,SRD,sardinheira,passive,0.0,546.0,0.0,,,
PORTO DO MANGUE,2023,TNR,traineira,active,54.5,546.0,0.09981684981684982,,,
PORTO DO MANGUE,2023,TRF,tarrafa,active,7.9,546.0,0.01446886446886447,,,
PORTO DO MANGUE,2023,TRM,tremalho,passive,3.4,546.0,0.006227106227106227,,,
PORTO DO MANGUE,2024,APO,arrasto de porta,active,6.7,393.0,0.017048346055979643,,,
PORTO DO MANGUE,2024,CMN,coleta manual,active,33.8,393.0,0.08600508905852416,,,
PORTO DO MANGUE,2024,CMP,compressor,active,37.6,393.0,0.09567430025445293,,,
PORTO DO MANGUE,2024,COQ,palha de coqueiro,passive,0.0,393.0,0.0,,,
PORTO DO MANGUE,2024,CUR,curral,passive,0.0,393.0,0.0,,,
PORTO DO MANGUE,2024,CVL,covo lagosta,passive,0.0,393.0,0.0,,,
PORTO DO MANGUE,2024,CVP,covo peixe,passive,48.9,393.0,0.12442748091603054,,,
PORTO DO MANGUE,2024,ESP,espinhel,passive,0.0,393.0,0.0,,,
PORTO DO MANGUE,2024,LES,linha e espinhel,mixed,0.0,393.0,0.0,,,
PORTO DO MANGUE,2024,LIJ,linha e jereré,mixed,0.0,393.0,0.0,,,
PORTO DO MANGUE,2024,LIN,linha,passive,161.3,393.0,0.41043256997455474,,,
PORTO DO MANGUE,2024,LML,linha e mergulho livre,mixed,0.0,393.0,0.0,,,
PORTO DO MANGUE,2024,LRE,linha e rede de espera,mixed,0.0,393.0,0.0,,,
PORTO DO MANGUE,2024,MEL,mergulho livre,active,13.4,393.0,0.03409669211195929,,,
PORTO DO MANGUE,2024,PUC,puçá,active,0.0,393.0,0.0,,,
PORTO DO MANGUE,2024,RAG,rede agulha,passive,0.3,393.0,0.0007633587786259542,,,
PORTO DO MANGUE,2024,REC,rede caçoeira,passive,0.2,393.0,0.0005089058524173028,,,
PORTO DO MANGUE,2024,RES,rede de espera,passive,87.2,393.0,0.22188295165394403,,,
PORTO DO MANGUE,2024,RTP,rede de tapagem,passive,0.0,393.0,0.0,,,
PORTO DO MANGUE,2024,SRD,sardinheira,passive,0.0,393.0,0.0,,,
PORTO DO MANGUE,2024,TRF,tarrafa,active,3.4,393.0,0.008651399491094147,,,
PORTO DO MANGUE,2024,TRM,tremalho,passive,0.2,393.0,0.0005089058524173028,,,
TIBAU,2008,CVL,covo lagosta,passive,2.44,2.56,0.953125,,,
TIBAU,2008,LIN,linha,passive,0.12,2.56,0.046875,,,
TIBAU,2009,APA,arrasto de praia,active,0.0,36.2671,0.0,,,
TIBAU,2009,APO,arrasto de porta,active,2.1364,36.2671,0.0589073843786793,,,
TIBAU,2009,CMN,coleta manual,active,0.0,36.2671,0.0,,,
TIBAU,2009,CMP,compressor,active,0.0,36.2671,0.0,,,
TIBAU,2009,CUR,curral,passive,0.0,36.2671,0.0,,,
TIBAU,2009,CVL,covo lagosta,passive,0.0,36.2671,0.0,,,
TIBAU,2009,CVP,covo peixe,passive,0.0,36.2671,0.0,,,
TIBAU,2009,ESP,espinhel,passive,0.0,36.2671,0.0,,,
TIBAU,2009,LCP,linha e covo peixe,mixed,0.0,36.2671,0.0,,,
TIBAU,2009,LIJ,linha e jereré,passive,0.0,36.2671,0.0,,,
TIBAU,2009,LIN,linha,passive,3.8217,36.2671,0.10537649825875242,,,
TIBAU,2009,MEL,mergulho livre,active,0.0,36.2671,0.0,,,
TIBAU,2009,PUC,puçá/mangote,active,0.0,36.2671,0.0,,,
TIBAU,2009,RAG,rede agulha,passive,0.0,36.2671,0.0,,,
TIBAU,2009,RCA,rede caçoeira,passive,20.5209,36.2671,0.5658268789067779,,,
TIBAU,2009,RES,rede de espera,passive,9.7881,36.2671,0.2698892384557905,,,
TIBAU,2009,RTP,rede de tapagem,passive,0.0,36.2671,0.0,,,
TIBAU,2009,SRD,sardinheira,active,0.0,36.2671,0.0,,,
TIBAU,2009,TNR,tainheira,active,0.0,36.2671,0.0,,,
TIBAU,2009,TRF,tarrafa,active,0.0,36.2671,0.0,,,
TIBAU,2009,TRM,tresmalho,passive,0.0,36.2671,0.0,,,
TIBAU,2010,APA,arrasto de praia,active,1.792,39.519999999999996,0.045344129554655874,,,
TIBAU,2010,APO,arrasto de porta,active,0.15,39.519999999999996,0.0037955465587044537,,,
TIBAU,2010,CMN,coleta manual,active,0.0,39.519999999999996,0.0,,,
TIBAU,2010,CMP,compressor,active,0.0,39.519999999999996,0.0,,,
TIBAU,2010,CUR,curral,passive,0.0,39.519999999999996,0.0,,,
TIBAU,2010,CVL,covo lagosta,passive,3.445,39.519999999999996,0.08717105263157895,,,
TIBAU,2010,CVP,covo peixe,passive,0.116,39.519999999999996,0.002935222672064778,,,
TIBAU,2010,ESP,espinhel,passive,0.0,39.519999999999996,0.0,,,
TIBAU,2010,LCP,linha e covo peixe,passive,0.0,39.519999999999996,0.0,,,
TIBAU,2010,LES,linha e espinhel,passive,0.0,39.519999999999996,0.0,,,
TIBAU,2010,LIJ,linha e jereré,passive,0.0,39.519999999999996,0.0,,,
TIBAU,2010,LIN,linha,passive,7.837,39.519999999999996,0.19830465587044535,,,
TIBAU,2010,LRE,linha e rede de espera,passive,0.0,39.519999999999996,0.0,,,
TIBAU,2010,MEL,mergulho livre,active,0.0,39.519999999999996,0.0,,,
TIBAU,2010,PUC,puçá,active,0.0,39.519999999999996,0.0,,,
TIBAU,2010,RAG,rede de agulha,passive,0.0,39.519999999999996,0.0,,,
TIBAU,2010,RCA,rede caçoeira,passive,8.436,39.519999999999996,0.21346153846153848,,,
TIBAU,2010,RES,rede de espera,passive,17.744,39.519999999999996,0.4489878542510122,,,
TIBAU,2010,RTP,rede de tapagem,passive,0.0,39.519999999999996,0.0,,,
TIBAU,2010,SRD,sardinheira,active,0.0,39.519999999999996,0.0,,,
TIBAU,2010,TNR,tainheira,active,0.0,39.519999999999996,0.0,,,
TIBAU,2010,TRF,tarrafa,active,0.0,39.519999999999996,0.0,,,
TIBAU,2010,TRM,tresmalho,passive,0.0,39.519999999999996,0.0,,,
TIBAU,2011,APA,arrasto de praia,active,0.523,42.844,0.012207076836896648,,,
TIBAU,2011,APO,arrasto de porta,active,0.312,42.844,0.00728223321818691,,,
TIBAU,2011,CPL,covo peixe e lagosta,passive,0.451,42.844,0.010526561478853514,,,
TIBAU,2011,CVL,covo lagosta,passive,12.723,42.844,0.296961068060872,,,
TIBAU,2011,CVP,covo peixe,passive,0.041,42.844,0.0009569601344412286,,,
TIBAU,2011,LCL,linha e covo lagosta,mixed,0.44,42.844,0.010269816076930258,,,
TIBAU,2011,LIN,linha,passive,7.43,42.844,0.17341984875361777,,,
TIBAU,2011,RCA,rede caçoeira,passive,3.621,42.844,0.08451591821491924,,,
TIBAU,2011,RES,rede de espera,passive,13.403,42.844,0.31283260199794605,,,
TIBAU,2011,TRM,tremalho,passive,3.9,42.844,0.09102791522733637,,,
TIBAU,2012,APA,arrasto de praia,active,0.0,35.9,0.0,,,
TIBAU,2012,APO,arrasto de porta,active,0.0,35.9,0.0,,,
TIBAU,2012,CMN,coleta manual,active,0.0,35.9,0.0,,,
TIBAU,2012,CMP,compressor,active,0.0,35.9,0.0,,,
TIBAU,2012,CPL,covo peixe e lagosta,passive,0.7,35.9,0.019498607242339833,,,
TIBAU,2012,CUR,curral,passive,0.0,35.9,0.0,,,
TIBAU,2012,CVL,covo lagosta,passive,18.0,35.9,0.5013927576601671,,,
TIBAU,2012,CVP,covo peixe,passive,0.4,35.9,0.011142061281337049,,,
TIBAU,2012,JER,jereré,active,0.0,35.9,0.0,,,
TIBAU,2012,LCL,linha e covo lagosta,mixed,0.7999999999999999,35.9,0.022284122562674095,,,
TIBAU,2012,LCP,linha e covo peixe,mixed,0.0,35.9,0.0,,,
TIBAU,2012,LES,linha e espinhel,mixed,0.0,35.9,0.0,,,
TIBAU,2012,LIJ,linha e jereré,mixed,0.0,35.9,0.0,,,
TIBAU,2012,LIN,linha,passive,3.8,35.9,0.10584958217270195,,,
TIBAU,2012,LML,linha e mergulho livre,mixed,0.0,35.9,0.0,,,
TIBAU,2012,LRE,linha e rede de espera,mixed,0.0,35.9,0.0,,,
TIBAU,2012,MEL,mergulho livre,active,0.0,35.9,0.0,,,
TIBAU,2012,PUC,puçá,active,0.0,35.9,0.0,,,
TIBAU,2012,RAG,rede agulha,passive,0.0,35.9,0.0,,,
TIBAU,2012,RCA,rede caçoeira,passive,0.0,35.9,0.0,,,
TIBAU,2012,RES,rede de espera,passive,11.5,35.9,0.3203342618384401,,,
TIBAU,2012,RTP,rede de tapagem,passive,0.0,35.9,0.0,,,
TIBAU,2012,SRD,sardinheira,passive,0.0,35.9,0.0,,,
TIBAU,2012,TNR,traineira,active,0.0,35.9,0.0,,,
TIBAU,2012,TRF,tarrafa,active,0.0,35.9,0.0,,,
TIBAU,2012,TRM,tremalho,passive,0.7,35.9,0.019498607242339833,,,
TIBAU,2013,APA,arrasto de praia,active,0.0,41.4,0.0,,,
TIBAU,2013,APO,arrasto de porta,active,0.0,41.4,0.0,,,
TIBAU,2013,CMN,coleta manual,active,0.0,41.4,0.0,,,
TIBAU,2013,CMP,compressor,active,0.0,41.4,0.0,,,
TIBAU,2013,CPL,covo peixe e lagosta,passive,0.0,41.4,0.0,,,
TIBAU,2013,CUR,curral,passive,0.0,41.4,0.0,,,
TIBAU,2013,CVL,covo lagosta,passive,25.9,41.4,0.6256038647342995,,,
TIBAU,2013,CVP,covo peixe,passive,0.2,41.4,0.004830917874396136,,,
TIBAU,2013,ESP,espinhel,passive,0.0,41.4,0.0,,,
TIBAU,2013,JER,jereré,active,0.0,41.4,0.0,,,
TIBAU,2013,LCL,linha e covo lagosta,passive,0.0,41.4,0.0,,,
TIBAU,2013,LCP,linha e covo peixe,passive,0.0,41.4,0.0,,,
TIBAU,2013,LES,linha e espinhel,passive,0.0,41.4,0.0,,,
TIBAU,2013,LIJ,linha e jereré,passive,0.0,41.4,0.0,,,
TIBAU,2013,LIN,linha,passive,1.8,41.4,0.04347826086956522,,,
TIBAU,2013,LML,linha e mergulho livre,mixed,0.0,41.4,0.0,,,
TIBAU,2013,LRE,linha e rede de espera,passive,0.0,41.4,0.0,,,
TIBAU,2013,MEL,mergulho livre,active,0.0,41.4,0.0,,,
TIBAU,2013,PUC,puçá,active,0.0,41.4,0.0,,,
TIBAU,2013,RAG,rede agulha,passive,0.0,41.4,0.0,,,
TIBAU,2013,RCA,rede caçoeira,passive,0.0,41.4,0.0,,,
TIBAU,2013,RES,rede de espera,passive,11.3,41.4,0.2729468599033817,,,
TIBAU,2013,RTP,rede de tapagem,passive,0.0,41.4,0.0,,,
TIBAU,2013,SRD,sardinheira,active,0.0,41.4,0.0,,,
TIBAU,2013,TNR,tainheira,active,0.0,41.4,0.0,,,
TIBAU,2013,TRF,tarrafa,active,0.0,41.4,0.0,,,
TIBAU,2013,TRM,tresmalho,passive,2.2,41.4,0.053140096618357495,,,
TIBAU,2014,APA,arrasto de praia,active,0.0,12.4,0.0,,,
TIBAU,2014,APO,arrasto de porta,active,0.0,12.4,0.0,,,
TIBAU,2014,CMN,coleta manual,active,0.0,12.4,0.0,,,
TIBAU,2014,CMP,compressor,active,0.0,12.4,0.0,,,
TIBAU,2014,CPL,covo peixe e lagosta,passive,0.0,12.4,0.0,,,
TIBAU,2014,CUR,curral,passive,0.0,12.4,0.0,,,
TIBAU,2014,CVL,covo lagosta,passive,6.3,12.4,0.5080645161290323,,,
TIBAU,2014,CVP,covo peixe,passive,0.0,12.4,0.0,,,
TIBAU,2014,JER,jereré,active,0.0,12.4,0.0,,,
TIBAU,2014,LCP,linha e covo peixe,mixed,0.0,12.4,0.0,,,
TIBAU,2014,LES,linha e espinhel,mixed,0.0,12.4,0.0,,,
TIBAU,2014,LIJ,linha e jereré,mixed,0.0,12.4,0.0,,,
TIBAU,2014,LIN,linha,passive,1.1,12.4,0.08870967741935484,,,
TIBAU,2014,LML,linha e mergulho livre,mixed,0.0,12.4,0.0,,,
TIBAU,2014,LRE,linha e rede de espera,mixed,0.0,12.4,0.0,,,
TIBAU,2014,MEL,mergulho livre,active,0.0,12.4,0.0,,,
TIBAU,2014,PUC,puçá,active,0.0,12.4,0.0,,,
TIBAU,2014,RAG,rede agulha,passive,0.0,12.4,0.0,,,
TIBAU,2014,RCA,rede caçoeira,passive,0.0,12.4,0.0,,,
TIBAU,2014,RES,rede de espera,passive,4.5,12.4,0.3629032258064516,,,
TIBAU,2014,RTP,rede de tapagem,passive,0.0,12.4,0.0,,,
TIBAU,2014,SRD,sardinheira,passive,0.0,12.4,0.0,,,
TIBAU,2014,TNR,traineira,active,0.0,12.4,0.0,,,
TIBAU,2014,TRF,tarrafa,active,0.0,12.4,0.0,,,
TIBAU,2014,TRM,tremalho,passive,0.5,12.4,0.04032258064516129,,,
TIBAU,2015,APA,arrasto de praia,active,0.0,16.700000000000003,0.0,,,
TIBAU,2015,APO,arrasto de porta,active,0.0,16.700000000000003,0.0,,,
TIBAU,2015,CMN,coleta manual,active,0.0,16.700000000000003,0.0,,,
TIBAU,2015,CMP,compressor,active,0.0,16.700000000000003,0.0,,,
TIBAU,2015,COQ,coqueiro,active,0.0,16.700000000000003,0.0,,,
TIBAU,2015,CPL,covo peixe e lagosta,passive,0.0,16.700000000000003,0.0,,,
TIBAU,2015,CUR,curral,passive,0.0,16.700000000000003,0.0,,,
TIBAU,2015,CVL,covo lagosta,passive,10.4,16.700000000000003,0.622754491017964,,,
TIBAU,2015,CVP,covo peixe,passive,0.0,16.700000000000003,0.0,,,
TIBAU,2015,JER,jereré,active,0.0,16.700000000000003,0.0,,,
TIBAU,2015,LCL,linha e covo lagosta,mixed,0.0,16.700000000000003,0.0,,,
TIBAU,2015,LCP,linha e covo peixe,mixed,0.0,16.700000000000003,0.0,,,
TIBAU,2015,LES,linha e espinhel,mixed,0.0,16.700000000000003,0.0,,,
TIBAU,2015,LIJ,linha e jereré,mixed,0.0,16.700000000000003,0.0,,,
TIBAU,2015,LIN,linha,passive,1.6,16.700000000000003,0.09580838323353293,,,
TIBAU,2015,LRE,linha e rede de espera,mixed,0.0,16.700000000000003,0.0,,,
TIBAU,2015,MEL,mergulho livre,active,0.0,16.700000000000003,0.0,,,
TIBAU,2015,PUC,puçá,active,0.0,16.700000000000003,0.0,,,
TIBAU,2015,RAG,rede agulha,passive,0.0,16.700000000000003,0.0,,,
TIBAU,2015,RCA,rede caçoeira,passive,0.0,16.700000000000003,0.0,,,
TIBAU,2015,RES,rede de espera,passive,4.7,16.700000000000003,0.28143712574850294,,,
TIBAU,2015,RTP,rede de tapagem,passive,0.0,16.700000000000003,0.0,,,
TIBAU,2015,SRD,sardinheira,passive,0.0,16.700000000000003,0.0,,,
TIBAU,2015,TNR,traineira,active,0.0,16.700000000000003,0.0,,,
TIBAU,2015,TRF,tarrafa,active,0.0,16.700000000000003,0.0,,,
TIBAU,2015,TRM,tremalho,passive,0.0,16.700000000000003,0.0,,,
TIBAU,2016,APA,arrasto de praia,active,0.0,35.2,0.0,,,
TIBAU,2016,APO,arrasto de porta,active,0.0,35.2,0.0,,,
TIBAU,2016,CMN,coleta manual,active,0.0,35.2,0.0,,,
TIBAU,2016,CMP,compressor,active,0.0,35.2,0.0,,,
TIBAU,2016,COQ,coqueiro,active,0.0,35.2,0.0,,,
TIBAU,2016,CPL,covo peixe e lagosta,passive,0.0,35.2,0.0,,,
TIBAU,2016,CUR,curral,passive,0.0,35.2,0.0,,,
TIBAU,2016,CVL,covo lagosta,passive,19.8,35.2,0.5625,,,
TIBAU,2016,CVP,covo peixe,passive,0.0,35.2,0.0,,,
TIBAU,2016,JER,jereré,active,0.0,35.2,0.0,,,
TIBAU,2016,LCL,linha e covo lagosta,mixed,0.2,35.2,0.005681818181818182,,,
TIBAU,2016,LCP,linha e covo peixe,mixed,0.0,35.2,0.0,,,
TIBAU,2016,LES,linha e espinhel,mixed,0.0,35.2,0.0,,,
TIBAU,2016,LIJ,linha e jereré,mixed,0.0,35.2,0.0,,,
TIBAU,2016,LIN,linha,passive,2.5,35.2,0.07102272727272727,,,
TIBAU,2016,LML,linha e mergulho livre,mixed,0.0,35.2,0.0,,,
TIBAU,2016,LRE,linha e rede de espera,mixed,0.0,35.2,0.0,,,
TIBAU,2016,MEL,mergulho livre,active,0.0,35.2,0.0,,,
TIBAU,2016,PUC,puçá,active,0.0,35.2,0.0,,,
TIBAU,2016,RAG,rede agulha,passive,0.0,35.2,0.0,,,
TIBAU,2016,RCA,rede caçoeira,passive,0.0,35.2,0.0,,,
TIBAU,2016,RES,rede de espera,passive,12.0,35.2,0.3409090909090909,,,
TIBAU,2016,RTP,rede de tapagem,passive,0.0,35.2,0.0,,,
TIBAU,2016,SRD,sardinheira,passive,0.0,35.2,0.0,,,
TIBAU,2016,TNR,traineira,active,0.0,35.2,0.0,,,
TIBAU,2016,TRF,tarrafa,active,0.0,35.2,0.0,,,
TIBAU,2016,TRM,tremalho,passive,0.7,35.2,0.019886363636363633,,,
TIBAU,2017,APA,arrasto de praia,active,0.0,33.3,0.0,,,
TIBAU,2017,APO,arrasto de porta,active,0.0,33.3,0.0,,,
TIBAU,2017,CMN,coleta manual,active,0.0,33.3,0.0,,,
TIBAU,2017,CMP,compressor,active,0.0,33.3,0.0,,,
TIBAU,2017,COQ,coqueiro,active,0.0,33.3,0.0,,,
TIBAU,2017,CPL,covo peixe e lagosta,passive,0.0,33.3,0.0,,,
TIBAU,2017,CUR,curral,passive,0.0,33.3,0.0,,,
TIBAU,2017,CVL,covo lagosta,passive,20.4,33.3,0.6126126126126126,,,
TIBAU,2017,CVP,covo peixe,passive,0.1,33.3,0.0030030030030030034,,,
TIBAU,2017,JER,jereré,active,0.0,33.3,0.0,,,
TIBAU,2017,LCL,linha e covo lagosta,mixed,0.0,33.3,0.0,,,
TIBAU,2017,LCP,linha e covo peixe,mixed,0.0,33.3,0.0,,,
TIBAU,2017,LES,linha e espinhel,mixed,0.0,33.3,0.0,,,
TIBAU,2017,LIJ,linha e jereré,mixed,0.0,33.3,0.0,,,
TIBAU,2017,LIN,linha,passive,2.2,33.3,0.06606606606606608,,,
TIBAU,2017,LML,linha e mergulho livre,mixed,0.0,33.3,0.0,,,
TIBAU,2017,LRE,linha e rede de espera,mixed,0.0,33.3,0.0,,,
TIBAU,2017,MEL,mergulho livre,active,0.0,33.3,0.0,,,
TIBAU,2017,PUC,puçá,active,0.0,33.3,0.0,,,
TIBAU,2017,RAG,rede agulha,passive,0.0,33.3,0.0,,,
TIBAU,2017,RCA,rede caçoeira,passive,0.0,33.3,0.0,,,
TIBAU,2017,RES,rede de espera,passive,9.4,33.3,0.2822822822822823,,,
TIBAU,2017,RTP,rede de tapagem,passive,0.0,33.3,0.0,,,
TIBAU,2017,SRD,sardinheira,passive,0.0,33.3,0.0,,,
TIBAU,2017,TNR,traineira,active,0.0,33.3,0.0,,,
TIBAU,2017,TRF,tarrafa,active,0.0,33.3,0.0,,,
TIBAU,2017,TRM,tremalho,passive,1.2,33.3,0.036036036036036036,,,
TIBAU,2018,APA,arrasto de praia,active,0.0,34.1,0.0,,,
TIBAU,2018,APO,arrasto de porta,active,0.0,34.1,0.0,,,
TIBAU,2018,CMN,coleta manual,active,0.0,34.1,0.0,,,
TIBAU,2018,CMP,compressor,active,0.0,34.1,0.0,,,
TIBAU,2018,COQ,coqueiro,active,0.0,34.1,0.0,,,
TIBAU,2018,CPL,covo peixe e lagosta,passive,0.0,34.1,0.0,,,
TIBAU,2018,CUR,curral,passive,0.0,34.1,0.0,,,
TIBAU,2018,CVL,covo lagosta,passive,24.1,34.1,0.7067448680351907,,,
TIBAU,2018,CVP,covo peixe,passive,0.0,34.1,0.0,,,
TIBAU,2018,JER,jereré,active,0.0,34.1,0.0,,,
TIBAU,2018,LES,linha e espinhel,mixed,0.0,34.1,0.0,,,
TIBAU,2018,LIJ,linha e jereré,mixed,0.0,34.1,0.0,,,
TIBAU,2018,LIN,linha,passive,2.6,34.1,0.07624633431085044,,,
TIBAU,2018,LRE,linha e rede de espera,mixed,0.0,34.1,0.0,,,
TIBAU,2018,MEL,mergulho livre,active,0.0,34.1,0.0,,,
TIBAU,2018,PUC,puçá,active,0.0,34.1,0.0,,,
TIBAU,2018,RAG,rede agulha,passive,0.0,34.1,0.0,,,
TIBAU,2018,RCA,rede caçoeira,passive,0.0,34.1,0.0,,,
TIBAU,2018,RES,rede de espera,passive,7.4,34.1,0.21700879765395895,,,
TIBAU,2018,RTP,rede de tapagem,passive,0.0,34.1,0.0,,,
TIBAU,2018,SRD,sardinheira,passive,0.0,34.1,0.0,,,
TIBAU,2018,TNR,traineira,active,0.0,34.1,0.0,,,
TIBAU,2018,TRF,tarrafa,active,0.0,34.1,0.0,,,
TIBAU,2018,TRM,tremalho,passive,0.0,34.1,0.0,,,
TIBAU,2019,APA,arrasto de praia,active,1.5,34.0,0.04411764705882353,,,
TIBAU,2019,APO,arrasto de porta,active,0.0,34.0,0.0,,,
TIBAU,2019,CMN,coleta manual,active,0.0,34.0,0.0,,,
TIBAU,2019,CMP,compressor,active,0.0,34.0,0.0,,,
TIBAU,2019,COQ,coqueiro,active,0.0,34.0,0.0,,,
TIBAU,2019,CPL,covo peixe e lagosta,passive,0.7,34.0,0.020588235294117647,,,
TIBAU,2019,CUR,curral,passive,0.0,34.0,0.0,,,
TIBAU,2019,CVL,covo lagosta,passive,22.7,34.0,0.6676470588235294,,,
TIBAU,2019,CVP,covo peixe,passive,0.0,34.0,0.0,,,
TIBAU,2019,JER,jereré,active,0.0,34.0,0.0,,,
TIBAU,2019,LCL,linha e covo lagosta,mixed,0.0,34.0,0.0,,,
TIBAU,2019,LCP,linha e covo peixe,mixed,0.0,34.0,0.0,,,
TIBAU,2019,LES,linha e espinhel,mixed,0.0,34.0,0.0,,,
TIBAU,2019,LIJ,linha e jereré,mixed,0.0,34.0,0.0,,,
TIBAU,2019,LIN,linha,passive,0.3,34.0,0.008823529411764706,,,
TIBAU,2019,LML,linha e mergulho livre,mixed,0.0,34.0,0.0,,,
TIBAU,2019,LRE,linha e rede de espera,mixed,0.0,34.0,0.0,,,
TIBAU,2019,MEL,mergulho livre,active,0.0,34.0,0.0,,,
TIBAU,2019,PUC,puçá,active,0.0,34.0,0.0,,,
TIBAU,2019,RAG,rede agulha,passive,0.0,34.0,0.0,,,
TIBAU,2019,RCA,rede caçoeira,passive,0.0,34.0,0.0,,,
TIBAU,2019,RES,rede de espera,passive,8.8,34.0,0.25882352941176473,,,
TIBAU,2019,RTP,rede de tapagem,passive,0.0,34.0,0.0,,,
TIBAU,2019,SRD,sardinheira,passive,0.0,34.0,0.0,,,
TIBAU,2019,TNR,traineira,active,0.0,34.0,0.0,,,
TIBAU,2019,TRF,tarrafa,active,0.0,34.0,0.0,,,
TIBAU,2019,TRM,tremalho,passive,0.0,34.0,0.0,,,
TIBAU,2020,APA,arrasto de praia,active,0.1,17.8,0.0056179775280898875,,,
TIBAU,2020,APO,arrasto de porta,active,0.0,17.8,0.0,,,
TIBAU,2020,CMN,coleta manual,active,0.0,17.8,0.0,,,
TIBAU,2020,CMP,compressor,active,0.0,17.8,0.0,,,
TIBAU,2020,COQ,coqueiro,active,0.0,17.8,0.0,,,
TIBAU,2020,CPL,covo peixe e lagosta,passive,0.0,17.8,0.0,,,
TIBAU,2020,CUR,curral,passive,0.0,17.8,0.0,,,
TIBAU,2020,CVL,covo lagosta,passive,5.5,17.8,0.3089887640449438,,,
TIBAU,2020,CVP,covo peixe,passive,0.0,17.8,0.0,,,
TIBAU,2020,JER,jereré,active,0.0,17.8,0.0,,,
TIBAU,2020,LCL,linha e covo lagosta,mixed,0.0,17.8,0.0,,,
TIBAU,2020,LCP,linha e covo peixe,mixed,0.0,17.8,0.0,,,
TIBAU,2020,LES,linha e espinhel,mixed,0.0,17.8,0.0,,,
TIBAU,2020,LIJ,linha e jereré,mixed,0.0,17.8,0.0,,,
TIBAU,2020,LIN,linha,passive,3.4,17.8,0.19101123595505617,,,
TIBAU,2020,LML,linha e mergulho livre,mixed,0.0,17.8,0.0,,,
TIBAU,2020,LRE,linha e rede de espera,mixed,0.0,17.8,0.0,,,
TIBAU,2020,MEL,mergulho livre,active,0.0,17.8,0.0,,,
TIBAU,2020,PUC,puçá,active,0.0,17.8,0.0,,,
TIBAU,2020,RAG,rede agulha,passive,0.0,17.8,0.0,,,
TIBAU,2020,RCA,rede caçoeira,passive,0.0,17.8,0.0,,,
