local,year,gear_cod,gear_type,gear_group,gear_production_ton,total_production_ton,gear_share,share_active,share_passive,share_mixed
GROSSOS,2024,CMN,coleta manual,active,2.2,25.900000000000002,0.08494208494208494,,,
GROSSOS,2024,CMP,compressor,active,0.0,25.900000000000002,0.0,,,
GROSSOS,2024,COQ,palha de coqueiro,passive,0.0,25.900000000000002,0.0,,,
GROSSOS,2024,CUR,curral,passive,0.0,25.900000000000002,0.0,,,
GROSSOS,2024,CVL,covo lagosta,passive,2.6,25.900000000000002,0.10038610038610038,,,
GROSSOS,2024,CVP,covo peixe,passive,1.8,25.900000000000002,0.0694980694980695,,,
GROSSOS,2024,ESP,espinhel,passive,0.0,25.900000000000002,0.0,,,
GROSSOS,2024,LES,linha e espinhel,mixed,0.0,25.900000000000002,0.0,,,
GROSSOS,2024,LIJ,linha e jereré,mixed,0.0,25.900000000000002,0.0,,,
GROSSOS,2024,LIN,linha,passive,0.0,25.900000000000002,0.0,,,
GROSSOS,2024,LML,linha e mergulho livre,mixed,0.0,25.900000000000002,0.0,,,
GROSSOS,2024,LRE,linha e rede de espera,mixed,0.0,25.900000000000002,0.0,,,
GROSSOS,2024,MEL,mergulho livre,active,0.0,25.900000000000002,0.0,,,
GROSSOS,2024,PUC,puçá,active,0.0,25.900000000000002,0.0,,,
GROSSOS,2024,RAG,rede agulha,passive,0.5,25.900000000000002,0.019305019305019305,,,
GROSSOS,2024,REC,rede caçoeira,passive,0.0,25.900000000000002,0.0,,,
GROSSOS,2024,RES,rede de espera,passive,18.8,25.900000000000002,0.7258687258687259,,,
GROSSOS,2024,RTP,rede de tapagem,passive,0.0,25.900000000000002,0.0,,,
GROSSOS,2024,SRD,sardinheira,passive,0.0,25.900000000000002,0.0,,,
GROSSOS,2024,TRF,tarrafa,active,0.0,25.900000000000002,0.0,,,
GROSSOS,2024,TRM,tremalho,passive,0.0,25.900000000000002,0.0,,,
GUAMARE,2001,APA,arrasto de praia,active,4.1,42.63,0.0961764015951208,,,
GUAMARE,2001,APO,arrasto de porta,active,0.02,42.63,0.0004691531785127844,,,
GUAMARE,2001,CMN,coleta manual,active,4.92,42.63,0.11541168191414496,,,
GUAMARE,2001,CVL,covo lagosta,passive,0.03,42.63,0.0007037297677691765,,,
GUAMARE,2001,LCP,linha e covo peixe,mixed,1.64,42.63,0.038470560638048316,,,
GUAMARE,2001,LIN,linha,passive,4.95,42.63,0.11611541168191414,,,
GUAMARE,2001,MEL,mergulho livre,active,0.23,42.63,0.005395261552897021,,,
GUAMARE,2001,PUC,puçá,active,0.32,42.63,0.00750645085620455,,,
GUAMARE,2001,RAG,rede agulha,passive,1.75,42.63,0.041050903119868636,,,
GUAMARE,2001,RES,rede de espera,passive,18.44,42.63,0.43255923058878726,,,
GUAMARE,2001,SRD,sardinheira,passive,1.12,42.63,0.02627257799671593,,,
GUAMARE,2001,TRF,tarrafa,active,0.26,42.63,0.006098991320666197,,,
GUAMARE,2001,TRM,tremalho,passive,4.85,42.63,0.11376964578935021,,,
GUAMARE,2002,APO,arrasto de porta,active,3.51,73.38,0.04783319705641864,,,
GUAMARE,2002,CMN,coleta manual,active,10.51,73.38,0.14322703733987463,,,
GUAMARE,2002,LIN,linha,passive,10.74,73.38,0.14636140637775963,,,
GUAMARE,2002,MEL,mergulho livre,active,0.42,73.38,0.005723630417007359,,,
GUAMARE,2002,PUC,puçá,active,2.04,73.38,0.02780049059689289,,,
GUAMARE,2002,RAG,rede agulha,passive,5.49,73.38,0.07481602616516762,,,
GUAMARE,2002,RES,rede de espera,passive,27.68,73.38,0.37721449986372313,,,
GUAMARE,2002,SRD,sardinheira,passive,0.05,73.38,0.0006813845734532572,,,
GUAMARE,2002,TRF,tarrafa,active,0.33,73.38,0.004497138184791497,,,
GUAMARE,2002,TRM,tremalho,passive,12.61,73.38,0.17184518942491142,,,
GUAMARE,2003,APO,arrasto de porta,active,1.37,67.67,0.020245308112900845,,,
GUAMARE,2003,CMN,coleta manual,active,4.45,67.67,0.06576030737402098,,,
GUAMARE,2003,LIN,linha,passive,7.46,67.67,0.11024087483375203,,,
GUAMARE,2003,MEL,mergulho livre,active,0.18,67.67,0.002659967489286242,,,
GUAMARE,2003,PUC,puçá,active,1.84,67.67,0.027190778779370473,,,
GUAMARE,2003,RAG,rede agulha,passive,4.87,67.67,0.07196689818235555,,,
GUAMARE,2003,RES,rede de espera,passive,31.33,67.67,0.4629821191074331,,,
GUAMARE,2003,TRF,tarrafa,active,0.3,67.67,0.004433279148810403,,,
GUAMARE,2003,TRM,tremalho,passive,15.87,67.67,0.23452046697207032,,,
GUAMARE,2004,APO,arrasto de porta,active,5.07,149.05,0.03401543106340154,,,
GUAMARE,2004,CMN,coleta manual,active,16.23,149.05,0.10888963435088896,,,
GUAMARE,2004,LIN,linha,passive,15.59,149.05,0.10459577323045957,,,
GUAMARE,2004,MEL,mergulho livre,active,0.12,149.05,0.0008050989600805099,,,
GUAMARE,2004,PUC,puçá,active,3.0,149.05,0.020127474002012747,,,
GUAMARE,2004,RAG,rede agulha,passive,8.66,149.05,0.05810130828581013,,,
GUAMARE,2004,RES,rede de espera,passive,60.59,149.05,0.4065078832606508,,,
GUAMARE,2004,SRD,sardinheira,passive,7.44,149.05,0.04991613552499161,,,
GUAMARE,2004,TRF,tarrafa,active,0.1,149.05,0.0006709158000670916,,,
GUAMARE,2004,TRM,tremalho,passive,32.25,149.05,0.21637034552163703,,,
GUAMARE,2005,APO,arrasto de porta,active,4.12,82.15,0.05015216068167985,,,
GUAMARE,2005,CMN,coleta manual,active,9.98,82.15,0.12148508825319537,,,
GUAMARE,2005,LIN,linha,passive,8.63,82.15,0.10505173463177116,,,
GUAMARE,2005,PUC,puçá,active,2.39,82.15,0.02909312233718807,,,
GUAMARE,2005,RAG,rede agulha,passive,3.69,82.15,0.04491783323189288,,,
GUAMARE,2005,RES,rede de espera,passive,33.32,82.15,0.4055995130858186,,,
GUAMARE,2005,RTP,rede de tapagem,passive,1.32,82.15,0.016068167985392574,,,
GUAMARE,2005,TRM,tremalho,passive,18.7,82.15,0.22763237979306145,,,
GUAMARE,2006,APO,arrasto de porta,active,1.63,48.92,0.03331970564186427,,,
GUAMARE,2006,CMN,coleta manual,active,8.1,48.92,0.16557645134914145,,,
GUAMARE,2006,LIN,linha,passive,5.99,48.92,0.12244480784955028,,,
GUAMARE,2006,PUC,puçá,active,1.83,48.92,0.03740801308258381,,,
GUAMARE,2006,RAG,rede agulha,passive,3.66,48.92,0.07481602616516762,,,
GUAMARE,2006,RES,rede de espera,passive,19.53,48.92,0.3992232215862633,,,
GUAMARE,2006,TRM,tremalho,passive,8.18,48.92,0.16721177432542927,,,
GUAMARE,2007,APA,arrasto de praia,active,0.96,51.95,0.018479307025986522,,,
GUAMARE,2007,APO,arrasto de porta,active,2.69,51.95,0.05178055822906641,,,
GUAMARE,2007,CMN,coleta manual,active,13.91,51.95,0.2677574590952839,,,
GUAMARE,2007,LIN,linha,passive,5.95,51.95,0.11453320500481232,,,
GUAMARE,2007,PUC,puçá,active,0.57,51.95,0.010972088546679498,,,
GUAMARE,2007,RAG,rede agulha,passive,2.98,51.95,0.0573628488931665,,,
GUAMARE,2007,RES,rede de espera,passive,19.29,51.95,0.3713185755534167,,,
GUAMARE,2007,RTP,rede de tapagem,passive,1.02,51.95,0.01963426371511068,,,
GUAMARE,2007,SRD,sardinheira,passive,0.08,51.95,0.0015399422521655437,,,
GUAMARE,2007,TRM,tremalho,passive,4.5,51.95,0.08662175168431184,,,
GUAMARE,2008,APA,arrasto de praia,active,8.1,462.78,0.01750291715285881,,,
GUAMARE,2008,APO,arrasto de porta,active,27.18,462.78,0.05873201089070401,,,
GUAMARE,2008,CMN,coleta manual,active,43.28,462.78,0.09352175979947276,,,
GUAMARE,2008,CVP,covo peixe,passive,247.85,462.78,0.5355676563377847,,,
GUAMARE,2008,LIJ,linha e jereré,mixed,0.19,462.78,0.000410562254202861,,,
GUAMARE,2008,LIN,linha,passive,17.55,462.78,0.037922987164527425,,,
GUAMARE,2008,MEL,mergulho livre,active,0.06,462.78,0.0001296512381693245,,,
GUAMARE,2008,PUC,puçá,active,3.69,462.78,0.007973551147413459,,,
GUAMARE,2008,RAG,rede agulha,passive,8.81,462.78,0.019037123471195818,,,
GUAMARE,2008,RES,rede de espera,passive,72.32,462.78,0.1562729590734258,,,
GUAMARE,2008,RTP,rede de tapagem,passive,0.18,462.78,0.00038895371450797355,,,
GUAMARE,2008,SRD,sardinheira,passive,2.37,462.78,0.005121223907688319,,,
GUAMARE,2008,TRM,tremalho,passive,31.2,462.78,0.06741864384804876,,,
GUAMARE,2009,APA,arrasto de praia,active,0.0,438.6075,0.0,,,
GUAMARE,2009,APO,arrasto de porta,active,27.873,438.6075,0.0635488449239924,,,
GUAMARE,2009,CMN,coleta manual,active,99.4765,438.6075,0.22680072730174472,,,
GUAMARE,2009,CMP,compressor,active,0.0,438.6075,0.0,,,
GUAMARE,2009,CUR,curral,passive,0.0,438.6075,0.0,,,
GUAMARE,2009,CVL,covo lagosta,passive,0.0,438.6075,0.0,,,
GUAMARE,2009,CVP,covo peixe,passive,77.524,438.6075,0.17675028356788244,,,
GUAMARE,2009,ESP,espinhel,passive,0.0,438.6075,0.0,,,
GUAMARE,2009,LCP,linha e covo peixe,mixed,0.0,438.6075,0.0,,,
GUAMARE,2009,LIJ,linha e jereré,passive,0.0,438.6075,0.0,,,
GUAMARE,2009,LIN,linha,passive,27.2109,438.6075,0.06203929481370017,,,
GUAMARE,2009,MEL,mergulho livre,active,0.276,438.6075,0.0006292642054684428,,,
GUAMARE,2009,PUC,puçá/mangote,active,4.5395,438.6075,0.010349800220014478,,,
GUAMARE,2009,RAG,rede agulha,passive,7.448,438.6075,0.01698101377655421,,,
GUAMARE,2009,RCA,rede caçoeira,passive,0.0,438.6075,0.0,,,
GUAMARE,2009,RES,rede de espera,passive,44.0056,438.6075,0.10033024971073226,,,
GUAMARE,2009,RTP,rede de tapagem,passive,0.0,438.6075,0.0,,,
GUAMARE,2009,SRD,sardinheira,active,0.305,438.6075,0.0006953825458980979,,,
GUAMARE,2009,TNR,tainheira,active,96.634,438.6075,0.22031998996825178,,,
GUAMARE,2009,TRF,tarrafa,active,0.0,438.6075,0.0,,,
GUAMARE,2009,TRM,tresmalho,passive,53.315,438.6075,0.12155514896576095,,,
GUAMARE,2010,APA,arrasto de praia,active,0.0,364.437,0.0,,,
GUAMARE,2010,APO,arrasto de porta,active,21.972,364.437,0.06029025592900831,,,
GUAMARE,2010,CMN,coleta manual,active,71.208,364.437,0.19539179611290838,,,
GUAMARE,2010,CMP,compressor,active,0.0,364.437,0.0,,,
GUAMARE,2010,CUR,curral,passive,0.0,364.437,0.0,,,
GUAMARE,2010,CVL,covo lagosta,passive,0.0,364.437,0.0,,,
GUAMARE,2010,CVP,covo peixe,passive,24.886,364.437,0.06828615096710816,,,
GUAMARE,2010,ESP,espinhel,passive,0.0,364.437,0.0,,,
GUAMARE,2010,LCP,linha e covo peixe,passive,0.0,364.437,0.0,,,
GUAMARE,2010,LES,linha e espinhel,passive,0.0,364.437,0.0,,,
GUAMARE,2010,LIJ,linha e jereré,passive,3.503,364.437,0.009612086588354092,,,
GUAMARE,2010,LIN,linha,passive,46.775,364.437,0.1283486583414966,,,
GUAMARE,2010,LRE,linha e rede de espera,passive,0.0,364.437,0.0,,,
GUAMARE,2010,MEL,mergulho livre,active,0.406,364.437,0.0011140471466947648,,,
GUAMARE,2010,PUC,puçá,active,5.057,364.437,0.013876198080875432,,,
GUAMARE,2010,RAG,rede de agulha,passive,3.041,364.437,0.008344377766253151,,,
GUAMARE,2010,RCA,rede caçoeira,passive,0.0,364.437,0.0,,,
GUAMARE,2010,RES,rede de espera,passive,29.876,364.437,0.08197850382919407,,,
GUAMARE,2010,RTP,rede de tapagem,passive,0.0,364.437,0.0,,,
GUAMARE,2010,SRD,sardinheira,active,25.834,364.437,0.07088742361505555,,,
GUAMARE,2010,TNR,tainheira,active,90.261,364.437,0.24767243721136983,,,
GUAMARE,2010,TRF,tarrafa,active,0.0,364.437,0.0,,,
GUAMARE,2010,TRM,tresmalho,passive,41.618,364.437,0.11419806441168158,,,
GUAMARE,2011,APO,arrasto de porta,active,12.921,346.651,0.037273799873648136,,,
GUAMARE,2011,CMN,coleta manual,active,67.7,346.651,0.19529728747356853,,,
GUAMARE,2011,CVL,covo lagosta,passive,0.369,346.651,0.001064471182832301,,,
GUAMARE,2011,CVP,covo peixe,passive,75.305,346.651,0.21723577892462448,,,
GUAMARE,2011,LIJ,linha e jereré,mixed,2.182,346.651,0.006294515232899948,,,
GUAMARE,2011,LIN,linha,passive,34.708,346.651,0.10012375559280082,,,
GUAMARE,2011,LRE,linha e rede de espera,mixed,0.143,346.651,0.00041251864266942826,,,
GUAMARE,2011,MEL,mergulho livre,active,0.696,346.651,0.0020077830440414133,,,
GUAMARE,2011,PUC,puçá,active,4.28,346.651,0.01234671182255352,,,
GUAMARE,2011,RAG,rede agulha,passive,3.985,346.651,0.011495711825438265,,,
GUAMARE,2011,RCA,rede caçoeira,passive,0.912,346.651,0.0026308881266749553,,,
GUAMARE,2011,RES,rede de espera,passive,27.234,346.651,0.0785631658353791,,,
GUAMARE,2011,TNR,traineira,active,75.566,346.651,0.21798869756614,,,
GUAMARE,2011,TRM,tremalho,passive,40.65,346.651,0.11726491485672909,,,
GUAMARE,2012,APA,arrasto de praia,active,0.0,183.7,0.0,,,
GUAMARE,2012,APO,arrasto de porta,active,3.5,183.7,0.01905280348394121,,,
GUAMARE,2012,CMN,coleta manual,active,33.6,183.7,0.18290691344583562,,,
GUAMARE,2012,CMP,compressor,active,0.1,183.7,0.0005443658138268917,,,
GUAMARE,2012,CPL,covo peixe e lagosta,passive,0.0,183.7,0.0,,,
GUAMARE,2012,CUR,curral,passive,0.0,183.7,0.0,,,
GUAMARE,2012,CVL,covo lagosta,passive,0.5,183.7,0.0027218290691344584,,,
GUAMARE,2012,CVP,covo peixe,passive,0.0,183.7,0.0,,,
GUAMARE,2012,JER,jereré,active,2.0,183.7,0.010887316276537834,,,
GUAMARE,2012,LCL,linha e covo lagosta,mixed,0.0,183.7,0.0,,,
GUAMARE,2012,LCP,linha e covo peixe,mixed,1.1,183.7,0.00598802395209581,,,
GUAMARE,2012,LES,linha e espinhel,mixed,0.0,183.7,0.0,,,
GUAMARE,2012,LIJ,linha e jereré,mixed,9.4,183.7,0.05117038649972782,,,
GUAMARE,2012,LIN,linha,passive,23.9,183.7,0.1301034295046271,,,
GUAMARE,2012,LML,linha e mergulho livre,mixed,0.0,183.7,0.0,,,
GUAMARE,2012,LRE,linha e rede de espera,mixed,0.1,183.7,0.0005443658138268917,,,
GUAMARE,2012,MEL,mergulho livre,active,0.2,183.7,0.0010887316276537834,,,
GUAMARE,2012,PUC,puçá,active,3.0,183.7,0.01633097441480675,,,
GUAMARE,2012,RAG,rede agulha,passive,5.300000000000001,183.7,0.028851388132825263,,,
GUAMARE,2012,RCA,rede caçoeira,passive,0.0,183.7,0.0,,,
GUAMARE,2012,RES,rede de espera,passive,11.2,183.7,0.06096897114861187,,,
GUAMARE,2012,RTP,rede de tapagem,passive,0.0,183.7,0.0,,,
GUAMARE,2012,SRD,sardinheira,passive,0.0,183.7,0.0,,,
GUAMARE,2012,TNR,traineira,active,59.9,183.7,0.32607512248230813,,,
GUAMARE,2012,TRF,tarrafa,active,0.2,183.7,0.0010887316276537834,,,
GUAMARE,2012,TRM,tremalho,passive,29.7,183.7,0.16167664670658682,,,
GUAMARE,2013,APA,arrasto de praia,active,0.0,194.8,0.0,,,
GUAMARE,2013,APO,arrasto de porta,active,1.7,194.8,0.008726899383983572,,,
GUAMARE,2013,CMN,coleta manual,active,30.9,194.8,0.1586242299794661,,,
GUAMARE,2013,CMP,compressor,active,0.0,194.8,0.0,,,
GUAMARE,2013,CPL,covo peixe e lagosta,passive,0.0,194.8,0.0,,,
GUAMARE,2013,CUR,curral,passive,0.0,194.8,0.0,,,
GUAMARE,2013,CVL,covo lagosta,passive,4.4,194.8,0.022587268993839837,,,
GUAMARE,2013,CVP,covo peixe,passive,0.0,194.8,0.0,,,
GUAMARE,2013,ESP,espinhel,passive,0.0,194.8,0.0,,,
GUAMARE,2013,JER,jereré,active,0.3,194.8,0.0015400410677618068,,,
GUAMARE,2013,LCL,linha e covo lagosta,passive,0.0,194.8,0.0,,,
GUAMARE,2013,LCP,linha e covo peixe,passive,0.0,194.8,0.0,,,
GUAMARE,2013,LES,linha e espinhel,passive,0.0,194.8,0.0,,,
GUAMARE,2013,LIJ,linha e jereré,passive,9.3,194.8,0.047741273100616016,,,
GUAMARE,2013,LIN,linha,passive,26.9,194.8,0.13809034907597534,,,
GUAMARE,2013,LML,linha e mergulho livre,mixed,0.0,194.8,0.0,,,
GUAMARE,2013,LRE,linha e rede de espera,passive,0.0,194.8,0.0,,,
GUAMARE,2013,MEL,mergulho livre,active,0.1,194.8,0.000513347022587269,,,
GUAMARE,2013,PUC,puçá,active,5.1,194.8,0.026180698151950715,,,
GUAMARE,2013,RAG,rede agulha,passive,9.7,194.8,0.04979466119096509,,,
GUAMARE,2013,RCA,rede caçoeira,passive,0.0,194.8,0.0,,,
GUAMARE,2013,RES,rede de espera,passive,19.2,194.8,0.09856262833675564,,,
GUAMARE,2013,RTP,rede de tapagem,passive,0.0,194.8,0.0,,,
GUAMARE,2013,SRD,sardinheira,active,0.0,194.8,0.0,,,
GUAMARE,2013,TNR,tainheira,active,54.3,194.8,0.27874743326488705,,,
GUAMARE,2013,TRF,tarrafa,active,0.2,194.8,0.001026694045174538,,,
GUAMARE,2013,TRM,tresmalho,passive,32.7,194.8,0.16786447638603696,,,
GUAMARE,2014,APA,arrasto de praia,active,0.0,102.30000000000001,0.0,,,
GUAMARE,2014,APO,arrasto de porta,active,0.3,102.30000000000001,0.0029325513196480934,,,
GUAMARE,2014,CMN,coleta manual,active,12.3,102.30000000000001,0.12023460410557184,,,
GUAMARE,2014,CMP,compressor,active,0.0,102.30000000000001,0.0,,,
GUAMARE,2014,CPL,covo peixe e lagosta,passive,0.0,102.30000000000001,0.0,,,
GUAMARE,2014,CUR,curral,passive,0.0,102.30000000000001,0.0,,,
GUAMARE,2014,CVL,covo lagosta,passive,0.0,102.30000000000001,0.0,,,
GUAMARE,2014,CVP,covo peixe,passive,0.0,102.30000000000001,0.0,,,
GUAMARE,2014,JER,jereré,active,0.3,102.30000000000001,0.0029325513196480934,,,
GUAMARE,2014,LCP,linha e covo peixe,mixed,0.0,102.30000000000001,0.0,,,
GUAMARE,2014,LES,linha e espinhel,mixed,0.0,102.30000000000001,0.0,,,
GUAMARE,2014,LIJ,linha e jereré,mixed,9.5,102.30000000000001,0.09286412512218963,,,
GUAMARE,2014,LIN,linha,passive,10.1,102.30000000000001,0.09872922776148581,,,
GUAMARE,2014,LML,linha e mergulho livre,mixed,0.0,102.30000000000001,0.0,,,
GUAMARE,2014,LRE,linha e rede de espera,mixed,0.2,102.30000000000001,0.0019550342130987292,,,
GUAMARE,2014,MEL,mergulho livre,active,0.6,102.30000000000001,0.005865102639296187,,,
GUAMARE,2014,PUC,puçá,active,3.0,102.30000000000001,0.029325513196480937,,,
GUAMARE,2014,RAG,rede agulha,passive,5.2,102.30000000000001,0.050830889540566956,,,
GUAMARE,2014,RCA,rede caçoeira,passive,0.0,102.30000000000001,0.0,,,
GUAMARE,2014,RES,rede de espera,passive,13.4,102.30000000000001,0.13098729227761485,,,
GUAMARE,2014,RTP,rede de tapagem,passive,0.0,102.30000000000001,0.0,,,
GUAMARE,2014,SRD,sardinheira,passive,0.0,102.30000000000001,0.0,,,
GUAMARE,2014,TNR,traineira,active,28.0,102.30000000000001,0.27370478983382207,,,
GUAMARE,2014,TRF,tarrafa,active,0.1,102.30000000000001,0.0009775171065493646,,,
GUAMARE,2014,TRM,tremalho,passive,19.3,102.30000000000001,0.18866080156402737,,,
GUAMARE,2015,APA,arrasto de praia,active,0.0,117.0,0.0,,,
GUAMARE,2015,APO,arrasto de porta,active,0.2,117.0,0.0017094017094017094,,,
GUAMARE,2015,CMN,coleta manual,active,13.8,117.0,0.11794871794871796,,,
GUAMARE,2015,CMP,compressor,active,0.0,117.0,0.0,,,
GUAMARE,2015,COQ,coqueiro,active,0.0,117.0,0.0,,,
GUAMARE,2015,CPL,covo peixe e lagosta,passive,0.0,117.0,0.0,,,
GUAMARE,2015,CUR,curral,passive,0.0,117.0,0.0,,,
GUAMARE,2015,CVL,covo lagosta,passive,0.0,117.0,0.0,,,
GUAMARE,2015,CVP,covo peixe,passive,0.0,117.0,0.0,,,
GUAMARE,2015,JER,jereré,active,0.7,117.0,0.0059829059829059825,,,
GUAMARE,2015,LCL,linha e covo lagosta,mixed,0.0,117.0,0.0,,,
GUAMARE,2015,LCP,linha e covo peixe,mixed,0.0,117.0,0.0,,,
GUAMARE,2015,LES,linha e espinhel,mixed,0.0,117.0,0.0,,,
GUAMARE,2015,LIJ,linha e jereré,mixed,4.7,117.0,0.040170940170940174,,,
GUAMARE,2015,LIN,linha,passive,14.7,117.0,0.12564102564102564,,,
GUAMARE,2015,LRE,linha e rede de espera,mixed,0.0,117.0,0.0,,,
GUAMARE,2015,MEL,mergulho livre,active,1.0,117.0,0.008547008547008548,,,
GUAMARE,2015,PUC,puçá,active,2.5,117.0,0.021367521367521368,,,
GUAMARE,2015,RAG,rede agulha,passive,6.9,117.0,0.05897435897435898,,,
GUAMARE,2015,RCA,rede caçoeira,passive,0.0,117.0,0.0,,,
GUAMARE,2015,RES,rede de espera,passive,12.1,117.0,0.10341880341880341,,,
GUAMARE,2015,RTP,rede de tapagem,passive,0.0,117.0,0.0,,,
GUAMARE,2015,SRD,sardinheira,passive,0.0,117.0,0.0,,,
GUAMARE,2015,TNR,traineira,active,45.4,117.0,0.38803418803418804,,,
GUAMARE,2015,TRF,tarrafa,active,0.0,117.0,0.0,,,
GUAMARE,2015,TRM,tremalho,passive,15.0,117.0,0.1282051282051282,,,
GUAMARE,2016,APA,arrasto de praia,active,0.0,228.6,0.0,,,
GUAMARE,2016,APO,arrasto de porta,active,0.8,228.6,0.003499562554680665,,,
GUAMARE,2016,CMN,coleta manual,active,24.2,228.6,0.10586176727909011,,,
GUAMARE,2016,CMP,compressor,active,0.0,228.6,0.0,,,
GUAMARE,2016,COQ,coqueiro,active,0.0,228.6,0.0,,,
GUAMARE,2016,CPL,covo peixe e lagosta,passive,0.0,228.6,0.0,,,
GUAMARE,2016,CUR,curral,passive,0.0,228.6,0.0,,,
GUAMARE,2016,CVL,covo lagosta,passive,1.2,228.6,0.005249343832020997,,,
GUAMARE,2016,CVP,covo peixe,passive,0.0,228.6,0.0,,,
GUAMARE,2016,JER,jereré,active,1.8,228.6,0.007874015748031496,,,
GUAMARE,2016,LCL,linha e covo lagosta,mixed,0.0,228.6,0.0,,,
GUAMARE,2016,LCP,linha e covo peixe,mixed,0.3,228.6,0.0013123359580052493,,,
GUAMARE,2016,LES,linha e espinhel,mixed,0.0,228.6,0.0,,,
GUAMARE,2016,LIJ,linha e jereré,mixed,12.2,228.6,0.05336832895888014,,,
GUAMARE,2016,LIN,linha,passive,30.3,228.6,0.1325459317585302,,,
GUAMARE,2016,LML,linha e mergulho livre,mixed,0.0,228.6,0.0,,,
GUAMARE,2016,LRE,linha e rede de espera,mixed,0.2,228.6,0.0008748906386701663,,,
GUAMARE,2016,MEL,mergulho livre,active,1.8,228.6,0.007874015748031496,,,
GUAMARE,2016,PUC,puçá,active,5.2,228.6,0.022747156605424323,,,
GUAMARE,2016,RAG,rede agulha,passive,9.3,228.6,0.040682414698162736,,,
GUAMARE,2016,RCA,rede caçoeira,passive,0.0,228.6,0.0,,,
GUAMARE,2016,RES,rede de espera,passive,25.5,228.6,0.1115485564304462,,,
GUAMARE,2016,RTP,rede de tapagem,passive,0.0,228.6,0.0,,,
GUAMARE,2016,SRD,sardinheira,passive,0.0,228.6,0.0,,,
GUAMARE,2016,TNR,traineira,active,77.5,228.6,0.33902012248468943,,,
GUAMARE,2016,TRF,tarrafa,active,0.1,228.6,0.0004374453193350831,,,
GUAMARE,2016,TRM,tremalho,passive,38.2,228.6,0.16710411198600178,,,
GUAMARE,2017,APA,arrasto de praia,active,0.0,230.6,0.0,,,
GUAMARE,2017,APO,arrasto de porta,active,1.3,230.6,0.005637467476149177,,,
GUAMARE,2017,CMN,coleta manual,active,27.3,230.6,0.1183868169991327,,,
GUAMARE,2017,CMP,compressor,active,0.0,230.6,0.0,,,
GUAMARE,2017,COQ,coqueiro,active,0.0,230.6,0.0,,,
GUAMARE,2017,CPL,covo peixe e lagosta,passive,0.0,230.6,0.0,,,
GUAMARE,2017,CUR,curral,passive,0.0,230.6,0.0,,,
GUAMARE,2017,CVL,covo lagosta,passive,1.5,230.6,0.006504770164787511,,,
GUAMARE,2017,CVP,covo peixe,passive,0.0,230.6,0.0,,,
GUAMARE,2017,JER,jereré,active,0.8,230.6,0.0034692107545533394,,,
GUAMARE,2017,LCL,linha e covo lagosta,mixed,0.0,230.6,0.0,,,
GUAMARE,2017,LCP,linha e covo peixe,mixed,0.0,230.6,0.0,,,
GUAMARE,2017,LES,linha e espinhel,mixed,0.0,230.6,0.0,,,
GUAMARE,2017,LIJ,linha e jereré,mixed,12.4,230.6,0.05377276669557676,,,
GUAMARE,2017,LIN,linha,passive,28.9,230.6,0.12532523850823937,,,
GUAMARE,2017,LML,linha e mergulho livre,mixed,0.0,230.6,0.0,,,
GUAMARE,2017,LRE,linha e rede de espera,mixed,0.1,230.6,0.00043365134431916743,,,
GUAMARE,2017,MEL,mergulho livre,active,0.9,230.6,0.0039028620988725065,,,
GUAMARE,2017,PUC,puçá,active,5.4,230.6,0.02341717259323504,,,
GUAMARE,2017,RAG,rede agulha,passive,10.1,230.6,0.04379878577623591,,,
GUAMARE,2017,RCA,rede caçoeira,passive,0.0,230.6,0.0,,,
GUAMARE,2017,RES,rede de espera,passive,21.9,230.6,0.09496964440589765,,,
GUAMARE,2017,RTP,rede de tapagem,passive,0.0,230.6,0.0,,,
GUAMARE,2017,SRD,sardinheira,passive,0.0,230.6,0.0,,,
GUAMARE,2017,TNR,traineira,active,71.0,230.6,0.30789245446660884,,,
GUAMARE,2017,TRF,tarrafa,active,0.2,230.6,0.0008673026886383349,,,
GUAMARE,2017,TRM,tremalho,passive,48.8,230.6,0.21162185602775369,,,
GUAMARE,2018,APA,arrasto de praia,active,0.0,111.80000000000001,0.0,,,
GUAMARE,2018,APO,arrasto de porta,active,0.0,111.80000000000001,0.0,,,
GUAMARE,2018,CMN,coleta manual,active,38.2,111.80000000000001,0.3416815742397138,,,
GUAMARE,2018,CMP,compressor,active,0.0,111.80000000000001,0.0,,,
GUAMARE,2018,COQ,coqueiro,active,0.1,111.80000000000001,0.0008944543828264759,,,
GUAMARE,2018,CPL,covo peixe e lagosta,passive,0.0,111.80000000000001,0.0,,,
GUAMARE,2018,CUR,curral,passive,0.0,111.80000000000001,0.0,,,
GUAMARE,2018,CVL,covo lagosta,passive,0.0,111.80000000000001,0.0,,,
GUAMARE,2018,CVP,covo peixe,passive,0.0,111.80000000000001,0.0,,,
GUAMARE,2018,JER,jereré,active,0.6,111.80000000000001,0.005366726296958855,,,
GUAMARE,2018,LES,linha e espinhel,mixed,0.0,111.80000000000001,0.0,,,
GUAMARE,2018,LIJ,linha e jereré,mixed,0.0,111.80000000000001,0.0,,,
GUAMARE,2018,LIN,linha,passive,6.4,111.80000000000001,0.057245080500894455,,,
GUAMARE,2018,LRE,linha e rede de espera,mixed,0.8,111.80000000000001,0.007155635062611807,,,
GUAMARE,2018,MEL,mergulho livre,active,0.3,111.80000000000001,0.0026833631484794273,,,
