platform_exposure_class,year,gear_cod,gear_type,gear_group,gear_production_ton,total_production_ton,gear_share,share_active,share_passive,share_mixed
20-50 km,2011,TRF,tarrafa,active,37.498,2929.117,0.01280181023837559,,,
20-50 km,2011,TRM,tremalho,passive,150.356,2929.117,0.051331510485924596,,,
20-50 km,2012,APA,arrasto de praia,active,15.9,3346.3,0.004751516600424349,,,
20-50 km,2012,APO,arrasto de porta,active,26.099999999999998,3346.3,0.007799659325224874,,,
20-50 km,2012,CMN,coleta manual,active,39.5,3346.3,0.011804082120551056,,,
20-50 km,2012,CMP,compressor,active,150.70000000000002,3346.3,0.045034814571317576,,,
20-50 km,2012,CPL,covo peixe e lagosta,passive,16.2,3346.3,0.004841167857036129,,,
20-50 km,2012,CUR,curral,passive,0.0,3346.3,0.0,,,
20-50 km,2012,CVL,covo lagosta,passive,70.3,3346.3,0.021008277799360486,,,
20-50 km,2012,CVP,covo peixe,passive,118.89999999999999,3346.3,0.03553178137046887,,,
20-50 km,2012,JER,jereré,active,2.7,3346.3,0.0008068613095060216,,,
20-50 km,2012,LCL,linha e covo lagosta,mixed,33.199999999999996,3346.3,0.009921405731703671,,,
20-50 km,2012,LCP,linha e covo peixe,mixed,14.2,3346.3,0.004243492812957594,,,
20-50 km,2012,LES,linha e espinhel,mixed,11.0,3346.3,0.0032872127424319396,,,
20-50 km,2012,LIJ,linha e jereré,mixed,691.1,3346.3,0.20652661148133758,,,
20-50 km,2012,LIN,linha,passive,775.9,3346.3,0.23186803335026743,,,
20-50 km,2012,LML,linha e mergulho livre,mixed,4.7,3346.3,0.001404536353584556,,,
20-50 km,2012,LRE,linha e rede de espera,mixed,86.10000000000001,3346.3,0.02572991064758091,,,
20-50 km,2012,MEL,mergulho livre,active,22.4,3346.3,0.006693960493679586,,,
20-50 km,2012,PUC,puçá,active,8.5,3346.3,0.0025401189373337714,,,
20-50 km,2012,RAG,rede agulha,passive,114.7,3346.3,0.034276663777903955,,,
20-50 km,2012,RCA,rede caçoeira,passive,70.9,3346.3,0.02118758031258405,,,
20-50 km,2012,RES,rede de espera,passive,662.1,3346.3,0.19786032334219883,,,
20-50 km,2012,RTP,rede de tapagem,passive,0.0,3346.3,0.0,,,
20-50 km,2012,SRD,sardinheira,passive,0.6,3346.3,0.00017930251322356033,,,
20-50 km,2012,TNR,traineira,active,210.1,3346.3,0.06278576338045004,,,
20-50 km,2012,TRF,tarrafa,active,58.6,3346.3,0.01751187879150106,,,
20-50 km,2012,TRM,tremalho,passive,141.9,3346.3,0.042405044377372025,,,
20-50 km,2013,APA,arrasto de praia,active,12.299999999999999,4088.8999999999996,0.0030081439996086966,,,
20-50 km,2013,APO,arrasto de porta,active,20.6,4088.8999999999996,0.005038029787962533,,,
20-50 km,2013,CMN,coleta manual,active,102.60000000000001,4088.8999999999996,0.02509232311868718,,,
20-50 km,2013,CMP,compressor,active,143.7,4088.8999999999996,0.035143926239330874,,,
20-50 km,2013,CPL,covo peixe e lagosta,passive,4.8,4088.8999999999996,0.001173909853505833,,,
20-50 km,2013,CUR,curral,passive,0.0,4088.8999999999996,0.0,,,
20-50 km,2013,CVL,covo lagosta,passive,104.69999999999999,4088.8999999999996,0.02560590867959598,,,
20-50 km,2013,CVP,covo peixe,passive,140.29999999999998,4088.8999999999996,0.03431240675976424,,,
20-50 km,2013,ESP,espinhel,passive,18.599999999999998,4088.8999999999996,0.004548900682335102,,,
20-50 km,2013,JER,jereré,active,1.3,4088.8999999999996,0.00031793391865782977,,,
20-50 km,2013,LCL,linha e covo lagosta,passive,15.6,4088.8999999999996,0.0038152070238939573,,,
20-50 km,2013,LCP,linha e covo peixe,passive,19.299999999999997,4088.8999999999996,0.0047200958693047025,,,
20-50 km,2013,LES,linha e espinhel,passive,23.8,4088.8999999999996,0.005820636356966422,,,
20-50 km,2013,LIJ,linha e jereré,passive,776.3,4088.8999999999996,0.1898554623492871,,,
20-50 km,2013,LIN,linha,passive,1298.1,4088.8999999999996,0.31746924600748366,,,
20-50 km,2013,LML,linha e mergulho livre,mixed,6.800000000000001,4088.8999999999996,0.0016630389591332636,,,
20-50 km,2013,LRE,linha e rede de espera,passive,8.3,4088.8999999999996,0.002029885788353836,,,
20-50 km,2013,MEL,mergulho livre,active,24.6,4088.8999999999996,0.006016287999217394,,,
20-50 km,2013,PUC,puçá,active,5.6000000000000005,4088.8999999999996,0.0013695614957568052,,,
20-50 km,2013,RAG,rede agulha,passive,122.69999999999999,4088.8999999999996,0.030008070630242852,,,
20-50 km,2013,RCA,rede caçoeira,passive,24.2,4088.8999999999996,0.005918462178091908,,,
20-50 km,2013,RES,rede de espera,passive,753.7,4088.8999999999996,0.18432830345569715,,,
20-50 km,2013,RTP,rede de tapagem,passive,1.5,4088.8999999999996,0.0003668468292205728,,,
20-50 km,2013,SRD,sardinheira,active,1.8,4088.8999999999996,0.0004402161950646874,,,
20-50 km,2013,TNR,tainheira,active,266.9,4088.8999999999996,0.06527427914598058,,,
20-50 km,2013,TRF,tarrafa,active,68.3,4088.8999999999996,0.016703758957176747,,,
20-50 km,2013,TRM,tresmalho,passive,122.5,4088.8999999999996,0.02995915771968011,,,
20-50 km,2014,APA,arrasto de praia,active,2.0,2810.1,0.0007117184441834811,,,
20-50 km,2014,APO,arrasto de porta,active,7.5,2810.1,0.002668944165688054,,,
20-50 km,2014,CMN,coleta manual,active,13.7,2810.1,0.004875271342656845,,,
20-50 km,2014,CMP,compressor,active,61.10000000000001,2810.1,0.02174299846980535,,,
20-50 km,2014,CPL,covo peixe e lagosta,passive,3.6,2810.1,0.0012810931995302659,,,
20-50 km,2014,CUR,curral,passive,0.0,2810.1,0.0,,,
20-50 km,2014,CVL,covo lagosta,passive,14.4,2810.1,0.0051243727981210635,,,
20-50 km,2014,CVP,covo peixe,passive,53.5,2810.1,0.01903846838190812,,,
20-50 km,2014,JER,jereré,active,0.1,2810.1,3.5585922209174056e-05,,,
20-50 km,2014,LCP,linha e covo peixe,mixed,1.9000000000000001,2810.1,0.0006761325219743071,,,
20-50 km,2014,LES,linha e espinhel,mixed,3.4000000000000004,2810.1,0.0012099213551119178,,,
20-50 km,2014,LIJ,linha e jereré,mixed,724.8000000000001,2810.1,0.25792676417209354,,,
20-50 km,2014,LIN,linha,passive,1283.5,2810.1,0.45674531155474896,,,
20-50 km,2014,LML,linha e mergulho livre,mixed,2.2,2810.1,0.0007828902886018292,,,
20-50 km,2014,LRE,linha e rede de espera,mixed,9.9,2810.1,0.0035230062987082313,,,
20-50 km,2014,MEL,mergulho livre,active,15.4,2810.1,0.005480232020212804,,,
20-50 km,2014,PUC,puçá,active,3.5,2810.1,0.0012455072773210917,,,
20-50 km,2014,RAG,rede agulha,passive,45.300000000000004,2810.1,0.016120422760755846,,,
20-50 km,2014,RCA,rede caçoeira,passive,12.5,2810.1,0.0044482402761467565,,,
20-50 km,2014,RES,rede de espera,passive,373.6,2810.1,0.13294900537347426,,,
20-50 km,2014,RTP,rede de tapagem,passive,0.4,2810.1,0.00014234368883669622,,,
20-50 km,2014,SRD,sardinheira,passive,0.2,2810.1,7.117184441834811e-05,,,
20-50 km,2014,TNR,traineira,active,101.1,2810.1,0.03597736735347497,,,
20-50 km,2014,TRF,tarrafa,active,31.700000000000003,2810.1,0.011280737340308175,,,
20-50 km,2014,TRM,tremalho,passive,44.8,2810.1,0.015942493149709976,,,
20-50 km,2015,APA,arrasto de praia,active,6.2,3249.7999999999997,0.0019078097113668536,,,
20-50 km,2015,APO,arrasto de porta,active,1.8,3249.7999999999997,0.0005538802387839252,,,
20-50 km,2015,CMN,coleta manual,active,14.5,3249.7999999999997,0.004461813034648286,,,
20-50 km,2015,CMP,compressor,active,85.4,3249.7999999999997,0.026278540217859563,,,
20-50 km,2015,COQ,coqueiro,active,1.2,3249.7999999999997,0.0003692534925226168,,,
20-50 km,2015,CPL,covo peixe e lagosta,passive,11.7,3249.7999999999997,0.0036002215520955136,,,
20-50 km,2015,CUR,curral,passive,0.0,3249.7999999999997,0.0,,,
20-50 km,2015,CVL,covo lagosta,passive,37.2,3249.7999999999997,0.011446858268201122,,,
20-50 km,2015,CVP,covo peixe,passive,47.2,3249.7999999999997,0.014523970705889596,,,
20-50 km,2015,JER,jereré,active,0.5,3249.7999999999997,0.00015385562188442367,,,
20-50 km,2015,LCL,linha e covo lagosta,mixed,0.0,3249.7999999999997,0.0,,,
20-50 km,2015,LCP,linha e covo peixe,mixed,3.7,3249.7999999999997,0.0011385316019447353,,,
20-50 km,2015,LES,linha e espinhel,mixed,6.5,3249.7999999999997,0.002000123084497508,,,
20-50 km,2015,LIJ,linha e jereré,mixed,267.09999999999997,3249.7999999999997,0.08218967321065912,,,
20-50 km,2015,LIN,linha,passive,2133.7999999999997,3249.7999999999997,0.6565942519539664,,,
20-50 km,2015,LRE,linha e rede de espera,mixed,6.199999999999999,3249.7999999999997,0.0019078097113668533,,,
20-50 km,2015,MEL,mergulho livre,active,18.5,3249.7999999999997,0.005692658009723676,,,
20-50 km,2015,PUC,puçá,active,2.3,3249.7999999999997,0.0007077358606683488,,,
20-50 km,2015,RAG,rede agulha,passive,73.2,3249.7999999999997,0.022524463043879627,,,
20-50 km,2015,RCA,rede caçoeira,passive,18.3,3249.7999999999997,0.005631115760969907,,,
20-50 km,2015,RES,rede de espera,passive,400.4,3249.7999999999997,0.12320758200504647,,,
20-50 km,2015,RTP,rede de tapagem,passive,0.4,3249.7999999999997,0.00012308449750753894,,,
20-50 km,2015,SRD,sardinheira,passive,4.5,3249.7999999999997,0.001384700596959813,,,
20-50 km,2015,TNR,traineira,active,63.8,3249.7999999999997,0.019631977352452458,,,
20-50 km,2015,TRF,tarrafa,active,23.0,3249.7999999999997,0.007077358606683489,,,
20-50 km,2015,TRM,tremalho,passive,22.400000000000002,3249.7999999999997,0.0068927318604221815,,,
20-50 km,2016,APA,arrasto de praia,active,13.5,5585.3,0.0024170590657619107,,,
20-50 km,2016,APO,arrasto de porta,active,13.0,5585.3,0.0023275383596225805,,,
20-50 km,2016,CMN,coleta manual,active,34.8,5585.3,0.006230641147297369,,,
20-50 km,2016,CMP,compressor,active,140.7,5585.3,0.025191126707607467,,,
20-50 km,2016,COQ,coqueiro,active,0.4,5585.3,7.161656491146403e-05,,,
20-50 km,2016,CPL,covo peixe e lagosta,passive,12.9,5585.3,0.0023096342183947147,,,
20-50 km,2016,CUR,curral,passive,0.0,5585.3,0.0,,,
20-50 km,2016,CVL,covo lagosta,passive,69.8,5585.3,0.01249709057705047,,,
20-50 km,2016,CVP,covo peixe,passive,117.9,5585.3,0.02110898250765402,,,
20-50 km,2016,JER,jereré,active,1.8,5585.3,0.0003222745421015881,,,
20-50 km,2016,LCL,linha e covo lagosta,mixed,12.2,5585.3,0.0021843052297996525,,,
20-50 km,2016,LCP,linha e covo peixe,mixed,9.3,5585.3,0.0016650851341915385,,,
20-50 km,2016,LES,linha e espinhel,mixed,11.2,5585.3,0.0020052638175209925,,,
20-50 km,2016,LIJ,linha e jereré,mixed,790.0999999999999,5585.3,0.1414606198413693,,,
20-50 km,2016,LIN,linha,passive,2954.3,5585.3,0.5289420442948454,,,
20-50 km,2016,LML,linha e mergulho livre,mixed,4.4,5585.3,0.0007877822140261042,,,
20-50 km,2016,LRE,linha e rede de espera,mixed,7.9,5585.3,0.0014144271570014145,,,
20-50 km,2016,MEL,mergulho livre,active,30.8,5585.3,0.00551447549818273,,,
20-50 km,2016,PUC,puçá,active,5.800000000000001,5585.3,0.0010384401912162285,,,
20-50 km,2016,RAG,rede agulha,passive,149.00000000000003,5585.3,0.026677170429520353,,,
20-50 km,2016,RCA,rede caçoeira,passive,38.1,5585.3,0.006821477807816948,,,
20-50 km,2016,RES,rede de espera,passive,840.2,5585.3,0.1504305945965302,,,
20-50 km,2016,RTP,rede de tapagem,passive,0.5,5585.3,8.952070613933003e-05,,,
20-50 km,2016,SRD,sardinheira,passive,4.2,5585.3,0.0007519739315703722,,,
20-50 km,2016,TNR,traineira,active,189.0,5585.3,0.03383882692066675,,,
20-50 km,2016,TRF,tarrafa,active,49.0,5585.3,0.008773029201654342,,,
20-50 km,2016,TRM,tremalho,passive,84.5,5585.3,0.015128999337546774,,,
20-50 km,2017,APA,arrasto de praia,active,11.7,5597.5,0.002090218847699866,,,
20-50 km,2017,APO,arrasto de porta,active,12.3,5597.5,0.0021974095578383207,,,
20-50 km,2017,CMN,coleta manual,active,51.599999999999994,5597.5,0.009218401071907101,,,
20-50 km,2017,CMP,compressor,active,150.7,5597.5,0.02692273336310853,,,
20-50 km,2017,COQ,coqueiro,active,0.4,5597.5,7.146047342563645e-05,,,
20-50 km,2017,CPL,covo peixe e lagosta,passive,14.6,5597.5,0.00260830728003573,,,
20-50 km,2017,CUR,curral,passive,0.0,5597.5,0.0,,,
20-50 km,2017,CVL,covo lagosta,passive,69.6,5597.5,0.01243412237606074,,,
20-50 km,2017,CVP,covo peixe,passive,118.10000000000001,5597.5,0.02109870477891916,,,
20-50 km,2017,JER,jereré,active,0.9,5597.5,0.000160786065207682,,,
20-50 km,2017,LCL,linha e covo lagosta,mixed,5.2,5597.5,0.0009289861545332738,,,
20-50 km,2017,LCP,linha e covo peixe,mixed,10.2,5597.5,0.0018222420723537293,,,
20-50 km,2017,LES,linha e espinhel,mixed,14.8,5597.5,0.0026440375167485486,,,
20-50 km,2017,LIJ,linha e jereré,mixed,905.6,5597.5,0.1617865118356409,,,
20-50 km,2017,LIN,linha,passive,2927.2,5597.5,0.5229477445288074,,,
20-50 km,2017,LML,linha e mergulho livre,mixed,5.9,5597.5,0.0010540419830281375,,,
20-50 km,2017,LRE,linha e rede de espera,mixed,10.8,5597.5,0.0019294327824921841,,,
20-50 km,2017,MEL,mergulho livre,active,29.1,5597.5,0.005198749441715052,,,
20-50 km,2017,PUC,puçá,active,6.1000000000000005,5597.5,0.0010897722197409558,,,
20-50 km,2017,RAG,rede agulha,passive,116.30000000000001,5597.5,0.0207771326485038,,,
20-50 km,2017,RCA,rede caçoeira,passive,27.1,5597.5,0.004841447074586869,,,
20-50 km,2017,RES,rede de espera,passive,758.4,5597.5,0.1354890576150067,,,
20-50 km,2017,RTP,rede de tapagem,passive,0.9,5597.5,0.000160786065207682,,,
20-50 km,2017,SRD,sardinheira,passive,4.9,5597.5,0.0008753907994640465,,,
20-50 km,2017,TNR,traineira,active,198.20000000000002,5597.5,0.03540866458240286,,,
20-50 km,2017,TRF,tarrafa,active,59.4,5597.5,0.010611880303707012,,,
20-50 km,2017,TRM,tremalho,passive,87.5,5597.5,0.01563197856185797,,,
20-50 km,2018,APA,arrasto de praia,active,3.1,2986.3999999999996,0.0010380391106348784,,,
20-50 km,2018,APO,arrasto de porta,active,8.100000000000001,2986.3999999999996,0.002712295740691134,,,
20-50 km,2018,CMN,coleta manual,active,35.4,2986.3999999999996,0.011853736940798287,,,
20-50 km,2018,CMP,compressor,active,42.4,2986.3999999999996,0.014197696222877044,,,
20-50 km,2018,COQ,coqueiro,active,112.0,2986.3999999999996,0.037503348513260114,,,
20-50 km,2018,CPL,covo peixe e lagosta,passive,2.5,2986.3999999999996,0.0008371283150281276,,,
20-50 km,2018,CUR,curral,passive,0.0,2986.3999999999996,0.0,,,
20-50 km,2018,CVL,covo lagosta,passive,43.8,2986.3999999999996,0.014666488079292795,,,
20-50 km,2018,CVP,covo peixe,passive,25.4,2986.3999999999996,0.008505223680685776,,,
20-50 km,2018,JER,jereré,active,0.3,2986.3999999999996,0.00010045539780337531,,,
20-50 km,2018,LES,linha e espinhel,mixed,0.6,2986.3999999999996,0.00020091079560675062,,,
20-50 km,2018,LIJ,linha e jereré,mixed,14.6,2986.3999999999996,0.004888829359764265,,,
20-50 km,2018,LIN,linha,passive,2298.1,2986.3999999999996,0.769521832306456,,,
20-50 km,2018,LRE,linha e rede de espera,mixed,27.5,2986.3999999999996,0.009208411465309404,,,
20-50 km,2018,MEL,mergulho livre,active,13.4,2986.3999999999996,0.004487007768550764,,,
20-50 km,2018,PUC,puçá,active,0.0,2986.3999999999996,0.0,,,
20-50 km,2018,RAG,rede agulha,passive,41.8,2986.3999999999996,0.013996785427270293,,,
20-50 km,2018,RCA,rede caçoeira,passive,5.4,2986.3999999999996,0.0018081971604607557,,,
20-50 km,2018,RES,rede de espera,passive,245.60000000000002,2986.3999999999996,0.08223948566836327,,,
20-50 km,2018,RTP,rede de tapagem,passive,0.0,2986.3999999999996,0.0,,,
20-50 km,2018,SRD,sardinheira,passive,1.8,2986.3999999999996,0.0006027323868202519,,,
20-50 km,2018,TNR,traineira,active,42.7,2986.3999999999996,0.01429815162068042,,,
20-50 km,2018,TRF,tarrafa,active,2.4,2986.3999999999996,0.0008036431824270025,,,
20-50 km,2018,TRM,tremalho,passive,19.5,2986.3999999999996,0.006529600857219395,,,
20-50 km,2019,APA,arrasto de praia,active,13.9,5877.0,0.00236515228858261,,,
20-50 km,2019,APO,arrasto de porta,active,24.400000000000002,5877.0,0.00415177811808746,,,
20-50 km,2019,CMN,coleta manual,active,98.4,5877.0,0.01674323634507402,,,
20-50 km,2019,CMP,compressor,active,95.4,5877.0,0.016232771822358348,,,
20-50 km,2019,COQ,coqueiro,active,0.1,5877.0,1.7015484090522377e-05,,,
20-50 km,2019,CPL,covo peixe e lagosta,passive,4.0,5877.0,0.000680619363620895,,,
20-50 km,2019,CUR,curral,passive,0.0,5877.0,0.0,,,
20-50 km,2019,CVL,covo lagosta,passive,35.7,5877.0,0.006074527820316489,,,
20-50 km,2019,CVP,covo peixe,passive,60.8,5877.0,0.010345414327037604,,,
20-50 km,2019,JER,jereré,active,8.2,5877.0,0.0013952696954228347,,,
20-50 km,2019,LCL,linha e covo lagosta,mixed,0.0,5877.0,0.0,,,
20-50 km,2019,LCP,linha e covo peixe,mixed,0.0,5877.0,0.0,,,
20-50 km,2019,LES,linha e espinhel,mixed,8.2,5877.0,0.0013952696954228347,,,
20-50 km,2019,LIJ,linha e jereré,mixed,549.2,5877.0,0.09344903862514889,,,
20-50 km,2019,LIN,linha,passive,4102.7,5877.0,0.6980942657818615,,,
20-50 km,2019,LML,linha e mergulho livre,mixed,1.0,5877.0,0.00017015484090522376,,,
20-50 km,2019,LRE,linha e rede de espera,mixed,15.8,5877.0,0.0026884464863025353,,,
20-50 km,2019,MEL,mergulho livre,active,38.9,5877.0,0.0066190233112132036,,,
20-50 km,2019,PUC,puçá,active,0.0,5877.0,0.0,,,
20-50 km,2019,RAG,rede agulha,passive,91.8,5877.0,0.01562021439509954,,,
20-50 km,2019,RCA,rede caçoeira,passive,16.1,5877.0,0.0027394929385741026,,,
20-50 km,2019,RES,rede de espera,passive,491.29999999999995,5877.0,0.08359707333673642,,,
20-50 km,2019,RTP,rede de tapagem,passive,3.0,5877.0,0.0005104645227156713,,,
20-50 km,2019,SRD,sardinheira,passive,1.3,5877.0,0.0002212012931767909,,,
20-50 km,2019,TNR,traineira,active,113.2,5877.0,0.01926152799047133,,,
20-50 km,2019,TRF,tarrafa,active,11.1,5877.0,0.0018887187340479836,,,
20-50 km,2019,TRM,tremalho,passive,92.5,5877.0,0.015739322783733196,,,
20-50 km,2020,APA,arrasto de praia,active,1.5,5059.400000000001,0.00029647784322251646,,,
20-50 km,2020,APO,arrasto de porta,active,19.2,5059.400000000001,0.0037949163932482106,,,
20-50 km,2020,CMN,coleta manual,active,72.10000000000001,5059.400000000001,0.01425070166422896,,,
20-50 km,2020,CMP,compressor,active,102.2,5059.400000000001,0.020200023718227458,,,
20-50 km,2020,COQ,coqueiro,active,0.0,5059.400000000001,0.0,,,
20-50 km,2020,CPL,covo peixe e lagosta,passive,5.2,5059.400000000001,0.0010277898565047238,,,
20-50 km,2020,CUR,curral,passive,0.0,5059.400000000001,0.0,,,
20-50 km,2020,CVL,covo lagosta,passive,9.4,5059.400000000001,0.00185792781752777,,,
20-50 km,2020,CVP,covo peixe,passive,65.6,5059.400000000001,0.012965964343598053,,,
20-50 km,2020,JER,jereré,active,1.3,5059.400000000001,0.00025694746412618095,,,
20-50 km,2020,LCL,linha e covo lagosta,mixed,0.0,5059.400000000001,0.0,,,
20-50 km,2020,LCP,linha e covo peixe,mixed,0.0,5059.400000000001,0.0,,,
20-50 km,2020,LES,linha e espinhel,mixed,7.1000000000000005,5059.400000000001,0.0014033284579199113,,,
20-50 km,2020,LIJ,linha e jereré,mixed,525.6,5059.400000000001,0.10388583626516977,,,
20-50 km,2020,LIN,linha,passive,3361.2000000000003,5059.400000000001,0.6643475510930149,,,
20-50 km,2020,LML,linha e mergulho livre,mixed,2.1,5059.400000000001,0.0004150689805115231,,,
20-50 km,2020,LRE,linha e rede de espera,mixed,52.9,5059.400000000001,0.010455785270980747,,,
20-50 km,2020,MEL,mergulho livre,active,51.1,5059.400000000001,0.010100011859113729,,,
20-50 km,2020,PUC,puçá,active,0.0,5059.400000000001,0.0,,,
20-50 km,2020,RAG,rede agulha,passive,81.3,5059.400000000001,0.01606909910266039,,,
20-50 km,2020,RCA,rede caçoeira,passive,12.1,5059.400000000001,0.0023915879353282993,,,
20-50 km,2020,RES,rede de espera,passive,385.6,5059.400000000001,0.07621457089773491,,,
20-50 km,2020,RTP,rede de tapagem,passive,0.6,5059.400000000001,0.00011859113728900658,,,
20-50 km,2020,SRD,sardinheira,passive,0.4,5059.400000000001,7.906075819267106e-05,,,
20-50 km,2020,TNR,traineira,active,244.7,5059.400000000001,0.04836541882436652,,,
20-50 km,2020,TRF,tarrafa,active,9.8,5059.400000000001,0.001936988575720441,,,
20-50 km,2020,TRM,tremalho,passive,48.400000000000006,5059.400000000001,0.009566351741313199,,,
20-50 km,2021,APA,arrasto de praia,active,0.0,5922.799999999999,0.0,,,
20-50 km,2021,APO,arrasto de porta,active,7.3999999999999995,5922.799999999999,0.0012494090632808807,,,
20-50 km,2021,CMN,coleta manual,active,67.8,5922.799999999999,0.011447288444654556,,,
20-50 km,2021,CMP,compressor,active,118.4,5922.799999999999,0.019990545012494094,,,
20-50 km,2021,COQ,coqueiro,active,0.0,5922.799999999999,0.0,,,
20-50 km,2021,CPL,covo peixe e lagosta,passive,3.6999999999999997,5922.799999999999,0.0006247045316404403,,,
20-50 km,2021,CUR,curral,passive,0.0,5922.799999999999,0.0,,,
20-50 km,2021,CVL,covo lagosta,passive,6.2,5922.799999999999,0.0010468021881542516,,,
20-50 km,2021,CVP,covo peixe,passive,116.0,5922.799999999999,0.019585331262240834,,,
20-50 km,2021,JER,jereré,active,0.4,5922.799999999999,6.753562504220977e-05,,,
20-50 km,2021,LCL,linha e covo lagosta,mixed,0.0,5922.799999999999,0.0,,,
20-50 km,2021,LCP,linha e covo peixe,mixed,0.0,5922.799999999999,0.0,,,
20-50 km,2021,LES,linha e espinhel,mixed,1.9,5922.799999999999,0.0003207942189504964,,,
20-50 km,2021,LIJ,linha e jereré,mixed,698.5999999999999,5922.799999999999,0.11795096913621936,,,
20-50 km,2021,LIN,linha,passive,4103.099999999999,5922.799999999999,0.6927635577767273,,,
20-50 km,2021,LML,linha e mergulho livre,mixed,3.6,5922.799999999999,0.000607820625379888,,,
20-50 km,2021,LRE,linha e rede de espera,mixed,34.8,5922.799999999999,0.00587559937867225,,,
20-50 km,2021,MEL,mergulho livre,active,45.6,5922.799999999999,0.007699061254811915,,,
20-50 km,2021,PUC,puçá,active,0.0,5922.799999999999,0.0,,,
20-50 km,2021,RAG,rede agulha,passive,108.7,5922.799999999999,0.018352806105220505,,,
20-50 km,2021,RCA,rede caçoeira,passive,28.9,5922.799999999999,0.004879448909299656,,,
20-50 km,2021,RES,rede de espera,passive,412.90000000000003,5922.799999999999,0.06971364894982104,,,
20-50 km,2021,RTP,rede de tapagem,passive,0.0,5922.799999999999,0.0,,,
20-50 km,2021,SRD,sardinheira,passive,0.2,5922.799999999999,3.3767812521104886e-05,,,
20-50 km,2021,TNR,traineira,active,118.0,5922.799999999999,0.019923009387451885,,,
20-50 km,2021,TRF,tarrafa,active,9.6,5922.799999999999,0.0016208550010130345,,,
20-50 km,2021,TRM,tremalho,passive,37.0,5922.799999999999,0.006247045316404404,,,
20-50 km,2022,APO,arrasto de porta,active,2.4,5586.400000000001,0.0004296147787483889,,,
20-50 km,2022,CMN,coleta manual,active,77.9,5586.400000000001,0.013944579693541457,,,
20-50 km,2022,CMP,compressor,active,74.8,5586.400000000001,0.013389660604324788,,,
20-50 km,2022,COQ,coqueiro,active,0.0,5586.400000000001,0.0,,,
20-50 km,2022,CPL,covo peixe e lagosta,passive,3.3,5586.400000000001,0.0005907203207790347,,,
20-50 km,2022,CUR,curral,passive,0.0,5586.400000000001,0.0,,,
20-50 km,2022,CVL,covo lagosta,passive,5.2,5586.400000000001,0.0009308320206215093,,,
20-50 km,2022,CVP,covo peixe,passive,136.2,5586.400000000001,0.024380638693971068,,,
20-50 km,2022,LES,linha e espinhel,mixed,1.0,5586.400000000001,0.0001790061578118287,,,
20-50 km,2022,LIJ,linha e jereré,mixed,339.5,5586.400000000001,0.06077259057711585,,,
20-50 km,2022,LIN,linha,passive,4091.9,5586.400000000001,0.7324752971502219,,,
20-50 km,2022,LML,linha e mergulho livre,mixed,4.4,5586.400000000001,0.0007876270943720464,,,
20-50 km,2022,LRE,linha e rede de espera,mixed,81.3,5586.400000000001,0.014553200630101673,,,
20-50 km,2022,MEL,mergulho livre,active,31.9,5586.400000000001,0.005710296434197335,,,
20-50 km,2022,PUC,puçá,active,0.0,5586.400000000001,0.0,,,
20-50 km,2022,RAG,rede agulha,passive,13.0,5586.400000000001,0.0023270800515537734,,,
20-50 km,2022,RCA,rede caçoeira,passive,23.5,5586.400000000001,0.004206644708577975,,,
20-50 km,2022,RES,rede de espera,passive,513.5999999999999,5586.400000000001,0.0919375626521552,,,
20-50 km,2022,RTP,rede de tapagem,passive,0.6,5586.400000000001,0.00010740369468709722,,,
20-50 km,2022,SRD,sardinheira,passive,0.0,5586.400000000001,0.0,,,
20-50 km,2022,TNR,traineira,active,129.5,5586.400000000001,0.023181297436631818,,,
20-50 km,2022,TRF,tarrafa,active,7.3,5586.400000000001,0.0013067449520263496,,,
20-50 km,2022,TRM,tremalho,passive,49.1,5586.400000000001,0.008789202348560789,,,
20-50 km,2023,APO,arrasto de porta,active,2.5,5585.400000000001,0.00044759551688330283,,,
20-50 km,2023,CMN,coleta manual,active,134.0,5585.400000000001,0.023991119704945035,,,
20-50 km,2023,CMP,compressor,active,127.8,5585.400000000001,0.022881082823074442,,,
20-50 km,2023,COQ,coqueiro,active,0.0,5585.400000000001,0.0,,,
20-50 km,2023,CPL,covo peixe e lagosta,passive,5.6000000000000005,5585.400000000001,0.0010026139578185984,,,
20-50 km,2023,CUR,curral,passive,0.0,5585.400000000001,0.0,,,
20-50 km,2023,CVL,covo lagosta,passive,11.600000000000001,5585.400000000001,0.0020768431983385254,,,
20-50 km,2023,CVP,covo peixe,passive,66.3,5585.400000000001,0.01187023310774519,,,
20-50 km,2023,JER,jereré,active,1.0,5585.400000000001,0.00017903820675332113,,,
20-50 km,2023,LES,linha e espinhel,mixed,7.5,5585.400000000001,0.0013427865506499086,,,
20-50 km,2023,LIJ,linha e jereré,mixed,369.7,5585.400000000001,0.06619042503670282,,,
20-50 km,2023,LIN,linha,passive,3973.3,5585.400000000001,0.7113725068929709,,,
20-50 km,2023,LML,linha e mergulho livre,mixed,5.1000000000000005,5585.400000000001,0.0009130948544419379,,,
20-50 km,2023,LRE,linha e rede de espera,mixed,87.5,5585.400000000001,0.0156658430909156,,,
20-50 km,2023,MEL,mergulho livre,active,54.7,5585.400000000001,0.009793389909406668,,,
20-50 km,2023,PUC,puçá,active,0.0,5585.400000000001,0.0,,,
20-50 km,2023,RAG,rede agulha,passive,81.60000000000001,5585.400000000001,0.014609517671071007,,,
