species,year,sp_production_ton,n_locals,year_total,species_share_year
Tainha,2021,270.32,8,7434.59,0.03635977236135415
Tainha,2022,267.02,8,7287.5,0.03664082332761578
Tainha,2023,272.56,8,7344.91,0.03710869159731025
Tainha,2024,222.64,8,5500.99,0.04047271491131596
Tilapia,2011,7.3999999999999995,8,5027.85,0.001471802062511809
Tilapia,2012,116.0,8,4613.9,0.0251414204902577
Tilapia,2013,14.4,8,5752.3,0.0025033464874919596
Tilapia,2014,0.1,8,3730.9,2.6803184218285135e-05
Tilapia,2015,1.3,8,4121.6,0.0003154114906832298
Tilapia,2016,22.2,8,7280.4,0.0030492830064282185
Tilapia,2017,6.1,8,7360.299999999999,0.0008287705664171297
Tilapia,2018,0.1,8,3691.3,2.709072684420123e-05
Tilapia,2019,0.33,8,7817.5,4.221298369043812e-05
Tilapia,2020,0.07,8,6619.0,1.0575615651911166e-05
Tilapia,2021,1.28,8,7434.59,0.00017216820295402974
Tilapia,2022,0.35000000000000003,8,7287.5,4.802744425385935e-05
Tilapia,2023,0.51,8,7344.91,6.943584060253973e-05
Tilapia,2024,0.35,8,5500.99,6.362491115235621e-05
Ubarana,2012,0.1,8,4613.9,2.1673638353670434e-05
Ubarana,2015,6.8999999999999995,8,4121.6,0.0016741071428571425
Ubarana,2018,2.8000000000000003,8,3691.3,0.0007585403516376345
Ubarana,2019,5.029999999999999,8,7817.5,0.0006434282059481931
Ubarana,2020,4.37,8,6619.0,0.0006602205771264541
Ubarana,2021,5.75,8,7434.59,0.0007734118492075555
Ubarana,2022,10.8,8,7287.5,0.0014819897084048029
Ubarana,2023,9.52,8,7344.91,0.001296135691247408
Ubarana,2024,8.469999999999999,8,5500.99,0.0015397228498870202
Xareu,2001,4.55,4,566.43,0.008032766626061474
Xareu,2002,8.54,3,697.48,0.012244078683259734
Xareu,2003,4.47,3,843.6600000000001,0.005298342934357441
Xareu,2004,22.92,5,1368.52,0.016748019758571306
Xareu,2005,8.52,6,1095.23,0.0077791879331282005
Xareu,2006,0.89,5,753.26,0.001181530945490269
Xareu,2007,2.68,6,1053.25,0.0025445051032518397
Xareu,2008,12.88,6,2741.5,0.004698157942732081
Xareu,2009,15.9332,8,6059.0066,0.002629671999367025
Xareu,2010,39.143,8,5342.757,0.007326367266937276
Xareu,2011,40.697,8,5027.85,0.00809431466730312
Xareu,2012,90.2,8,4613.9,0.01954962179501073
Xareu,2015,6.9,8,4121.6,0.0016741071428571428
Xareu,2018,15.200000000000001,8,3691.3,0.004117790480318587
Xareu,2019,29.529999999999998,8,7817.5,0.003777422449632235
Xareu,2020,16.12,8,6619.0,0.002435413204411543
Xareu,2021,15.8,8,7434.59,0.0021252012552138047
Xareu,2022,16.63,8,7287.5,0.0022819897084048026
Xareu,2023,65.78,8,7344.91,0.008955861950656986
Xareu,2024,26.8,8,5500.99,0.004871850339666133
