local,year,boat_type,propulsion,vessels_monitored,total_vessels,boat_share,share_motorised,share_sail_row,share_other
GROSSOS,2023,BMP,motorised,0,26,0.0,0.6923076923076923,0.0,0.3076923076923077
GROSSOS,2023,BOM,other,2,26,0.07692307692307693,0.6923076923076923,0.0,0.3076923076923077
GROSSOS,2023,BOV,sail/row,0,26,0.0,0.6923076923076923,0.0,0.3076923076923077
GROSSOS,2023,CAM,motorised,9,26,0.34615384615384615,0.6923076923076923,0.0,0.3076923076923077
GROSSOS,2023,CAR,other,2,26,0.07692307692307693,0.6923076923076923,0.0,0.3076923076923077
GROSSOS,2023,CAV,sail/row,0,26,0.0,0.6923076923076923,0.0,0.3076923076923077
GROSSOS,2023,JAM,motorised,3,26,0.11538461538461539,0.6923076923076923,0.0,0.3076923076923077
GROSSOS,2023,JAV,sail/row,0,26,0.0,0.6923076923076923,0.0,0.3076923076923077
GROSSOS,2023,PED,other,4,26,0.15384615384615385,0.6923076923076923,0.0,0.3076923076923077
GROSSOS,2023,PQM,motorised,4,26,0.15384615384615385,0.6923076923076923,0.0,0.3076923076923077
GROSSOS,2023,PQV,sail/row,0,26,0.0,0.6923076923076923,0.0,0.3076923076923077
GROSSOS,2024,BMG,motorised,0,25,0.0,0.68,0.0,0.32
GROSSOS,2024,BMM,motorised,1,25,0.04,0.68,0.0,0.32
GROSSOS,2024,BMP,motorised,1,25,0.04,0.68,0.0,0.32
GROSSOS,2024,BOM,other,2,25,0.08,0.68,0.0,0.32
GROSSOS,2024,BOV,sail/row,0,25,0.0,0.68,0.0,0.32
GROSSOS,2024,CAM,motorised,8,25,0.32,0.68,0.0,0.32
GROSSOS,2024,CAR,other,2,25,0.08,0.68,0.0,0.32
GROSSOS,2024,CAV,sail/row,0,25,0.0,0.68,0.0,0.32
GROSSOS,2024,JAM,motorised,3,25,0.12,0.68,0.0,0.32
GROSSOS,2024,JAV,sail/row,0,25,0.0,0.68,0.0,0.32
GROSSOS,2024,PED,other,4,25,0.16,0.68,0.0,0.32
GROSSOS,2024,PQM,motorised,4,25,0.16,0.68,0.0,0.32
GROSSOS,2024,PQV,sail/row,0,25,0.0,0.68,0.0,0.32
GUAMARE,2001,BMG,motorised,2,57,0.03508771929824561,0.3333333333333333,0.5964912280701754,0.07017543859649122
GUAMARE,2001,BMM,motorised,5,57,0.08771929824561403,0.3333333333333333,0.5964912280701754,0.07017543859649122
GUAMARE,2001,BMP,motorised,9,57,0.15789473684210525,0.3333333333333333,0.5964912280701754,0.07017543859649122
GUAMARE,2001,BOV,sail/row,5,57,0.08771929824561403,0.3333333333333333,0.5964912280701754,0.07017543859649122
GUAMARE,2001,CAV,sail/row,29,57,0.5087719298245614,0.3333333333333333,0.5964912280701754,0.07017543859649122
GUAMARE,2001,PED,other,4,57,0.07017543859649122,0.3333333333333333,0.5964912280701754,0.07017543859649122
GUAMARE,2001,PQM,motorised,3,57,0.05263157894736842,0.3333333333333333,0.5964912280701754,0.07017543859649122
GUAMARE,2002,BMG,motorised,1,82,0.012195121951219513,0.3170731707317073,0.6097560975609756,0.07317073170731707
GUAMARE,2002,BMM,motorised,11,82,0.13414634146341464,0.3170731707317073,0.6097560975609756,0.07317073170731707
GUAMARE,2002,BMP,motorised,13,82,0.15853658536585366,0.3170731707317073,0.6097560975609756,0.07317073170731707
GUAMARE,2002,BOV,sail/row,3,82,0.036585365853658534,0.3170731707317073,0.6097560975609756,0.07317073170731707
GUAMARE,2002,CAV,sail/row,47,82,0.573170731707317,0.3170731707317073,0.6097560975609756,0.07317073170731707
GUAMARE,2002,PED,other,6,82,0.07317073170731707,0.3170731707317073,0.6097560975609756,0.07317073170731707
GUAMARE,2002,PQM,motorised,1,82,0.012195121951219513,0.3170731707317073,0.6097560975609756,0.07317073170731707
GUAMARE,2003,BMM,motorised,9,74,0.12162162162162163,0.20270270270270271,0.7837837837837838,0.013513513513513514
GUAMARE,2003,BMP,motorised,5,74,0.06756756756756757,0.20270270270270271,0.7837837837837838,0.013513513513513514
GUAMARE,2003,BOV,sail/row,3,74,0.04054054054054054,0.20270270270270271,0.7837837837837838,0.013513513513513514
GUAMARE,2003,CAV,sail/row,55,74,0.7432432432432432,0.20270270270270271,0.7837837837837838,0.013513513513513514
GUAMARE,2003,PED,other,1,74,0.013513513513513514,0.20270270270270271,0.7837837837837838,0.013513513513513514
GUAMARE,2003,PQM,motorised,1,74,0.013513513513513514,0.20270270270270271,0.7837837837837838,0.013513513513513514
GUAMARE,2004,BMM,motorised,15,87,0.1724137931034483,0.2988505747126437,0.6896551724137931,0.011494252873563218
GUAMARE,2004,BMP,motorised,10,87,0.11494252873563218,0.2988505747126437,0.6896551724137931,0.011494252873563218
GUAMARE,2004,BOV,sail/row,3,87,0.034482758620689655,0.2988505747126437,0.6896551724137931,0.011494252873563218
GUAMARE,2004,CAV,sail/row,57,87,0.6551724137931034,0.2988505747126437,0.6896551724137931,0.011494252873563218
GUAMARE,2004,PED,other,1,87,0.011494252873563218,0.2988505747126437,0.6896551724137931,0.011494252873563218
GUAMARE,2004,PQM,motorised,1,87,0.011494252873563218,0.2988505747126437,0.6896551724137931,0.011494252873563218
GUAMARE,2005,BMM,motorised,11,72,0.1527777777777778,0.2638888888888889,0.7222222222222222,0.013888888888888888
GUAMARE,2005,BMP,motorised,8,72,0.1111111111111111,0.2638888888888889,0.7222222222222222,0.013888888888888888
GUAMARE,2005,BOV,sail/row,1,72,0.013888888888888888,0.2638888888888889,0.7222222222222222,0.013888888888888888
GUAMARE,2005,CAV,sail/row,51,72,0.7083333333333334,0.2638888888888889,0.7222222222222222,0.013888888888888888
GUAMARE,2005,PED,other,1,72,0.013888888888888888,0.2638888888888889,0.7222222222222222,0.013888888888888888
GUAMARE,2006,BMM,motorised,10,51,0.19607843137254902,0.47058823529411764,0.5098039215686274,0.0196078431372549
GUAMARE,2006,BMP,motorised,7,51,0.13725490196078433,0.47058823529411764,0.5098039215686274,0.0196078431372549
GUAMARE,2006,BOV,sail/row,2,51,0.0392156862745098,0.47058823529411764,0.5098039215686274,0.0196078431372549
GUAMARE,2006,CAM,motorised,6,51,0.11764705882352941,0.47058823529411764,0.5098039215686274,0.0196078431372549
GUAMARE,2006,CAV,sail/row,24,51,0.47058823529411764,0.47058823529411764,0.5098039215686274,0.0196078431372549
GUAMARE,2006,PED,other,1,51,0.0196078431372549,0.47058823529411764,0.5098039215686274,0.0196078431372549
GUAMARE,2006,PQM,motorised,1,51,0.0196078431372549,0.47058823529411764,0.5098039215686274,0.0196078431372549
GUAMARE,2007,BMM,motorised,14,51,0.27450980392156865,0.6470588235294118,0.3137254901960784,0.0392156862745098
GUAMARE,2007,BMP,motorised,7,51,0.13725490196078433,0.6470588235294118,0.3137254901960784,0.0392156862745098
GUAMARE,2007,BOV,sail/row,1,51,0.0196078431372549,0.6470588235294118,0.3137254901960784,0.0392156862745098
GUAMARE,2007,CAM,motorised,10,51,0.19607843137254902,0.6470588235294118,0.3137254901960784,0.0392156862745098
GUAMARE,2007,CAV,sail/row,15,51,0.29411764705882354,0.6470588235294118,0.3137254901960784,0.0392156862745098
GUAMARE,2007,PED,other,2,51,0.0392156862745098,0.6470588235294118,0.3137254901960784,0.0392156862745098
GUAMARE,2007,PQM,motorised,2,51,0.0392156862745098,0.6470588235294118,0.3137254901960784,0.0392156862745098
GUAMARE,2008,BMM,motorised,23,125,0.184,0.544,0.376,0.08
GUAMARE,2008,BMP,motorised,11,125,0.088,0.544,0.376,0.08
GUAMARE,2008,BOV,sail/row,2,125,0.016,0.544,0.376,0.08
GUAMARE,2008,CAM,motorised,33,125,0.264,0.544,0.376,0.08
GUAMARE,2008,CAV,sail/row,45,125,0.36,0.544,0.376,0.08
GUAMARE,2008,PED,other,10,125,0.08,0.544,0.376,0.08
GUAMARE,2008,PQM,motorised,1,125,0.008,0.544,0.376,0.08
GUAMARE,2009,BMG,motorised,1,107,0.009345794392523364,0.5887850467289719,0.34579439252336447,0.06542056074766354
GUAMARE,2009,BMM,motorised,9,107,0.08411214953271028,0.5887850467289719,0.34579439252336447,0.06542056074766354
GUAMARE,2009,BMP,motorised,6,107,0.056074766355140186,0.5887850467289719,0.34579439252336447,0.06542056074766354
GUAMARE,2009,BOM,other,0,107,0.0,0.5887850467289719,0.34579439252336447,0.06542056074766354
GUAMARE,2009,CAM,motorised,47,107,0.4392523364485981,0.5887850467289719,0.34579439252336447,0.06542056074766354
GUAMARE,2009,CAV,sail/row,36,107,0.3364485981308411,0.5887850467289719,0.34579439252336447,0.06542056074766354
GUAMARE,2009,JAV,sail/row,0,107,0.0,0.5887850467289719,0.34579439252336447,0.06542056074766354
GUAMARE,2009,PED,other,7,107,0.06542056074766354,0.5887850467289719,0.34579439252336447,0.06542056074766354
GUAMARE,2009,PQM,motorised,0,107,0.0,0.5887850467289719,0.34579439252336447,0.06542056074766354
GUAMARE,2009,PQV,sail/row,1,107,0.009345794392523364,0.5887850467289719,0.34579439252336447,0.06542056074766354
GUAMARE,2010,BMG,motorised,1,105,0.009523809523809525,0.7142857142857143,0.20952380952380953,0.0761904761904762
GUAMARE,2010,BMM,motorised,10,105,0.09523809523809523,0.7142857142857143,0.20952380952380953,0.0761904761904762
GUAMARE,2010,BMP,motorised,12,105,0.11428571428571428,0.7142857142857143,0.20952380952380953,0.0761904761904762
GUAMARE,2010,BOM,other,0,105,0.0,0.7142857142857143,0.20952380952380953,0.0761904761904762
GUAMARE,2010,BOV,sail/row,4,105,0.0380952380952381,0.7142857142857143,0.20952380952380953,0.0761904761904762
GUAMARE,2010,CAM,motorised,52,105,0.49523809523809526,0.7142857142857143,0.20952380952380953,0.0761904761904762
GUAMARE,2010,CAR,other,0,105,0.0,0.7142857142857143,0.20952380952380953,0.0761904761904762
GUAMARE,2010,CAV,sail/row,18,105,0.17142857142857143,0.7142857142857143,0.20952380952380953,0.0761904761904762
GUAMARE,2010,JAV,sail/row,0,105,0.0,0.7142857142857143,0.20952380952380953,0.0761904761904762
GUAMARE,2010,PED,other,8,105,0.0761904761904762,0.7142857142857143,0.20952380952380953,0.0761904761904762
GUAMARE,2010,PQM,motorised,0,105,0.0,0.7142857142857143,0.20952380952380953,0.0761904761904762
GUAMARE,2010,PQR,other,0,105,0.0,0.7142857142857143,0.20952380952380953,0.0761904761904762
GUAMARE,2010,PQV,sail/row,0,105,0.0,0.7142857142857143,0.20952380952380953,0.0761904761904762
GUAMARE,2011,BMG,motorised,1,91,0.01098901098901099,0.7142857142857143,0.10989010989010989,0.17582417582417584
GUAMARE,2011,BMM,motorised,7,91,0.07692307692307693,0.7142857142857143,0.10989010989010989,0.17582417582417584
GUAMARE,2011,BMP,motorised,6,91,0.06593406593406594,0.7142857142857143,0.10989010989010989,0.17582417582417584
GUAMARE,2011,BOM,other,4,91,0.04395604395604396,0.7142857142857143,0.10989010989010989,0.17582417582417584
GUAMARE,2011,BOV,sail/row,0,91,0.0,0.7142857142857143,0.10989010989010989,0.17582417582417584
GUAMARE,2011,CAM,motorised,50,91,0.5494505494505495,0.7142857142857143,0.10989010989010989,0.17582417582417584
GUAMARE,2011,CAR,other,0,91,0.0,0.7142857142857143,0.10989010989010989,0.17582417582417584
GUAMARE,2011,CAV,sail/row,9,91,0.0989010989010989,0.7142857142857143,0.10989010989010989,0.17582417582417584
GUAMARE,2011,JAM,motorised,1,91,0.01098901098901099,0.7142857142857143,0.10989010989010989,0.17582417582417584
GUAMARE,2011,JAV,sail/row,0,91,0.0,0.7142857142857143,0.10989010989010989,0.17582417582417584
GUAMARE,2011,PED,other,11,91,0.12087912087912088,0.7142857142857143,0.10989010989010989,0.17582417582417584
GUAMARE,2011,PQM,motorised,0,91,0.0,0.7142857142857143,0.10989010989010989,0.17582417582417584
GUAMARE,2011,PQR,other,1,91,0.01098901098901099,0.7142857142857143,0.10989010989010989,0.17582417582417584
GUAMARE,2011,PQV,sail/row,1,91,0.01098901098901099,0.7142857142857143,0.10989010989010989,0.17582417582417584
GUAMARE,2012,BMG,motorised,0,104,0.0,0.7980769230769231,0.08653846153846154,0.11538461538461539
GUAMARE,2012,BMM,motorised,9,104,0.08653846153846154,0.7980769230769231,0.08653846153846154,0.11538461538461539
GUAMARE,2012,BMP,motorised,7,104,0.0673076923076923,0.7980769230769231,0.08653846153846154,0.11538461538461539
GUAMARE,2012,BOM,other,2,104,0.019230769230769232,0.7980769230769231,0.08653846153846154,0.11538461538461539
GUAMARE,2012,BOV,sail/row,2,104,0.019230769230769232,0.7980769230769231,0.08653846153846154,0.11538461538461539
GUAMARE,2012,CAM,motorised,64,104,0.6153846153846154,0.7980769230769231,0.08653846153846154,0.11538461538461539
GUAMARE,2012,CAR,other,0,104,0.0,0.7980769230769231,0.08653846153846154,0.11538461538461539
GUAMARE,2012,CAV,sail/row,7,104,0.0673076923076923,0.7980769230769231,0.08653846153846154,0.11538461538461539
GUAMARE,2012,JAM,motorised,0,104,0.0,0.7980769230769231,0.08653846153846154,0.11538461538461539
GUAMARE,2012,JAV,sail/row,0,104,0.0,0.7980769230769231,0.08653846153846154,0.11538461538461539
GUAMARE,2012,PED,other,10,104,0.09615384615384616,0.7980769230769231,0.08653846153846154,0.11538461538461539
GUAMARE,2012,PQM,motorised,3,104,0.028846153846153848,0.7980769230769231,0.08653846153846154,0.11538461538461539
GUAMARE,2012,PQV,sail/row,0,104,0.0,0.7980769230769231,0.08653846153846154,0.11538461538461539
GUAMARE,2013,BMG,motorised,0,59,0.0,0.847457627118644,0.06779661016949153,0.0847457627118644
GUAMARE,2013,BMM,motorised,6,59,0.1016949152542373,0.847457627118644,0.06779661016949153,0.0847457627118644
GUAMARE,2013,BMP,motorised,1,59,0.01694915254237288,0.847457627118644,0.06779661016949153,0.0847457627118644
GUAMARE,2013,BOM,other,1,59,0.01694915254237288,0.847457627118644,0.06779661016949153,0.0847457627118644
GUAMARE,2013,BOV,sail/row,1,59,0.01694915254237288,0.847457627118644,0.06779661016949153,0.0847457627118644
GUAMARE,2013,CAM,motorised,43,59,0.7288135593220338,0.847457627118644,0.06779661016949153,0.0847457627118644
GUAMARE,2013,CAR,other,0,59,0.0,0.847457627118644,0.06779661016949153,0.0847457627118644
GUAMARE,2013,CAV,sail/row,2,59,0.03389830508474576,0.847457627118644,0.06779661016949153,0.0847457627118644
GUAMARE,2013,JAM,motorised,0,59,0.0,0.847457627118644,0.06779661016949153,0.0847457627118644
GUAMARE,2013,JAV,sail/row,0,59,0.0,0.847457627118644,0.06779661016949153,0.0847457627118644
GUAMARE,2013,PED,other,4,59,0.06779661016949153,0.847457627118644,0.06779661016949153,0.0847457627118644
GUAMARE,2013,PQM,motorised,0,59,0.0,0.847457627118644,0.06779661016949153,0.0847457627118644
GUAMARE,2013,PQV,sail/row,1,59,0.01694915254237288,0.847457627118644,0.06779661016949153,0.0847457627118644
GUAMARE,2014,BMG,motorised,0,66,0.0,0.8787878787878788,0.045454545454545456,0.07575757575757576
GUAMARE,2014,BMM,motorised,5,66,0.07575757575757576,0.8787878787878788,0.045454545454545456,0.07575757575757576
GUAMARE,2014,BMP,motorised,3,66,0.045454545454545456,0.8787878787878788,0.045454545454545456,0.07575757575757576
GUAMARE,2014,BOM,other,2,66,0.030303030303030304,0.8787878787878788,0.045454545454545456,0.07575757575757576
GUAMARE,2014,BOV,sail/row,1,66,0.015151515151515152,0.8787878787878788,0.045454545454545456,0.07575757575757576
GUAMARE,2014,CAM,motorised,50,66,0.7575757575757576,0.8787878787878788,0.045454545454545456,0.07575757575757576
GUAMARE,2014,CAR,other,0,66,0.0,0.8787878787878788,0.045454545454545456,0.07575757575757576
GUAMARE,2014,CAV,sail/row,1,66,0.015151515151515152,0.8787878787878788,0.045454545454545456,0.07575757575757576
GUAMARE,2014,JAM,motorised,0,66,0.0,0.8787878787878788,0.045454545454545456,0.07575757575757576
GUAMARE,2014,JAV,sail/row,0,66,0.0,0.8787878787878788,0.045454545454545456,0.07575757575757576
GUAMARE,2014,PED,other,3,66,0.045454545454545456,0.8787878787878788,0.045454545454545456,0.07575757575757576
GUAMARE,2014,PQM,motorised,0,66,0.0,0.8787878787878788,0.045454545454545456,0.07575757575757576
GUAMARE,2014,PQV,sail/row,1,66,0.015151515151515152,0.8787878787878788,0.045454545454545456,0.07575757575757576
GUAMARE,2015,BMG,motorised,0,73,0.0,0.863013698630137,0.0547945205479452,0.0821917808219178
GUAMARE,2015,BMM,motorised,7,73,0.0958904109589041,0.863013698630137,0.0547945205479452,0.0821917808219178
GUAMARE,2015,BMP,motorised,2,73,0.0273972602739726,0.863013698630137,0.0547945205479452,0.0821917808219178
GUAMARE,2015,BOM,other,2,73,0.0273972602739726,0.863013698630137,0.0547945205479452,0.0821917808219178
GUAMARE,2015,BOV,sail/row,2,73,0.0273972602739726,0.863013698630137,0.0547945205479452,0.0821917808219178
GUAMARE,2015,CAM,motorised,53,73,0.726027397260274,0.863013698630137,0.0547945205479452,0.0821917808219178
GUAMARE,2015,CAR,other,0,73,0.0,0.863013698630137,0.0547945205479452,0.0821917808219178
GUAMARE,2015,CAV,sail/row,1,73,0.0136986301369863,0.863013698630137,0.0547945205479452,0.0821917808219178
GUAMARE,2015,JAM,motorised,0,73,0.0,0.863013698630137,0.0547945205479452,0.0821917808219178
GUAMARE,2015,JAV,sail/row,0,73,0.0,0.863013698630137,0.0547945205479452,0.0821917808219178
GUAMARE,2015,PED,other,4,73,0.0547945205479452,0.863013698630137,0.0547945205479452,0.0821917808219178
GUAMARE,2015,PQM,motorised,1,73,0.0136986301369863,0.863013698630137,0.0547945205479452,0.0821917808219178
GUAMARE,2015,PQV,sail/row,1,73,0.0136986301369863,0.863013698630137,0.0547945205479452,0.0821917808219178
GUAMARE,2016,BMG,motorised,0,68,0.0,0.8382352941176471,0.07352941176470588,0.08823529411764706
GUAMARE,2016,BMM,motorised,6,68,0.08823529411764706,0.8382352941176471,0.07352941176470588,0.08823529411764706
GUAMARE,2016,BMP,motorised,2,68,0.029411764705882353,0.8382352941176471,0.07352941176470588,0.08823529411764706
GUAMARE,2016,BOM,other,2,68,0.029411764705882353,0.8382352941176471,0.07352941176470588,0.08823529411764706
GUAMARE,2016,BOV,sail/row,2,68,0.029411764705882353,0.8382352941176471,0.07352941176470588,0.08823529411764706
GUAMARE,2016,CAM,motorised,48,68,0.7058823529411765,0.8382352941176471,0.07352941176470588,0.08823529411764706
GUAMARE,2016,CAR,other,0,68,0.0,0.8382352941176471,0.07352941176470588,0.08823529411764706
GUAMARE,2016,CAV,sail/row,2,68,0.029411764705882353,0.8382352941176471,0.07352941176470588,0.08823529411764706
GUAMARE,2016,JAM,motorised,0,68,0.0,0.8382352941176471,0.07352941176470588,0.08823529411764706
GUAMARE,2016,JAV,sail/row,0,68,0.0,0.8382352941176471,0.07352941176470588,0.08823529411764706
GUAMARE,2016,PED,other,4,68,0.058823529411764705,0.8382352941176471,0.07352941176470588,0.08823529411764706
GUAMARE,2016,PQM,motorised,1,68,0.014705882352941176,0.8382352941176471,0.07352941176470588,0.08823529411764706
GUAMARE,2016,PQV,sail/row,1,68,0.014705882352941176,0.8382352941176471,0.07352941176470588,0.08823529411764706
GUAMARE,2017,BMG,motorised,0,65,0.0,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2017,BMM,motorised,5,65,0.07692307692307693,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2017,BMP,motorised,2,65,0.03076923076923077,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2017,BOM,other,1,65,0.015384615384615385,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2017,BOV,sail/row,1,65,0.015384615384615385,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2017,CAM,motorised,49,65,0.7538461538461538,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2017,CAR,other,0,65,0.0,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2017,CAV,sail/row,1,65,0.015384615384615385,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2017,JAM,motorised,0,65,0.0,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2017,JAV,sail/row,0,65,0.0,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2017,PED,other,4,65,0.06153846153846154,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2017,PQM,motorised,1,65,0.015384615384615385,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2017,PQV,sail/row,1,65,0.015384615384615385,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2018,BMG,motorised,0,59,0.0,0.8305084745762712,0.06779661016949153,0.1016949152542373
GUAMARE,2018,BMM,motorised,4,59,0.06779661016949153,0.8305084745762712,0.06779661016949153,0.1016949152542373
GUAMARE,2018,BMP,motorised,1,59,0.01694915254237288,0.8305084745762712,0.06779661016949153,0.1016949152542373
GUAMARE,2018,BOM,other,1,59,0.01694915254237288,0.8305084745762712,0.06779661016949153,0.1016949152542373
GUAMARE,2018,BOV,sail/row,1,59,0.01694915254237288,0.8305084745762712,0.06779661016949153,0.1016949152542373
GUAMARE,2018,CAM,motorised,44,59,0.7457627118644068,0.8305084745762712,0.06779661016949153,0.1016949152542373
GUAMARE,2018,CAR,other,0,59,0.0,0.8305084745762712,0.06779661016949153,0.1016949152542373
GUAMARE,2018,CAV,sail/row,2,59,0.03389830508474576,0.8305084745762712,0.06779661016949153,0.1016949152542373
GUAMARE,2018,JAM,motorised,0,59,0.0,0.8305084745762712,0.06779661016949153,0.1016949152542373
GUAMARE,2018,JAV,sail/row,0,59,0.0,0.8305084745762712,0.06779661016949153,0.1016949152542373
GUAMARE,2018,PED,other,5,59,0.0847457627118644,0.8305084745762712,0.06779661016949153,0.1016949152542373
GUAMARE,2018,PQM,motorised,0,59,0.0,0.8305084745762712,0.06779661016949153,0.1016949152542373
GUAMARE,2018,PQV,sail/row,1,59,0.01694915254237288,0.8305084745762712,0.06779661016949153,0.1016949152542373
GUAMARE,2019,BMG,motorised,0,65,0.0,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2019,BMM,motorised,6,65,0.09230769230769231,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2019,BMP,motorised,1,65,0.015384615384615385,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2019,BOM,other,1,65,0.015384615384615385,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2019,BOV,sail/row,1,65,0.015384615384615385,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2019,CAM,motorised,50,65,0.7692307692307693,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2019,CAR,other,0,65,0.0,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2019,CAV,sail/row,1,65,0.015384615384615385,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2019,JAM,motorised,0,65,0.0,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2019,JAV,sail/row,0,65,0.0,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2019,PED,other,4,65,0.06153846153846154,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2019,PQM,motorised,0,65,0.0,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2019,PQV,sail/row,1,65,0.015384615384615385,0.8769230769230769,0.046153846153846156,0.07692307692307693
GUAMARE,2020,BMG,motorised,1,63,0.015873015873015872,0.9047619047619048,0.015873015873015872,0.07936507936507936
GUAMARE,2020,BMM,motorised,7,63,0.1111111111111111,0.9047619047619048,0.015873015873015872,0.07936507936507936
GUAMARE,2020,BMP,motorised,3,63,0.047619047619047616,0.9047619047619048,0.015873015873015872,0.07936507936507936
GUAMARE,2020,BOM,other,2,63,0.031746031746031744,0.9047619047619048,0.015873015873015872,0.07936507936507936
GUAMARE,2020,BOV,sail/row,0,63,0.0,0.9047619047619048,0.015873015873015872,0.07936507936507936
GUAMARE,2020,CAM,motorised,46,63,0.7301587301587301,0.9047619047619048,0.015873015873015872,0.07936507936507936
GUAMARE,2020,CAR,other,0,63,0.0,0.9047619047619048,0.015873015873015872,0.07936507936507936
GUAMARE,2020,CAV,sail/row,1,63,0.015873015873015872,0.9047619047619048,0.015873015873015872,0.07936507936507936
GUAMARE,2020,JAM,motorised,0,63,0.0,0.9047619047619048,0.015873015873015872,0.07936507936507936
GUAMARE,2020,JAV,sail/row,0,63,0.0,0.9047619047619048,0.015873015873015872,0.07936507936507936
GUAMARE,2020,PED,other,3,63,0.047619047619047616,0.9047619047619048,0.015873015873015872,0.07936507936507936
GUAMARE,2020,PQM,motorised,0,63,0.0,0.9047619047619048,0.015873015873015872,0.07936507936507936
GUAMARE,2020,PQV,sail/row,0,63,0.0,0.9047619047619048,0.015873015873015872,0.07936507936507936
GUAMARE,2021,BMG,motorised,1,61,0.01639344262295082,0.9016393442622951,0.03278688524590164,0.06557377049180328
GUAMARE,2021,BMM,motorised,7,61,0.11475409836065574,0.9016393442622951,0.03278688524590164,0.06557377049180328
GUAMARE,2021,BMP,motorised,3,61,0.04918032786885246,0.9016393442622951,0.03278688524590164,0.06557377049180328
GUAMARE,2021,BOM,other,0,61,0.0,0.9016393442622951,0.03278688524590164,0.06557377049180328
GUAMARE,2021,BOV,sail/row,1,61,0.01639344262295082,0.9016393442622951,0.03278688524590164,0.06557377049180328
GUAMARE,2021,CAM,motorised,44,61,0.7213114754098361,0.9016393442622951,0.03278688524590164,0.06557377049180328
GUAMARE,2021,CAR,other,0,61,0.0,0.9016393442622951,0.03278688524590164,0.06557377049180328
GUAMARE,2021,CAV,sail/row,1,61,0.01639344262295082,0.9016393442622951,0.03278688524590164,0.06557377049180328
GUAMARE,2021,JAM,motorised,0,61,0.0,0.9016393442622951,0.03278688524590164,0.06557377049180328
GUAMARE,2021,JAV,sail/row,0,61,0.0,0.9016393442622951,0.03278688524590164,0.06557377049180328
GUAMARE,2021,PED,other,4,61,0.06557377049180328,0.9016393442622951,0.03278688524590164,0.06557377049180328
GUAMARE,2021,PQM,motorised,0,61,0.0,0.9016393442622951,0.03278688524590164,0.06557377049180328
GUAMARE,2021,PQV,sail/row,0,61,0.0,0.9016393442622951,0.03278688524590164,0.06557377049180328
GUAMARE,2022,BMG,motorised,1,72,0.013888888888888888,0.9027777777777778,0.027777777777777776,0.06944444444444445
GUAMARE,2022,BMM,motorised,9,72,0.125,0.9027777777777778,0.027777777777777776,0.06944444444444445
GUAMARE,2022,BMP,motorised,5,72,0.06944444444444445,0.9027777777777778,0.027777777777777776,0.06944444444444445
GUAMARE,2022,BOM,other,0,72,0.0,0.9027777777777778,0.027777777777777776,0.06944444444444445
GUAMARE,2022,BOV,sail/row,1,72,0.013888888888888888,0.9027777777777778,0.027777777777777776,0.06944444444444445
GUAMARE,2022,CAM,motorised,49,72,0.6805555555555556,0.9027777777777778,0.027777777777777776,0.06944444444444445
GUAMARE,2022,CAR,other,0,72,0.0,0.9027777777777778,0.027777777777777776,0.06944444444444445
GUAMARE,2022,CAV,sail/row,1,72,0.013888888888888888,0.9027777777777778,0.027777777777777776,0.06944444444444445
GUAMARE,2022,JAM,motorised,0,72,0.0,0.9027777777777778,0.027777777777777776,0.06944444444444445
GUAMARE,2022,JAV,sail/row,0,72,0.0,0.9027777777777778,0.027777777777777776,0.06944444444444445
GUAMARE,2022,PED,other,5,72,0.06944444444444445,0.9027777777777778,0.027777777777777776,0.06944444444444445
GUAMARE,2022,PQM,motorised,1,72,0.013888888888888888,0.9027777777777778,0.027777777777777776,0.06944444444444445
GUAMARE,2022,PQV,sail/row,0,72,0.0,0.9027777777777778,0.027777777777777776,0.06944444444444445
