local,year,boat_type,propulsion,vessels_monitored,total_vessels,boat_share,share_motorised,share_sail_row,share_other
GUAMARE,2023,BMG,motorised,1,68,0.014705882352941176,0.9117647058823529,0.014705882352941176,0.07352941176470588
GUAMARE,2023,BMM,motorised,9,68,0.1323529411764706,0.9117647058823529,0.014705882352941176,0.07352941176470588
GUAMARE,2023,BMP,motorised,4,68,0.058823529411764705,0.9117647058823529,0.014705882352941176,0.07352941176470588
GUAMARE,2023,BOM,other,0,68,0.0,0.9117647058823529,0.014705882352941176,0.07352941176470588
GUAMARE,2023,BOV,sail/row,0,68,0.0,0.9117647058823529,0.014705882352941176,0.07352941176470588
GUAMARE,2023,CAM,motorised,47,68,0.6911764705882353,0.9117647058823529,0.014705882352941176,0.07352941176470588
GUAMARE,2023,CAR,other,0,68,0.0,0.9117647058823529,0.014705882352941176,0.07352941176470588
GUAMARE,2023,CAV,sail/row,1,68,0.014705882352941176,0.9117647058823529,0.014705882352941176,0.07352941176470588
GUAMARE,2023,JAM,motorised,0,68,0.0,0.9117647058823529,0.014705882352941176,0.07352941176470588
GUAMARE,2023,JAV,sail/row,0,68,0.0,0.9117647058823529,0.014705882352941176,0.07352941176470588
GUAMARE,2023,PED,other,5,68,0.07352941176470588,0.9117647058823529,0.014705882352941176,0.07352941176470588
GUAMARE,2023,PQM,motorised,1,68,0.014705882352941176,0.9117647058823529,0.014705882352941176,0.07352941176470588
GUAMARE,2023,PQV,sail/row,0,68,0.0,0.9117647058823529,0.014705882352941176,0.07352941176470588
GUAMARE,2024,BMG,motorised,1,61,0.01639344262295082,0.9508196721311475,0.0,0.04918032786885246
GUAMARE,2024,BMM,motorised,5,61,0.08196721311475409,0.9508196721311475,0.0,0.04918032786885246
GUAMARE,2024,BMP,motorised,4,61,0.06557377049180328,0.9508196721311475,0.0,0.04918032786885246
GUAMARE,2024,BOM,other,0,61,0.0,0.9508196721311475,0.0,0.04918032786885246
GUAMARE,2024,BOV,sail/row,0,61,0.0,0.9508196721311475,0.0,0.04918032786885246
GUAMARE,2024,CAM,motorised,47,61,0.7704918032786885,0.9508196721311475,0.0,0.04918032786885246
GUAMARE,2024,CAR,other,0,61,0.0,0.9508196721311475,0.0,0.04918032786885246
GUAMARE,2024,CAV,sail/row,0,61,0.0,0.9508196721311475,0.0,0.04918032786885246
GUAMARE,2024,JAM,motorised,0,61,0.0,0.9508196721311475,0.0,0.04918032786885246
GUAMARE,2024,JAV,sail/row,0,61,0.0,0.9508196721311475,0.0,0.04918032786885246
GUAMARE,2024,PED,other,3,61,0.04918032786885246,0.9508196721311475,0.0,0.04918032786885246
GUAMARE,2024,PQM,motorised,1,61,0.01639344262295082,0.9508196721311475,0.0,0.04918032786885246
GUAMARE,2024,PQV,sail/row,0,61,0.0,0.9508196721311475,0.0,0.04918032786885246
MACAU,2001,BMM,motorised,15,215,0.06976744186046512,0.2186046511627907,0.7767441860465116,0.004651162790697674
MACAU,2001,BMP,motorised,31,215,0.14418604651162792,0.2186046511627907,0.7767441860465116,0.004651162790697674
MACAU,2001,BOV,sail/row,67,215,0.3116279069767442,0.2186046511627907,0.7767441860465116,0.004651162790697674
MACAU,2001,CAV,sail/row,100,215,0.46511627906976744,0.2186046511627907,0.7767441860465116,0.004651162790697674
MACAU,2001,PED,other,1,215,0.004651162790697674,0.2186046511627907,0.7767441860465116,0.004651162790697674
MACAU,2001,PQM,motorised,1,215,0.004651162790697674,0.2186046511627907,0.7767441860465116,0.004651162790697674
MACAU,2002,BMM,motorised,16,219,0.0730593607305936,0.2191780821917808,0.7579908675799086,0.0228310502283105
MACAU,2002,BMP,motorised,31,219,0.1415525114155251,0.2191780821917808,0.7579908675799086,0.0228310502283105
MACAU,2002,BOV,sail/row,71,219,0.3242009132420091,0.2191780821917808,0.7579908675799086,0.0228310502283105
MACAU,2002,CAV,sail/row,95,219,0.4337899543378995,0.2191780821917808,0.7579908675799086,0.0228310502283105
MACAU,2002,PED,other,5,219,0.0228310502283105,0.2191780821917808,0.7579908675799086,0.0228310502283105
MACAU,2002,PQM,motorised,1,219,0.0045662100456621,0.2191780821917808,0.7579908675799086,0.0228310502283105
MACAU,2003,BMM,motorised,16,230,0.06956521739130435,0.2391304347826087,0.7478260869565218,0.013043478260869565
MACAU,2003,BMP,motorised,39,230,0.16956521739130434,0.2391304347826087,0.7478260869565218,0.013043478260869565
MACAU,2003,BOV,sail/row,77,230,0.3347826086956522,0.2391304347826087,0.7478260869565218,0.013043478260869565
MACAU,2003,CAV,sail/row,95,230,0.41304347826086957,0.2391304347826087,0.7478260869565218,0.013043478260869565
MACAU,2003,PED,other,3,230,0.013043478260869565,0.2391304347826087,0.7478260869565218,0.013043478260869565
MACAU,2004,BMM,motorised,11,244,0.045081967213114756,0.22540983606557377,0.7090163934426229,0.06557377049180328
MACAU,2004,BMP,motorised,44,244,0.18032786885245902,0.22540983606557377,0.7090163934426229,0.06557377049180328
MACAU,2004,BOV,sail/row,79,244,0.3237704918032787,0.22540983606557377,0.7090163934426229,0.06557377049180328
MACAU,2004,CAV,sail/row,94,244,0.38524590163934425,0.22540983606557377,0.7090163934426229,0.06557377049180328
MACAU,2004,PED,other,16,244,0.06557377049180328,0.22540983606557377,0.7090163934426229,0.06557377049180328
MACAU,2005,BMM,motorised,14,262,0.05343511450381679,0.22519083969465647,0.7557251908396947,0.019083969465648856
MACAU,2005,BMP,motorised,45,262,0.1717557251908397,0.22519083969465647,0.7557251908396947,0.019083969465648856
MACAU,2005,BOV,sail/row,80,262,0.3053435114503817,0.22519083969465647,0.7557251908396947,0.019083969465648856
MACAU,2005,CAV,sail/row,115,262,0.4389312977099237,0.22519083969465647,0.7557251908396947,0.019083969465648856
MACAU,2005,JAV,sail/row,3,262,0.011450381679389313,0.22519083969465647,0.7557251908396947,0.019083969465648856
MACAU,2005,PED,other,5,262,0.019083969465648856,0.22519083969465647,0.7557251908396947,0.019083969465648856
MACAU,2006,BMM,motorised,12,216,0.05555555555555555,0.4583333333333333,0.5416666666666666,0.0
MACAU,2006,BMP,motorised,44,216,0.2037037037037037,0.4583333333333333,0.5416666666666666,0.0
MACAU,2006,BOV,sail/row,55,216,0.25462962962962965,0.4583333333333333,0.5416666666666666,0.0
MACAU,2006,CAM,motorised,42,216,0.19444444444444445,0.4583333333333333,0.5416666666666666,0.0
MACAU,2006,CAV,sail/row,59,216,0.27314814814814814,0.4583333333333333,0.5416666666666666,0.0
MACAU,2006,JAV,sail/row,3,216,0.013888888888888888,0.4583333333333333,0.5416666666666666,0.0
MACAU,2006,PQM,motorised,1,216,0.004629629629629629,0.4583333333333333,0.5416666666666666,0.0
MACAU,2007,BMM,motorised,18,274,0.06569343065693431,0.5547445255474452,0.43795620437956206,0.0072992700729927005
MACAU,2007,BMP,motorised,49,274,0.17883211678832117,0.5547445255474452,0.43795620437956206,0.0072992700729927005
MACAU,2007,BOV,sail/row,48,274,0.17518248175182483,0.5547445255474452,0.43795620437956206,0.0072992700729927005
MACAU,2007,CAM,motorised,85,274,0.3102189781021898,0.5547445255474452,0.43795620437956206,0.0072992700729927005
MACAU,2007,CAV,sail/row,69,274,0.2518248175182482,0.5547445255474452,0.43795620437956206,0.0072992700729927005
MACAU,2007,JAV,sail/row,3,274,0.010948905109489052,0.5547445255474452,0.43795620437956206,0.0072992700729927005
MACAU,2007,PED,other,2,274,0.0072992700729927005,0.5547445255474452,0.43795620437956206,0.0072992700729927005
MACAU,2008,BMM,motorised,31,356,0.08707865168539326,0.6235955056179775,0.37359550561797755,0.0028089887640449437
MACAU,2008,BMP,motorised,71,356,0.199438202247191,0.6235955056179775,0.37359550561797755,0.0028089887640449437
MACAU,2008,BOV,sail/row,49,356,0.13764044943820225,0.6235955056179775,0.37359550561797755,0.0028089887640449437
MACAU,2008,CAM,motorised,120,356,0.33707865168539325,0.6235955056179775,0.37359550561797755,0.0028089887640449437
MACAU,2008,CAV,sail/row,80,356,0.2247191011235955,0.6235955056179775,0.37359550561797755,0.0028089887640449437
MACAU,2008,JAV,sail/row,4,356,0.011235955056179775,0.6235955056179775,0.37359550561797755,0.0028089887640449437
MACAU,2008,PED,other,1,356,0.0028089887640449437,0.6235955056179775,0.37359550561797755,0.0028089887640449437
MACAU,2009,BMG,motorised,0,394,0.0,0.5913705583756346,0.39847715736040606,0.01015228426395939
MACAU,2009,BMM,motorised,30,394,0.07614213197969544,0.5913705583756346,0.39847715736040606,0.01015228426395939
MACAU,2009,BMP,motorised,72,394,0.18274111675126903,0.5913705583756346,0.39847715736040606,0.01015228426395939
MACAU,2009,BOM,other,0,394,0.0,0.5913705583756346,0.39847715736040606,0.01015228426395939
MACAU,2009,BOV,sail/row,52,394,0.1319796954314721,0.5913705583756346,0.39847715736040606,0.01015228426395939
MACAU,2009,CAM,motorised,131,394,0.33248730964467005,0.5913705583756346,0.39847715736040606,0.01015228426395939
MACAU,2009,CAV,sail/row,98,394,0.24873096446700507,0.5913705583756346,0.39847715736040606,0.01015228426395939
MACAU,2009,JAV,sail/row,7,394,0.017766497461928935,0.5913705583756346,0.39847715736040606,0.01015228426395939
MACAU,2009,PED,other,4,394,0.01015228426395939,0.5913705583756346,0.39847715736040606,0.01015228426395939
MACAU,2009,PQM,motorised,0,394,0.0,0.5913705583756346,0.39847715736040606,0.01015228426395939
MACAU,2010,BMG,motorised,0,394,0.0,0.6472081218274112,0.2817258883248731,0.07106598984771574
MACAU,2010,BMM,motorised,35,394,0.08883248730964467,0.6472081218274112,0.2817258883248731,0.07106598984771574
MACAU,2010,BMP,motorised,69,394,0.1751269035532995,0.6472081218274112,0.2817258883248731,0.07106598984771574
MACAU,2010,BOM,other,0,394,0.0,0.6472081218274112,0.2817258883248731,0.07106598984771574
MACAU,2010,BOV,sail/row,35,394,0.08883248730964467,0.6472081218274112,0.2817258883248731,0.07106598984771574
MACAU,2010,CAM,motorised,151,394,0.383248730964467,0.6472081218274112,0.2817258883248731,0.07106598984771574
MACAU,2010,CAR,other,0,394,0.0,0.6472081218274112,0.2817258883248731,0.07106598984771574
MACAU,2010,CAV,sail/row,70,394,0.17766497461928935,0.6472081218274112,0.2817258883248731,0.07106598984771574
MACAU,2010,JAV,sail/row,6,394,0.015228426395939087,0.6472081218274112,0.2817258883248731,0.07106598984771574
MACAU,2010,PED,other,28,394,0.07106598984771574,0.6472081218274112,0.2817258883248731,0.07106598984771574
MACAU,2010,PQM,motorised,0,394,0.0,0.6472081218274112,0.2817258883248731,0.07106598984771574
MACAU,2010,PQR,other,0,394,0.0,0.6472081218274112,0.2817258883248731,0.07106598984771574
MACAU,2010,PQV,sail/row,0,394,0.0,0.6472081218274112,0.2817258883248731,0.07106598984771574
MACAU,2011,BMG,motorised,0,358,0.0,0.6536312849162011,0.22905027932960895,0.11731843575418995
MACAU,2011,BMM,motorised,28,358,0.0782122905027933,0.6536312849162011,0.22905027932960895,0.11731843575418995
MACAU,2011,BMP,motorised,56,358,0.1564245810055866,0.6536312849162011,0.22905027932960895,0.11731843575418995
MACAU,2011,BOM,other,21,358,0.05865921787709497,0.6536312849162011,0.22905027932960895,0.11731843575418995
MACAU,2011,BOV,sail/row,28,358,0.0782122905027933,0.6536312849162011,0.22905027932960895,0.11731843575418995
MACAU,2011,CAM,motorised,150,358,0.41899441340782123,0.6536312849162011,0.22905027932960895,0.11731843575418995
MACAU,2011,CAR,other,4,358,0.0111731843575419,0.6536312849162011,0.22905027932960895,0.11731843575418995
MACAU,2011,CAV,sail/row,49,358,0.13687150837988826,0.6536312849162011,0.22905027932960895,0.11731843575418995
MACAU,2011,JAM,motorised,0,358,0.0,0.6536312849162011,0.22905027932960895,0.11731843575418995
MACAU,2011,JAV,sail/row,5,358,0.013966480446927373,0.6536312849162011,0.22905027932960895,0.11731843575418995
MACAU,2011,PED,other,17,358,0.04748603351955307,0.6536312849162011,0.22905027932960895,0.11731843575418995
MACAU,2011,PQM,motorised,0,358,0.0,0.6536312849162011,0.22905027932960895,0.11731843575418995
MACAU,2011,PQR,other,0,358,0.0,0.6536312849162011,0.22905027932960895,0.11731843575418995
MACAU,2011,PQV,sail/row,0,358,0.0,0.6536312849162011,0.22905027932960895,0.11731843575418995
MACAU,2012,BMG,motorised,0,339,0.0,0.5958702064896755,0.1976401179941003,0.20648967551622419
MACAU,2012,BMM,motorised,22,339,0.06489675516224189,0.5958702064896755,0.1976401179941003,0.20648967551622419
MACAU,2012,BMP,motorised,30,339,0.08849557522123894,0.5958702064896755,0.1976401179941003,0.20648967551622419
MACAU,2012,BOM,other,46,339,0.13569321533923304,0.5958702064896755,0.1976401179941003,0.20648967551622419
MACAU,2012,BOV,sail/row,24,339,0.07079646017699115,0.5958702064896755,0.1976401179941003,0.20648967551622419
MACAU,2012,CAM,motorised,150,339,0.4424778761061947,0.5958702064896755,0.1976401179941003,0.20648967551622419
MACAU,2012,CAR,other,6,339,0.017699115044247787,0.5958702064896755,0.1976401179941003,0.20648967551622419
MACAU,2012,CAV,sail/row,40,339,0.11799410029498525,0.5958702064896755,0.1976401179941003,0.20648967551622419
MACAU,2012,JAM,motorised,0,339,0.0,0.5958702064896755,0.1976401179941003,0.20648967551622419
MACAU,2012,JAV,sail/row,3,339,0.008849557522123894,0.5958702064896755,0.1976401179941003,0.20648967551622419
MACAU,2012,PED,other,18,339,0.05309734513274336,0.5958702064896755,0.1976401179941003,0.20648967551622419
MACAU,2012,PQM,motorised,0,339,0.0,0.5958702064896755,0.1976401179941003,0.20648967551622419
MACAU,2012,PQV,sail/row,0,339,0.0,0.5958702064896755,0.1976401179941003,0.20648967551622419
MACAU,2013,BMG,motorised,0,210,0.0,0.6476190476190476,0.12857142857142856,0.22380952380952382
MACAU,2013,BMM,motorised,15,210,0.07142857142857142,0.6476190476190476,0.12857142857142856,0.22380952380952382
MACAU,2013,BMP,motorised,19,210,0.09047619047619047,0.6476190476190476,0.12857142857142856,0.22380952380952382
MACAU,2013,BOM,other,36,210,0.17142857142857143,0.6476190476190476,0.12857142857142856,0.22380952380952382
MACAU,2013,BOV,sail/row,9,210,0.04285714285714286,0.6476190476190476,0.12857142857142856,0.22380952380952382
MACAU,2013,CAM,motorised,95,210,0.4523809523809524,0.6476190476190476,0.12857142857142856,0.22380952380952382
MACAU,2013,CAR,other,0,210,0.0,0.6476190476190476,0.12857142857142856,0.22380952380952382
MACAU,2013,CAV,sail/row,17,210,0.08095238095238096,0.6476190476190476,0.12857142857142856,0.22380952380952382
MACAU,2013,JAM,motorised,7,210,0.03333333333333333,0.6476190476190476,0.12857142857142856,0.22380952380952382
MACAU,2013,JAV,sail/row,1,210,0.004761904761904762,0.6476190476190476,0.12857142857142856,0.22380952380952382
MACAU,2013,PED,other,11,210,0.05238095238095238,0.6476190476190476,0.12857142857142856,0.22380952380952382
MACAU,2013,PQM,motorised,0,210,0.0,0.6476190476190476,0.12857142857142856,0.22380952380952382
MACAU,2013,PQV,sail/row,0,210,0.0,0.6476190476190476,0.12857142857142856,0.22380952380952382
MACAU,2014,BMG,motorised,0,212,0.0,0.5990566037735849,0.1509433962264151,0.25
MACAU,2014,BMM,motorised,18,212,0.08490566037735849,0.5990566037735849,0.1509433962264151,0.25
MACAU,2014,BMP,motorised,19,212,0.08962264150943396,0.5990566037735849,0.1509433962264151,0.25
MACAU,2014,BOM,other,44,212,0.20754716981132076,0.5990566037735849,0.1509433962264151,0.25
MACAU,2014,BOV,sail/row,12,212,0.05660377358490566,0.5990566037735849,0.1509433962264151,0.25
MACAU,2014,CAM,motorised,90,212,0.42452830188679247,0.5990566037735849,0.1509433962264151,0.25
MACAU,2014,CAR,other,0,212,0.0,0.5990566037735849,0.1509433962264151,0.25
MACAU,2014,CAV,sail/row,18,212,0.08490566037735849,0.5990566037735849,0.1509433962264151,0.25
MACAU,2014,JAM,motorised,0,212,0.0,0.5990566037735849,0.1509433962264151,0.25
MACAU,2014,JAV,sail/row,2,212,0.009433962264150943,0.5990566037735849,0.1509433962264151,0.25
MACAU,2014,PED,other,9,212,0.04245283018867924,0.5990566037735849,0.1509433962264151,0.25
MACAU,2014,PQM,motorised,0,212,0.0,0.5990566037735849,0.1509433962264151,0.25
MACAU,2014,PQV,sail/row,0,212,0.0,0.5990566037735849,0.1509433962264151,0.25
MACAU,2015,BMG,motorised,1,214,0.004672897196261682,0.6822429906542056,0.08411214953271028,0.2336448598130841
MACAU,2015,BMM,motorised,22,214,0.102803738317757,0.6822429906542056,0.08411214953271028,0.2336448598130841
MACAU,2015,BMP,motorised,7,214,0.03271028037383177,0.6822429906542056,0.08411214953271028,0.2336448598130841
MACAU,2015,BOM,other,40,214,0.18691588785046728,0.6822429906542056,0.08411214953271028,0.2336448598130841
MACAU,2015,BOV,sail/row,7,214,0.03271028037383177,0.6822429906542056,0.08411214953271028,0.2336448598130841
MACAU,2015,CAM,motorised,116,214,0.5420560747663551,0.6822429906542056,0.08411214953271028,0.2336448598130841
MACAU,2015,CAR,other,0,214,0.0,0.6822429906542056,0.08411214953271028,0.2336448598130841
MACAU,2015,CAV,sail/row,10,214,0.04672897196261682,0.6822429906542056,0.08411214953271028,0.2336448598130841
MACAU,2015,JAM,motorised,0,214,0.0,0.6822429906542056,0.08411214953271028,0.2336448598130841
MACAU,2015,JAV,sail/row,1,214,0.004672897196261682,0.6822429906542056,0.08411214953271028,0.2336448598130841
MACAU,2015,PED,other,10,214,0.04672897196261682,0.6822429906542056,0.08411214953271028,0.2336448598130841
MACAU,2015,PQM,motorised,0,214,0.0,0.6822429906542056,0.08411214953271028,0.2336448598130841
MACAU,2015,PQV,sail/row,0,214,0.0,0.6822429906542056,0.08411214953271028,0.2336448598130841
MACAU,2016,BMG,motorised,1,225,0.0044444444444444444,0.68,0.09333333333333334,0.22666666666666666
MACAU,2016,BMM,motorised,20,225,0.08888888888888889,0.68,0.09333333333333334,0.22666666666666666
MACAU,2016,BMP,motorised,20,225,0.08888888888888889,0.68,0.09333333333333334,0.22666666666666666
MACAU,2016,BOM,other,40,225,0.17777777777777778,0.68,0.09333333333333334,0.22666666666666666
MACAU,2016,BOV,sail/row,8,225,0.035555555555555556,0.68,0.09333333333333334,0.22666666666666666
MACAU,2016,CAM,motorised,112,225,0.49777777777777776,0.68,0.09333333333333334,0.22666666666666666
MACAU,2016,CAR,other,0,225,0.0,0.68,0.09333333333333334,0.22666666666666666
MACAU,2016,CAV,sail/row,12,225,0.05333333333333334,0.68,0.09333333333333334,0.22666666666666666
MACAU,2016,JAM,motorised,0,225,0.0,0.68,0.09333333333333334,0.22666666666666666
MACAU,2016,JAV,sail/row,1,225,0.0044444444444444444,0.68,0.09333333333333334,0.22666666666666666
MACAU,2016,PED,other,11,225,0.04888888888888889,0.68,0.09333333333333334,0.22666666666666666
MACAU,2016,PQM,motorised,0,225,0.0,0.68,0.09333333333333334,0.22666666666666666
MACAU,2016,PQV,sail/row,0,225,0.0,0.68,0.09333333333333334,0.22666666666666666
MACAU,2017,BMG,motorised,1,208,0.004807692307692308,0.6923076923076923,0.09615384615384616,0.21153846153846154
MACAU,2017,BMM,motorised,20,208,0.09615384615384616,0.6923076923076923,0.09615384615384616,0.21153846153846154
MACAU,2017,BMP,motorised,16,208,0.07692307692307693,0.6923076923076923,0.09615384615384616,0.21153846153846154
MACAU,2017,BOM,other,36,208,0.17307692307692307,0.6923076923076923,0.09615384615384616,0.21153846153846154
MACAU,2017,BOV,sail/row,8,208,0.038461538461538464,0.6923076923076923,0.09615384615384616,0.21153846153846154
MACAU,2017,CAM,motorised,107,208,0.5144230769230769,0.6923076923076923,0.09615384615384616,0.21153846153846154
MACAU,2017,CAR,other,0,208,0.0,0.6923076923076923,0.09615384615384616,0.21153846153846154
MACAU,2017,CAV,sail/row,11,208,0.052884615384615384,0.6923076923076923,0.09615384615384616,0.21153846153846154
MACAU,2017,JAM,motorised,0,208,0.0,0.6923076923076923,0.09615384615384616,0.21153846153846154
MACAU,2017,JAV,sail/row,1,208,0.004807692307692308,0.6923076923076923,0.09615384615384616,0.21153846153846154
MACAU,2017,PED,other,8,208,0.038461538461538464,0.6923076923076923,0.09615384615384616,0.21153846153846154
MACAU,2017,PQM,motorised,0,208,0.0,0.6923076923076923,0.09615384615384616,0.21153846153846154
MACAU,2017,PQV,sail/row,0,208,0.0,0.6923076923076923,0.09615384615384616,0.21153846153846154
MACAU,2018,BMG,motorised,0,198,0.0,0.7525252525252525,0.09090909090909091,0.15656565656565657
MACAU,2018,BMM,motorised,31,198,0.15656565656565657,0.7525252525252525,0.09090909090909091,0.15656565656565657
