mpa_exposure_class,year,boat_type,propulsion,vessels_monitored,total_vessels,boat_share,share_motorised,share_sail_row,share_other
10-25 km,2018,BMM,motorised,7,69,0.10144927536231885,0.7971014492753623,0.08695652173913043,0.11594202898550725
10-25 km,2018,BMP,motorised,3,69,0.043478260869565216,0.7971014492753623,0.08695652173913043,0.11594202898550725
10-25 km,2018,BOM,other,3,69,0.043478260869565216,0.7971014492753623,0.08695652173913043,0.11594202898550725
10-25 km,2018,BOV,sail/row,5,69,0.07246376811594203,0.7971014492753623,0.08695652173913043,0.11594202898550725
10-25 km,2018,CAM,motorised,36,69,0.5217391304347826,0.7971014492753623,0.08695652173913043,0.11594202898550725
10-25 km,2018,CAR,other,2,69,0.028985507246376812,0.7971014492753623,0.08695652173913043,0.11594202898550725
10-25 km,2018,CAV,sail/row,1,69,0.014492753623188406,0.7971014492753623,0.08695652173913043,0.11594202898550725
10-25 km,2018,JAM,motorised,3,69,0.043478260869565216,0.7971014492753623,0.08695652173913043,0.11594202898550725
10-25 km,2018,JAV,sail/row,0,69,0.0,0.7971014492753623,0.08695652173913043,0.11594202898550725
10-25 km,2018,PED,other,3,69,0.043478260869565216,0.7971014492753623,0.08695652173913043,0.11594202898550725
10-25 km,2018,PQM,motorised,5,69,0.07246376811594203,0.7971014492753623,0.08695652173913043,0.11594202898550725
10-25 km,2018,PQV,sail/row,0,69,0.0,0.7971014492753623,0.08695652173913043,0.11594202898550725
10-25 km,2019,BMG,motorised,1,77,0.012987012987012988,0.8181818181818182,0.07792207792207792,0.1038961038961039
10-25 km,2019,BMM,motorised,11,77,0.14285714285714285,0.8181818181818182,0.07792207792207792,0.1038961038961039
10-25 km,2019,BMP,motorised,4,77,0.05194805194805195,0.8181818181818182,0.07792207792207792,0.1038961038961039
10-25 km,2019,BOM,other,3,77,0.03896103896103896,0.8181818181818182,0.07792207792207792,0.1038961038961039
10-25 km,2019,BOV,sail/row,5,77,0.06493506493506493,0.8181818181818182,0.07792207792207792,0.1038961038961039
10-25 km,2019,CAM,motorised,37,77,0.4805194805194805,0.8181818181818182,0.07792207792207792,0.1038961038961039
10-25 km,2019,CAR,other,2,77,0.025974025974025976,0.8181818181818182,0.07792207792207792,0.1038961038961039
10-25 km,2019,CAV,sail/row,0,77,0.0,0.8181818181818182,0.07792207792207792,0.1038961038961039
10-25 km,2019,JAM,motorised,5,77,0.06493506493506493,0.8181818181818182,0.07792207792207792,0.1038961038961039
10-25 km,2019,JAV,sail/row,0,77,0.0,0.8181818181818182,0.07792207792207792,0.1038961038961039
10-25 km,2019,PED,other,3,77,0.03896103896103896,0.8181818181818182,0.07792207792207792,0.1038961038961039
10-25 km,2019,PQM,motorised,5,77,0.06493506493506493,0.8181818181818182,0.07792207792207792,0.1038961038961039
10-25 km,2019,PQV,sail/row,1,77,0.012987012987012988,0.8181818181818182,0.07792207792207792,0.1038961038961039
10-25 km,2020,BMG,motorised,0,68,0.0,0.8235294117647058,0.07352941176470588,0.10294117647058823
10-25 km,2020,BMM,motorised,7,68,0.10294117647058823,0.8235294117647058,0.07352941176470588,0.10294117647058823
10-25 km,2020,BMP,motorised,4,68,0.058823529411764705,0.8235294117647058,0.07352941176470588,0.10294117647058823
10-25 km,2020,BOM,other,3,68,0.04411764705882353,0.8235294117647058,0.07352941176470588,0.10294117647058823
10-25 km,2020,BOV,sail/row,5,68,0.07352941176470588,0.8235294117647058,0.07352941176470588,0.10294117647058823
10-25 km,2020,CAM,motorised,35,68,0.5147058823529411,0.8235294117647058,0.07352941176470588,0.10294117647058823
10-25 km,2020,CAR,other,1,68,0.014705882352941176,0.8235294117647058,0.07352941176470588,0.10294117647058823
10-25 km,2020,CAV,sail/row,0,68,0.0,0.8235294117647058,0.07352941176470588,0.10294117647058823
10-25 km,2020,JAM,motorised,5,68,0.07352941176470588,0.8235294117647058,0.07352941176470588,0.10294117647058823
10-25 km,2020,JAV,sail/row,0,68,0.0,0.8235294117647058,0.07352941176470588,0.10294117647058823
10-25 km,2020,PED,other,3,68,0.04411764705882353,0.8235294117647058,0.07352941176470588,0.10294117647058823
10-25 km,2020,PQM,motorised,5,68,0.07352941176470588,0.8235294117647058,0.07352941176470588,0.10294117647058823
10-25 km,2020,PQV,sail/row,0,68,0.0,0.8235294117647058,0.07352941176470588,0.10294117647058823
10-25 km,2021,BMG,motorised,1,72,0.013888888888888888,0.7916666666666666,0.06944444444444445,0.1388888888888889
10-25 km,2021,BMM,motorised,8,72,0.1111111111111111,0.7916666666666666,0.06944444444444445,0.1388888888888889
10-25 km,2021,BMP,motorised,5,72,0.06944444444444445,0.7916666666666666,0.06944444444444445,0.1388888888888889
10-25 km,2021,BOM,other,3,72,0.041666666666666664,0.7916666666666666,0.06944444444444445,0.1388888888888889
10-25 km,2021,BOV,sail/row,4,72,0.05555555555555555,0.7916666666666666,0.06944444444444445,0.1388888888888889
10-25 km,2021,CAM,motorised,34,72,0.4722222222222222,0.7916666666666666,0.06944444444444445,0.1388888888888889
10-25 km,2021,CAR,other,1,72,0.013888888888888888,0.7916666666666666,0.06944444444444445,0.1388888888888889
10-25 km,2021,CAV,sail/row,0,72,0.0,0.7916666666666666,0.06944444444444445,0.1388888888888889
10-25 km,2021,JAM,motorised,4,72,0.05555555555555555,0.7916666666666666,0.06944444444444445,0.1388888888888889
10-25 km,2021,JAV,sail/row,0,72,0.0,0.7916666666666666,0.06944444444444445,0.1388888888888889
10-25 km,2021,PED,other,6,72,0.08333333333333333,0.7916666666666666,0.06944444444444445,0.1388888888888889
10-25 km,2021,PQM,motorised,5,72,0.06944444444444445,0.7916666666666666,0.06944444444444445,0.1388888888888889
10-25 km,2021,PQV,sail/row,1,72,0.013888888888888888,0.7916666666666666,0.06944444444444445,0.1388888888888889
10-25 km,2022,BMG,motorised,1,74,0.013513513513513514,0.7432432432432432,0.05405405405405406,0.20270270270270271
10-25 km,2022,BMM,motorised,7,74,0.0945945945945946,0.7432432432432432,0.05405405405405406,0.20270270270270271
10-25 km,2022,BMP,motorised,6,74,0.08108108108108109,0.7432432432432432,0.05405405405405406,0.20270270270270271
10-25 km,2022,BOM,other,4,74,0.05405405405405406,0.7432432432432432,0.05405405405405406,0.20270270270270271
10-25 km,2022,BOV,sail/row,3,74,0.04054054054054054,0.7432432432432432,0.05405405405405406,0.20270270270270271
10-25 km,2022,CAM,motorised,33,74,0.44594594594594594,0.7432432432432432,0.05405405405405406,0.20270270270270271
10-25 km,2022,CAR,other,2,74,0.02702702702702703,0.7432432432432432,0.05405405405405406,0.20270270270270271
10-25 km,2022,CAV,sail/row,0,74,0.0,0.7432432432432432,0.05405405405405406,0.20270270270270271
10-25 km,2022,JAM,motorised,4,74,0.05405405405405406,0.7432432432432432,0.05405405405405406,0.20270270270270271
10-25 km,2022,JAV,sail/row,0,74,0.0,0.7432432432432432,0.05405405405405406,0.20270270270270271
10-25 km,2022,PED,other,9,74,0.12162162162162163,0.7432432432432432,0.05405405405405406,0.20270270270270271
10-25 km,2022,PQM,motorised,4,74,0.05405405405405406,0.7432432432432432,0.05405405405405406,0.20270270270270271
10-25 km,2022,PQV,sail/row,1,74,0.013513513513513514,0.7432432432432432,0.05405405405405406,0.20270270270270271
10-25 km,2023,BMG,motorised,1,75,0.013333333333333334,0.7866666666666666,0.02666666666666667,0.18666666666666668
10-25 km,2023,BMM,motorised,8,75,0.10666666666666667,0.7866666666666666,0.02666666666666667,0.18666666666666668
10-25 km,2023,BMP,motorised,5,75,0.06666666666666667,0.7866666666666666,0.02666666666666667,0.18666666666666668
10-25 km,2023,BOM,other,4,75,0.05333333333333334,0.7866666666666666,0.02666666666666667,0.18666666666666668
10-25 km,2023,BOV,sail/row,2,75,0.02666666666666667,0.7866666666666666,0.02666666666666667,0.18666666666666668
10-25 km,2023,CAM,motorised,37,75,0.49333333333333335,0.7866666666666666,0.02666666666666667,0.18666666666666668
10-25 km,2023,CAR,other,2,75,0.02666666666666667,0.7866666666666666,0.02666666666666667,0.18666666666666668
10-25 km,2023,CAV,sail/row,0,75,0.0,0.7866666666666666,0.02666666666666667,0.18666666666666668
10-25 km,2023,JAM,motorised,4,75,0.05333333333333334,0.7866666666666666,0.02666666666666667,0.18666666666666668
10-25 km,2023,JAV,sail/row,0,75,0.0,0.7866666666666666,0.02666666666666667,0.18666666666666668
10-25 km,2023,PED,other,8,75,0.10666666666666667,0.7866666666666666,0.02666666666666667,0.18666666666666668
10-25 km,2023,PQM,motorised,4,75,0.05333333333333334,0.7866666666666666,0.02666666666666667,0.18666666666666668
10-25 km,2023,PQV,sail/row,0,75,0.0,0.7866666666666666,0.02666666666666667,0.18666666666666668
10-25 km,2024,BMG,motorised,0,74,0.0,0.7567567567567568,0.013513513513513514,0.22972972972972974
10-25 km,2024,BMM,motorised,8,74,0.10810810810810811,0.7567567567567568,0.013513513513513514,0.22972972972972974
10-25 km,2024,BMP,motorised,7,74,0.0945945945945946,0.7567567567567568,0.013513513513513514,0.22972972972972974
10-25 km,2024,BOM,other,5,74,0.06756756756756757,0.7567567567567568,0.013513513513513514,0.22972972972972974
10-25 km,2024,BOV,sail/row,1,74,0.013513513513513514,0.7567567567567568,0.013513513513513514,0.22972972972972974
10-25 km,2024,CAM,motorised,33,74,0.44594594594594594,0.7567567567567568,0.013513513513513514,0.22972972972972974
10-25 km,2024,CAR,other,2,74,0.02702702702702703,0.7567567567567568,0.013513513513513514,0.22972972972972974
10-25 km,2024,CAV,sail/row,0,74,0.0,0.7567567567567568,0.013513513513513514,0.22972972972972974
10-25 km,2024,JAM,motorised,4,74,0.05405405405405406,0.7567567567567568,0.013513513513513514,0.22972972972972974
10-25 km,2024,JAV,sail/row,0,74,0.0,0.7567567567567568,0.013513513513513514,0.22972972972972974
10-25 km,2024,PED,other,10,74,0.13513513513513514,0.7567567567567568,0.013513513513513514,0.22972972972972974
10-25 km,2024,PQM,motorised,4,74,0.05405405405405406,0.7567567567567568,0.013513513513513514,0.22972972972972974
10-25 km,2024,PQV,sail/row,0,74,0.0,0.7567567567567568,0.013513513513513514,0.22972972972972974
25-50 km,2001,BMM,motorised,35,224,0.15625,0.40625,0.59375,0.0
25-50 km,2001,BMP,motorised,43,224,0.19196428571428573,0.40625,0.59375,0.0
25-50 km,2001,BOV,sail/row,118,224,0.5267857142857143,0.40625,0.59375,0.0
25-50 km,2001,CAV,sail/row,12,224,0.05357142857142857,0.40625,0.59375,0.0
25-50 km,2001,JAV,sail/row,3,224,0.013392857142857142,0.40625,0.59375,0.0
25-50 km,2001,PQM,motorised,13,224,0.05803571428571429,0.40625,0.59375,0.0
25-50 km,2002,BMM,motorised,40,215,0.18604651162790697,0.4604651162790698,0.5255813953488372,0.013953488372093023
25-50 km,2002,BMP,motorised,45,215,0.20930232558139536,0.4604651162790698,0.5255813953488372,0.013953488372093023
25-50 km,2002,BOV,sail/row,103,215,0.4790697674418605,0.4604651162790698,0.5255813953488372,0.013953488372093023
25-50 km,2002,CAV,sail/row,10,215,0.046511627906976744,0.4604651162790698,0.5255813953488372,0.013953488372093023
25-50 km,2002,PED,other,3,215,0.013953488372093023,0.4604651162790698,0.5255813953488372,0.013953488372093023
25-50 km,2002,PQM,motorised,14,215,0.06511627906976744,0.4604651162790698,0.5255813953488372,0.013953488372093023
25-50 km,2003,BMM,motorised,46,213,0.215962441314554,0.49295774647887325,0.48826291079812206,0.018779342723004695
25-50 km,2003,BMP,motorised,44,213,0.20657276995305165,0.49295774647887325,0.48826291079812206,0.018779342723004695
25-50 km,2003,BOV,sail/row,92,213,0.431924882629108,0.49295774647887325,0.48826291079812206,0.018779342723004695
25-50 km,2003,CAV,sail/row,12,213,0.056338028169014086,0.49295774647887325,0.48826291079812206,0.018779342723004695
25-50 km,2003,PED,other,4,213,0.018779342723004695,0.49295774647887325,0.48826291079812206,0.018779342723004695
25-50 km,2003,PQM,motorised,15,213,0.07042253521126761,0.49295774647887325,0.48826291079812206,0.018779342723004695
25-50 km,2004,BMM,motorised,43,210,0.20476190476190476,0.4857142857142857,0.5,0.014285714285714285
25-50 km,2004,BMP,motorised,46,210,0.21904761904761905,0.4857142857142857,0.5,0.014285714285714285
25-50 km,2004,BOV,sail/row,84,210,0.4,0.4857142857142857,0.5,0.014285714285714285
25-50 km,2004,CAV,sail/row,21,210,0.1,0.4857142857142857,0.5,0.014285714285714285
25-50 km,2004,PED,other,3,210,0.014285714285714285,0.4857142857142857,0.5,0.014285714285714285
25-50 km,2004,PQM,motorised,13,210,0.06190476190476191,0.4857142857142857,0.5,0.014285714285714285
25-50 km,2005,BMM,motorised,44,228,0.19298245614035087,0.4692982456140351,0.5263157894736842,0.0043859649122807015
25-50 km,2005,BMP,motorised,48,228,0.21052631578947367,0.4692982456140351,0.5263157894736842,0.0043859649122807015
25-50 km,2005,BOV,sail/row,90,228,0.39473684210526316,0.4692982456140351,0.5263157894736842,0.0043859649122807015
25-50 km,2005,CAV,sail/row,28,228,0.12280701754385964,0.4692982456140351,0.5263157894736842,0.0043859649122807015
25-50 km,2005,JAV,sail/row,2,228,0.008771929824561403,0.4692982456140351,0.5263157894736842,0.0043859649122807015
25-50 km,2005,PED,other,1,228,0.0043859649122807015,0.4692982456140351,0.5263157894736842,0.0043859649122807015
25-50 km,2005,PQM,motorised,15,228,0.06578947368421052,0.4692982456140351,0.5263157894736842,0.0043859649122807015
25-50 km,2006,BMM,motorised,49,211,0.23222748815165878,0.5639810426540285,0.43601895734597157,0.0
25-50 km,2006,BMP,motorised,47,211,0.22274881516587677,0.5639810426540285,0.43601895734597157,0.0
25-50 km,2006,BOV,sail/row,72,211,0.3412322274881517,0.5639810426540285,0.43601895734597157,0.0
25-50 km,2006,CAM,motorised,11,211,0.052132701421800945,0.5639810426540285,0.43601895734597157,0.0
25-50 km,2006,CAV,sail/row,17,211,0.08056872037914692,0.5639810426540285,0.43601895734597157,0.0
25-50 km,2006,JAV,sail/row,3,211,0.014218009478672985,0.5639810426540285,0.43601895734597157,0.0
25-50 km,2006,PQM,motorised,12,211,0.05687203791469194,0.5639810426540285,0.43601895734597157,0.0
25-50 km,2007,BMM,motorised,45,219,0.2054794520547945,0.6164383561643836,0.3835616438356164,0.0
25-50 km,2007,BMP,motorised,47,219,0.2146118721461187,0.6164383561643836,0.3835616438356164,0.0
25-50 km,2007,BOV,sail/row,78,219,0.3561643835616438,0.6164383561643836,0.3835616438356164,0.0
25-50 km,2007,CAM,motorised,28,219,0.1278538812785388,0.6164383561643836,0.3835616438356164,0.0
25-50 km,2007,CAV,sail/row,3,219,0.0136986301369863,0.6164383561643836,0.3835616438356164,0.0
25-50 km,2007,JAV,sail/row,3,219,0.0136986301369863,0.6164383561643836,0.3835616438356164,0.0
25-50 km,2007,PQM,motorised,15,219,0.0684931506849315,0.6164383561643836,0.3835616438356164,0.0
25-50 km,2008,BMM,motorised,48,213,0.22535211267605634,0.6384976525821596,0.3615023474178404,0.0
25-50 km,2008,BMP,motorised,46,213,0.215962441314554,0.6384976525821596,0.3615023474178404,0.0
25-50 km,2008,BOV,sail/row,73,213,0.3427230046948357,0.6384976525821596,0.3615023474178404,0.0
25-50 km,2008,CAM,motorised,28,213,0.13145539906103287,0.6384976525821596,0.3615023474178404,0.0
25-50 km,2008,CAV,sail/row,1,213,0.004694835680751174,0.6384976525821596,0.3615023474178404,0.0
25-50 km,2008,JAV,sail/row,3,213,0.014084507042253521,0.6384976525821596,0.3615023474178404,0.0
25-50 km,2008,PQM,motorised,14,213,0.06572769953051644,0.6384976525821596,0.3615023474178404,0.0
25-50 km,2009,BMG,motorised,1,314,0.0031847133757961785,0.5031847133757962,0.4968152866242038,0.0
25-50 km,2009,BMM,motorised,64,314,0.20382165605095542,0.5031847133757962,0.4968152866242038,0.0
25-50 km,2009,BMP,motorised,42,314,0.1337579617834395,0.5031847133757962,0.4968152866242038,0.0
25-50 km,2009,BOM,other,0,314,0.0,0.5031847133757962,0.4968152866242038,0.0
25-50 km,2009,BOV,sail/row,93,314,0.2961783439490446,0.5031847133757962,0.4968152866242038,0.0
25-50 km,2009,CAM,motorised,36,314,0.11464968152866242,0.5031847133757962,0.4968152866242038,0.0
25-50 km,2009,CAV,sail/row,2,314,0.006369426751592357,0.5031847133757962,0.4968152866242038,0.0
25-50 km,2009,JAV,sail/row,10,314,0.03184713375796178,0.5031847133757962,0.4968152866242038,0.0
25-50 km,2009,PED,other,0,314,0.0,0.5031847133757962,0.4968152866242038,0.0
25-50 km,2009,PQM,motorised,15,314,0.04777070063694268,0.5031847133757962,0.4968152866242038,0.0
25-50 km,2009,PQV,sail/row,51,314,0.1624203821656051,0.5031847133757962,0.4968152866242038,0.0
25-50 km,2010,BMG,motorised,0,299,0.0,0.5785953177257525,0.4214046822742475,0.0
25-50 km,2010,BMM,motorised,59,299,0.19732441471571907,0.5785953177257525,0.4214046822742475,0.0
25-50 km,2010,BMP,motorised,48,299,0.1605351170568562,0.5785953177257525,0.4214046822742475,0.0
25-50 km,2010,BOM,other,0,299,0.0,0.5785953177257525,0.4214046822742475,0.0
25-50 km,2010,BOV,sail/row,89,299,0.2976588628762542,0.5785953177257525,0.4214046822742475,0.0
25-50 km,2010,CAM,motorised,38,299,0.12709030100334448,0.5785953177257525,0.4214046822742475,0.0
25-50 km,2010,CAR,other,0,299,0.0,0.5785953177257525,0.4214046822742475,0.0
25-50 km,2010,CAV,sail/row,1,299,0.0033444816053511705,0.5785953177257525,0.4214046822742475,0.0
25-50 km,2010,JAV,sail/row,8,299,0.026755852842809364,0.5785953177257525,0.4214046822742475,0.0
25-50 km,2010,PED,other,0,299,0.0,0.5785953177257525,0.4214046822742475,0.0
25-50 km,2010,PQM,motorised,28,299,0.09364548494983277,0.5785953177257525,0.4214046822742475,0.0
25-50 km,2010,PQR,other,0,299,0.0,0.5785953177257525,0.4214046822742475,0.0
25-50 km,2010,PQV,sail/row,28,299,0.09364548494983277,0.5785953177257525,0.4214046822742475,0.0
25-50 km,2011,BMG,motorised,1,349,0.0028653295128939827,0.4871060171919771,0.4040114613180516,0.10888252148997135
25-50 km,2011,BMM,motorised,60,349,0.17191977077363896,0.4871060171919771,0.4040114613180516,0.10888252148997135
25-50 km,2011,BMP,motorised,24,349,0.06876790830945559,0.4871060171919771,0.4040114613180516,0.10888252148997135
25-50 km,2011,BOM,other,29,349,0.0830945558739255,0.4871060171919771,0.4040114613180516,0.10888252148997135
25-50 km,2011,BOV,sail/row,86,349,0.24641833810888253,0.4871060171919771,0.4040114613180516,0.10888252148997135
25-50 km,2011,CAM,motorised,45,349,0.12893982808022922,0.4871060171919771,0.4040114613180516,0.10888252148997135
25-50 km,2011,CAR,other,0,349,0.0,0.4871060171919771,0.4040114613180516,0.10888252148997135
25-50 km,2011,CAV,sail/row,2,349,0.0057306590257879654,0.4871060171919771,0.4040114613180516,0.10888252148997135
25-50 km,2011,JAM,motorised,18,349,0.05157593123209169,0.4871060171919771,0.4040114613180516,0.10888252148997135
25-50 km,2011,JAV,sail/row,23,349,0.0659025787965616,0.4871060171919771,0.4040114613180516,0.10888252148997135
25-50 km,2011,PED,other,0,349,0.0,0.4871060171919771,0.4040114613180516,0.10888252148997135
25-50 km,2011,PQM,motorised,22,349,0.06303724928366762,0.4871060171919771,0.4040114613180516,0.10888252148997135
25-50 km,2011,PQR,other,9,349,0.025787965616045846,0.4871060171919771,0.4040114613180516,0.10888252148997135
25-50 km,2011,PQV,sail/row,30,349,0.08595988538681948,0.4871060171919771,0.4040114613180516,0.10888252148997135
25-50 km,2012,BMG,motorised,1,311,0.003215434083601286,0.40514469453376206,0.3987138263665595,0.19614147909967847
25-50 km,2012,BMM,motorised,47,311,0.15112540192926044,0.40514469453376206,0.3987138263665595,0.19614147909967847
25-50 km,2012,BMP,motorised,4,311,0.012861736334405145,0.40514469453376206,0.3987138263665595,0.19614147909967847
25-50 km,2012,BOM,other,61,311,0.19614147909967847,0.40514469453376206,0.3987138263665595,0.19614147909967847
25-50 km,2012,BOV,sail/row,87,311,0.2797427652733119,0.40514469453376206,0.3987138263665595,0.19614147909967847
25-50 km,2012,CAM,motorised,38,311,0.12218649517684887,0.40514469453376206,0.3987138263665595,0.19614147909967847
25-50 km,2012,CAR,other,0,311,0.0,0.40514469453376206,0.3987138263665595,0.19614147909967847
25-50 km,2012,CAV,sail/row,2,311,0.006430868167202572,0.40514469453376206,0.3987138263665595,0.19614147909967847
25-50 km,2012,JAM,motorised,16,311,0.05144694533762058,0.40514469453376206,0.3987138263665595,0.19614147909967847
25-50 km,2012,JAV,sail/row,23,311,0.07395498392282958,0.40514469453376206,0.3987138263665595,0.19614147909967847
25-50 km,2012,PED,other,0,311,0.0,0.40514469453376206,0.3987138263665595,0.19614147909967847
25-50 km,2012,PQM,motorised,20,311,0.06430868167202572,0.40514469453376206,0.3987138263665595,0.19614147909967847
25-50 km,2012,PQV,sail/row,12,311,0.03858520900321544,0.40514469453376206,0.3987138263665595,0.19614147909967847
25-50 km,2013,BMG,motorised,0,227,0.0,0.45374449339207046,0.32599118942731276,0.22026431718061673
25-50 km,2013,BMM,motorised,45,227,0.19823788546255505,0.45374449339207046,0.32599118942731276,0.22026431718061673
25-50 km,2013,BMP,motorised,3,227,0.013215859030837005,0.45374449339207046,0.32599118942731276,0.22026431718061673
25-50 km,2013,BOM,other,50,227,0.22026431718061673,0.45374449339207046,0.32599118942731276,0.22026431718061673
25-50 km,2013,BOV,sail/row,61,227,0.2687224669603524,0.45374449339207046,0.32599118942731276,0.22026431718061673
25-50 km,2013,CAM,motorised,33,227,0.14537444933920704,0.45374449339207046,0.32599118942731276,0.22026431718061673
25-50 km,2013,CAR,other,0,227,0.0,0.45374449339207046,0.32599118942731276,0.22026431718061673
25-50 km,2013,CAV,sail/row,1,227,0.004405286343612335,0.45374449339207046,0.32599118942731276,0.22026431718061673
25-50 km,2013,JAM,motorised,17,227,0.07488986784140969,0.45374449339207046,0.32599118942731276,0.22026431718061673
25-50 km,2013,JAV,sail/row,8,227,0.03524229074889868,0.45374449339207046,0.32599118942731276,0.22026431718061673
25-50 km,2013,PED,other,0,227,0.0,0.45374449339207046,0.32599118942731276,0.22026431718061673
25-50 km,2013,PQM,motorised,5,227,0.022026431718061675,0.45374449339207046,0.32599118942731276,0.22026431718061673
25-50 km,2013,PQV,sail/row,4,227,0.01762114537444934,0.45374449339207046,0.32599118942731276,0.22026431718061673
25-50 km,2014,BMG,motorised,1,231,0.004329004329004329,0.4458874458874459,0.31601731601731603,0.23809523809523808
25-50 km,2014,BMM,motorised,41,231,0.1774891774891775,0.4458874458874459,0.31601731601731603,0.23809523809523808
25-50 km,2014,BMP,motorised,2,231,0.008658008658008658,0.4458874458874459,0.31601731601731603,0.23809523809523808
25-50 km,2014,BOM,other,55,231,0.23809523809523808,0.4458874458874459,0.31601731601731603,0.23809523809523808
25-50 km,2014,BOV,sail/row,63,231,0.2727272727272727,0.4458874458874459,0.31601731601731603,0.23809523809523808
25-50 km,2014,CAM,motorised,34,231,0.1471861471861472,0.4458874458874459,0.31601731601731603,0.23809523809523808
25-50 km,2014,CAR,other,0,231,0.0,0.4458874458874459,0.31601731601731603,0.23809523809523808
25-50 km,2014,CAV,sail/row,0,231,0.0,0.4458874458874459,0.31601731601731603,0.23809523809523808
25-50 km,2014,JAM,motorised,20,231,0.08658008658008658,0.4458874458874459,0.31601731601731603,0.23809523809523808
25-50 km,2014,JAV,sail/row,5,231,0.021645021645021644,0.4458874458874459,0.31601731601731603,0.23809523809523808
25-50 km,2014,PED,other,0,231,0.0,0.4458874458874459,0.31601731601731603,0.23809523809523808
25-50 km,2014,PQM,motorised,5,231,0.021645021645021644,0.4458874458874459,0.31601731601731603,0.23809523809523808
25-50 km,2014,PQV,sail/row,5,231,0.021645021645021644,0.4458874458874459,0.31601731601731603,0.23809523809523808
25-50 km,2015,BMG,motorised,0,239,0.0,0.5062761506276151,0.2175732217573222,0.27615062761506276
25-50 km,2015,BMM,motorised,52,239,0.2175732217573222,0.5062761506276151,0.2175732217573222,0.27615062761506276
25-50 km,2015,BMP,motorised,9,239,0.03765690376569038,0.5062761506276151,0.2175732217573222,0.27615062761506276
25-50 km,2015,BOM,other,66,239,0.27615062761506276,0.5062761506276151,0.2175732217573222,0.27615062761506276
25-50 km,2015,BOV,sail/row,44,239,0.18410041841004185,0.5062761506276151,0.2175732217573222,0.27615062761506276
25-50 km,2015,CAM,motorised,37,239,0.15481171548117154,0.5062761506276151,0.2175732217573222,0.27615062761506276
25-50 km,2015,CAR,other,0,239,0.0,0.5062761506276151,0.2175732217573222,0.27615062761506276
25-50 km,2015,CAV,sail/row,1,239,0.0041841004184100415,0.5062761506276151,0.2175732217573222,0.27615062761506276
25-50 km,2015,JAM,motorised,19,239,0.0794979079497908,0.5062761506276151,0.2175732217573222,0.27615062761506276
25-50 km,2015,JAV,sail/row,1,239,0.0041841004184100415,0.5062761506276151,0.2175732217573222,0.27615062761506276
25-50 km,2015,PED,other,0,239,0.0,0.5062761506276151,0.2175732217573222,0.27615062761506276
25-50 km,2015,PQM,motorised,4,239,0.016736401673640166,0.5062761506276151,0.2175732217573222,0.27615062761506276
25-50 km,2015,PQV,sail/row,6,239,0.02510460251046025,0.5062761506276151,0.2175732217573222,0.27615062761506276
25-50 km,2016,BMG,motorised,0,235,0.0,0.4765957446808511,0.2680851063829787,0.2553191489361702
25-50 km,2016,BMM,motorised,46,235,0.19574468085106383,0.4765957446808511,0.2680851063829787,0.2553191489361702
25-50 km,2016,BMP,motorised,8,235,0.03404255319148936,0.4765957446808511,0.2680851063829787,0.2553191489361702
25-50 km,2016,BOM,other,59,235,0.251063829787234,0.4765957446808511,0.2680851063829787,0.2553191489361702
25-50 km,2016,BOV,sail/row,53,235,0.225531914893617,0.4765957446808511,0.2680851063829787,0.2553191489361702
25-50 km,2016,CAM,motorised,35,235,0.14893617021276595,0.4765957446808511,0.2680851063829787,0.2553191489361702
25-50 km,2016,CAR,other,0,235,0.0,0.4765957446808511,0.2680851063829787,0.2553191489361702
25-50 km,2016,CAV,sail/row,1,235,0.00425531914893617,0.4765957446808511,0.2680851063829787,0.2553191489361702
25-50 km,2016,JAM,motorised,18,235,0.07659574468085106,0.4765957446808511,0.2680851063829787,0.2553191489361702
25-50 km,2016,JAV,sail/row,4,235,0.01702127659574468,0.4765957446808511,0.2680851063829787,0.2553191489361702
25-50 km,2016,PED,other,1,235,0.00425531914893617,0.4765957446808511,0.2680851063829787,0.2553191489361702
25-50 km,2016,PQM,motorised,5,235,0.02127659574468085,0.4765957446808511,0.2680851063829787,0.2553191489361702
25-50 km,2016,PQV,sail/row,5,235,0.02127659574468085,0.4765957446808511,0.2680851063829787,0.2553191489361702
25-50 km,2017,BMG,motorised,0,203,0.0,0.45320197044334976,0.24630541871921183,0.30049261083743845
25-50 km,2017,BMM,motorised,40,203,0.19704433497536947,0.45320197044334976,0.24630541871921183,0.30049261083743845
25-50 km,2017,BMP,motorised,6,203,0.029556650246305417,0.45320197044334976,0.24630541871921183,0.30049261083743845
25-50 km,2017,BOM,other,61,203,0.30049261083743845,0.45320197044334976,0.24630541871921183,0.30049261083743845
25-50 km,2017,BOV,sail/row,41,203,0.2019704433497537,0.45320197044334976,0.24630541871921183,0.30049261083743845
25-50 km,2017,CAM,motorised,26,203,0.12807881773399016,0.45320197044334976,0.24630541871921183,0.30049261083743845
25-50 km,2017,CAR,other,0,203,0.0,0.45320197044334976,0.24630541871921183,0.30049261083743845
25-50 km,2017,CAV,sail/row,1,203,0.0049261083743842365,0.45320197044334976,0.24630541871921183,0.30049261083743845
25-50 km,2017,JAM,motorised,13,203,0.06403940886699508,0.45320197044334976,0.24630541871921183,0.30049261083743845
