metric,group,year_c,year,pred,ci_lo,ci_hi
shannon_h,inside,1.404040404040403,2015.4040404040404,2.839671810569367,2.7035790165991305,2.975764604539603
shannon_h,inside,1.6363636363636367,2015.6363636363637,2.8457248942611946,2.7096530491688275,2.981796739353562
shannon_h,inside,1.8686868686868685,2015.8686868686868,2.8512721496963396,2.7152662680921247,2.987278031300555
shannon_h,inside,2.1010101010101003,2016.1010101010102,2.856295646051845,2.720404749927228,2.9921865421764617
shannon_h,inside,2.333333333333334,2016.3333333333333,2.860777452504754,2.725052874496102,2.9965020305134056
shannon_h,inside,2.5656565656565657,2016.5656565656566,2.864704918780173,2.7291964159182633,3.0002134216420826
shannon_h,inside,2.7979797979797976,2016.79797979798,2.86808651679546,2.732832675151779,3.003340358439141
shannon_h,inside,3.030303030303031,2017.030303030303,2.8709359990160364,2.735959845504498,3.005912152527575
shannon_h,inside,3.262626262626263,2017.2626262626263,2.8732671179073224,2.7385736461124246,3.00796058970222
shannon_h,inside,3.494949494949495,2017.4949494949494,2.8750936259347384,2.740667496960639,3.009519754908838
shannon_h,inside,3.7272727272727266,2017.7272727272727,2.8764292755637064,2.7422327149789405,3.0106258361484723
shannon_h,inside,3.9595959595959584,2017.9595959595958,2.8772878192596463,2.743258742916611,3.0113168956026817
shannon_h,inside,4.19191919191919,2018.1919191919192,2.8776830094879795,2.743733421987497,3.0116325969884614
shannon_h,inside,4.424242424242426,2018.4242424242425,2.877628598714126,2.743643317503005,3.0116138799252474
shannon_h,inside,4.6565656565656575,2018.6565656565656,2.8771383394035075,2.742974103616303,3.0113025751907117
shannon_h,inside,4.888888888888889,2018.888888888889,2.876225984021544,2.741711008732281,3.010740959310807
shannon_h,inside,5.121212121212121,2019.121212121212,2.8749052850336576,2.739839317148943,3.009971252918372
shannon_h,inside,5.353535353535353,2019.3535353535353,2.8731899949052675,2.737344915444714,3.0090350743658214
shannon_h,inside,5.585858585858585,2019.5858585858587,2.8710938661017957,2.7342148647278988,3.0079728674756936
shannon_h,inside,5.818181818181817,2019.8181818181818,2.8686306510886626,2.730437973161597,3.0068233290157282
shannon_h,inside,6.050505050505052,2020.050505050505,2.865814102331289,2.7260053383941036,3.0056228662684745
shannon_h,inside,6.282828282828284,2020.2828282828282,2.862657972295096,2.7209108278107346,3.0044051167794574
shannon_h,inside,6.515151515151516,2020.5151515151515,2.859176013445504,2.7151514666391714,3.0032005602518357
shannon_h,inside,6.747474747474747,2020.7474747474748,2.855381978247934,2.708727709985105,3.0020362465107633
shannon_h,inside,6.979797979797979,2020.979797979798,2.8512896191678068,2.701643584160911,3.0009356541747025
shannon_h,inside,7.212121212121211,2021.2121212121212,2.8469126886705434,2.693906693821679,2.9999186835194074
shannon_h,inside,7.444444444444443,2021.4444444444443,2.842264939221564,2.6855281026844766,2.999001775758652
shannon_h,inside,7.676767676767678,2021.6767676767677,2.837360123286291,2.6765221052655153,2.998198141307066
shannon_h,inside,7.90909090909091,2021.909090909091,2.8322119933301426,2.6669059138492774,2.9975180728110082
shannon_h,inside,8.141414141414142,2022.141414141414,2.826834301818542,2.6566992882029288,2.9969693154341552
shannon_h,inside,8.373737373737374,2022.3737373737374,2.8212408012169092,2.645924135471735,2.9965574669620834
shannon_h,inside,8.606060606060606,2022.6060606060605,2.8154452439906645,2.63460410488943,2.9962863830918995
shannon_h,inside,8.838383838383837,2022.8383838383838,2.80946138260523,2.622764197359478,2.9961585678509812
shannon_h,inside,9.07070707070707,2023.0707070707072,2.803302969526025,2.6104304045948057,2.996175534457244
shannon_h,inside,9.303030303030305,2023.3030303030303,2.796983757218471,2.5976293871766805,2.9963381272602625
shannon_h,inside,9.535353535353536,2023.5353535353536,2.790517498147989,2.584388196187623,2.9966468001083553
shannon_h,inside,9.767676767676768,2023.7676767676767,2.7839179447799998,2.570734039301927,2.9971018502580726
shannon_h,inside,10.0,2024.0,2.777198849579924,2.5566940894703523,2.9977036096894967
shannon_h,outside,-13.0,2001.0,2.1403877924514267,1.6372861682524935,2.6434894166503597
shannon_h,outside,-12.767676767676768,2001.2323232323233,2.0672680756431574,1.608084426455686,2.526451724830629
shannon_h,outside,-12.535353535353535,2001.4646464646464,2.002309026937137,1.580481378801873,2.4241366750724005
shannon_h,outside,-12.303030303030303,2001.6969696969697,1.9451889384378944,1.5544627073594415,2.335915169516347
shannon_h,outside,-12.070707070707071,2001.9292929292928,1.8955861022499594,1.5301337549763105,2.2610384495236078
shannon_h,outside,-11.83838383838384,2002.1616161616162,1.8531788104778613,1.507730079783649,2.198627541172074
shannon_h,outside,-11.606060606060606,2002.3939393939395,1.8176453552261296,1.4876055150507275,2.1476851954015315
