year_c,year,effect,ci_lo,ci_hi
0.06030150753768915,2014.0603015075376,0.6099451432598282,0.3048462067196751,0.9150440797999813
0.17587939698492505,2014.175879396985,0.6119098481024682,0.30676362289584796,0.9170560733090884
0.29145728643216096,2014.2914572864322,0.6137454591111345,0.30859077289361264,0.9189001453286565
0.40703517587939686,2014.4070351758794,0.6154535300616133,0.3103287367791002,0.9205783233441264
0.5226130653266328,2014.5226130653266,0.6170356147296897,0.31197858616672525,0.9220926432926542
0.6381909547738687,2014.6381909547738,0.6184932668911497,0.31354138431644224,0.9234451494658571
0.7537688442211063,2014.7537688442212,0.6198280403217783,0.3150181862035848,0.9246378944399718
0.8693467336683423,2014.8693467336684,0.6210414887973618,0.3164100385618981,0.9256729390328254
0.9849246231155782,2014.9849246231156,0.6221351660936851,0.31771797990028083,0.9265523522870894
1.100502512562814,2015.1005025125628,0.6231106259865342,0.31894304049367894,0.9272782114793895
1.21608040201005,2015.21608040201,0.6239694222516948,0.3200862423484856,0.9278526021549041
1.3316582914572859,2015.3316582914572,0.6247131086649521,0.32114859914273913,0.928277618187165
1.4472361809045236,2015.4472361809046,0.6253432390020919,0.3221311161413383,0.9285553618628455
1.5628140703517595,2015.5628140703518,0.6258613670388997,0.32303479008642694,0.9286879439913724
1.6783919597989954,2015.678391959799,0.6262690465511612,0.3238606090630492,0.9286774840392733
1.7939698492462313,2015.7939698492462,0.6265678313146618,0.324609552340113,0.9285261102892105
1.9095477386934672,2015.9095477386934,0.6267592751051871,0.3252825901866533,0.928235960023721
2.025125628140703,2016.0251256281408,0.626844931698523,0.3258806836633346,0.9278091797337114
2.140703517587939,2016.140703517588,0.6268263548704545,0.32640478438909126,0.9272479253518177
2.2562814070351767,2016.2562814070352,0.6267050983967679,0.326855834282765,0.9265543625107708
2.3718592964824126,2016.3718592964824,0.6264827160532482,0.3272347652795565,0.9257306668269399
2.4874371859296485,2016.4874371859296,0.6261607616156812,0.3275424990220869,0.9247790242092756
2.6030150753768844,2016.6030150753768,0.6257407888598526,0.327779946525825,0.9237016311938803
2.7185929648241203,2016.7185929648242,0.6252243515615477,0.3279480078186225,0.9225006953044728
2.834170854271356,2016.8341708542714,0.6246130034965525,0.32804757155407643,0.9211784354390284
2.949748743718594,2016.9497487437186,0.623908298440652,0.3280795145984238,0.9197370822828801
3.065326633165828,2017.0653266331658,0.6231117901696323,0.3280447015906713,0.9181788787485932
3.1809045226130657,2017.180904522613,0.6222250324592787,0.32794398447565115,0.9165060804429064
3.2964824120603033,2017.2964824120604,0.6212495790853769,0.32777820200971064,0.9147209561610432
3.4120603015075375,2017.4120603015076,0.6201869838237124,0.32754817923874413,0.9128257884086807
3.527638190954775,2017.5276381909548,0.619038800450071,0.3272547269483024,0.9108228739518396
3.6432160804020093,2017.643216080402,0.617806582740238,0.3268986410855377,0.9087145243949384
3.758793969849247,2017.7587939698492,0.616491884469999,0.3264807021527847,0.9065030667872134
3.874371859296481,2017.8743718592964,0.6150962594151399,0.326001674572619,0.9041908442576607
3.9899497487437188,2017.9899497487438,0.6136212613514459,0.32546230602429815,0.9017802166785936
4.1055276381909565,2018.105527638191,0.6120684440547028,0.3248633267515589,0.8992735613578469
4.221105527638191,2018.2211055276382,0.6104393613006963,0.3242054488418267,0.896673273759566
4.336683417085428,2018.3366834170854,0.6087355668652116,0.3234893654769957,0.8939817682534275
4.452261306532662,2018.4522613065326,0.6069586145240345,0.32271575015604925,0.8912014788920198
4.5678391959799,2018.56783919598,0.6051100580529507,0.32188525588992184,0.8883348602159795
4.683417085427134,2018.6834170854272,0.6031914512277455,0.3209985143691584,0.8853843880863327
4.798994974874372,2018.7989949748744,0.6012043478242048,0.3200561351050923,0.8823525605433173
4.91457286432161,2018.9145728643216,0.5991503016181141,0.3190587045454603,0.879241898690768
