year_c,year,group,cpue_pred,ci_lo,ci_hi
6.747474747474747,2020.7474747474748,outside,1.4653866312632773,1.112728217112552,1.929890386091564
6.979797979797979,2020.979797979798,outside,1.467977753404201,1.1138659795298724,1.9347424968427755
7.212121212121211,2021.2121212121212,outside,1.4688911782279765,1.1142562850207074,1.9364720592734592
7.444444444444443,2021.4444444444443,outside,1.467961805276571,1.1136652797218163,1.9350485766681946
7.676767676767678,2021.6767676767677,outside,1.465031488186492,1.1117544548705254,1.930643344340833
7.90909090909091,2021.909090909091,outside,1.4599511269287204,1.1080594192498299,1.9236698851909015
8.141414141414142,2022.141414141414,outside,1.4525828642176548,1.10197294583259,1.9148190186176115
8.373737373737374,2022.3737373737374,outside,1.4428023504271188,1.0927410344765935,1.905078982109665
8.606060606060606,2022.6060606060605,outside,1.430501035612292,1.0794853169416154,1.8957264456662895
8.838383838383837,2022.8383838383838,outside,1.4155884418789757,1.061266790895818,1.8882726635348053
9.07070707070707,2023.0707070707072,outside,1.3979943646141841,1.037198733265439,1.8843562749058684
9.303030303030305,2023.3030303030303,outside,1.377670947256166,1.0065965585693994,1.8855945491671187
9.535353535353536,2023.5353535353536,outside,1.3545945716025047,0.9691258790426373,1.8934316447004078
9.767676767676768,2023.7676767676767,outside,1.3287675043891718,0.9248972260880922,1.90903556819385
10.0,2024.0,outside,1.3002192412575213,0.8744737010082577,1.9332780747432423
