local,year,species,sp_production_ton,total_production_ton,species_share
CAICARA DO NORTE,2010,Guaiuba,24.475,1346.4279999999999,0.018177726547576257
CAICARA DO NORTE,2010,Biquara,22.236,1346.4279999999999,0.016514808069945073
CAICARA DO NORTE,2010,Ariaco,20.855,1346.4279999999999,0.015489131242071616
CAICARA DO NORTE,2010,Agulhao,17.341,1346.4279999999999,0.01287926276042982
CAICARA DO NORTE,2010,Albacorinha,16.679,1346.4279999999999,0.012387591464229799
CAICARA DO NORTE,2010,Sardinha,15.838,1346.4279999999999,0.011762975814525544
CAICARA DO NORTE,2010,Budiao,14.387,1346.4279999999999,0.010685309574667195
CAICARA DO NORTE,2010,Albacora,12.002,1346.4279999999999,0.008913956037753227
CAICARA DO NORTE,2010,Pescada,9.691,1346.4279999999999,0.007197562736366149
CAICARA DO NORTE,2010,Arraia,9.093,1346.4279999999999,0.006753424616838034
CAICARA DO NORTE,2010,Pargo,7.543,1346.4279999999999,0.00560223049431533
CAICARA DO NORTE,2010,Arabaiana,7.318,1346.4279999999999,0.0054351216700781625
CAICARA DO NORTE,2010,Camurim,7.172000000000001,1346.4279999999999,0.005326686610795379
CAICARA DO NORTE,2010,Salema,7.089,1346.4279999999999,0.005265042022299002
CAICARA DO NORTE,2010,Polvo,6.029999999999999,1346.4279999999999,0.004478516489556069
CAICARA DO NORTE,2010,Camarao,5.576000000000001,1346.4279999999999,0.004141328017539744
CAICARA DO NORTE,2010,Garoupa,2.63,1346.4279999999999,0.0019533164788611054
CAICARA DO NORTE,2010,Tainha,2.355,1346.4279999999999,0.0017490723603490125
CAICARA DO NORTE,2010,Xareu,1.501,1346.4279999999999,0.001114801534133277
CAICARA DO NORTE,2010,Camurupim,0.7190000000000001,1346.4279999999999,0.0005340055316734353
CAICARA DO NORTE,2010,Carapeba,0.386,1346.4279999999999,0.0002866844718024284
CAICARA DO NORTE,2010,Cangulo,0.0,1346.4279999999999,0.0
CAICARA DO NORTE,2010,Caranguejo,0.0,1346.4279999999999,0.0
CAICARA DO NORTE,2009,Peixe Voador,578.0138,1485.9555,0.3889845961066801
CAICARA DO NORTE,2009,Dourado,124.6889,1485.9555,0.08391159762186687
CAICARA DO NORTE,2009,Serra,94.6916,1485.9555,0.06372438474772629
CAICARA DO NORTE,2009,Cururuca,90.2041,1485.9555,0.060704442360487915
CAICARA DO NORTE,2009,Sirigado,84.5894,1485.9555,0.05692593082363503
CAICARA DO NORTE,2009,Outros,52.93940000000001,1485.9555,0.03562650429302897
CAICARA DO NORTE,2009,Cioba,46.6963,1485.9555,0.031425099876813266
CAICARA DO NORTE,2009,Lagosta,43.3976,1485.9555,0.029205181447223685
CAICARA DO NORTE,2009,Albacora,36.5566,1485.9555,0.024601409665363467
CAICARA DO NORTE,2009,Caico,32.9014,1485.9555,0.02214157826395205
CAICARA DO NORTE,2009,Guaiuba,32.3198,1485.9555,0.0217501802712127
CAICARA DO NORTE,2009,Agulha,27.378,1485.9555,0.018424508674721417
CAICARA DO NORTE,2009,Cavala,25.7768,1485.9555,0.01734695285289499
CAICARA DO NORTE,2009,Caçao,23.2744,1485.9555,0.015662918573268177
CAICARA DO NORTE,2009,Ariaco,22.2168,1485.9555,0.014951187972991114
CAICARA DO NORTE,2009,Agulhao,21.5344,1485.9555,0.014491954839832014
CAICARA DO NORTE,2009,Biquara,20.6101,1485.9555,0.01386993082901877
CAICARA DO NORTE,2009,Garajuba,19.805,1485.9555,0.01332812456362253
CAICARA DO NORTE,2009,Pargo,18.0333,1485.9555,0.012135827755272617
CAICARA DO NORTE,2009,Salema,11.9191,1485.9555,0.008021168870804004
CAICARA DO NORTE,2009,Bonito,10.508,1485.9555,0.007071544201693792
CAICARA DO NORTE,2009,Camarao,9.76,1485.9555,0.006568164389848821
CAICARA DO NORTE,2009,Bagre,9.1507,1485.9555,0.006158125192847296
CAICARA DO NORTE,2009,Arabaiana,7.324300000000001,1485.9555,0.004929017053337062
CAICARA DO NORTE,2009,Sardinha,6.051800000000001,1485.9555,0.004072665702304006
CAICARA DO NORTE,2009,Dentao,5.9536,1485.9555,0.00400658027780778
CAICARA DO NORTE,2009,Budiao,5.274,1485.9555,0.003549231454104783
CAICARA DO NORTE,2009,Camurim,4.8712,1485.9555,0.0032781600794909403
CAICARA DO NORTE,2009,Polvo,3.9451,1485.9555,0.002654924726884486
CAICARA DO NORTE,2009,Pescada,3.904,1485.9555,0.0026272657559395286
CAICARA DO NORTE,2009,Tainha,3.4462,1485.9555,0.002319181159866497
CAICARA DO NORTE,2009,Arraia,2.9519,1485.9555,0.0019865332440978213
CAICARA DO NORTE,2009,Xareu,2.2498,1485.9555,0.0015140426479797007
CAICARA DO NORTE,2009,Albacorinha,1.3649,1485.9555,0.0009185335630844934
CAICARA DO NORTE,2009,Camurupim,0.7871,1485.9555,0.0005296928474641401
CAICARA DO NORTE,2009,Garoupa,0.4437,1485.9555,0.0002985957520262215
CAICARA DO NORTE,2009,Carapeba,0.4203,1485.9555,0.0002828483087144938
CAICARA DO NORTE,2009,Cangulo,0.0021,1485.9555,1.4132320920781274e-06
CAICARA DO NORTE,2009,Caranguejo,0.0,1485.9555,0.0
CAICARA DO NORTE,2009,Espada,0.0,1485.9555,0.0
CAICARA DO NORTE,2008,Peixe Voador,151.84,429.4,0.3536096879366558
CAICARA DO NORTE,2008,Lagosta,36.76,429.4,0.0856078248719143
CAICARA DO NORTE,2008,Dourado,32.47,429.4,0.0756171401956218
CAICARA DO NORTE,2008,Agulha,28.38,429.4,0.06609222170470425
CAICARA DO NORTE,2008,Sirigado,26.1,429.4,0.06078248719142991
CAICARA DO NORTE,2008,Outros,17.16,429.4,0.03996273870517001
CAICARA DO NORTE,2008,Serra,15.97,429.4,0.037191429902189106
CAICARA DO NORTE,2008,Caico,14.68,429.4,0.03418723800652073
CAICARA DO NORTE,2008,Cioba,13.43,429.4,0.031276199347927344
CAICARA DO NORTE,2008,Caçao,11.94,429.4,0.027806241266884024
CAICARA DO NORTE,2008,Cururuca,10.34,429.4,0.02408011178388449
CAICARA DO NORTE,2008,Albacora,9.51,429.4,0.022147182114578483
CAICARA DO NORTE,2008,Ariaco,8.38,429.4,0.019515603167210065
CAICARA DO NORTE,2008,Pargo,8.21,429.4,0.01911970190964136
CAICARA DO NORTE,2008,Garajuba,6.85,429.4,0.015952491849091754
CAICARA DO NORTE,2008,Biquara,6.83,429.4,0.015905915230554263
CAICARA DO NORTE,2008,Cavala,6.699999999999999,429.4,0.015603167210060548
CAICARA DO NORTE,2008,Arabaiana,4.52,429.4,0.010526315789473684
CAICARA DO NORTE,2008,Agulhao,4.08,429.4,0.009501630181648813
CAICARA DO NORTE,2008,Budiao,3.66,429.4,0.008523521192361435
CAICARA DO NORTE,2008,Guaiuba,2.25,429.4,0.005239869585468095
CAICARA DO NORTE,2008,Camarao,1.85,429.4,0.004308337214718212
CAICARA DO NORTE,2008,Polvo,1.62,429.4,0.003772706101537029
CAICARA DO NORTE,2008,Salema,1.52,429.4,0.003539823008849558
CAICARA DO NORTE,2008,Xareu,1.27,429.4,0.0029576152771308806
CAICARA DO NORTE,2008,Bonito,1.26,429.4,0.0029343269678621334
CAICARA DO NORTE,2008,Camurim,0.41,429.4,0.0009548206800186306
CAICARA DO NORTE,2008,Pescada,0.39,429.4,0.0009082440614811366
CAICARA DO NORTE,2008,Bagre,0.26,429.4,0.0006054960409874244
CAICARA DO NORTE,2008,Dentao,0.26,429.4,0.0006054960409874244
CAICARA DO NORTE,2008,Tainha,0.14,429.4,0.0003260363297624593
CAICARA DO NORTE,2008,Arraia,0.13,429.4,0.0003027480204937122
CAICARA DO NORTE,2008,Sardinha,0.11,429.4,0.000256171401956218
CAICARA DO NORTE,2008,Carapeba,0.07,429.4,0.00016301816488122964
CAICARA DO NORTE,2008,Garoupa,0.05,429.4,0.00011644154634373546
CAICARA DO NORTE,2007,Peixe Voador,230.82,509.34,0.453174696666274
CAICARA DO NORTE,2007,Dourado,65.3,509.34,0.1282051282051282
CAICARA DO NORTE,2007,Lagosta,44.92,509.34,0.08819256292456906
CAICARA DO NORTE,2007,Agulha,30.74,509.34,0.06035261318569129
CAICARA DO NORTE,2007,Outros,28.92,509.34,0.056779361526681595
CAICARA DO NORTE,2007,Serra,15.68,509.34,0.030784937369929714
CAICARA DO NORTE,2007,Caico,11.21,509.34,0.022008874229394907
CAICARA DO NORTE,2007,Sirigado,10.41,509.34,0.02043821415950053
CAICARA DO NORTE,2007,Pargo,8.68,509.34,0.01704166175835395
CAICARA DO NORTE,2007,Albacora,7.84,509.34,0.015392468684964857
CAICARA DO NORTE,2007,Cioba,7.03,509.34,0.013802175364196805
CAICARA DO NORTE,2007,Cavala,6.94,509.34,0.013625476106333688
CAICARA DO NORTE,2007,Biquara,6.77,509.34,0.013291710841481133
CAICARA DO NORTE,2007,Polvo,6.02,509.34,0.011819217025955158
CAICARA DO NORTE,2007,Garajuba,5.3,509.34,0.010405622963050223
CAICARA DO NORTE,2007,Ariaco,4.59,509.34,0.009011662151018967
CAICARA DO NORTE,2007,Caçao,3.69,509.34,0.0072446695723877965
CAICARA DO NORTE,2007,Agulhao,2.33,509.34,0.0045745474535673625
CAICARA DO NORTE,2007,Guaiuba,2.16,509.34,0.004240782188714808
CAICARA DO NORTE,2007,Cururuca,1.9,509.34,0.003730317665999136
CAICARA DO NORTE,2007,Arabaiana,1.74,509.34,0.0034161856520202615
CAICARA DO NORTE,2007,Bonito,1.69,509.34,0.0033180193976518634
CAICARA DO NORTE,2007,Xareu,1.56,509.34,0.0030627871362940277
CAICARA DO NORTE,2007,Camarao,1.19,509.34,0.00233635685396788
CAICARA DO NORTE,2007,Camurim,0.87,509.34,0.0017080928260101308
CAICARA DO NORTE,2007,Pescada,0.43,509.34,0.0008442297875682255
CAICARA DO NORTE,2007,Bagre,0.24,509.34,0.0004711980209683119
CAICARA DO NORTE,2007,Dentao,0.2,509.34,0.0003926650174735933
CAICARA DO NORTE,2007,Sardinha,0.1,509.34,0.00019633250873679666
CAICARA DO NORTE,2007,Tainha,0.07,509.34,0.00013743275611575767
CAICARA DO NORTE,2007,Garoupa,0.0,509.34,0.0
CAICARA DO NORTE,2006,Peixe Voador,128.08,364.48,0.351404741000878
CAICARA DO NORTE,2006,Agulha,43.05,364.48,0.11811347673397717
CAICARA DO NORTE,2006,Outros,36.94,364.48,0.10134986830553115
CAICARA DO NORTE,2006,Dourado,35.06,364.48,0.0961918349429324
CAICARA DO NORTE,2006,Lagosta,24.56,364.48,0.06738366988586479
CAICARA DO NORTE,2006,Caico,14.82,364.48,0.04066066725197542
CAICARA DO NORTE,2006,Serra,12.13,364.48,0.03328028972783143
CAICARA DO NORTE,2006,Polvo,10.79,364.48,0.029603819139596133
CAICARA DO NORTE,2006,Sirigado,9.55,364.48,0.02620171202809482
CAICARA DO NORTE,2006,Cioba,8.48,364.48,0.023266022827041263
CAICARA DO NORTE,2006,Pargo,7.87,364.48,0.021592405618964004
CAICARA DO NORTE,2006,Albacora,5.46,364.48,0.014980245829675153
CAICARA DO NORTE,2006,Cavala,4.2,364.48,0.011523266022827041
CAICARA DO NORTE,2006,Bonito,3.6,364.48,0.009877085162423178
CAICARA DO NORTE,2006,Ariaco,3.56,364.48,0.009767339771729586
CAICARA DO NORTE,2006,Agulhao,3.44,364.48,0.009438103599648815
CAICARA DO NORTE,2006,Caçao,2.17,364.48,0.005953687445127304
CAICARA DO NORTE,2006,Cururuca,1.98,364.48,0.005432396839332747
CAICARA DO NORTE,2006,Guaiuba,1.77,364.48,0.004856233538191396
CAICARA DO NORTE,2006,Garajuba,1.7,364.48,0.0046641791044776115
CAICARA DO NORTE,2006,Biquara,1.41,364.48,0.003868525021949078
CAICARA DO NORTE,2006,Arabaiana,1.22,364.48,0.003347234416154521
CAICARA DO NORTE,2006,Camarao,0.92,364.48,0.00252414398595259
CAICARA DO NORTE,2006,Camurim,0.49,364.48,0.001344381035996488
CAICARA DO NORTE,2006,Xareu,0.35,364.48,0.00096027216856892
CAICARA DO NORTE,2006,Pescada,0.34,364.48,0.0009328358208955224
CAICARA DO NORTE,2006,Dentao,0.17,364.48,0.0004664179104477612
CAICARA DO NORTE,2006,Sardinha,0.11,364.48,0.0003017998244073749
CAICARA DO NORTE,2006,Bagre,0.1,364.48,0.0002743634767339772
CAICARA DO NORTE,2006,Tainha,0.09,364.48,0.0002469271290605794
CAICARA DO NORTE,2006,Arraia,0.06,364.48,0.0001646180860403863
CAICARA DO NORTE,2006,Garoupa,0.01,364.48,2.7436347673397717e-05
CAICARA DO NORTE,2005,Peixe Voador,57.38,335.3,0.17113033104682374
CAICARA DO NORTE,2005,Agulha,51.87,335.3,0.15469728601252608
CAICARA DO NORTE,2005,Outros,39.51,335.3,0.11783477482851178
CAICARA DO NORTE,2005,Dourado,32.83,335.3,0.09791231732776617
CAICARA DO NORTE,2005,Polvo,24.26,335.3,0.07235311661198926
CAICARA DO NORTE,2005,Lagosta,21.62,335.3,0.06447957053385028
CAICARA DO NORTE,2005,Caico,20.53,335.3,0.061228750372800476
CAICARA DO NORTE,2005,Cioba,18.29,335.3,0.05454816582165225
CAICARA DO NORTE,2005,Sirigado,15.09,335.3,0.045004473605726215
CAICARA DO NORTE,2005,Serra,10.95,335.3,0.0326573218013719
CAICARA DO NORTE,2005,Pargo,7.24,335.3,0.021592603638532656
CAICARA DO NORTE,2005,Guaiuba,4.5,335.3,0.013420817178645988
CAICARA DO NORTE,2005,Caçao,4.4,335.3,0.013122576796898301
CAICARA DO NORTE,2005,Bonito,3.56,335.3,0.010617357590217716
CAICARA DO NORTE,2005,Biquara,3.34,335.3,0.0099612287503728
CAICARA DO NORTE,2005,Garajuba,3.15,335.3,0.009394572025052192
CAICARA DO NORTE,2005,Ariaco,3.09,335.3,0.009215627796003578
CAICARA DO NORTE,2005,Cavala,2.94,335.3,0.008768267223382045
CAICARA DO NORTE,2005,Albacora,2.24,335.3,0.006680584551148226
CAICARA DO NORTE,2005,Camarao,2.22,335.3,0.006620936474798688
CAICARA DO NORTE,2005,Agulhao,1.95,335.3,0.005815687444079928
CAICARA DO NORTE,2005,Arabaiana,1.55,335.3,0.004622725917089174
CAICARA DO NORTE,2005,Pescada,1.32,335.3,0.00393677303906949
CAICARA DO NORTE,2005,Dentao,0.69,335.3,0.0020578586340590514
CAICARA DO NORTE,2005,Arraia,0.25,335.3,0.0007456009543692216
CAICARA DO NORTE,2005,Xareu,0.21,335.3,0.0006263048016701461
CAICARA DO NORTE,2005,Bagre,0.18,335.3,0.0005368326871458395
CAICARA DO NORTE,2005,Camurim,0.05,335.3,0.00014912019087384433
CAICARA DO NORTE,2005,Sardinha,0.05,335.3,0.00014912019087384433
CAICARA DO NORTE,2005,Garoupa,0.04,335.3,0.00011929615269907545
CAICARA DO NORTE,2004,Peixe Voador,189.37,421.23,0.44956437100871255
CAICARA DO NORTE,2004,Dourado,32.27,421.23,0.07660897846782043
CAICARA DO NORTE,2004,Lagosta,30.66,421.23,0.07278683854426322
CAICARA DO NORTE,2004,Agulha,29.15,421.23,0.06920209861595802
CAICARA DO NORTE,2004,Albacora,24.27,421.23,0.05761697884766042
CAICARA DO NORTE,2004,Outros,21.89,421.23,0.05196685896066282
CAICARA DO NORTE,2004,Caico,16.3,421.23,0.03869619922607601
CAICARA DO NORTE,2004,Serra,11.51,421.23,0.02732473945350521
CAICARA DO NORTE,2004,Pargo,9.69,421.23,0.023004059539918808
CAICARA DO NORTE,2004,Cioba,8.29,421.23,0.019680459606390806
CAICARA DO NORTE,2004,Polvo,8.21,421.23,0.01949053961018921
CAICARA DO NORTE,2004,Bonito,4.51,421.23,0.010706739785865203
CAICARA DO NORTE,2004,Sirigado,4.42,421.23,0.010493079790138403
CAICARA DO NORTE,2004,Caçao,4.02,421.23,0.009543479809130402
CAICARA DO NORTE,2004,Cavala,3.96,421.23,0.009401039811979203
CAICARA DO NORTE,2004,Guaiuba,3.6,421.23,0.008546399829072003
CAICARA DO NORTE,2004,Agulhao,3.46,421.23,0.008214039835719203
CAICARA DO NORTE,2004,Ariaco,3.06,421.23,0.007264439854711203
CAICARA DO NORTE,2004,Arabaiana,2.5,421.23,0.005934999881300002
CAICARA DO NORTE,2004,Garajuba,2.19,421.23,0.0051990598960188015
CAICARA DO NORTE,2004,Pescada,2.07,421.23,0.0049141799017164015
CAICARA DO NORTE,2004,Biquara,1.85,421.23,0.004391899912162002
CAICARA DO NORTE,2004,Camarao,1.67,421.23,0.003964579920708401
CAICARA DO NORTE,2004,Sardinha,1.19,421.23,0.0028250599434988008
CAICARA DO NORTE,2004,Dentao,0.51,421.23,0.0012107399757852004
CAICARA DO NORTE,2004,Bagre,0.24,421.23,0.0005697599886048002
CAICARA DO NORTE,2004,Arraia,0.2,421.23,0.0004747999905040002
CAICARA DO NORTE,2004,Xareu,0.13,421.23,0.0003086199938276001
CAICARA DO NORTE,2004,Tainha,0.02,421.23,4.7479999050400016e-05
CAICARA DO NORTE,2004,Caranguejo,0.01,421.23,2.3739999525200008e-05
CAICARA DO NORTE,2004,Garoupa,0.01,421.23,2.3739999525200008e-05
CAICARA DO NORTE,2003,Peixe Voador,112.22,332.62,0.33738199747459563
CAICARA DO NORTE,2003,Outros,38.41,332.62,0.1154771210390235
CAICARA DO NORTE,2003,Albacora,27.5,332.62,0.08267692862726234
CAICARA DO NORTE,2003,Dourado,23.43,332.62,0.07044074319042751
CAICARA DO NORTE,2003,Lagosta,21.35,332.62,0.06418736095243822
CAICARA DO NORTE,2003,Caico,18.97,332.62,0.057032048583969694
CAICARA DO NORTE,2003,Serra,14.26,332.62,0.04287174553544585
CAICARA DO NORTE,2003,Agulha,13.93,332.62,0.041879622391918704
CAICARA DO NORTE,2003,Cioba,8.11,332.62,0.024382177860621728
CAICARA DO NORTE,2003,Polvo,7.21,332.62,0.021676387469184055
CAICARA DO NORTE,2003,Garajuba,6.31,332.62,0.018970597077746378
CAICARA DO NORTE,2003,Pargo,5.49,332.62,0.016505321387769827
CAICARA DO NORTE,2003,Cavala,5.34,332.62,0.016054356322530213
CAICARA DO NORTE,2003,Ariaco,4.33,332.62,0.01301785821658349
CAICARA DO NORTE,2003,Caçao,4.32,332.62,0.012987793878900849
CAICARA DO NORTE,2003,Sirigado,3.9,332.62,0.011725091696229931
CAICARA DO NORTE,2003,Agulhao,3.77,332.62,0.0113342553063556
CAICARA DO NORTE,2003,Guaiuba,3.05,332.62,0.00916962299320546
CAICARA DO NORTE,2003,Biquara,2.52,332.62,0.007576213096025495
CAICARA DO NORTE,2003,Bonito,2.18,332.62,0.006554025614815706
CAICARA DO NORTE,2003,Camarao,1.88,332.62,0.00565209548433648
CAICARA DO NORTE,2003,Arabaiana,1.77,332.62,0.0053213877698274304
CAICARA DO NORTE,2003,Sardinha,0.7,332.62,0.0021045036377848594
CAICARA DO NORTE,2003,Pescada,0.59,332.62,0.00177379592327581
CAICARA DO NORTE,2003,Dentao,0.58,332.62,0.0017437315855931693
CAICARA DO NORTE,2003,Arraia,0.22,332.62,0.0006614154290180988
CAICARA DO NORTE,2003,Bagre,0.1,332.62,0.0003006433768264085
CAICARA DO NORTE,2003,Tainha,0.08,332.62,0.0002405147014611268
CAICARA DO NORTE,2003,Xareu,0.06,332.62,0.0001803860260958451
CAICARA DO NORTE,2003,Garoupa,0.04,332.62,0.0001202573507305634
CAICARA DO NORTE,2002,Peixe Voador,95.64,305.61,0.3129478747423186
CAICARA DO NORTE,2002,Outros,42.39,305.61,0.13870619416903895
CAICARA DO NORTE,2002,Dourado,37.86,305.61,0.12388338077942475
CAICARA DO NORTE,2002,Lagosta,28.41,305.61,0.09296161774811033
CAICARA DO NORTE,2002,Agulha,19.13,305.61,0.06259611923693596
CAICARA DO NORTE,2002,Albacora,16.73,305.61,0.054742973070252936
CAICARA DO NORTE,2002,Serra,13.33,305.61,0.04361768266745198
CAICARA DO NORTE,2002,Sirigado,11.27,305.61,0.036877065541049046
CAICARA DO NORTE,2002,Guaiuba,4.43,305.61,0.01449559896600242
CAICARA DO NORTE,2002,Cioba,4.26,305.61,0.013939334445862372
CAICARA DO NORTE,2002,Caico,4.06,305.61,0.013284905598638786
CAICARA DO NORTE,2002,Garajuba,4.03,305.61,0.01318674127155525
CAICARA DO NORTE,2002,Cavala,3.72,305.61,0.012172376558358693
CAICARA DO NORTE,2002,Pargo,2.96,305.61,0.009685546938909067
CAICARA DO NORTE,2002,Agulhao,2.9,305.61,0.009489218284741991
CAICARA DO NORTE,2002,Biquara,2.63,305.61,0.00860573934099015
CAICARA DO NORTE,2002,Polvo,2.04,305.61,0.006675174241680573
CAICARA DO NORTE,2002,Arabaiana,1.98,305.61,0.0064788455875134975
CAICARA DO NORTE,2002,Pescada,1.96,305.61,0.006413402702791139
CAICARA DO NORTE,2002,Caçao,1.58,305.61,0.005169987893066327
CAICARA DO NORTE,2002,Camarao,1.38,305.61,0.00451555904584274
CAICARA DO NORTE,2002,Ariaco,1.17,305.61,0.0038284087562579752
CAICARA DO NORTE,2002,Xareu,0.86,305.61,0.002814044043061418
CAICARA DO NORTE,2002,Dentao,0.5,305.61,0.001636072118058964
CAICARA DO NORTE,2002,Tainha,0.17,305.61,0.0005562645201400478
CAICARA DO NORTE,2002,Arraia,0.08,305.61,0.0002617715388894342
CAICARA DO NORTE,2002,Sardinha,0.07,305.61,0.00022905009652825496
CAICARA DO NORTE,2002,Garoupa,0.06,305.61,0.00019632865416707566
CAICARA DO NORTE,2002,Bagre,0.01,305.61,3.272144236117928e-05
CAICARA DO NORTE,2001,Outros,30.74,202.7,0.15165268870251603
CAICARA DO NORTE,2001,Agulha,25.92,202.7,0.12787370498273312
CAICARA DO NORTE,2001,Lagosta,24.24,202.7,0.119585594474593
CAICARA DO NORTE,2001,Peixe Voador,23.54,202.7,0.11613221509620128
CAICARA DO NORTE,2001,Dourado,23.14,202.7,0.11415885545140603
CAICARA DO NORTE,2001,Serra,13.04,202.7,0.06433152442032561
CAICARA DO NORTE,2001,Caico,11.3,202.7,0.05574740996546621
CAICARA DO NORTE,2001,Cioba,7.01,202.7,0.034583127775037
CAICARA DO NORTE,2001,Albacora,4.97,202.7,0.024518993586581155
CAICARA DO NORTE,2001,Pargo,4.79,202.7,0.023630981746423287
CAICARA DO NORTE,2001,Agulhao,4.65,202.7,0.022940305870744946
CAICARA DO NORTE,2001,Cavala,4.64,202.7,0.02289097187962506
CAICARA DO NORTE,2001,Guaiuba,4.63,202.7,0.02284163788850518
CAICARA DO NORTE,2001,Caçao,3.29,202.7,0.016230883078441047
CAICARA DO NORTE,2001,Pescada,2.54,202.7,0.012530833744449927
CAICARA DO NORTE,2001,Garajuba,2.36,202.7,0.011642821904292057
CAICARA DO NORTE,2001,Sirigado,2.08,202.7,0.010261470152935373
CAICARA DO NORTE,2001,Polvo,1.99,202.7,0.009817464232856439
CAICARA DO NORTE,2001,Ariaco,1.88,202.7,0.009274790330537741
CAICARA DO NORTE,2001,Arabaiana,1.82,202.7,0.008978786383818452
CAICARA DO NORTE,2001,Biquara,1.78,202.7,0.008781450419338924
CAICARA DO NORTE,2001,Dentao,0.76,202.7,0.0037493833251110017
CAICARA DO NORTE,2001,Camarao,0.39,202.7,0.0019240256536753825
CAICARA DO NORTE,2001,Xareu,0.39,202.7,0.0019240256536753825
CAICARA DO NORTE,2001,Arraia,0.33,202.7,0.001628021706956093
CAICARA DO NORTE,2001,Sardinha,0.22,202.7,0.0010853478046373953
CAICARA DO NORTE,2001,Bagre,0.21,202.7,0.0010360138135175137
CAICARA DO NORTE,2001,Garoupa,0.04,202.7,0.00019733596447952642
CAICARA DO NORTE,2001,Caranguejo,0.01,202.7,4.9333991119881604e-05
AREIA BRANCA,2024,Albacora,2595.15,2897.19,0.8957472585505265
AREIA BRANCA,2024,Bonito,114.49,2897.19,0.039517601538042034
AREIA BRANCA,2024,Outros,60.07,2897.19,0.020733883521619225
AREIA BRANCA,2024,Ariaco,16.18,2897.19,0.005584721747624422
AREIA BRANCA,2024,Guaiuba,15.6,2897.19,0.005384527766560012
AREIA BRANCA,2024,Cioba,13.9,2897.19,0.0047977523048194975
AREIA BRANCA,2024,Cavala,11.5,2897.19,0.003969363417656419
AREIA BRANCA,2024,Lagosta,10.6,2897.19,0.003658717584970264
AREIA BRANCA,2024,Agulha,8.46,2897.19,0.0029200708272498527
AREIA BRANCA,2024,Garajuba,7.3,2897.19,0.002519682865121031
AREIA BRANCA,2024,Caico,4.87,2897.19,0.0016809391168684138
AREIA BRANCA,2024,Dourado,4.5,2897.19,0.0015532291634307725
AREIA BRANCA,2024,Arraia,4.06,2897.19,0.0014013578674508746
AREIA BRANCA,2024,Serra,3.34,2897.19,0.0011528412013019512
AREIA BRANCA,2024,Arabaiana,3.03,2897.19,0.0010458409700433867
AREIA BRANCA,2024,Cururuca,3.0,2897.19,0.0010354861089538483
AREIA BRANCA,2024,Sirigado,2.26,2897.19,0.0007800662020785657
AREIA BRANCA,2024,Pescada,2.25,2897.19,0.0007766145817153863
AREIA BRANCA,2024,Peixe Galo,2.23,2897.19,0.0007697113409890272
AREIA BRANCA,2024,Camurim,2.1,2897.19,0.0007248402762676939
AREIA BRANCA,2024,Caçao,1.9,2897.19,0.0006558078690041039
AREIA BRANCA,2024,Salema,1.63,2897.19,0.0005626141191982576
AREIA BRANCA,2024,Ova Voador,1.38,2897.19,0.0004763236101187702
AREIA BRANCA,2024,Bagre,1.1,2897.19,0.0003796782399497444
AREIA BRANCA,2024,Carapeba,1.0,2897.19,0.00034516203631794945
AREIA BRANCA,2024,Bicuda,0.83,2897.19,0.00028648449014389806
AREIA BRANCA,2024,Camurupim,0.8,2897.19,0.00027612962905435956
AREIA BRANCA,2024,Pargo,0.8,2897.19,0.00027612962905435956
AREIA BRANCA,2024,Tainha,0.66,2897.19,0.00022780694396984665
AREIA BRANCA,2024,Biquara,0.43,2897.19,0.00014841967561671825
AREIA BRANCA,2024,Dentao,0.4,2897.19,0.00013806481452717978
AREIA BRANCA,2024,Xareu,0.31,2897.19,0.00010700023125856433
AREIA BRANCA,2024,Budiao,0.28,2897.19,9.664537016902585e-05
AREIA BRANCA,2024,Paru,0.2,2897.19,6.903240726358989e-05
AREIA BRANCA,2024,Sardinha,0.16,2897.19,5.5225925810871916e-05
AREIA BRANCA,2024,Espada,0.1,2897.19,3.4516203631794945e-05
AREIA BRANCA,2024,Pampo,0.1,2897.19,3.4516203631794945e-05
AREIA BRANCA,2024,Siri,0.08,2897.19,2.7612962905435958e-05
AREIA BRANCA,2024,Agulhao,0.04,2897.19,1.3806481452717979e-05
AREIA BRANCA,2024,Polvo,0.04,2897.19,1.3806481452717979e-05
AREIA BRANCA,2024,Ubarana,0.02,2897.19,6.9032407263589895e-06
AREIA BRANCA,2024,Beijupira,0.01,2897.19,3.4516203631794947e-06
AREIA BRANCA,2024,Buzios,0.01,2897.19,3.4516203631794947e-06
AREIA BRANCA,2024,Peixe Voador,0.01,2897.19,3.4516203631794947e-06
AREIA BRANCA,2024,Saramunete,0.01,2897.19,3.4516203631794947e-06
AREIA BRANCA,2024,Camarao,0.0,2897.19,0.0
AREIA BRANCA,2024,Cangulo,0.0,2897.19,0.0
AREIA BRANCA,2024,Caranguejo,0.0,2897.19,0.0
AREIA BRANCA,2024,Carauna,0.0,2897.19,0.0
AREIA BRANCA,2024,Garabebeu,0.0,2897.19,0.0
AREIA BRANCA,2024,Garoupa,0.0,2897.19,0.0
AREIA BRANCA,2024,Marisco,0.0,2897.19,0.0
AREIA BRANCA,2024,Pirauna,0.0,2897.19,0.0
AREIA BRANCA,2024,Tilapia,0.0,2897.19,0.0
AREIA BRANCA,2023,Albacora,3284.65,3747.07,0.8765915768854065
