local,year,production_ton,assisted_trips,fleet_monitored,estimated_fishermen,cpue_ton_per_trip,platform_exposure_class,mpa_exposure_class,cpue_per_vessel,cpue_per_fisherman,log_fleet,log_fishermen,log_fleet_c,log_fishermen_c,year_c,log_cpue
MACAU,2020,1370.75,18086,220.0,597.0,0.0757906668141103,0-20 km,0-10 km,6.230681818181818,2.29606365159129,5.393627546352362,6.391917113392602,0.9466914701229205,1.0273414659721158,6.0,-2.5797801230162682
MACAU,2021,1308.62037,18623,211.0,615.1,0.0702690420447833,0-20 km,0-10 km,6.201992274881517,2.127492066330678,5.351858133476067,6.421784856214322,0.9049220572466252,1.0572092087938358,7.0,-2.6554239463630087
MACAU,2022,1358.49,18228,284.0,684.1,0.0745276497695852,0-20 km,0-10 km,4.783415492957746,1.9858061686887882,5.648974238161206,6.528104105766952,1.2020381619317648,1.163528458346466,8.0,-2.596585084604457
MACAU,2023,1359.32,18509,220.0,639.8,0.073441028688746,0-20 km,0-10 km,6.178727272727272,2.124601437949359,5.393627546352362,6.461155627515417,0.9466914701229205,1.0965799800949307,9.0,-2.6112725255683014
MACAU,2024,997.1,15049,210.1,529.0,0.0662568941457904,0-20 km,0-10 km,4.745835316515945,1.8848771266540643,5.347583607850955,6.270988431858299,0.9006475316215132,0.9064127844378129,10.0,-2.7142157569519716
PORTO DO MANGUE,2001,96.6,4841,61.0,151.65,0.0199545548440404,20-50 km,inside,1.583606557377049,0.6369930761622156,4.110873864173311,5.02157523413459,-0.33606221205613007,-0.34300041328589614,-13.0,-3.9142978487212265
PORTO DO MANGUE,2002,65.83,3021,66.0,171.04,0.0217907977490897,20-50 km,inside,0.9974242424242424,0.38488072965388215,4.189654742026425,5.141897447276735,-0.25728133420301624,-0.2226782001437515,-12.0,-3.826267519906887
PORTO DO MANGUE,2003,46.08,1833,53.0,151.89,0.0251391162029459,20-50 km,inside,0.8694339622641509,0.3033774442030417,3.970291913552122,5.023156574649928,-0.47664416267731946,-0.3414190727705586,-11.0,-3.683330231452073
PORTO DO MANGUE,2004,69.85,2616,50.0,127.54,0.0267010703363914,20-50 km,inside,1.3969999999999998,0.5476713188019444,3.912023005428146,4.848430040887125,-0.5349130708012955,-0.5161456065333612,-10.0,-3.62305162687412
PORTO DO MANGUE,2005,139.68,4660,89.0,218.09,0.0299742489270386,20-50 km,inside,1.569438202247191,0.6404695309275987,4.48863636973214,5.384907821629135,0.041700293502698216,0.02033217420864819,-9.0,-3.5074166350284
PORTO DO MANGUE,2006,85.16,2664,44.0,105.2,0.0319669669669669,20-50 km,inside,1.9354545454545453,0.8095057034220532,3.784189633918261,4.65586330030361,-0.6627464423111804,-0.7087123471168768,-8.0,-3.443052191635003
PORTO DO MANGUE,2007,44.82,1926,75.0,200.31,0.0232710280373831,20-50 km,inside,0.5976,0.22375318256702112,4.31748811353631,5.299866166537887,-0.1294479626931313,-0.0647094808825992,-7.0,-3.7605461239852933
PORTO DO MANGUE,2008,351.49,9864,119.0,372.87,0.0356336171938361,20-50 km,inside,2.9536974789915966,0.942660981038968,4.77912349311153,5.92122983342553,0.3321874168820882,0.5566541860050433,-6.0,-3.334465783500291
PORTO DO MANGUE,2009,570.5830000000001,7982,152.0,350.5,0.0714837133550488,20-50 km,inside,3.75383552631579,1.6279115549215408,5.0238805208462765,5.859360706474645,0.576944444616835,0.49478505905415826,-5.0,-2.6382856404732467
PORTO DO MANGUE,2010,452.342,7630,163.0,328.0,0.0592846657929226,20-50 km,inside,2.7751042944785276,1.379091463414634,5.093750200806762,5.793013608384144,0.6468141245773209,0.4284379609636577,-4.0,-2.8254045933837237
PORTO DO MANGUE,2011,579.2239999999999,7627,147.0,291.5,0.0759438835715222,20-50 km,inside,3.940299319727891,1.9870463121783875,4.990432586778736,5.675040005790547,0.5434965105492946,0.31046435837006037,-3.0,-2.5777605854871104
PORTO DO MANGUE,2012,559.0,10340,209.0,276.0,0.0540618955512572,20-50 km,inside,2.674641148325359,2.0253623188405796,5.342334251964811,5.62040086571715,0.8953981757353695,0.25582521829666316,-2.0,-2.917625674907322
PORTO DO MANGUE,2013,663.5,10207,190.0,298.0,0.0650044087391006,20-50 km,inside,3.4921052631578946,2.226510067114094,5.247024072160486,5.697093486505405,0.8000879959310447,0.33251783908491817,-1.0,-2.7333001846312364
PORTO DO MANGUE,2014,257.51,4468,95.0,266.0,0.0576342882721575,20-50 km,inside,2.7106315789473685,0.9680827067669172,4.553876891600541,5.583496308781699,0.10694081537109934,0.2189206613612127,0.0,-2.8536376058879025
PORTO DO MANGUE,2015,218.2,6281,126.0,285.0,0.0347396911319853,20-50 km,inside,1.7317460317460316,0.7656140350877193,4.836281906951478,5.652489180268651,0.38934583072203655,0.28791353284816434,1.0,-3.359872409055412
PORTO DO MANGUE,2016,527.6,5701,122.0,272.0,0.0925451675144711,20-50 km,inside,4.324590163934427,1.9397058823529412,4.804021044733257,5.605802066295998,0.3570849685038153,0.24122641887551133,2.0,-2.3800584561884226
PORTO DO MANGUE,2017,529.0,4348,116.0,244.0,0.1216651333946642,20-50 km,inside,4.560344827586207,2.168032786885246,4.7535901911063645,5.497168225293202,0.30665411487692307,0.13259257787271572,3.0,-2.1064828163828007
PORTO DO MANGUE,2018,150.24,2996,111.0,279.0,0.050146862483311,20-50 km,inside,1.3535135135135137,0.538494623655914,4.709530201312334,5.631211781821365,0.2625941250828925,0.26663613440087897,4.0,-2.992799329177159
PORTO DO MANGUE,2019,398.551,7740,111.0,295.0,0.0514923772609819,20-50 km,inside,3.5905495495495496,1.3510203389830509,4.709530201312334,5.68697535633982,0.2625941250828925,0.3223997089193338,5.0,-2.9663214966175175
PORTO DO MANGUE,2020,321.68,6156,101.0,290.0,0.052254710851202,20-50 km,inside,3.184950495049505,1.1092413793103448,4.61512051684126,5.66988092298052,0.16818444061181825,0.3053052755600332,6.0,-2.9516252323697527
PORTO DO MANGUE,2021,354.64167,7032,111.0,300.2,0.0504325469283276,20-50 km,inside,3.1949699999999996,1.1813513324450367,4.709530201312334,5.704448919199361,0.2625941250828925,0.33987327177887483,7.0,-2.9871185399386264
PORTO DO MANGUE,2022,649.24,6901,117.9,278.3,0.0940791189682654,20-50 km,inside,5.506700593723495,2.332878189004671,4.769836807543325,5.628699668531845,0.32290073131388386,0.2641240211113587,8.0,-2.363619159583733
PORTO DO MANGUE,2023,546.13,6850,101.0,273.7,0.07972700729927,20-50 km,inside,5.407227722772277,1.9953598830836683,4.61512051684126,5.612032616046633,0.16818444061181825,0.24745696862614697,9.0,-2.5291468886134445
PORTO DO MANGUE,2024,393.6,4918,106.0,246.0,0.0800325335502236,20-50 km,inside,3.7132075471698114,1.6,4.663439094112067,5.5053315359323625,0.2165030178826255,0.14075588851187604,10.0,-2.52532205759804
TIBAU,2009,36.267,513,19.0,85.0,0.0706959064327485,20-50 km,25-50 km,1.9087894736842106,0.42667058823529413,2.9444389791664403,4.442651256490317,-1.5024970970630012,-0.9219243909301698,-5.0,-2.6493676082828053
TIBAU,2010,39.521,1360,40.0,71.0,0.0290595588235294,20-50 km,25-50 km,0.988025,0.5566338028169014,3.6888794541139363,4.2626798770413155,-0.7580566221155052,-1.101895770379171,-4.0,-3.538407802526838
TIBAU,2011,42.845,1100,85.0,55.5,0.03895,20-50 km,25-50 km,0.5040588235294118,0.771981981981982,4.442651256490317,4.0163830207523885,-0.004284819739124757,-1.348192626668098,-3.0,-3.24547650666538
TIBAU,2012,35.8,885,18.0,34.5,0.0404519774011299,20-50 km,25-50 km,1.9888888888888887,1.0376811594202897,2.8903717578961645,3.5409593240373143,-1.556564318333277,-1.8236163233831721,-2.0,-3.207639751601276
TIBAU,2013,41.4,761,14.0,26.5,0.0544021024967148,20-50 km,25-50 km,2.957142857142857,1.562264150943396,2.6390573296152584,3.2771447329921766,-1.807878746614183,-2.08743091442831,-1.0,-2.911352477030418
TIBAU,2014,12.37,367,5.0,23.0,0.0337057220708446,20-50 km,25-50 km,2.4739999999999998,0.5378260869565217,1.6094379124341003,3.1354942159291497,-2.837498163795341,-2.2290814314913368,0.0,-3.3900876616501763
TIBAU,2015,16.7,362,9.0,37.0,0.0461325966850828,20-50 km,25-50 km,1.8555555555555554,0.45135135135135135,2.1972245773362196,3.6109179126442243,-2.249711498893222,-1.753657734776262,1.0,-3.0762354924030633
TIBAU,2016,35.2,482,6.0,31.0,0.0730290456431535,20-50 km,25-50 km,5.866666666666667,1.135483870967742,1.791759469228055,3.4339872044851463,-2.6551766070013865,-1.9305884429353402,2.0,-2.6168980314465493
TIBAU,2017,33.0,482,14.0,31.0,0.0684647302904564,20-50 km,25-50 km,2.357142857142857,1.064516129032258,2.6390573296152584,3.4339872044851463,-1.807878746614183,-1.9305884429353402,3.0,-2.6814365525841204
TIBAU,2018,34.15,483,12.0,50.0,0.070703933747412,20-50 km,25-50 km,2.845833333333333,0.6829999999999999,2.4849066497880004,3.912023005428146,-1.962029426441441,-1.4525526419923405,4.0,-2.649254067635774
TIBAU,2019,33.977,2295,7.0,36.0,0.0148047930283224,20-50 km,25-50 km,4.853857142857143,0.9438055555555555,1.9459101490553132,3.58351893845611,-2.501025927174128,-1.7810567089643765,5.0,-4.21280429737619
TIBAU,2020,17.84,651,6.0,33.0,0.0274039938556067,20-50 km,25-50 km,2.973333333333333,0.5406060606060606,1.791759469228055,3.4965075614664802,-2.6551766070013865,-1.8680680859540062,6.0,-3.597066515056708
TIBAU,2021,12.84931,671,7.0,30.8,0.0191494932935916,20-50 km,25-50 km,1.8356157142857141,0.4171853896103896,1.9459101490553132,3.427514689979529,-2.501025927174128,-1.9370609574409574,7.0,-3.955479023570219
TIBAU,2022,16.07,659,12.9,26.4,0.0243854324734446,20-50 km,25-50 km,1.245736434108527,0.6087121212121213,2.5572273113676265,3.2733640101522705,-1.889708764861815,-2.091211637268216,8.0,-3.7137693547530866
TIBAU,2023,23.15,671,6.0,25.6,0.0345007451564828,20-50 km,25-50 km,3.858333333333333,0.9042968749999999,1.791759469228055,3.242592351485517,-2.6551766070013865,-2.1219832959349696,9.0,-3.3667743564394406
TIBAU,2024,17.2,667,5.5,27.0,0.0257871064467766,20-50 km,25-50 km,3.127272727272727,0.637037037037037,1.7047480922384253,3.295836866004329,-2.742187983991016,-2.0687387814161573,10.0,-3.657880662096217
