mpa_exposure_class,year,gear_cod,gear_type,gear_group,gear_production_ton,total_production_ton,gear_share,share_active,share_passive,share_mixed
10-25 km,2024,CUR,curral,passive,0.0,203.9,0.0,,,
10-25 km,2024,CVL,covo lagosta,passive,2.6,203.9,0.012751348700343305,,,
10-25 km,2024,CVP,covo peixe,passive,1.8,203.9,0.008827856792545365,,,
10-25 km,2024,ESP,espinhel,passive,0.0,203.9,0.0,,,
10-25 km,2024,LES,linha e espinhel,mixed,0.0,203.9,0.0,,,
10-25 km,2024,LIJ,linha e jereré,mixed,12.6,203.9,0.06179499754781755,,,
10-25 km,2024,LIN,linha,passive,18.4,203.9,0.09024031387935262,,,
10-25 km,2024,LML,linha e mergulho livre,mixed,4.8,203.9,0.02354095144678764,,,
10-25 km,2024,LRE,linha e rede de espera,mixed,0.1,203.9,0.0004904364884747426,,,
10-25 km,2024,MEL,mergulho livre,active,0.3,203.9,0.0014713094654242274,,,
10-25 km,2024,PUC,puçá,active,0.0,203.9,0.0,,,
10-25 km,2024,RAG,rede agulha,passive,0.5,203.9,0.0024521824423737125,,,
10-25 km,2024,REC,rede caçoeira,passive,0.0,203.9,0.0,,,
10-25 km,2024,RES,rede de espera,passive,93.2,203.9,0.45708680725846,,,
10-25 km,2024,RTP,rede de tapagem,passive,0.0,203.9,0.0,,,
10-25 km,2024,SRD,sardinheira,passive,0.0,203.9,0.0,,,
10-25 km,2024,TRF,tarrafa,active,0.0,203.9,0.0,,,
10-25 km,2024,TRM,tremalho,passive,25.2,203.9,0.1235899950956351,,,
25-50 km,2001,APA,arrasto de praia,active,17.76,202.70999999999998,0.08761284593754627,,,
25-50 km,2001,APO,arrasto de porta,active,0.21,202.70999999999998,0.0010359627053426078,,,
25-50 km,2001,CPL,covo peixe e lagosta,passive,29.66,202.70999999999998,0.14631739924029402,,,
25-50 km,2001,CVL,covo lagosta,passive,0.35,202.70999999999998,0.0017266045089043463,,,
25-50 km,2001,ESP,espinhel,passive,0.91,202.70999999999998,0.0044891717231513,,,
25-50 km,2001,LIJ,linha e jereré,mixed,48.01,202.70999999999998,0.23684080706427904,,,
25-50 km,2001,LIN,linha,passive,36.76,202.70999999999998,0.1813428049923536,,,
25-50 km,2001,RAG,rede agulha,passive,28.59,202.70999999999998,0.14103892259878645,,,
25-50 km,2001,RES,rede de espera,passive,40.46,202.70999999999998,0.19959548122934243,,,
25-50 km,2002,APA,arrasto de praia,active,16.03,305.64,0.05244732364873708,,,
25-50 km,2002,APO,arrasto de porta,active,0.72,305.64,0.002355712603062426,,,
25-50 km,2002,COQ,coqueiro,active,2.96,305.64,0.00968459625703442,,,
25-50 km,2002,CPL,covo peixe e lagosta,passive,33.73,305.64,0.11035859180735505,,,
25-50 km,2002,CVL,covo lagosta,passive,0.35,305.64,0.001145138070933124,,,
25-50 km,2002,LIJ,linha e jereré,mixed,136.77,305.64,0.4474872398900668,,,
25-50 km,2002,LIN,linha,passive,48.45,305.64,0.15851982724774247,,,
25-50 km,2002,RAG,rede agulha,passive,25.16,305.64,0.08231906818479257,,,
25-50 km,2002,RES,rede de espera,passive,41.47,305.64,0.13568250229027615,,,
25-50 km,2003,APA,arrasto de praia,active,10.05,332.59,0.030217384768032717,,,
25-50 km,2003,APO,arrasto de porta,active,1.25,332.59,0.00375838119005382,,,
25-50 km,2003,COQ,coqueiro,active,9.38,332.59,0.028202892450163868,,,
25-50 km,2003,CPL,covo peixe e lagosta,passive,32.09,332.59,0.09648516191106168,,,
25-50 km,2003,CVL,covo lagosta,passive,0.54,332.59,0.0016236206741032505,,,
25-50 km,2003,ESP,espinhel,passive,2.57,332.59,0.007727231726750654,,,
25-50 km,2003,LIJ,linha e jereré,mixed,143.73,332.59,0.43215370275714843,,,
25-50 km,2003,LIN,linha,passive,55.78,332.59,0.1677140022249617,,,
25-50 km,2003,RAG,rede agulha,passive,21.06,332.59,0.06332120629002676,,,
25-50 km,2003,RES,rede de espera,passive,56.14,332.59,0.16879641600769718,,,
25-50 km,2004,APA,arrasto de praia,active,14.37,421.24,0.03411356946158959,,,
25-50 km,2004,APO,arrasto de porta,active,0.46,421.24,0.001092014053746083,,,
25-50 km,2004,CPL,covo peixe e lagosta,passive,36.85,421.24,0.08747982147944165,,,
25-50 km,2004,CVL,covo lagosta,passive,2.63,421.24,0.006243471655113474,,,
25-50 km,2004,ESP,espinhel,passive,2.79,421.24,0.006623302630329503,,,
25-50 km,2004,LIJ,linha e jereré,mixed,230.99,421.24,0.5483572310321907,,,
25-50 km,2004,LIN,linha,passive,55.05,421.24,0.13068559491026494,,,
25-50 km,2004,RAG,rede agulha,passive,38.46,421.24,0.09130187066755294,,,
25-50 km,2004,RES,rede de espera,passive,38.89,421.24,0.09232266641344601,,,
25-50 km,2004,TRM,tremalho,passive,0.75,421.24,0.0017804576963251352,,,
25-50 km,2005,APA,arrasto de praia,active,15.47,335.29,0.04613916311252945,,,
25-50 km,2005,APO,arrasto de porta,active,0.92,335.29,0.0027438933460586356,,,
25-50 km,2005,COQ,coqueiro,active,2.16,335.29,0.006442184377702884,,,
25-50 km,2005,CPL,covo peixe e lagosta,passive,48.06,335.29,0.14333860240388918,,,
25-50 km,2005,CVL,covo lagosta,passive,2.11,335.29,0.006293059739330131,,,
25-50 km,2005,ESP,espinhel,passive,4.09,335.29,0.012198395418891108,,,
25-50 km,2005,LIJ,linha e jereré,mixed,98.38,335.29,0.2934176384622267,,,
25-50 km,2005,LIN,linha,passive,45.89,335.29,0.13686659309851174,,,
25-50 km,2005,RAG,rede agulha,passive,73.42,335.29,0.21897461898654894,,,
25-50 km,2005,RES,rede de espera,passive,44.79,335.29,0.13358585105431117,,,
25-50 km,2006,APA,arrasto de praia,active,29.7,364.51,0.0814792461112178,,,
25-50 km,2006,APO,arrasto de porta,active,0.49,364.51,0.001344270390387095,,,
25-50 km,2006,COQ,coqueiro,active,1.82,364.51,0.004993004307152067,,,
25-50 km,2006,CPL,covo peixe e lagosta,passive,33.37,364.51,0.09154755699432114,,,
25-50 km,2006,CVL,covo lagosta,passive,2.2,364.51,0.00603549971194206,,,
25-50 km,2006,ESP,espinhel,passive,4.89,364.51,0.013415269814271213,,,
25-50 km,2006,LIJ,linha e jereré,mixed,168.3,364.51,0.4617157279635676,,,
25-50 km,2006,LIN,linha,passive,38.84,364.51,0.1065540040053771,,,
25-50 km,2006,RAG,rede agulha,passive,54.28,364.51,0.14891223834737044,,,
25-50 km,2006,RES,rede de espera,passive,30.62,364.51,0.08400318235439358,,,
25-50 km,2007,APA,arrasto de praia,active,8.64,509.34,0.01696312875485923,,,
25-50 km,2007,APO,arrasto de porta,active,0.82,509.34,0.0016099265716417325,,,
25-50 km,2007,CPL,covo peixe e lagosta,passive,47.89,509.34,0.09402363843405191,,,
25-50 km,2007,CVL,covo lagosta,passive,3.14,509.34,0.006164840774335415,,,
25-50 km,2007,ESP,espinhel,passive,4.28,509.34,0.008403031373934897,,,
25-50 km,2007,LIJ,linha e jereré,mixed,302.27,509.34,0.5934542741587152,,,
25-50 km,2007,LIN,linha,passive,45.68,509.34,0.08968468999096871,,,
25-50 km,2007,RAG,rede agulha,passive,33.06,509.34,0.06490752738838497,,,
25-50 km,2007,RES,rede de espera,passive,63.56,509.34,0.12478894255310795,,,
25-50 km,2008,APA,arrasto de praia,active,6.75,431.95,0.015626808658409538,,,
25-50 km,2008,APO,arrasto de porta,active,0.68,431.95,0.001574256279661998,,,
25-50 km,2008,CPL,covo peixe e lagosta,passive,37.18,431.95,0.08607477717328395,,,
25-50 km,2008,CVL,covo lagosta,passive,3.95,431.95,0.009144576918624841,,,
25-50 km,2008,ESP,espinhel,passive,14.54,431.95,0.033661303391596245,,,
25-50 km,2008,LIJ,linha e jereré,mixed,190.98,431.95,0.4421345063086005,,,
25-50 km,2008,LIN,linha,passive,75.66000000000001,431.95,0.1751591619400394,,,
25-50 km,2008,RAG,rede agulha,passive,28.95,431.95,0.06702164602384535,,,
25-50 km,2008,RES,rede de espera,passive,73.25999999999999,431.95,0.16960296330593816,,,
25-50 km,2009,APA,arrasto de praia,active,8.681,1522.1988,0.005702934465590171,,,
25-50 km,2009,APO,arrasto de porta,active,11.1893,1522.1988,0.007350748141438556,,,
25-50 km,2009,CMN,coleta manual,active,0.0,1522.1988,0.0,,,
25-50 km,2009,CMP,compressor,active,57.4433,1522.1988,0.037737055107388076,,,
25-50 km,2009,CUR,curral,passive,0.0,1522.1988,0.0,,,
25-50 km,2009,CVL,covo lagosta,passive,0.0,1522.1988,0.0,,,
25-50 km,2009,CVP,covo peixe,passive,0.0,1522.1988,0.0,,,
25-50 km,2009,ESP,espinhel,passive,10.464,1522.1988,0.0068742663573246815,,,
25-50 km,2009,LCP,linha e covo peixe,mixed,0.0,1522.1988,0.0,,,
25-50 km,2009,LIJ,linha e jereré,passive,744.752,1522.1988,0.48926066687215886,,,
25-50 km,2009,LIN,linha,passive,267.89590000000004,1522.1988,0.17599271527477228,,,
25-50 km,2009,MEL,mergulho livre,active,0.0,1522.1988,0.0,,,
25-50 km,2009,PUC,puçá/mangote,active,0.0,1522.1988,0.0,,,
25-50 km,2009,RAG,rede agulha,passive,34.2688,1522.1988,0.022512696764706425,,,
25-50 km,2009,RCA,rede caçoeira,passive,28.4649,1522.1988,0.0186998570751731,,,
25-50 km,2009,RES,rede de espera,passive,298.89459999999997,1522.1988,0.1963571381083732,,,
25-50 km,2009,RTP,rede de tapagem,passive,0.0,1522.1988,0.0,,,
25-50 km,2009,SRD,sardinheira,active,0.0,1522.1988,0.0,,,
25-50 km,2009,TNR,tainheira,active,60.145,1522.1988,0.039511921833074636,,,
25-50 km,2009,TRF,tarrafa,active,0.0,1522.1988,0.0,,,
25-50 km,2009,TRM,tresmalho,passive,0.0,1522.1988,0.0,,,
25-50 km,2010,APA,arrasto de praia,active,23.748,1385.9440000000002,0.017134891453045722,,,
25-50 km,2010,APO,arrasto de porta,active,5.463,1385.9440000000002,0.00394171770287977,,,
25-50 km,2010,CMN,coleta manual,active,0.0,1385.9440000000002,0.0,,,
25-50 km,2010,CMP,compressor,active,169.968,1385.9440000000002,0.12263698966191994,,,
25-50 km,2010,CUR,curral,passive,0.0,1385.9440000000002,0.0,,,
25-50 km,2010,CVL,covo lagosta,passive,3.445,1385.9440000000002,0.0024856704166979324,,,
25-50 km,2010,CVP,covo peixe,passive,0.116,1385.9440000000002,8.369746540985782e-05,,,
25-50 km,2010,ESP,espinhel,passive,20.34,1385.9440000000002,0.014675917641694035,,,
25-50 km,2010,LCP,linha e covo peixe,passive,0.0,1385.9440000000002,0.0,,,
25-50 km,2010,LES,linha e espinhel,passive,0.0,1385.9440000000002,0.0,,,
25-50 km,2010,LIJ,linha e jereré,passive,528.268,1385.9440000000002,0.3811611435959894,,,
25-50 km,2010,LIN,linha,passive,184.87099999999998,1385.9440000000002,0.13338994937746398,,,
25-50 km,2010,LRE,linha e rede de espera,passive,0.0,1385.9440000000002,0.0,,,
25-50 km,2010,MEL,mergulho livre,active,0.25,1385.9440000000002,0.00018038246855572805,,,
25-50 km,2010,PUC,puçá,active,0.0,1385.9440000000002,0.0,,,
25-50 km,2010,RAG,rede de agulha,passive,69.771,1385.9440000000002,0.05034186085440681,,,
25-50 km,2010,RCA,rede caçoeira,passive,12.539,1385.9440000000002,0.009047263092881097,,,
25-50 km,2010,RES,rede de espera,passive,318.696,1385.9440000000002,0.22994868479534525,,,
25-50 km,2010,RTP,rede de tapagem,passive,0.0,1385.9440000000002,0.0,,,
25-50 km,2010,SRD,sardinheira,active,0.0,1385.9440000000002,0.0,,,
25-50 km,2010,TNR,tainheira,active,48.469,1385.9440000000002,0.03497183147371034,,,
25-50 km,2010,TRF,tarrafa,active,0.0,1385.9440000000002,0.0,,,
25-50 km,2010,TRM,tresmalho,passive,0.0,1385.9440000000002,0.0,,,
25-50 km,2011,APA,arrasto de praia,active,0.523,1300.534,0.0004021425045404426,,,
25-50 km,2011,APO,arrasto de porta,active,13.559,1300.534,0.010425717436068568,,,
25-50 km,2011,CMP,compressor,active,122.261,1300.534,0.09400830735682418,,,
25-50 km,2011,CPL,covo peixe e lagosta,passive,19.333000000000002,1300.534,0.014865432199388866,,,
25-50 km,2011,CVL,covo lagosta,passive,12.849,1300.534,0.009879787840994544,,,
25-50 km,2011,CVP,covo peixe,passive,0.11000000000000001,1300.534,8.458064149034166e-05,,,
25-50 km,2011,JER,jereré,active,31.732,1300.534,0.024399208325195647,,,
25-50 km,2011,LCL,linha e covo lagosta,mixed,0.44,1300.534,0.0003383225659613666,,,
25-50 km,2011,LES,linha e espinhel,mixed,7.504,1300.534,0.0057699375794865795,,,
25-50 km,2011,LIJ,linha e jereré,mixed,480.472,1300.534,0.3694420907104312,,,
25-50 km,2011,LIN,linha,passive,176.846,1300.534,0.13597952840909963,,,
25-50 km,2011,LML,linha e mergulho livre,mixed,0.026,1300.534,1.999178798862621e-05,,,
25-50 km,2011,LRE,linha e rede de espera,mixed,8.502,1300.534,0.006537314672280771,,,
25-50 km,2011,MEL,mergulho livre,active,0.127,1300.534,9.765219517521264e-05,,,
25-50 km,2011,RAG,rede agulha,passive,63.086,1300.534,0.048507766809633576,,,
25-50 km,2011,RCA,rede caçoeira,passive,12.838000000000001,1300.534,0.009871329776845511,,,
25-50 km,2011,RES,rede de espera,passive,284.845,1300.534,0.21902157113923973,,,
25-50 km,2011,TNR,traineira,active,17.843,1300.534,0.013719748964656055,,,
25-50 km,2011,TRM,tremalho,passive,47.638,1300.534,0.03662956908469905,,,
25-50 km,2012,APA,arrasto de praia,active,0.0,1486.0,0.0,,,
25-50 km,2012,APO,arrasto de porta,active,12.2,1486.0,0.008209959623149394,,,
25-50 km,2012,CMN,coleta manual,active,0.0,1486.0,0.0,,,
25-50 km,2012,CMP,compressor,active,87.30000000000001,1486.0,0.058748317631224775,,,
25-50 km,2012,CPL,covo peixe e lagosta,passive,5.8999999999999995,1486.0,0.003970390309555854,,,
25-50 km,2012,CUR,curral,passive,0.0,1486.0,0.0,,,
25-50 km,2012,CVL,covo lagosta,passive,18.0,1486.0,0.012113055181695828,,,
25-50 km,2012,CVP,covo peixe,passive,2.2,1486.0,0.0014804845222072679,,,
25-50 km,2012,JER,jereré,active,1.7,1486.0,0.0011440107671601616,,,
25-50 km,2012,LCL,linha e covo lagosta,mixed,0.7999999999999999,1486.0,0.0005383580080753701,,,
25-50 km,2012,LCP,linha e covo peixe,mixed,0.0,1486.0,0.0,,,
25-50 km,2012,LES,linha e espinhel,mixed,9.6,1486.0,0.006460296096904441,,,
25-50 km,2012,LIJ,linha e jereré,mixed,656.1,1486.0,0.44152086137281293,,,
25-50 km,2012,LIN,linha,passive,145.60000000000002,1486.0,0.09798115746971738,,,
25-50 km,2012,LML,linha e mergulho livre,mixed,0.3,1486.0,0.00020188425302826378,,,
25-50 km,2012,LRE,linha e rede de espera,mixed,74.9,1486.0,0.05040376850605653,,,
25-50 km,2012,MEL,mergulho livre,active,0.8,1486.0,0.0005383580080753702,,,
25-50 km,2012,PUC,puçá,active,0.0,1486.0,0.0,,,
25-50 km,2012,RAG,rede agulha,passive,105.2,1486.0,0.07079407806191117,,,
25-50 km,2012,RCA,rede caçoeira,passive,7.7,1486.0,0.005181695827725438,,,
25-50 km,2012,RES,rede de espera,passive,339.3,1486.0,0.22833109017496636,,,
25-50 km,2012,RTP,rede de tapagem,passive,0.0,1486.0,0.0,,,
25-50 km,2012,SRD,sardinheira,passive,0.0,1486.0,0.0,,,
25-50 km,2012,TNR,traineira,active,0.0,1486.0,0.0,,,
25-50 km,2012,TRF,tarrafa,active,0.0,1486.0,0.0,,,
25-50 km,2012,TRM,tremalho,passive,18.4,1486.0,0.012382234185733513,,,
25-50 km,2013,APA,arrasto de praia,active,0.0,1675.6,0.0,,,
25-50 km,2013,APO,arrasto de porta,active,7.7,1675.6,0.0045953688231081405,,,
25-50 km,2013,CMN,coleta manual,active,0.0,1675.6,0.0,,,
25-50 km,2013,CMP,compressor,active,104.0,1675.6,0.06206731916925281,,,
25-50 km,2013,CPL,covo peixe e lagosta,passive,0.0,1675.6,0.0,,,
25-50 km,2013,CUR,curral,passive,0.0,1675.6,0.0,,,
25-50 km,2013,CVL,covo lagosta,passive,25.9,1675.6,0.015457149677727381,,,
25-50 km,2013,CVP,covo peixe,passive,0.7,1675.6,0.00041776080210074003,,,
25-50 km,2013,ESP,espinhel,passive,9.7,1675.6,0.00578897111482454,,,
25-50 km,2013,JER,jereré,active,0.0,1675.6,0.0,,,
25-50 km,2013,LCL,linha e covo lagosta,passive,0.0,1675.6,0.0,,,
25-50 km,2013,LCP,linha e covo peixe,passive,0.0,1675.6,0.0,,,
25-50 km,2013,LES,linha e espinhel,passive,14.6,1675.6,0.00871329672952972,,,
25-50 km,2013,LIJ,linha e jereré,passive,743.0,1675.6,0.44342325137264266,,,
25-50 km,2013,LIN,linha,passive,170.4,1675.6,0.1016949152542373,,,
25-50 km,2013,LML,linha e mergulho livre,mixed,0.1,1675.6,5.968011458582001e-05,,,
25-50 km,2013,LRE,linha e rede de espera,passive,0.0,1675.6,0.0,,,
25-50 km,2013,MEL,mergulho livre,active,0.6,1675.6,0.00035808068751492004,,,
25-50 km,2013,PUC,puçá,active,0.0,1675.6,0.0,,,
25-50 km,2013,RAG,rede agulha,passive,120.3,1675.6,0.07179517784674147,,,
25-50 km,2013,RCA,rede caçoeira,passive,4.3,1675.6,0.0025662449271902604,,,
25-50 km,2013,RES,rede de espera,passive,463.5,1675.6,0.27661733110527575,,,
25-50 km,2013,RTP,rede de tapagem,passive,0.0,1675.6,0.0,,,
25-50 km,2013,SRD,sardinheira,active,0.0,1675.6,0.0,,,
25-50 km,2013,TNR,tainheira,active,0.0,1675.6,0.0,,,
25-50 km,2013,TRF,tarrafa,active,0.0,1675.6,0.0,,,
25-50 km,2013,TRM,tresmalho,passive,10.8,1675.6,0.006445452375268561,,,
25-50 km,2014,APA,arrasto de praia,active,0.0,1093.6000000000001,0.0,,,
25-50 km,2014,APO,arrasto de porta,active,2.3,1093.6000000000001,0.0021031455742501824,,,
25-50 km,2014,CMN,coleta manual,active,0.0,1093.6000000000001,0.0,,,
25-50 km,2014,CMP,compressor,active,44.7,1093.6000000000001,0.04087417702999268,,,
25-50 km,2014,CPL,covo peixe e lagosta,passive,2.2,1093.6000000000001,0.002011704462326262,,,
25-50 km,2014,CUR,curral,passive,0.0,1093.6000000000001,0.0,,,
25-50 km,2014,CVL,covo lagosta,passive,6.3,1093.6000000000001,0.005760790051207022,,,
25-50 km,2014,CVP,covo peixe,passive,0.0,1093.6000000000001,0.0,,,
25-50 km,2014,JER,jereré,active,0.0,1093.6000000000001,0.0,,,
25-50 km,2014,LCP,linha e covo peixe,mixed,0.0,1093.6000000000001,0.0,,,
25-50 km,2014,LES,linha e espinhel,mixed,2.7,1093.6000000000001,0.0024689100219458665,,,
25-50 km,2014,LIJ,linha e jereré,mixed,693.1,1093.6000000000001,0.6337783467446964,,,
25-50 km,2014,LIN,linha,passive,76.19999999999999,1093.6000000000001,0.06967812728602778,,,
25-50 km,2014,LML,linha e mergulho livre,mixed,0.0,1093.6000000000001,0.0,,,
25-50 km,2014,LRE,linha e rede de espera,mixed,0.0,1093.6000000000001,0.0,,,
25-50 km,2014,MEL,mergulho livre,active,0.7,1093.6000000000001,0.0006400877834674469,,,
25-50 km,2014,PUC,puçá,active,0.0,1093.6000000000001,0.0,,,
25-50 km,2014,RAG,rede agulha,passive,42.2,1093.6000000000001,0.03858814923189466,,,
25-50 km,2014,RCA,rede caçoeira,passive,0.3,1093.6000000000001,0.0002743233357717629,,,
25-50 km,2014,RES,rede de espera,passive,207.6,1093.6000000000001,0.18983174835405994,,,
25-50 km,2014,RTP,rede de tapagem,passive,0.0,1093.6000000000001,0.0,,,
25-50 km,2014,SRD,sardinheira,passive,0.0,1093.6000000000001,0.0,,,
25-50 km,2014,TNR,traineira,active,0.0,1093.6000000000001,0.0,,,
25-50 km,2014,TRF,tarrafa,active,0.0,1093.6000000000001,0.0,,,
25-50 km,2014,TRM,tremalho,passive,15.3,1093.6000000000001,0.01399049012435991,,,
25-50 km,2015,APA,arrasto de praia,active,0.0,777.6999999999999,0.0,,,
25-50 km,2015,APO,arrasto de porta,active,0.6,777.6999999999999,0.0007715057220007716,,,
25-50 km,2015,CMN,coleta manual,active,0.0,777.6999999999999,0.0,,,
25-50 km,2015,CMP,compressor,active,57.4,777.6999999999999,0.07380738073807382,,,
25-50 km,2015,COQ,coqueiro,active,1.2,777.6999999999999,0.0015430114440015432,,,
25-50 km,2015,CPL,covo peixe e lagosta,passive,3.6,777.6999999999999,0.004629034332004629,,,
25-50 km,2015,CUR,curral,passive,0.0,777.6999999999999,0.0,,,
25-50 km,2015,CVL,covo lagosta,passive,10.4,777.6999999999999,0.013372765848013375,,,
25-50 km,2015,CVP,covo peixe,passive,0.8,777.6999999999999,0.0010286742960010288,,,
25-50 km,2015,JER,jereré,active,0.0,777.6999999999999,0.0,,,
25-50 km,2015,LCL,linha e covo lagosta,mixed,0.0,777.6999999999999,0.0,,,
25-50 km,2015,LCP,linha e covo peixe,mixed,0.2,777.6999999999999,0.0002571685740002572,,,
25-50 km,2015,LES,linha e espinhel,mixed,5.0,777.6999999999999,0.00642921435000643,,,
25-50 km,2015,LIJ,linha e jereré,mixed,260.4,777.6999999999999,0.33483348334833485,,,
25-50 km,2015,LIN,linha,passive,99.39999999999999,777.6999999999999,0.1278127812781278,,,
25-50 km,2015,LRE,linha e rede de espera,mixed,4.1,777.6999999999999,0.005271955767005272,,,
25-50 km,2015,MEL,mergulho livre,active,0.2,777.6999999999999,0.0002571685740002572,,,
25-50 km,2015,PUC,puçá,active,0.0,777.6999999999999,0.0,,,
25-50 km,2015,RAG,rede agulha,passive,60.2,777.6999999999999,0.07740774077407742,,,
25-50 km,2015,RCA,rede caçoeira,passive,10.2,777.6999999999999,0.013115597274013116,,,
25-50 km,2015,RES,rede de espera,passive,258.8,777.6999999999999,0.33277613475633283,,,
25-50 km,2015,RTP,rede de tapagem,passive,0.0,777.6999999999999,0.0,,,
25-50 km,2015,SRD,sardinheira,passive,0.0,777.6999999999999,0.0,,,
25-50 km,2015,TNR,traineira,active,0.0,777.6999999999999,0.0,,,
25-50 km,2015,TRF,tarrafa,active,0.0,777.6999999999999,0.0,,,
25-50 km,2015,TRM,tremalho,passive,5.2,777.6999999999999,0.006686382924006687,,,
25-50 km,2016,APA,arrasto de praia,active,0.0,1708.3999999999999,0.0,,,
25-50 km,2016,APO,arrasto de porta,active,5.4,1708.3999999999999,0.003160852259424023,,,
25-50 km,2016,CMN,coleta manual,active,0.0,1708.3999999999999,0.0,,,
25-50 km,2016,CMP,compressor,active,90.3,1708.3999999999999,0.05285647389370171,,,
25-50 km,2016,COQ,coqueiro,active,0.4,1708.3999999999999,0.00023413720440177948,,,
25-50 km,2016,CPL,covo peixe e lagosta,passive,5.3,1708.3999999999999,0.003102317958323578,,,
25-50 km,2016,CUR,curral,passive,0.0,1708.3999999999999,0.0,,,
25-50 km,2016,CVL,covo lagosta,passive,19.8,1708.3999999999999,0.011589791617888083,,,
25-50 km,2016,CVP,covo peixe,passive,1.9,1708.3999999999999,0.0011121517209084523,,,
25-50 km,2016,JER,jereré,active,0.0,1708.3999999999999,0.0,,,
25-50 km,2016,LCL,linha e covo lagosta,mixed,0.2,1708.3999999999999,0.00011706860220088974,,,
25-50 km,2016,LCP,linha e covo peixe,mixed,0.2,1708.3999999999999,0.00011706860220088974,,,
25-50 km,2016,LES,linha e espinhel,mixed,7.6,1708.3999999999999,0.004448606883633809,,,
25-50 km,2016,LIJ,linha e jereré,mixed,761.3,1708.3999999999999,0.44562163427768675,,,
25-50 km,2016,LIN,linha,passive,134.5,1708.3999999999999,0.07872863498009834,,,
25-50 km,2016,LML,linha e mergulho livre,mixed,0.1,1708.3999999999999,5.853430110044487e-05,,,
25-50 km,2016,LRE,linha e rede de espera,mixed,1.0,1708.3999999999999,0.0005853430110044487,,,
25-50 km,2016,MEL,mergulho livre,active,1.7,1708.3999999999999,0.0009950831187075628,,,
25-50 km,2016,PUC,puçá,active,0.0,1708.3999999999999,0.0,,,
25-50 km,2016,RAG,rede agulha,passive,140.9,1708.3999999999999,0.08247483025052682,,,
25-50 km,2016,RCA,rede caçoeira,passive,7.2,1708.3999999999999,0.00421446967923203,,,
25-50 km,2016,RES,rede de espera,passive,518.5,1708.3999999999999,0.30350035120580665,,,
25-50 km,2016,RTP,rede de tapagem,passive,0.0,1708.3999999999999,0.0,,,
25-50 km,2016,SRD,sardinheira,passive,0.0,1708.3999999999999,0.0,,,
25-50 km,2016,TNR,traineira,active,0.0,1708.3999999999999,0.0,,,
25-50 km,2016,TRF,tarrafa,active,0.0,1708.3999999999999,0.0,,,
25-50 km,2016,TRM,tremalho,passive,12.1,1708.3999999999999,0.007082650433153828,,,
25-50 km,2017,APA,arrasto de praia,active,0.0,1783.8999999999999,0.0,,,
25-50 km,2017,APO,arrasto de porta,active,4.4,1783.8999999999999,0.0024665059700655872,,,
25-50 km,2017,CMN,coleta manual,active,0.0,1783.8999999999999,0.0,,,
25-50 km,2017,CMP,compressor,active,103.6,1783.8999999999999,0.058075004204271544,,,
25-50 km,2017,COQ,coqueiro,active,0.4,1783.8999999999999,0.0002242278154605079,,,
25-50 km,2017,CPL,covo peixe e lagosta,passive,6.3,1783.8999999999999,0.003531588093502999,,,
25-50 km,2017,CUR,curral,passive,0.0,1783.8999999999999,0.0,,,
25-50 km,2017,CVL,covo lagosta,passive,20.4,1783.8999999999999,0.011435618588485902,,,
25-50 km,2017,CVP,covo peixe,passive,0.6,1783.8999999999999,0.0003363417231907618,,,
25-50 km,2017,JER,jereré,active,0.0,1783.8999999999999,0.0,,,
25-50 km,2017,LCL,linha e covo lagosta,mixed,0.0,1783.8999999999999,0.0,,,
25-50 km,2017,LCP,linha e covo peixe,mixed,0.2,1783.8999999999999,0.00011211390773025395,,,
25-50 km,2017,LES,linha e espinhel,mixed,9.9,1783.8999999999999,0.0055496384326475705,,,
25-50 km,2017,LIJ,linha e jereré,mixed,866.1,1783.8999999999999,0.48550927742586475,,,
25-50 km,2017,LIN,linha,passive,166.39999999999998,1783.8999999999999,0.09327877123157127,,,
25-50 km,2017,LML,linha e mergulho livre,mixed,0.4,1783.8999999999999,0.0002242278154605079,,,
25-50 km,2017,LRE,linha e rede de espera,mixed,1.5,1783.8999999999999,0.0008408543079769046,,,
25-50 km,2017,MEL,mergulho livre,active,0.7,1783.8999999999999,0.0003923986770558888,,,
25-50 km,2017,PUC,puçá,active,0.0,1783.8999999999999,0.0,,,
25-50 km,2017,RAG,rede agulha,passive,107.5,1783.8999999999999,0.0602612254050115,,,
25-50 km,2017,RCA,rede caçoeira,passive,6.8,1783.8999999999999,0.003811872862828634,,,
25-50 km,2017,RES,rede de espera,passive,471.29999999999995,1783.8999999999999,0.2641964235663434,,,
25-50 km,2017,RTP,rede de tapagem,passive,0.0,1783.8999999999999,0.0,,,
25-50 km,2017,SRD,sardinheira,passive,0.0,1783.8999999999999,0.0,,,
25-50 km,2017,TNR,traineira,active,0.0,1783.8999999999999,0.0,,,
25-50 km,2017,TRF,tarrafa,active,0.0,1783.8999999999999,0.0,,,
25-50 km,2017,TRM,tremalho,passive,17.4,1783.8999999999999,0.009753909972532093,,,
25-50 km,2018,APA,arrasto de praia,active,0.0,458.5,0.0,,,
25-50 km,2018,APO,arrasto de porta,active,1.4,458.5,0.0030534351145038168,,,
25-50 km,2018,CMN,coleta manual,active,0.0,458.5,0.0,,,
25-50 km,2018,CMP,compressor,active,28.2,458.5,0.06150490730643402,,,
25-50 km,2018,COQ,coqueiro,active,109.3,458.5,0.23838604143947656,,,
