mpa_exposure_class,year,species,sp_production_ton,total_production_ton,species_share
10-25 km,2024,Caico,13.299999999999999,203.97,0.06520566750012256
10-25 km,2024,Espada,8.4,203.97,0.041182526842182675
10-25 km,2024,Ova Voador,5.93,203.97,0.029072902877874195
10-25 km,2024,Serra,5.67,203.97,0.027798205618473303
10-25 km,2024,Pescada,5.5600000000000005,203.97,0.027258910624111392
10-25 km,2024,Xareu,5.28,203.97,0.025886159729371968
10-25 km,2024,Dourado,4.6,203.97,0.02255233612786194
10-25 km,2024,Carapeba,4.5,203.97,0.02206206795116929
10-25 km,2024,Garabebeu,4.5,203.97,0.02206206795116929
10-25 km,2024,Cioba,4.4,203.97,0.02157179977447664
10-25 km,2024,Lagosta,3.2,203.97,0.01568858165416483
10-25 km,2024,Ariaco,2.6,203.97,0.012746972594008924
10-25 km,2024,Camurim,1.7999999999999998,203.97,0.008824827180467716
10-25 km,2024,Outros,1.52,203.97,0.007452076285728294
10-25 km,2024,Ubarana,1.44,203.97,0.007059861744374172
10-25 km,2024,Garajuba,1.3,203.97,0.006373486297004462
10-25 km,2024,Bicuda,1.24,203.97,0.006079325390988871
10-25 km,2024,Siri,1.21,203.97,0.005932244937981075
10-25 km,2024,Cavala,1.2,203.97,0.00588321812031181
10-25 km,2024,Salema,0.98,203.97,0.004804628131587978
10-25 km,2024,Beijupira,0.82,203.97,0.004020199048879737
10-25 km,2024,Biquara,0.64,203.97,0.0031377163308329657
10-25 km,2024,Bagre,0.61,203.97,0.0029906358778251704
10-25 km,2024,Albacora,0.59,203.97,0.00289258224248664
10-25 km,2024,Pampo,0.5700000000000001,203.97,0.0027945286071481105
10-25 km,2024,Caranguejo,0.5,203.97,0.0024513408834632546
10-25 km,2024,Caçao,0.5,203.97,0.0024513408834632546
10-25 km,2024,Agulha,0.47000000000000003,203.97,0.0023042604304554593
10-25 km,2024,Camurupim,0.4,203.97,0.0019610727067706037
10-25 km,2024,Arraia,0.39,203.97,0.0019120458891013386
10-25 km,2024,Bonito,0.37,203.97,0.0018139922537628082
10-25 km,2024,Paru,0.3,203.97,0.0014708045300779525
10-25 km,2024,Cururuca,0.2,203.97,0.0009805363533853019
10-25 km,2024,Sirigado,0.17,203.97,0.0008334559003775066
10-25 km,2024,Agulhao,0.15,203.97,0.0007354022650389762
10-25 km,2024,Camarao,0.1,203.97,0.0004902681766926509
10-25 km,2024,Dentao,0.1,203.97,0.0004902681766926509
10-25 km,2024,Arabaiana,0.06,203.97,0.00029416090601559053
10-25 km,2024,Sardinha,0.06,203.97,0.00029416090601559053
10-25 km,2024,Peixe Voador,0.04,203.97,0.00019610727067706035
10-25 km,2024,Carauna,0.01,203.97,4.902681766926509e-05
10-25 km,2024,Budiao,0.0,203.97,0.0
10-25 km,2024,Cangulo,0.0,203.97,0.0
10-25 km,2024,Garoupa,0.0,203.97,0.0
10-25 km,2024,Pargo,0.0,203.97,0.0
10-25 km,2024,Peixe Galo,0.0,203.97,0.0
10-25 km,2024,Pirauna,0.0,203.97,0.0
10-25 km,2024,Polvo,0.0,203.97,0.0
10-25 km,2024,Saramunete,0.0,203.97,0.0
10-25 km,2024,Tilapia,0.0,203.97,0.0
10-25 km,2023,Buzios,63.14,265.7,0.23763643206624013
10-25 km,2023,Tainha,61.879999999999995,265.7,0.23289424162589387
10-25 km,2023,Caico,24.17,265.7,0.09096725630410238
10-25 km,2023,Marisco,23.3,265.7,0.08769288671433949
10-25 km,2023,Guaiuba,12.6,265.7,0.047421904403462556
10-25 km,2023,Ova Voador,10.57,265.7,0.03978170869401581
10-25 km,2023,Xareu,8.040000000000001,265.7,0.030259691381257062
10-25 km,2023,Dourado,5.85,265.7,0.02201731275875047
10-25 km,2023,Lagosta,5.779999999999999,265.7,0.02175385773428679
10-25 km,2023,Carapeba,5.55,265.7,0.020888219796763266
10-25 km,2023,Serra,5.539999999999999,265.7,0.020850583364697025
10-25 km,2023,Pescada,4.83,265.7,0.01817839668799398
10-25 km,2023,Espada,4.62,265.7,0.017388031614602936
10-25 km,2023,Cioba,3.6,265.7,0.013549115543846444
10-25 km,2023,Pampo,2.9299999999999997,265.7,0.011027474595408355
10-25 km,2023,Garabebeu,2.46,265.7,0.00925856228829507
10-25 km,2023,Ariaco,2.33,265.7,0.008769288671433948
10-25 km,2023,Bicuda,1.8,265.7,0.006774557771923222
10-25 km,2023,Biquara,1.67,265.7,0.0062852841550621
10-25 km,2023,Outros,1.46,265.7,0.005494919081671058
10-25 km,2023,Salema,1.27,265.7,0.004779826872412496
10-25 km,2023,Sardinha,1.15,265.7,0.0043281896876176135
10-25 km,2023,Arraia,1.02,265.7,0.0038389160707564926
10-25 km,2023,Camurim,1.02,265.7,0.0038389160707564926
10-25 km,2023,Cavala,1.0,265.7,0.0037636432066240123
10-25 km,2023,Garajuba,0.99,265.7,0.003726006774557772
10-25 km,2023,Bagre,0.8500000000000001,265.7,0.0031990967256304106
10-25 km,2023,Agulha,0.78,265.7,0.00293564170116673
10-25 km,2023,Albacora,0.75,265.7,0.0028227324049680093
10-25 km,2023,Ubarana,0.69,265.7,0.0025969138125705683
10-25 km,2023,Caranguejo,0.67,265.7,0.0025216409484380884
10-25 km,2023,Agulhao,0.65,265.7,0.002446368084305608
10-25 km,2023,Caçao,0.5,265.7,0.0018818216033120061
10-25 km,2023,Beijupira,0.48,265.7,0.0018065487391795258
10-25 km,2023,Camurupim,0.36,265.7,0.0013549115543846444
10-25 km,2023,Cururuca,0.35,265.7,0.0013172751223184042
10-25 km,2023,Dentao,0.32,265.7,0.001204365826119684
10-25 km,2023,Paru,0.28,265.7,0.0010538200978547235
10-25 km,2023,Arabaiana,0.12,265.7,0.00045163718479488145
10-25 km,2023,Sirigado,0.1,265.7,0.0003763643206624012
10-25 km,2023,Peixe Voador,0.07,265.7,0.00026345502446368087
10-25 km,2023,Bonito,0.04,265.7,0.0001505457282649605
10-25 km,2023,Carauna,0.04,265.7,0.0001505457282649605
10-25 km,2023,Peixe Galo,0.03,265.7,0.00011290929619872036
10-25 km,2023,Garoupa,0.02,265.7,7.527286413248025e-05
10-25 km,2023,Pargo,0.01,265.7,3.763643206624012e-05
10-25 km,2023,Polvo,0.01,265.7,3.763643206624012e-05
10-25 km,2023,Tilapia,0.01,265.7,3.763643206624012e-05
10-25 km,2023,Budiao,0.0,265.7,0.0
10-25 km,2023,Camarao,0.0,265.7,0.0
10-25 km,2023,Cangulo,0.0,265.7,0.0
10-25 km,2023,Pirauna,0.0,265.7,0.0
10-25 km,2023,Saramunete,0.0,265.7,0.0
10-25 km,2023,Siri,0.0,265.7,0.0
10-25 km,2022,Tainha,71.17,228.07000000000002,0.31205331696408994
10-25 km,2022,Buzios,39.72,228.07000000000002,0.17415705704389
10-25 km,2022,Caico,19.71,228.07000000000002,0.08642083570833516
10-25 km,2022,Garabebeu,14.5,228.07000000000002,0.06357697198228614
10-25 km,2022,Guaiuba,12.8,228.07000000000002,0.05612312009470776
10-25 km,2022,Ova Voador,11.73,228.07000000000002,0.05143157802429078
10-25 km,2022,Marisco,10.8,228.07000000000002,0.047353882579909676
10-25 km,2022,Carapeba,6.4,228.07000000000002,0.02806156004735388
10-25 km,2022,Dourado,3.3,228.07000000000002,0.014469241899416844
10-25 km,2022,Pescada,3.25,228.07000000000002,0.014250010961546893
10-25 km,2022,Cioba,3.0,228.07000000000002,0.013153856272197131
10-25 km,2022,Lagosta,3.0,228.07000000000002,0.013153856272197131
10-25 km,2022,Espada,2.6,228.07000000000002,0.011400008769237514
10-25 km,2022,Serra,2.59,228.07000000000002,0.011356162581663522
10-25 km,2022,Ariaco,1.99,228.07000000000002,0.008725391327224098
10-25 km,2022,Bicuda,1.94,228.07000000000002,0.008506160389354145
10-25 km,2022,Camurim,1.8,228.07000000000002,0.007892313763318278
10-25 km,2022,Outros,1.77,228.07000000000002,0.007760775200596307
10-25 km,2022,Cavala,1.4000000000000001,228.07000000000002,0.006138466260358662
10-25 km,2022,Agulhao,1.31,228.07000000000002,0.005743850572192747
10-25 km,2022,Caranguejo,1.3,228.07000000000002,0.005700004384618757
10-25 km,2022,Garajuba,1.3,228.07000000000002,0.005700004384618757
10-25 km,2022,Biquara,1.28,228.07000000000002,0.005612312009470776
10-25 km,2022,Bonito,1.25,228.07000000000002,0.005480773446748805
10-25 km,2022,Bagre,1.07,228.07000000000002,0.004691542070416977
10-25 km,2022,Pampo,0.73,228.07000000000002,0.0032007716929013017
10-25 km,2022,Salema,0.7200000000000001,228.07000000000002,0.0031569255053273118
10-25 km,2022,Xareu,0.71,228.07000000000002,0.003113079317753321
10-25 km,2022,Ubarana,0.65,228.07000000000002,0.0028500021923093784
10-25 km,2022,Arraia,0.63,228.07000000000002,0.0027623098171613977
10-25 km,2022,Paru,0.6000000000000001,228.07000000000002,0.0026307712544394266
10-25 km,2022,Agulha,0.59,228.07000000000002,0.002586925066865436
10-25 km,2022,Caçao,0.5,228.07000000000002,0.0021923093786995218
10-25 km,2022,Cururuca,0.5,228.07000000000002,0.0021923093786995218
10-25 km,2022,Peixe Galo,0.31,228.07000000000002,0.0013592318147937035
10-25 km,2022,Albacora,0.27,228.07000000000002,0.0011838470644977418
10-25 km,2022,Dentao,0.2,228.07000000000002,0.0008769237514798088
10-25 km,2022,Tilapia,0.18000000000000002,228.07000000000002,0.0007892313763318279
10-25 km,2022,Sardinha,0.15,228.07000000000002,0.0006576928136098565
10-25 km,2022,Beijupira,0.12,228.07000000000002,0.0005261542508878853
10-25 km,2022,Camurupim,0.1,228.07000000000002,0.0004384618757399044
10-25 km,2022,Peixe Voador,0.04,228.07000000000002,0.00017538475029596175
10-25 km,2022,Sirigado,0.04,228.07000000000002,0.00017538475029596175
10-25 km,2022,Arabaiana,0.03,228.07000000000002,0.00013153856272197131
10-25 km,2022,Carauna,0.01,228.07000000000002,4.384618757399044e-05
10-25 km,2022,Polvo,0.01,228.07000000000002,4.384618757399044e-05
10-25 km,2022,Budiao,0.0,228.07000000000002,0.0
10-25 km,2022,Camarao,0.0,228.07000000000002,0.0
10-25 km,2022,Cangulo,0.0,228.07000000000002,0.0
10-25 km,2022,Garoupa,0.0,228.07000000000002,0.0
10-25 km,2022,Pargo,0.0,228.07000000000002,0.0
10-25 km,2022,Pirauna,0.0,228.07000000000002,0.0
10-25 km,2022,Saramunete,0.0,228.07000000000002,0.0
10-25 km,2022,Siri,0.0,228.07000000000002,0.0
10-25 km,2021,Tainha,72.51,222.62,0.32571197556374093
10-25 km,2021,Ova Voador,22.38,222.62,0.10053005120833707
10-25 km,2021,Buzios,21.3,222.62,0.09567873506423502
10-25 km,2021,Caico,19.75,222.62,0.08871619800557003
10-25 km,2021,Marisco,13.98,222.62,0.06279759230976552
10-25 km,2021,Guaiuba,10.57,222.62,0.04748001078070254
10-25 km,2021,Garabebeu,9.389999999999999,222.62,0.04217949869733177
10-25 km,2021,Dourado,7.59,222.62,0.03409397179049501
10-25 km,2021,Espada,5.99,222.62,0.02690683676219567
10-25 km,2021,Lagosta,4.590000000000001,222.62,0.020618093612433747
10-25 km,2021,Carapeba,3.8,222.62,0.01706944569221094
10-25 km,2021,Serra,3.1599999999999997,222.62,0.014194591680891202
10-25 km,2021,Bicuda,2.98,222.62,0.013386038990207528
10-25 km,2021,Pescada,2.95,222.62,0.013251280208426917
10-25 km,2021,Pampo,1.77,222.62,0.00795076812505615
10-25 km,2021,Sardinha,1.69,222.62,0.0075914113736411815
10-25 km,2021,Bonito,1.6400000000000001,222.62,0.007366813404006828
10-25 km,2021,Cioba,1.53,222.62,0.006872697870811247
10-25 km,2021,Salema,1.44,222.62,0.0064684215254694095
10-25 km,2021,Biquara,1.34,222.62,0.006019225586200701
10-25 km,2021,Ariaco,1.29,222.62,0.005794627616566347
10-25 km,2021,Arraia,1.23,222.62,0.005525110053005121
10-25 km,2021,Caranguejo,1.03,222.62,0.004626718174467703
10-25 km,2021,Outros,0.91,222.62,0.004087683047345252
10-25 km,2021,Bagre,0.9,222.62,0.004042763453418381
10-25 km,2021,Cavala,0.82,222.62,0.0036834067020034135
10-25 km,2021,Camurim,0.73,222.62,0.0032791303566615756
10-25 km,2021,Agulhao,0.6,222.62,0.002695175635612254
10-25 km,2021,Cururuca,0.54,222.62,0.0024256580720510286
10-25 km,2021,Garajuba,0.49,222.62,0.002201060102416674
10-25 km,2021,Albacora,0.48,222.62,0.002156140508489803
10-25 km,2021,Xareu,0.48,222.62,0.002156140508489803
10-25 km,2021,Caçao,0.47000000000000003,222.62,0.0021112209145629324
10-25 km,2021,Carauna,0.46,222.62,0.0020663013206360615
10-25 km,2021,Camurupim,0.4,222.62,0.0017967837570748361
10-25 km,2021,Budiao,0.32,222.62,0.0014374270056598689
10-25 km,2021,Agulha,0.25,222.62,0.0011229898481717724
10-25 km,2021,Paru,0.25,222.62,0.0011229898481717724
10-25 km,2021,Peixe Galo,0.2,222.62,0.0008983918785374181
10-25 km,2021,Beijupira,0.18,222.62,0.0008085526906836762
10-25 km,2021,Peixe Voador,0.1,222.62,0.00044919593926870903
10-25 km,2021,Sirigado,0.05,222.62,0.00022459796963435452
10-25 km,2021,Dentao,0.04,222.62,0.0001796783757074836
10-25 km,2021,Ubarana,0.03,222.62,0.0001347587817806127
10-25 km,2021,Pargo,0.01,222.62,4.49195939268709e-05
10-25 km,2021,Tilapia,0.01,222.62,4.49195939268709e-05
10-25 km,2021,Arabaiana,0.0,222.62,0.0
10-25 km,2021,Camarao,0.0,222.62,0.0
10-25 km,2021,Cangulo,0.0,222.62,0.0
10-25 km,2021,Garoupa,0.0,222.62,0.0
10-25 km,2021,Pirauna,0.0,222.62,0.0
10-25 km,2021,Polvo,0.0,222.62,0.0
10-25 km,2021,Saramunete,0.0,222.62,0.0
10-25 km,2021,Siri,0.0,222.62,0.0
10-25 km,2020,Albacora,137.8,355.74,0.38736155619272505
10-25 km,2020,Tainha,59.21,355.74,0.1664417833249002
10-25 km,2020,Buzios,36.64,355.74,0.10299657052903806
10-25 km,2020,Caico,23.34,355.74,0.06560971496036432
10-25 km,2020,Espada,16.93,355.74,0.04759093720132681
10-25 km,2020,Ova Voador,12.7,355.74,0.035700230505425305
10-25 km,2020,Marisco,10.11,355.74,0.028419632315736208
10-25 km,2020,Carapeba,5.99,355.74,0.01683814021476359
10-25 km,2020,Dourado,5.68,355.74,0.015966717265418564
10-25 km,2020,Serra,4.800000000000001,355.74,0.01349300050598752
10-25 km,2020,Garabebeu,4.12,355.74,0.01158149210097262
10-25 km,2020,Bonito,3.5700000000000003,355.74,0.010035419126328217
10-25 km,2020,Guaiuba,3.1599999999999997,355.74,0.008882891999775116
10-25 km,2020,Pescada,2.92,355.74,0.00820824197447574
10-25 km,2020,Cioba,2.71,355.74,0.007617923202338787
10-25 km,2020,Xareu,2.5,355.74,0.007027604430201832
10-25 km,2020,Outros,2.1999999999999997,355.74,0.006184291898577612
10-25 km,2020,Biquara,1.97,355.74,0.005537752290999044
10-25 km,2020,Bicuda,1.94,355.74,0.005453421037836622
10-25 km,2020,Sardinha,1.79,355.74,0.005031764772024512
10-25 km,2020,Ariaco,1.58,355.74,0.004441445999887559
10-25 km,2020,Lagosta,1.52,355.74,0.004272783493562715
10-25 km,2020,Carauna,1.42,355.74,0.003991679316354641
10-25 km,2020,Camurim,1.35,355.74,0.0037949063923089898
10-25 km,2020,Pampo,1.31,355.74,0.0036824647214257606
10-25 km,2020,Salema,1.12,355.74,0.0031483667847304214
10-25 km,2020,Arraia,1.05,355.74,0.0029515938606847697
10-25 km,2020,Camurupim,0.89,355.74,0.0025018271771518525
10-25 km,2020,Budiao,0.77,355.74,0.0021645021645021645
10-25 km,2020,Caranguejo,0.7,355.74,0.001967729240456513
10-25 km,2020,Bagre,0.66,355.74,0.0018552875695732839
10-25 km,2020,Cavala,0.6,355.74,0.0016866250632484397
10-25 km,2020,Agulhao,0.59,355.74,0.0016585146455276325
10-25 km,2020,Garajuba,0.54,355.74,0.0015179625569235959
10-25 km,2020,Cururuca,0.32,355.74,0.0008995333670658346
10-25 km,2020,Beijupira,0.31,355.74,0.0008714229493450272
10-25 km,2020,Paru,0.18,355.74,0.0005059875189745319
10-25 km,2020,Caçao,0.16999999999999998,355.74,0.00047787710125372457
10-25 km,2020,Dentao,0.16,355.74,0.0004497666835329173
10-25 km,2020,Peixe Voador,0.13,355.74,0.0003654354303704953
10-25 km,2020,Sirigado,0.1,355.74,0.0002811041772080733
10-25 km,2020,Pargo,0.09,355.74,0.00025299375948726596
10-25 km,2020,Agulha,0.05,355.74,0.00014055208860403666
10-25 km,2020,Peixe Galo,0.02,355.74,5.6220835441614665e-05
10-25 km,2020,Arabaiana,0.01,355.74,2.8110417720807333e-05
10-25 km,2020,Siri,0.01,355.74,2.8110417720807333e-05
10-25 km,2020,Ubarana,0.01,355.74,2.8110417720807333e-05
10-25 km,2020,Camarao,0.0,355.74,0.0
10-25 km,2020,Cangulo,0.0,355.74,0.0
10-25 km,2020,Garoupa,0.0,355.74,0.0
10-25 km,2020,Pirauna,0.0,355.74,0.0
10-25 km,2020,Polvo,0.0,355.74,0.0
10-25 km,2020,Saramunete,0.0,355.74,0.0
10-25 km,2020,Tilapia,0.0,355.74,0.0
10-25 km,2019,Tainha,41.160000000000004,256.82,0.16026789190872986
10-25 km,2019,Buzios,38.06,256.82,0.14819718090491396
10-25 km,2019,Cururuca,29.17,256.82,0.11358149676816448
10-25 km,2019,Caico,18.55,256.82,0.07222957713573709
10-25 km,2019,Garabebeu,17.799999999999997,256.82,0.06930924382836227
10-25 km,2019,Ova Voador,14.1,256.82,0.054902266178646526
10-25 km,2019,Pescada,10.8,256.82,0.04205279962619734
10-25 km,2019,Lagosta,10.24,256.82,0.03987228409002414
10-25 km,2019,Serra,9.24,256.82,0.035978506346857723
10-25 km,2019,Marisco,8.33,256.82,0.032435168600576283
10-25 km,2019,Dourado,8.17,256.82,0.031812164161669654
10-25 km,2019,Espada,7.8,256.82,0.030371466396698077
10-25 km,2019,Bicuda,7.42,256.82,0.028891830854294837
10-25 km,2019,Carapeba,4.29,256.82,0.016704306518183942
10-25 km,2019,Biquara,3.73,256.82,0.014523790982010747
10-25 km,2019,Bonito,3.34,256.82,0.013005217662175843
10-25 km,2019,Ariaco,3.05,256.82,0.011876022116657581
10-25 km,2019,Garajuba,2.9499999999999997,256.82,0.01148664434234094
10-25 km,2019,Guaiuba,2.78,256.82,0.010824702126002648
10-25 km,2019,Albacora,1.98,256.82,0.007709679931469511
10-25 km,2019,Cioba,1.74,256.82,0.006775173273109571
10-25 km,2019,Sardinha,1.68,256.82,0.006541546608519586
10-25 km,2019,Arraia,1.06,256.82,0.004127404407756405
10-25 km,2019,Agulhao,0.98,256.82,0.003815902188303092
10-25 km,2019,Salema,0.9600000000000001,256.82,0.0037380266334397635
10-25 km,2019,Camurim,0.94,256.82,0.003660151078576435
10-25 km,2019,Caranguejo,0.88,256.82,0.00342652441398645
10-25 km,2019,Cavala,0.79,256.82,0.003076084417101472
10-25 km,2019,Camurupim,0.68,256.82,0.002647768865353166
10-25 km,2019,Xareu,0.62,256.82,0.0024141422007631806
10-25 km,2019,Bagre,0.61,256.82,0.0023752044233315162
10-25 km,2019,Caçao,0.48,256.82,0.0018690133167198815
10-25 km,2019,Ubarana,0.47,256.82,0.0018300755392882174
10-25 km,2019,Outros,0.42000000000000004,256.82,0.0016353866521298967
10-25 km,2019,Carauna,0.38,256.82,0.0014796355424032397
10-25 km,2019,Pampo,0.29,256.82,0.0011291955455182618
10-25 km,2019,Budiao,0.27,256.82,0.0010513199906549335
10-25 km,2019,Paru,0.19999999999999998,256.82,0.000778755548633284
10-25 km,2019,Dentao,0.14,256.82,0.0005451288840432988
10-25 km,2019,Beijupira,0.05,256.82,0.00019468888715832103
10-25 km,2019,Peixe Galo,0.05,256.82,0.00019468888715832103
10-25 km,2019,Peixe Voador,0.04,256.82,0.0001557511097266568
10-25 km,2019,Pirauna,0.03,256.82,0.0001168133322949926
10-25 km,2019,Siri,0.03,256.82,0.0001168133322949926
10-25 km,2019,Agulha,0.02,256.82,7.78755548633284e-05
10-25 km,2019,Arabaiana,0.02,256.82,7.78755548633284e-05
10-25 km,2019,Sirigado,0.02,256.82,7.78755548633284e-05
10-25 km,2019,Saramunete,0.01,256.82,3.89377774316642e-05
10-25 km,2019,Camarao,0.0,256.82,0.0
10-25 km,2019,Cangulo,0.0,256.82,0.0
10-25 km,2019,Garoupa,0.0,256.82,0.0
10-25 km,2019,Pargo,0.0,256.82,0.0
10-25 km,2019,Polvo,0.0,256.82,0.0
10-25 km,2019,Tilapia,0.0,256.82,0.0
10-25 km,2018,Tainha,22.7,93.8,0.2420042643923241
10-25 km,2018,Buzios,11.9,93.8,0.12686567164179105
10-25 km,2018,Caico,11.4,93.8,0.12153518123667378
10-25 km,2018,Serra,8.3,93.8,0.0884861407249467
10-25 km,2018,Lagosta,8.0,93.8,0.08528784648187633
10-25 km,2018,Xareu,4.4,93.8,0.046908315565031986
10-25 km,2018,Marisco,3.2,93.8,0.03411513859275054
10-25 km,2018,Pescada,2.5,93.8,0.026652452025586356
10-25 km,2018,Sardinha,2.3,93.8,0.024520255863539446
10-25 km,2018,Ova Voador,1.6,93.8,0.01705756929637527
10-25 km,2018,Bonito,1.4,93.8,0.014925373134328358
10-25 km,2018,Carapeba,1.4,93.8,0.014925373134328358
10-25 km,2018,Biquara,1.3,93.8,0.013859275053304905
10-25 km,2018,Espada,1.3,93.8,0.013859275053304905
10-25 km,2018,Ubarana,1.3,93.8,0.013859275053304905
10-25 km,2018,Dourado,1.2,93.8,0.01279317697228145
10-25 km,2018,Ariaco,1.1,93.8,0.011727078891257996
10-25 km,2018,Peixe Voador,1.0,93.8,0.010660980810234541
10-25 km,2018,Camurim,0.9,93.8,0.009594882729211088
10-25 km,2018,Camurupim,0.9,93.8,0.009594882729211088
10-25 km,2018,Agulha,0.8,93.8,0.008528784648187635
10-25 km,2018,Outros,0.8,93.8,0.008528784648187635
10-25 km,2018,Garajuba,0.7999999999999999,93.8,0.008528784648187633
10-25 km,2018,Bicuda,0.7,93.8,0.007462686567164179
10-25 km,2018,Caranguejo,0.5,93.8,0.005330490405117271
10-25 km,2018,Guaiuba,0.5,93.8,0.005330490405117271
10-25 km,2018,Cururuca,0.30000000000000004,93.8,0.003198294243070363
10-25 km,2018,Albacora,0.2,93.8,0.0021321961620469087
10-25 km,2018,Arraia,0.2,93.8,0.0021321961620469087
10-25 km,2018,Bagre,0.2,93.8,0.0021321961620469087
10-25 km,2018,Agulhao,0.1,93.8,0.0010660980810234544
10-25 km,2018,Cavala,0.1,93.8,0.0010660980810234544
10-25 km,2018,Caçao,0.1,93.8,0.0010660980810234544
10-25 km,2018,Cioba,0.1,93.8,0.0010660980810234544
10-25 km,2018,Paru,0.1,93.8,0.0010660980810234544
10-25 km,2018,Salema,0.1,93.8,0.0010660980810234544
10-25 km,2018,Sirigado,0.1,93.8,0.0010660980810234544
10-25 km,2018,Arabaiana,0.0,93.8,0.0
10-25 km,2018,Beijupira,0.0,93.8,0.0
10-25 km,2018,Budiao,0.0,93.8,0.0
10-25 km,2018,Camarao,0.0,93.8,0.0
10-25 km,2018,Cangulo,0.0,93.8,0.0
10-25 km,2018,Carauna,0.0,93.8,0.0
10-25 km,2018,Dentao,0.0,93.8,0.0
10-25 km,2018,Garabebeu,0.0,93.8,0.0
10-25 km,2018,Garoupa,0.0,93.8,0.0
10-25 km,2018,Pampo,0.0,93.8,0.0
10-25 km,2018,Pargo,0.0,93.8,0.0
10-25 km,2018,Peixe Galo,0.0,93.8,0.0
10-25 km,2018,Pirauna,0.0,93.8,0.0
10-25 km,2018,Polvo,0.0,93.8,0.0
10-25 km,2018,Siri,0.0,93.8,0.0
10-25 km,2018,Tilapia,0.0,93.8,0.0
10-25 km,2017,Albacora,69.3,279.6,0.24785407725321884
10-25 km,2017,Sardinha,29.099999999999998,279.6,0.1040772532188841
10-25 km,2017,Caico,25.7,279.6,0.09191702432045779
10-25 km,2017,Lagosta,23.200000000000003,279.6,0.08297567954220315
10-25 km,2017,Serra,16.8,279.6,0.060085836909871244
10-25 km,2017,Outros,14.6,279.6,0.052217453505007144
10-25 km,2017,Peixe Voador,12.1,279.6,0.0432761087267525
10-25 km,2017,Ariaco,11.5,279.6,0.04113018597997138
10-25 km,2017,Tainha,11.5,279.6,0.04113018597997138
10-25 km,2017,Biquara,9.4,279.6,0.033619456366237484
10-25 km,2017,Bagre,8.1,279.6,0.02896995708154506
10-25 km,2017,Dourado,7.0,279.6,0.025035765379113017
10-25 km,2017,Guaiuba,5.8,279.6,0.020743919885550785
10-25 km,2017,Agulha,5.5,279.6,0.019670958512160226
10-25 km,2017,Bonito,4.8,279.6,0.017167381974248924
10-25 km,2017,Carapeba,4.3,279.6,0.015379113018597994
10-25 km,2017,Camurim,3.6,279.6,0.012875536480686695
10-25 km,2017,Buzios,3.0999999999999996,279.6,0.011087267525035763
10-25 km,2017,Cururuca,2.7,279.6,0.00965665236051502
10-25 km,2017,Garajuba,2.6,279.6,0.009298998569384835
10-25 km,2017,Garabebeu,1.9,279.6,0.006795422031473533
10-25 km,2017,Caçao,1.5,279.6,0.00536480686695279
10-25 km,2017,Camurupim,1.2,279.6,0.004291845493562231
10-25 km,2017,Cavala,1.1,279.6,0.003934191702432046
10-25 km,2017,Salema,0.8999999999999999,279.6,0.0032188841201716734
10-25 km,2017,Paru,0.7,279.6,0.0025035765379113014
10-25 km,2017,Caranguejo,0.4,279.6,0.001430615164520744
10-25 km,2017,Marisco,0.4,279.6,0.001430615164520744
10-25 km,2017,Sirigado,0.30000000000000004,279.6,0.001072961373390558
10-25 km,2017,Dentao,0.3,279.6,0.0010729613733905577
10-25 km,2017,Camarao,0.2,279.6,0.000715307582260372
10-25 km,2017,Arabaiana,0.0,279.6,0.0
10-25 km,2017,Garoupa,0.0,279.6,0.0
10-25 km,2017,Pargo,0.0,279.6,0.0
10-25 km,2017,Peixe Galo,0.0,279.6,0.0
10-25 km,2017,Polvo,0.0,279.6,0.0
10-25 km,2017,Siri,0.0,279.6,0.0
10-25 km,2017,Tilapia,0.0,279.6,0.0
10-25 km,2016,Tainha,70.6,278.1,0.2538655160014383
10-25 km,2016,Caico,25.0,278.1,0.08989572096368212
10-25 km,2016,Lagosta,20.099999999999998,278.1,0.07227615965480041
10-25 km,2016,Espada,20.0,278.1,0.07191657677094569
10-25 km,2016,Outros,17.6,278.1,0.06328658755843222
10-25 km,2016,Serra,14.200000000000001,278.1,0.05106076950737145
10-25 km,2016,Guaiuba,11.6,278.1,0.041711614527148506
10-25 km,2016,Dourado,10.6,278.1,0.03811578568860122
10-25 km,2016,Ova Voador,8.3,278.1,0.029845379359942466
10-25 km,2016,Garajuba,7.6000000000000005,278.1,0.027328299172959366
10-25 km,2016,Pescada,6.6,278.1,0.02373247033441208
10-25 km,2016,Arraia,5.9,278.1,0.021215390147428983
10-25 km,2016,Ariaco,5.699999999999999,278.1,0.02049622437971952
10-25 km,2016,Peixe Voador,5.6,278.1,0.020136641495864794
10-25 km,2016,Bonito,5.5,278.1,0.019777058612010068
10-25 km,2016,Sardinha,5.3,278.1,0.01905789284430061
10-25 km,2016,Bagre,5.1,278.1,0.018338727076591153
10-25 km,2016,Biquara,4.9,278.1,0.017619561308881697
10-25 km,2016,Carapeba,4.5,278.1,0.016181229773462782
10-25 km,2016,Buzios,3.3000000000000003,278.1,0.011866235167206042
10-25 km,2016,Garabebeu,3.2,278.1,0.011506652283351312
10-25 km,2016,Camurim,3.1,278.1,0.011147069399496584
10-25 km,2016,Cioba,2.3,278.1,0.008270406328658754
10-25 km,2016,Cururuca,1.8,278.1,0.006472491909385113
10-25 km,2016,Cavala,1.5,278.1,0.005393743257820927
