dominant_propulsion,year,species,sp_production_ton,total_production_ton,species_share
motorised,2016,Lagosta,269.2,7280.4,0.03697599033020164
motorised,2016,Serra,268.9,7280.4,0.03693478380308774
motorised,2016,Outros,228.8,7280.4,0.0314268446788638
motorised,2016,Agulha,210.9,7280.4,0.028968188561068076
motorised,2016,Garajuba,205.4,7280.4,0.028212735563980004
motorised,2016,Caico,187.9,7280.4,0.025809021482336138
motorised,2016,Ova Voador,159.1,7280.4,0.02185319487940223
motorised,2016,Ariaco,155.9,7280.4,0.021413658590187352
motorised,2016,Guaiuba,147.8,7280.4,0.020301082358112194
motorised,2016,Bonito,111.6,7280.4,0.01532882808636888
motorised,2016,Biquara,96.4,7280.4,0.01324103071259821
motorised,2016,Cioba,92.8,7280.4,0.01274655238723147
motorised,2016,Espada,89.2,7280.4,0.012252074061864734
motorised,2016,Bagre,86.7,7280.4,0.01190868633591561
motorised,2016,Pescada,81.2,7280.4,0.011153233338827537
motorised,2016,Arraia,79.6,7280.4,0.010933465194220098
motorised,2016,Carapeba,58.699999999999996,7280.4,0.008062743805285424
motorised,2016,Cavala,51.7,7280.4,0.007101258172627878
motorised,2016,Cururuca,49.7,7280.4,0.006826547991868579
motorised,2016,Caranguejo,47.1,7280.4,0.00646942475688149
motorised,2016,Buzios,44.2,7280.4,0.006071094994780507
motorised,2016,Camurim,40.4,7280.4,0.005549145651337839
motorised,2016,Caçao,39.300000000000004,7280.4,0.005398055051920225
motorised,2016,Camarao,32.7,7280.4,0.004491511455414539
motorised,2016,Sirigado,30.099999999999998,7280.4,0.004134388220427449
motorised,2016,Pargo,22.900000000000002,7280.4,0.003145431569693973
motorised,2016,Tilapia,22.2,7280.4,0.0030492830064282185
motorised,2016,Paru,19.8,7280.4,0.0027196307895170596
motorised,2016,Salema,16.6,7280.4,0.0022800945003021815
motorised,2016,Arabaiana,15.999999999999998,7280.4,0.0021976814460743913
motorised,2016,Polvo,13.2,7280.4,0.001813087193011373
motorised,2016,Dentao,8.5,7280.4,0.0011675182682270207
motorised,2016,Peixe Galo,7.8999999999999995,7280.4,0.0010851052139992307
motorised,2016,Camurupim,6.3,7280.4,0.0008653370693917917
motorised,2016,Garabebeu,4.8,7280.4,0.0006593044338223175
motorised,2016,Garoupa,3.7,7280.4,0.0005082138344047031
motorised,2016,Marisco,3.1,7280.4,0.0004258007801769134
motorised,2016,Siri,2.6,7280.4,0.00035712323498708864
motorised,2015,Albacora,1929.0,4121.6,0.4680221273291925
motorised,2015,Sardinha,265.59999999999997,4121.6,0.06444099378881986
motorised,2015,Peixe Voador,220.5,4121.6,0.053498641304347824
motorised,2015,Tainha,173.6,4121.6,0.0421195652173913
motorised,2015,Lagosta,138.3,4121.6,0.0335549301242236
motorised,2015,Serra,122.0,4121.6,0.029600155279503104
motorised,2015,Dourado,112.3,4121.6,0.027246700310559004
motorised,2015,Agulha,105.1,4121.6,0.025499805900621113
motorised,2015,Guaiuba,102.5,4121.6,0.024868982919254656
motorised,2015,Garajuba,97.3,4121.6,0.023607336956521736
motorised,2015,Bonito,84.39999999999999,4121.6,0.020477484472049685
motorised,2015,Ariaco,83.7,4121.6,0.02030764751552795
motorised,2015,Caico,83.4,4121.6,0.020234860248447204
motorised,2015,Ova Voador,81.4,4121.6,0.019749611801242236
motorised,2015,Cioba,51.0,4121.6,0.012373835403726706
motorised,2015,Outros,50.0,4121.6,0.012131211180124222
motorised,2015,Bagre,47.4,4121.6,0.011500388198757762
motorised,2015,Biquara,38.0,4121.6,0.009219720496894408
motorised,2015,Arraia,28.6,4121.6,0.006939052795031056
motorised,2015,Pescada,27.9,4121.6,0.006769215838509316
motorised,2015,Caranguejo,24.5,4121.6,0.005944293478260869
motorised,2015,Carapeba,24.1,4121.6,0.005847243788819876
motorised,2015,Cavala,24.1,4121.6,0.005847243788819876
motorised,2015,Sirigado,21.0,4121.6,0.005095108695652173
motorised,2015,Buzios,18.8,4121.6,0.004561335403726708
motorised,2015,Caçao,16.5,4121.6,0.004003299689440993
motorised,2015,Camurim,15.1,4121.6,0.003663625776397515
motorised,2015,Cururuca,14.5,4121.6,0.0035180512422360245
motorised,2015,Paru,13.0,4121.6,0.003154114906832298
motorised,2015,Arabaiana,11.299999999999999,4121.6,0.002741653726708074
motorised,2015,Pargo,11.2,4121.6,0.0027173913043478256
motorised,2015,Camarao,10.600000000000001,4121.6,0.0025718167701863355
motorised,2015,Polvo,10.6,4121.6,0.002571816770186335
motorised,2015,Salema,7.8999999999999995,4121.6,0.001916731366459627
motorised,2015,Agulhao,7.2,4121.6,0.001746894409937888
motorised,2015,Xareu,6.9,4121.6,0.0016741071428571428
motorised,2015,Ubarana,6.8999999999999995,4121.6,0.0016741071428571425
motorised,2015,Espada,6.6,4121.6,0.0016013198757763973
motorised,2015,Camurupim,5.2,4121.6,0.0012616459627329193
motorised,2015,Dentao,5.1,4121.6,0.0012373835403726705
motorised,2015,Peixe Galo,4.9,4121.6,0.001188858695652174
motorised,2015,Bicuda,4.0,4121.6,0.0009704968944099378
motorised,2015,Beijupira,2.0999999999999996,4121.6,0.0005095108695652173
motorised,2015,Budiao,1.7,4121.6,0.00041246118012422357
motorised,2015,Tilapia,1.3,4121.6,0.0003154114906832298
motorised,2015,Siri,1.2000000000000002,4121.6,0.0002911490683229814
motorised,2015,Garoupa,1.1,4121.6,0.00026688664596273294
motorised,2015,Cangulo,0.7,4121.6,0.0001698369565217391
motorised,2015,Marisco,0.7,4121.6,0.0001698369565217391
motorised,2015,Carauna,0.6,4121.6,0.00014557453416149066
motorised,2015,Garabebeu,0.1,4121.6,2.4262422360248446e-05
motorised,2015,Pirauna,0.1,4121.6,2.4262422360248446e-05
motorised,2015,Saramunete,0.0,4121.6,0.0
motorised,2014,Albacora,1184.8000000000002,3730.9,0.3175641266182423
motorised,2014,Peixe Voador,609.1,3730.9,0.16325819507357475
motorised,2014,Outros,367.90000000000003,3730.9,0.098608914739071
motorised,2014,Tainha,161.8,3730.9,0.04336755206518535
motorised,2014,Serra,144.8,3730.9,0.03881101074807687
motorised,2014,Lagosta,136.1,3730.9,0.03647913372108606
motorised,2014,Dourado,123.1,3730.9,0.03299471977270899
motorised,2014,Agulha,87.1,3730.9,0.02334557345412635
motorised,2014,Caico,86.2,3730.9,0.023104344796161785
motorised,2014,Bonito,71.4,3730.9,0.019137473531855586
motorised,2014,Sardinha,59.2,3730.9,0.0158674850572248
motorised,2014,Ariaco,58.9,3730.9,0.015787075504569942
motorised,2014,Biquara,52.7,3730.9,0.014125278083036265
motorised,2014,Cururuca,51.9,3730.9,0.013910852609289983
motorised,2014,Bagre,50.3,3730.9,0.013482001661797421
motorised,2014,Guaiuba,46.3,3730.9,0.012409874293066015
motorised,2014,Garajuba,44.7,3730.9,0.011981023345573454
motorised,2014,Cioba,41.7,3730.9,0.011176927819024901
motorised,2014,Pescada,41.3,3730.9,0.011069715082151758
motorised,2014,Arraia,39.1,3730.9,0.010480045029349487
motorised,2014,Espada,38.800000000000004,3730.9,0.010399635476694633
motorised,2014,Carapeba,35.4,3730.9,0.009488327213272937
motorised,2014,Camurim,31.1,3730.9,0.008335790291886675
motorised,2014,Caçao,21.0,3730.9,0.005628668685839878
motorised,2014,Caranguejo,20.400000000000002,3730.9,0.005467849580530168
motorised,2014,Cavala,19.8,3730.9,0.005307030475220457
motorised,2014,Buzios,18.8,3730.9,0.005038998633037605
motorised,2014,Pargo,15.1,3730.9,0.004047280816961055
motorised,2014,Paru,13.2,3730.9,0.003538020316813637
motorised,2014,Sirigado,12.1,3730.9,0.003243185290412501
motorised,2014,Camarao,11.7,3730.9,0.00313597255353936
motorised,2014,Salema,8.9,3730.9,0.002385483395427377
motorised,2014,Camurupim,8.1,3730.9,0.0021710579216810957
motorised,2014,Arabaiana,5.6000000000000005,3730.9,0.0015009783162239676
