local,year,boat_type,vessels_monitored,fleet_production_ton,zero_production_flag
GUAMARE,2023,JAM,0,0.0,True
GUAMARE,2023,JAV,0,0.0,True
GUAMARE,2023,PED,5,180.0,False
GUAMARE,2023,PQM,1,1.0,False
GUAMARE,2023,PQV,0,0.0,True
GUAMARE,2024,BMG,1,3.0,False
GUAMARE,2024,BMM,5,14.0,False
GUAMARE,2024,BMP,4,11.0,False
GUAMARE,2024,BOM,0,0.0,True
GUAMARE,2024,BOV,0,0.0,True
GUAMARE,2024,CAM,47,128.0,False
GUAMARE,2024,CAR,0,0.0,True
GUAMARE,2024,CAV,0,0.0,True
GUAMARE,2024,JAM,0,0.0,True
GUAMARE,2024,JAV,0,0.0,True
GUAMARE,2024,PED,3,52.0,False
GUAMARE,2024,PQM,1,1.0,False
GUAMARE,2024,PQV,0,0.0,True
MACAU,2001,BMM,15,24.13,False
MACAU,2001,BMP,31,80.5,False
MACAU,2001,BOV,67,84.21,False
MACAU,2001,CAV,100,34.46,False
MACAU,2001,PED,1,1.14,False
MACAU,2001,PQM,1,0.05,False
MACAU,2002,BMM,16,31.22,False
MACAU,2002,BMP,31,81.46,False
MACAU,2002,BOV,71,92.33000000000001,False
MACAU,2002,CAV,95,37.29,False
MACAU,2002,PED,5,10.35,False
MACAU,2002,PQM,1,0.02,False
MACAU,2003,BMM,16,39.41,False
MACAU,2003,BMP,39,140.29,False
MACAU,2003,BOV,77,138.54,False
MACAU,2003,CAV,95,41.27,False
MACAU,2003,PED,3,18.17,False
MACAU,2004,BMM,11,60.63,False
MACAU,2004,BMP,44,216.96,False
MACAU,2004,BOV,79,322.17,False
MACAU,2004,CAV,94,57.5,False
MACAU,2004,PED,16,30.83,False
MACAU,2005,BMM,14,43.11,False
MACAU,2005,BMP,45,128.72,False
MACAU,2005,BOV,80,138.44,False
MACAU,2005,CAV,115,71.57,False
MACAU,2005,JAV,3,6.76,False
MACAU,2005,PED,5,2.16,False
MACAU,2006,BMM,12,24.31,False
MACAU,2006,BMP,44,85.5,False
MACAU,2006,BOV,55,48.48,False
MACAU,2006,CAM,42,29.89,False
MACAU,2006,CAV,59,26.77,False
MACAU,2006,JAV,3,1.68,False
MACAU,2006,PQM,1,0.02,False
MACAU,2007,BMM,18,41.45,False
MACAU,2007,BMP,49,157.09,False
MACAU,2007,BOV,48,78.99,False
MACAU,2007,CAM,85,63.37,False
MACAU,2007,CAV,69,27.84,False
MACAU,2007,JAV,3,0.7,False
MACAU,2007,PED,2,0.23,False
MACAU,2008,BMM,31,144.68,False
MACAU,2008,BMP,71,390.96,False
MACAU,2008,BOV,49,181.98,False
MACAU,2008,CAM,120,137.88,False
MACAU,2008,CAV,80,79.23,False
MACAU,2008,JAV,4,34.96,False
MACAU,2008,PED,1,0.13,False
MACAU,2009,BMG,0,25.015,False
MACAU,2009,BMM,30,306.978,False
MACAU,2009,BMP,72,1303.214,False
MACAU,2009,BOM,0,0.0,True
MACAU,2009,BOV,52,300.397,False
MACAU,2009,CAM,131,270.432,False
MACAU,2009,CAV,98,116.235,False
MACAU,2009,JAV,7,83.601,False
MACAU,2009,PED,4,0.438,False
MACAU,2009,PQM,0,0.0,True
MACAU,2010,BMG,0,0.0,True
MACAU,2010,BMM,35,336.251,False
MACAU,2010,BMP,69,1057.952,False
MACAU,2010,BOM,0,0.0,True
MACAU,2010,BOV,35,285.174,False
MACAU,2010,CAM,151,251.186,False
MACAU,2010,CAR,0,0.0,True
MACAU,2010,CAV,70,90.35900000000001,False
MACAU,2010,JAV,6,37.95,False
MACAU,2010,PED,28,22.354,False
MACAU,2010,PQM,0,0.0,True
MACAU,2010,PQR,0,0.0,True
MACAU,2010,PQV,0,0.0,True
MACAU,2011,BMG,0,0.0,True
MACAU,2011,BMM,28,283.413,False
MACAU,2011,BMP,56,712.418,False
MACAU,2011,BOM,21,160.873,False
MACAU,2011,BOV,28,163.751,False
MACAU,2011,CAM,150,234.528,False
MACAU,2011,CAR,4,3.529,False
MACAU,2011,CAV,49,74.05799999999999,False
MACAU,2011,JAM,0,3.224,False
MACAU,2011,JAV,5,67.425,False
MACAU,2011,PED,17,49.459,False
MACAU,2011,PQM,0,0.0,True
MACAU,2011,PQR,0,0.0,True
MACAU,2011,PQV,0,0.0,True
MACAU,2012,BMG,0,1.0,False
MACAU,2012,BMM,22,177.1,False
MACAU,2012,BMP,30,66.4,False
MACAU,2012,BOM,46,402.2,False
MACAU,2012,BOV,24,98.9,False
MACAU,2012,CAM,150,277.1,False
MACAU,2012,CAR,6,1.0,False
MACAU,2012,CAV,40,28.9,False
MACAU,2012,JAM,0,0.1,False
MACAU,2012,JAV,3,14.1,False
MACAU,2012,PED,18,19.2,False
MACAU,2012,PQM,0,0.0,True
MACAU,2012,PQV,0,0.0,True
MACAU,2013,BMG,0,0.0,True
MACAU,2013,BMM,15,153.9,False
MACAU,2013,BMP,19,80.9,False
MACAU,2013,BOM,36,799.3,False
MACAU,2013,BOV,9,110.3,False
MACAU,2013,CAM,95,258.7,False
MACAU,2013,CAR,0,0.1,False
MACAU,2013,CAV,17,37.7,False
MACAU,2013,JAM,7,0.0,True
MACAU,2013,JAV,1,12.7,False
MACAU,2013,PED,11,16.7,False
MACAU,2013,PQM,0,0.0,True
MACAU,2013,PQV,0,0.0,True
MACAU,2014,BMG,0,0.0,True
MACAU,2014,BMM,18,94.1,False
MACAU,2014,BMP,19,52.8,False
MACAU,2014,BOM,44,420.5,False
MACAU,2014,BOV,12,103.5,False
MACAU,2014,CAM,90,113.1,False
MACAU,2014,CAR,0,0.0,True
MACAU,2014,CAV,18,17.1,False
MACAU,2014,JAM,0,0.0,True
MACAU,2014,JAV,2,10.8,False
MACAU,2014,PED,9,6.9,False
MACAU,2014,PQM,0,0.0,True
MACAU,2014,PQV,0,0.0,True
MACAU,2015,BMG,1,11.1,False
MACAU,2015,BMM,22,136.5,False
MACAU,2015,BMP,7,73.5,False
MACAU,2015,BOM,40,361.5,False
MACAU,2015,BOV,7,22.2,False
MACAU,2015,CAM,116,125.8,False
MACAU,2015,CAR,0,0.0,True
MACAU,2015,CAV,10,8.1,False
MACAU,2015,JAM,0,0.0,True
MACAU,2015,JAV,1,4.0,False
MACAU,2015,PED,10,10.2,False
MACAU,2015,PQM,0,0.0,True
MACAU,2015,PQV,0,0.0,True
MACAU,2016,BMG,1,5.0,False
MACAU,2016,BMM,20,247.0,False
MACAU,2016,BMP,20,145.0,False
MACAU,2016,BOM,40,634.0,False
MACAU,2016,BOV,8,91.0,False
MACAU,2016,CAM,112,290.0,False
MACAU,2016,CAR,0,0.0,True
MACAU,2016,CAV,12,25.0,False
MACAU,2016,JAM,0,0.0,True
MACAU,2016,JAV,1,10.0,False
MACAU,2016,PED,11,20.0,False
MACAU,2016,PQM,0,0.0,True
MACAU,2016,PQV,0,0.0,True
MACAU,2017,BMG,1,7.0,False
MACAU,2017,BMM,20,101.0,False
MACAU,2017,BMP,16,0.0,True
MACAU,2017,BOM,36,197.0,False
MACAU,2017,BOV,8,805.0,False
MACAU,2017,CAM,107,117.0,False
MACAU,2017,CAR,0,18.0,False
MACAU,2017,CAV,11,0.0,True
MACAU,2017,JAM,0,32.0,False
MACAU,2017,JAV,1,0.0,True
MACAU,2017,PED,8,247.0,False
MACAU,2017,PQM,0,0.0,True
MACAU,2017,PQV,0,12.0,False
MACAU,2018,BMG,0,0.5,False
MACAU,2018,BMM,31,162.2,False
MACAU,2018,BMP,7,32.1,False
MACAU,2018,BOM,27,120.0,False
MACAU,2018,BOV,6,15.2,False
MACAU,2018,CAM,111,246.5,False
MACAU,2018,CAR,0,0.0,True
MACAU,2018,CAV,12,9.0,False
MACAU,2018,JAM,0,0.0,True
MACAU,2018,JAV,0,0.0,True
MACAU,2018,PED,4,9.8,False
MACAU,2018,PQM,0,0.0,True
MACAU,2018,PQV,0,0.0,True
MACAU,2019,BMG,1,1.8,False
MACAU,2019,BMM,48,383.1,False
MACAU,2019,BMP,11,89.9,False
MACAU,2019,BOM,39,253.2,False
MACAU,2019,BOV,7,37.8,False
MACAU,2019,CAM,151,823.0,False
MACAU,2019,CAR,3,3.2,False
MACAU,2019,CAV,10,17.5,False
MACAU,2019,JAM,0,0.5,False
MACAU,2019,JAV,0,0.0,True
MACAU,2019,PED,9,33.9,False
MACAU,2019,PQM,0,0.0,True
MACAU,2019,PQV,0,0.0,True
MACAU,2020,BMG,2,15.1,False
MACAU,2020,BMM,43,289.2,False
MACAU,2020,BMP,8,76.0,False
MACAU,2020,BOM,34,205.2,False
MACAU,2020,BOV,4,20.7,False
MACAU,2020,CAM,138,719.8,False
MACAU,2020,CAR,3,3.9,False
MACAU,2020,CAV,8,12.2,False
MACAU,2020,JAM,1,0.7,False
MACAU,2020,JAV,0,0.0,True
MACAU,2020,PED,11,27.9,False
MACAU,2020,PQM,0,0.0,True
MACAU,2020,PQV,0,0.0,True
MACAU,2021,BMG,1,3.266,False
MACAU,2021,BMM,43,302.82,False
MACAU,2021,BMP,8,92.337,False
MACAU,2021,BOM,41,267.172,False
MACAU,2021,BOV,5,22.805,False
MACAU,2021,CAM,133,538.332,False
MACAU,2021,CAR,2,2.291,False
MACAU,2021,CAV,9,19.103,False
MACAU,2021,JAM,1,1.855,False
MACAU,2021,JAV,0,0.0,True
MACAU,2021,PED,13,58.638,False
MACAU,2021,PQM,0,0.0,True
MACAU,2021,PQV,0,0.0,True
MACAU,2022,BMG,1,4.0,False
MACAU,2022,BMM,51,314.0,False
MACAU,2022,BMP,10,63.0,False
MACAU,2022,BOM,49,265.0,False
MACAU,2022,BOV,3,11.0,False
MACAU,2022,CAM,145,654.0,False
MACAU,2022,CAR,3,2.0,False
MACAU,2022,CAV,11,23.0,False
MACAU,2022,JAM,0,0.0,True
MACAU,2022,JAV,0,0.0,True
MACAU,2022,PED,11,23.0,False
MACAU,2022,PQM,0,0.0,True
MACAU,2022,PQV,0,0.0,True
MACAU,2023,BMG,2,8.0,False
MACAU,2023,BMM,48,271.0,False
MACAU,2023,BMP,7,33.0,False
MACAU,2023,BOM,42,249.0,False
MACAU,2023,BOV,2,4.0,False
MACAU,2023,CAM,144,696.0,False
MACAU,2023,CAR,2,3.0,False
MACAU,2023,CAV,11,27.0,False
MACAU,2023,JAM,1,3.0,False
MACAU,2023,JAV,0,0.0,True
MACAU,2023,PED,6,62.0,False
MACAU,2023,PQM,1,4.0,False
MACAU,2023,PQV,0,0.0,True
MACAU,2024,BMG,2,12.0,False
MACAU,2024,BMM,43,227.0,False
MACAU,2024,BMP,6,27.0,False
MACAU,2024,BOM,37,209.0,False
MACAU,2024,BOV,2,2.0,False
MACAU,2024,CAM,131,486.0,False
MACAU,2024,CAR,2,2.0,False
MACAU,2024,CAV,10,16.0,False
MACAU,2024,JAM,1,3.0,False
MACAU,2024,JAV,0,0.0,True
MACAU,2024,PED,6,13.0,False
MACAU,2024,PQM,0,0.0,True
MACAU,2024,PQV,0,0.0,True
PORTO DO MANGUE,2001,BMM,13,31.13,False
PORTO DO MANGUE,2001,BMP,3,8.46,False
PORTO DO MANGUE,2001,BOV,26,41.19,False
PORTO DO MANGUE,2001,CAV,19,15.82,False
PORTO DO MANGUE,2002,BMM,16,20.99,False
PORTO DO MANGUE,2002,BMP,2,3.55,False
PORTO DO MANGUE,2002,BOV,27,24.61,False
PORTO DO MANGUE,2002,CAV,22,16.68,False
PORTO DO MANGUE,2003,BMM,13,24.39,False
PORTO DO MANGUE,2003,BMP,2,1.63,False
PORTO DO MANGUE,2003,BOV,24,11.06,False
PORTO DO MANGUE,2003,CAV,15,9.0,False
PORTO DO MANGUE,2004,BMM,13,31.44,False
PORTO DO MANGUE,2004,BMP,3,8.03,False
PORTO DO MANGUE,2004,BOV,18,19.53,False
PORTO DO MANGUE,2004,CAV,17,10.84,False
PORTO DO MANGUE,2005,BMM,12,49.5,False
PORTO DO MANGUE,2005,BMP,8,20.36,False
PORTO DO MANGUE,2005,BOV,36,53.19,False
PORTO DO MANGUE,2005,CAV,28,15.82,False
PORTO DO MANGUE,2005,JAV,4,0.54,False
PORTO DO MANGUE,2005,PQM,3,0.27,False
PORTO DO MANGUE,2006,BMM,9,22.88,False
PORTO DO MANGUE,2006,BMP,4,9.63,False
PORTO DO MANGUE,2006,BOV,18,36.6,False
PORTO DO MANGUE,2006,CAV,13,16.05,False
PORTO DO MANGUE,2007,BMM,8,10.04,False
PORTO DO MANGUE,2007,BMP,6,4.39,False
PORTO DO MANGUE,2007,BOV,32,22.31,False
PORTO DO MANGUE,2007,CAV,22,6.59,False
PORTO DO MANGUE,2007,PQM,7,1.49,False
PORTO DO MANGUE,2008,BMM,10,121.97,False
PORTO DO MANGUE,2008,BMP,27,74.35,False
PORTO DO MANGUE,2008,BOV,35,59.39,False
PORTO DO MANGUE,2008,CAM,9,12.33,False
PORTO DO MANGUE,2008,CAV,22,49.97,False
PORTO DO MANGUE,2008,JAV,17,20.35,False
PORTO DO MANGUE,2008,PQM,26,13.12,False
PORTO DO MANGUE,2009,BMG,1,3.157,False
PORTO DO MANGUE,2009,BMM,14,165.255,False
PORTO DO MANGUE,2009,BMP,21,112.252,False
PORTO DO MANGUE,2009,BOM,0,0.0,True
PORTO DO MANGUE,2009,BOV,22,62.293,False
PORTO DO MANGUE,2009,CAM,32,95.759,False
PORTO DO MANGUE,2009,CAV,32,106.882,False
PORTO DO MANGUE,2009,JAV,7,4.254,False
PORTO DO MANGUE,2009,PQM,8,15.805,False
PORTO DO MANGUE,2009,PQV,16,4.923,False
PORTO DO MANGUE,2010,BMG,1,28.853,False
PORTO DO MANGUE,2010,BMM,19,126.687,False
PORTO DO MANGUE,2010,BMP,12,36.329,False
PORTO DO MANGUE,2010,BOM,0,0.0,True
PORTO DO MANGUE,2010,BOV,23,48.678,False
PORTO DO MANGUE,2010,CAM,30,90.487,False
PORTO DO MANGUE,2010,CAR,0,0.0,True
PORTO DO MANGUE,2010,CAV,29,66.135,False
PORTO DO MANGUE,2010,JAV,5,21.762,False
PORTO DO MANGUE,2010,PED,9,0.0,True
PORTO DO MANGUE,2010,PQM,10,13.242,False
PORTO DO MANGUE,2010,PQR,8,0.763,False
PORTO DO MANGUE,2010,PQV,10,19.44,False
PORTO DO MANGUE,2011,BMG,0,1.627,False
PORTO DO MANGUE,2011,BMM,20,274.702,False
PORTO DO MANGUE,2011,BMP,7,22.145,False
PORTO DO MANGUE,2011,BOM,4,4.602,False
PORTO DO MANGUE,2011,BOV,23,60.526,False
PORTO DO MANGUE,2011,CAM,45,125.064,False
PORTO DO MANGUE,2011,CAR,6,4.491,False
PORTO DO MANGUE,2011,CAV,4,30.97,False
PORTO DO MANGUE,2011,JAM,5,7.119,False
PORTO DO MANGUE,2011,JAV,1,5.186,False
PORTO DO MANGUE,2011,PED,38,27.666,False
PORTO DO MANGUE,2011,PQM,1,6.167,False
PORTO DO MANGUE,2011,PQR,15,0.053,False
PORTO DO MANGUE,2011,PQV,7,8.995,False
PORTO DO MANGUE,2012,BMG,0,0.0,True
PORTO DO MANGUE,2012,BMM,19,108.3,False
PORTO DO MANGUE,2012,BMP,5,12.5,False
PORTO DO MANGUE,2012,BOM,10,23.7,False
PORTO DO MANGUE,2012,BOV,23,54.09999999999999,False
PORTO DO MANGUE,2012,CAM,56,230.4,False
PORTO DO MANGUE,2012,CAR,10,53.90000000000001,False
PORTO DO MANGUE,2012,CAV,4,3.4,False
PORTO DO MANGUE,2012,JAM,4,12.7,False
PORTO DO MANGUE,2012,JAV,0,0.1,False
PORTO DO MANGUE,2012,PED,38,20.2,False
PORTO DO MANGUE,2012,PQM,3,0.4,False
PORTO DO MANGUE,2012,PQV,14,39.4,False
PORTO DO MANGUE,2013,BMG,0,0.0,True
PORTO DO MANGUE,2013,BMM,15,154.0,False
PORTO DO MANGUE,2013,BMP,5,19.5,False
PORTO DO MANGUE,2013,BOM,6,19.3,False
PORTO DO MANGUE,2013,BOV,18,49.7,False
PORTO DO MANGUE,2013,CAM,47,322.1,False
PORTO DO MANGUE,2013,CAR,2,6.7,False
PORTO DO MANGUE,2013,CAV,4,8.9,False
PORTO DO MANGUE,2013,JAM,6,27.6,False
PORTO DO MANGUE,2013,JAV,0,0.0,True
PORTO DO MANGUE,2013,PED,17,19.6,False
PORTO DO MANGUE,2013,PQM,1,0.5,False
PORTO DO MANGUE,2013,PQV,3,35.6,False
PORTO DO MANGUE,2014,BMG,0,0.0,True
PORTO DO MANGUE,2014,BMM,16,70.4,False
PORTO DO MANGUE,2014,BMP,4,15.1,False
PORTO DO MANGUE,2014,BOM,5,9.1,False
PORTO DO MANGUE,2014,BOV,17,32.9,False
PORTO DO MANGUE,2014,CAM,44,86.8,False
PORTO DO MANGUE,2014,CAR,1,0.9,False
PORTO DO MANGUE,2014,CAV,3,1.7,False
PORTO DO MANGUE,2014,JAM,9,17.1,False
PORTO DO MANGUE,2014,JAV,0,0.0,True
PORTO DO MANGUE,2014,PED,18,9.7,False
PORTO DO MANGUE,2014,PQM,0,0.0,True
PORTO DO MANGUE,2014,PQV,4,13.8,False
PORTO DO MANGUE,2015,BMG,0,0.0,True
PORTO DO MANGUE,2015,BMM,18,92.9,False
PORTO DO MANGUE,2015,BMP,16,10.2,False
PORTO DO MANGUE,2015,BOM,5,7.8,False
PORTO DO MANGUE,2015,BOV,16,25.4,False
PORTO DO MANGUE,2015,CAM,49,53.5,False
PORTO DO MANGUE,2015,CAR,0,0.0,True
PORTO DO MANGUE,2015,CAV,2,0.7,False
PORTO DO MANGUE,2015,JAM,13,16.1,False
PORTO DO MANGUE,2015,JAV,0,0.1,False
PORTO DO MANGUE,2015,PED,15,11.1,False
PORTO DO MANGUE,2015,PQM,1,0.2,False
PORTO DO MANGUE,2015,PQV,1,0.2,False
PORTO DO MANGUE,2016,BMG,0,0.0,True
PORTO DO MANGUE,2016,BMM,18,182.0,False
PORTO DO MANGUE,2016,BMP,5,25.0,False
PORTO DO MANGUE,2016,BOM,7,15.0,False
PORTO DO MANGUE,2016,BOV,15,48.0,False
PORTO DO MANGUE,2016,CAM,47,175.0,False
PORTO DO MANGUE,2016,CAR,1,10.0,False
PORTO DO MANGUE,2016,CAV,3,3.0,False
PORTO DO MANGUE,2016,JAM,10,28.0,False
PORTO DO MANGUE,2016,JAV,0,0.0,True
PORTO DO MANGUE,2016,PED,16,23.0,False
PORTO DO MANGUE,2016,PQM,1,1.0,False
PORTO DO MANGUE,2016,PQV,2,17.0,False
PORTO DO MANGUE,2017,BMG,0,0.0,True
PORTO DO MANGUE,2017,BMM,17,26.0,False
PORTO DO MANGUE,2017,BMP,4,3.0,False
PORTO DO MANGUE,2017,BOM,6,151.0,False
PORTO DO MANGUE,2017,BOV,12,16.0,False
PORTO DO MANGUE,2017,CAM,42,56.0,False
PORTO DO MANGUE,2017,CAR,1,21.0,False
PORTO DO MANGUE,2017,CAV,2,0.0,True
PORTO DO MANGUE,2017,JAM,8,5.0,False
PORTO DO MANGUE,2017,JAV,2,33.0,False
PORTO DO MANGUE,2017,PED,21,198.0,False
PORTO DO MANGUE,2017,PQM,0,20.0,False
PORTO DO MANGUE,2017,PQV,2,0.0,True
PORTO DO MANGUE,2018,BMG,0,0.0,True
PORTO DO MANGUE,2018,BMM,16,75.5,False
PORTO DO MANGUE,2018,BMP,2,2.5,False
PORTO DO MANGUE,2018,BOM,6,4.8,False
PORTO DO MANGUE,2018,BOV,6,5.5,False
PORTO DO MANGUE,2018,CAM,29,29.6,False
PORTO DO MANGUE,2018,CAR,0,0.0,True
PORTO DO MANGUE,2018,CAV,1,0.2,False
PORTO DO MANGUE,2018,JAM,16,14.5,False
PORTO DO MANGUE,2018,JAV,0,1.5,False
PORTO DO MANGUE,2018,PED,16,16.3,False
PORTO DO MANGUE,2018,PQM,0,0.0,True
PORTO DO MANGUE,2018,PQV,0,0.0,True
PORTO DO MANGUE,2019,BMG,0,0.0,True
PORTO DO MANGUE,2019,BMM,23,164.7,False
PORTO DO MANGUE,2019,BMP,2,4.9,False
PORTO DO MANGUE,2019,BOM,7,9.3,False
PORTO DO MANGUE,2019,BOV,7,19.8,False
PORTO DO MANGUE,2019,CAM,36,127.0,False
PORTO DO MANGUE,2019,CAR,0,0.0,True
PORTO DO MANGUE,2019,CAV,1,8.8,False
PORTO DO MANGUE,2019,JAM,18,26.4,False
PORTO DO MANGUE,2019,JAV,0,0.0,True
PORTO DO MANGUE,2019,PED,22,37.7,False
PORTO DO MANGUE,2019,PQM,0,0.0,True
PORTO DO MANGUE,2019,PQV,0,0.0,True
PORTO DO MANGUE,2020,BMG,0,0.0,True
PORTO DO MANGUE,2020,BMM,21,141.6,False
PORTO DO MANGUE,2020,BMP,3,15.7,False
PORTO DO MANGUE,2020,BOM,7,10.0,False
PORTO DO MANGUE,2020,BOV,8,20.3,False
PORTO DO MANGUE,2020,CAM,35,81.8,False
PORTO DO MANGUE,2020,CAR,0,0.0,True
PORTO DO MANGUE,2020,CAV,1,0.9,False
PORTO DO MANGUE,2020,JAM,20,32.8,False
PORTO DO MANGUE,2020,JAV,0,0.1,False
PORTO DO MANGUE,2020,PED,21,18.4,False
PORTO DO MANGUE,2020,PQM,0,0.0,True
PORTO DO MANGUE,2020,PQV,0,0.0,True
PORTO DO MANGUE,2021,BMG,0,0.0,True
PORTO DO MANGUE,2021,BMM,20,141.287,False
PORTO DO MANGUE,2021,BMP,6,35.879,False
PORTO DO MANGUE,2021,BOM,4,9.08,False
PORTO DO MANGUE,2021,BOV,9,22.19,False
PORTO DO MANGUE,2021,CAM,40,79.349,False
PORTO DO MANGUE,2021,CAR,0,0.0,True
PORTO DO MANGUE,2021,CAV,1,2.554,False
PORTO DO MANGUE,2021,JAM,22,46.782,False
PORTO DO MANGUE,2021,JAV,0,0.0,True
PORTO DO MANGUE,2021,PED,19,17.521,False
PORTO DO MANGUE,2021,PQM,0,0.0,True
PORTO DO MANGUE,2021,PQV,0,0.0,True
PORTO DO MANGUE,2022,BMG,0,0.0,True
PORTO DO MANGUE,2022,BMM,18,148.0,False
PORTO DO MANGUE,2022,BMP,10,322.0,False
PORTO DO MANGUE,2022,BOM,3,5.0,False
PORTO DO MANGUE,2022,BOV,7,20.0,False
PORTO DO MANGUE,2022,CAM,38,86.0,False
PORTO DO MANGUE,2022,CAR,0,0.0,True
PORTO DO MANGUE,2022,CAV,1,1.0,False
PORTO DO MANGUE,2022,JAM,23,45.0,False
PORTO DO MANGUE,2022,JAV,0,0.0,True
PORTO DO MANGUE,2022,PED,19,23.0,False
PORTO DO MANGUE,2022,PQM,0,0.0,True
PORTO DO MANGUE,2022,PQV,0,0.0,True
PORTO DO MANGUE,2023,BMG,0,0.0,True
PORTO DO MANGUE,2023,BMM,15,119.0,False
PORTO DO MANGUE,2023,BMP,10,227.0,False
PORTO DO MANGUE,2023,BOM,1,3.0,False
PORTO DO MANGUE,2023,BOV,8,24.0,False
PORTO DO MANGUE,2023,CAM,36,80.0,False
PORTO DO MANGUE,2023,CAR,0,0.0,True
PORTO DO MANGUE,2023,CAV,1,1.0,False
PORTO DO MANGUE,2023,JAM,25,63.0,False
PORTO DO MANGUE,2023,JAV,0,0.0,True
PORTO DO MANGUE,2023,PED,19,29.0,False
PORTO DO MANGUE,2023,PQM,0,0.0,True
PORTO DO MANGUE,2023,PQV,0,0.0,True
PORTO DO MANGUE,2024,BMG,0,0.0,True
PORTO DO MANGUE,2024,BMM,15,91.0,False
PORTO DO MANGUE,2024,BMP,10,164.0,False
PORTO DO MANGUE,2024,BOM,2,1.0,False
PORTO DO MANGUE,2024,BOV,7,15.0,False
PORTO DO MANGUE,2024,CAM,29,52.0,False
PORTO DO MANGUE,2024,CAR,0,0.0,True
PORTO DO MANGUE,2024,CAV,1,0.0,True
PORTO DO MANGUE,2024,JAM,25,42.0,False
PORTO DO MANGUE,2024,JAV,0,0.0,True
PORTO DO MANGUE,2024,PED,18,27.0,False
PORTO DO MANGUE,2024,PQM,0,0.0,True
PORTO DO MANGUE,2024,PQV,0,0.0,True
TIBAU,2008,BMM,1,2.44,False
TIBAU,2008,PQM,1,0.12,False
TIBAU,2009,BMM,7,20.37,False
TIBAU,2009,BMP,1,0.399,False
TIBAU,2009,BOM,0,0.0,True
TIBAU,2009,BOV,3,1.755,False
TIBAU,2009,CAM,0,0.0,True
TIBAU,2009,JAV,7,0.0,True
TIBAU,2009,PED,0,0.0,True
TIBAU,2009,PQM,10,5.747,False
TIBAU,2009,PQV,18,7.994,False
TIBAU,2010,BMG,0,0.0,True
TIBAU,2010,BMM,7,12.317,False
TIBAU,2010,BMP,0,0.271,False
TIBAU,2010,BOM,0,0.0,True
TIBAU,2010,BOV,4,3.984,False
TIBAU,2010,CAM,0,0.0,True
TIBAU,2010,CAR,0,0.0,True
TIBAU,2010,CAV,0,0.0,True
TIBAU,2010,JAV,5,1.792,False
TIBAU,2010,PED,0,0.0,True
TIBAU,2010,PQM,21,9.873000000000001,False
TIBAU,2010,PQR,0,0.0,True
TIBAU,2010,PQV,21,11.016,False
TIBAU,2011,BMG,0,0.0,True
TIBAU,2011,BMM,7,16.07,False
TIBAU,2011,BMP,0,0.0,True
TIBAU,2011,BOM,0,0.0,True
TIBAU,2011,BOV,4,4.765,False
TIBAU,2011,CAM,0,0.0,True
TIBAU,2011,CAR,0,0.0,True
TIBAU,2011,CAV,0,0.0,True
TIBAU,2011,JAM,5,2.096,False
TIBAU,2011,JAV,6,4.423,False
TIBAU,2011,PED,0,0.0,True
TIBAU,2011,PQM,18,10.811,False
TIBAU,2011,PQR,5,1.4,False
TIBAU,2011,PQV,10,3.281,False
TIBAU,2012,BMG,0,0.0,True
TIBAU,2012,BMM,6,19.9,False
TIBAU,2012,BMP,0,0.0,True
TIBAU,2012,BOM,0,0.0,True
TIBAU,2012,BOV,5,3.0,False
TIBAU,2012,CAM,0,0.0,True
TIBAU,2012,CAR,0,0.0,True
TIBAU,2012,CAV,0,0.0,True
TIBAU,2012,JAM,3,2.7,False
TIBAU,2012,JAV,5,0.7,False
TIBAU,2012,PED,0,0.0,True
TIBAU,2012,PQM,18,6.3,False
TIBAU,2012,PQV,6,3.1,False
TIBAU,2013,BMG,0,0.0,True
TIBAU,2013,BMM,6,26.24,False
TIBAU,2013,BMP,0,0.0,True
TIBAU,2013,BOM,0,0.0,True
TIBAU,2013,BOV,2,1.2,False
TIBAU,2013,CAM,0,0.0,True
TIBAU,2013,CAR,0,0.0,True
TIBAU,2013,CAV,0,0.0,True
TIBAU,2013,JAM,1,0.8,False
TIBAU,2013,JAV,0,2.8,False
TIBAU,2013,PED,0,0.0,True
TIBAU,2013,PQM,4,6.2,False
TIBAU,2013,PQV,2,4.2,False
TIBAU,2014,BMG,1,6.0,False
TIBAU,2014,BMM,2,0.0,True
TIBAU,2014,BMP,0,0.0,True
TIBAU,2014,BOM,0,0.0,True
TIBAU,2014,BOV,1,1.1,False
TIBAU,2014,CAM,0,0.0,True
TIBAU,2014,CAR,0,0.0,True
TIBAU,2014,CAV,0,0.0,True
TIBAU,2014,JAM,1,0.7,False
TIBAU,2014,JAV,0,0.5,False
TIBAU,2014,PED,0,0.0,True
TIBAU,2014,PQM,4,2.6,False
TIBAU,2014,PQV,2,1.4,False
TIBAU,2015,BMG,0,0.0,True
TIBAU,2015,BMM,5,10.0,False
TIBAU,2015,BMP,0,0.0,True
TIBAU,2015,BOM,0,0.0,True
TIBAU,2015,BOV,2,1.7,False
TIBAU,2015,CAM,0,0.0,True
TIBAU,2015,CAR,0,0.0,True
TIBAU,2015,CAV,0,0.0,True
TIBAU,2015,JAM,1,1.2,False
TIBAU,2015,JAV,0,0.0,True
TIBAU,2015,PED,0,0.0,True
TIBAU,2015,PQM,4,2.4,False
TIBAU,2015,PQV,2,1.5,False
