local,year,gear_cod,gear_type,gear_group,gear_production_ton
CAICARA DO NORTE,2024,LIN,linha,passive,174.5
CAICARA DO NORTE,2024,LML,linha e mergulho livre,mixed,0.0
CAICARA DO NORTE,2024,LRE,linha e rede de espera,mixed,58.4
CAICARA DO NORTE,2024,MEL,mergulho livre,active,0.1
CAICARA DO NORTE,2024,PUC,puçá,active,0.0
CAICARA DO NORTE,2024,RAG,rede agulha,passive,53.0
CAICARA DO NORTE,2024,REC,rede caçoeira,passive,7.4
CAICARA DO NORTE,2024,RES,rede de espera,passive,247.0
CAICARA DO NORTE,2024,RTP,rede de tapagem,passive,0.0
CAICARA DO NORTE,2024,SRD,sardinheira,passive,0.0
CAICARA DO NORTE,2024,TRF,tarrafa,active,0.0
CAICARA DO NORTE,2024,TRM,tremalho,passive,0.7
GALINHOS,2004,APA,arrasto de praia,active,1.71
GALINHOS,2004,CPL,covo peixe e lagosta,passive,0.06
GALINHOS,2004,LIJ,linha e jereré,mixed,14.4
GALINHOS,2004,LIN,linha,passive,7.64
GALINHOS,2004,MEL,mergulho livre,active,0.64
GALINHOS,2004,RES,rede de espera,passive,7.09
GALINHOS,2004,SRD,sardinheira,passive,8.76
GALINHOS,2005,CMN,coleta manual,active,0.24
GALINHOS,2005,LIJ,linha e jereré,mixed,9.72
GALINHOS,2005,LIN,linha,passive,4.23
GALINHOS,2005,MEL,mergulho livre,active,0.57
GALINHOS,2005,RES,rede de espera,passive,10.28
GALINHOS,2005,SRD,sardinheira,passive,0.9
GALINHOS,2005,TRM,tremalho,passive,1.36
GALINHOS,2007,APO,arrasto de porta,active,0.28
GALINHOS,2007,CMN,coleta manual,active,0.79
GALINHOS,2007,LIJ,linha e jereré,mixed,1.02
GALINHOS,2007,LIN,linha,passive,5.54
GALINHOS,2007,MEL,mergulho livre,active,0.8
GALINHOS,2007,RES,rede de espera,passive,9.17
GALINHOS,2007,TRM,tremalho,passive,2.69
GALINHOS,2008,APA,arrasto de praia,active,14.21
GALINHOS,2008,APO,arrasto de porta,active,0.96
GALINHOS,2008,CMN,coleta manual,active,1.14
GALINHOS,2008,CVL,covo lagosta,passive,0.01
GALINHOS,2008,LIJ,linha e jereré,mixed,29.29
GALINHOS,2008,LIN,linha,passive,26.33
GALINHOS,2008,MEL,mergulho livre,active,2.6
GALINHOS,2008,PUC,puçá,active,0.07
GALINHOS,2008,RES,rede de espera,passive,55.74
GALINHOS,2008,RTP,rede de tapagem,passive,0.01
GALINHOS,2008,SRD,sardinheira,passive,3.62
GALINHOS,2008,TRM,tremalho,passive,13.97
GALINHOS,2009,APA,arrasto de praia,active,32.999
GALINHOS,2009,APO,arrasto de porta,active,4.222
GALINHOS,2009,CMN,coleta manual,active,15.4391
GALINHOS,2009,CMP,compressor,active,0.0
GALINHOS,2009,CUR,curral,passive,0.0
GALINHOS,2009,CVL,covo lagosta,passive,0.0
GALINHOS,2009,CVP,covo peixe,passive,0.0
GALINHOS,2009,ESP,espinhel,passive,0.0
GALINHOS,2009,LCP,linha e covo peixe,mixed,0.0
GALINHOS,2009,LIJ,linha e jereré,passive,30.213
GALINHOS,2009,LIN,linha,passive,19.4126
GALINHOS,2009,MEL,mergulho livre,active,4.577
GALINHOS,2009,PUC,puçá/mangote,active,0.0
GALINHOS,2009,RAG,rede agulha,passive,4.243
GALINHOS,2009,RCA,rede caçoeira,passive,0.0
GALINHOS,2009,RES,rede de espera,passive,7.2794
GALINHOS,2009,RTP,rede de tapagem,passive,0.0
GALINHOS,2009,SRD,sardinheira,active,10.6031
GALINHOS,2009,TNR,tainheira,active,59.6603
GALINHOS,2009,TRF,tarrafa,active,0.19
GALINHOS,2009,TRM,tresmalho,passive,18.1647
GALINHOS,2010,APA,arrasto de praia,active,10.797
GALINHOS,2010,APO,arrasto de porta,active,0.942
GALINHOS,2010,CMN,coleta manual,active,51.294
GALINHOS,2010,CMP,compressor,active,0.0
GALINHOS,2010,CUR,curral,passive,0.0
GALINHOS,2010,CVL,covo lagosta,passive,0.0
GALINHOS,2010,CVP,covo peixe,passive,0.0
GALINHOS,2010,ESP,espinhel,passive,0.0
GALINHOS,2010,LCP,linha e covo peixe,passive,0.0
GALINHOS,2010,LES,linha e espinhel,passive,0.0
GALINHOS,2010,LIJ,linha e jereré,passive,34.103
GALINHOS,2010,LIN,linha,passive,23.426
GALINHOS,2010,LRE,linha e rede de espera,passive,0.0
GALINHOS,2010,MEL,mergulho livre,active,3.643
GALINHOS,2010,PUC,puçá,active,0.007
GALINHOS,2010,RAG,rede de agulha,passive,3.501
GALINHOS,2010,RCA,rede caçoeira,passive,0.0
GALINHOS,2010,RES,rede de espera,passive,20.708
GALINHOS,2010,RTP,rede de tapagem,passive,0.0
GALINHOS,2010,SRD,sardinheira,active,13.355
GALINHOS,2010,TNR,tainheira,active,50.441
GALINHOS,2010,TRF,tarrafa,active,0.006
GALINHOS,2010,TRM,tresmalho,passive,34.41
GALINHOS,2011,APA,arrasto de praia,active,0.453
GALINHOS,2011,APO,arrasto de porta,active,0.652
GALINHOS,2011,CMN,coleta manual,active,29.496
GALINHOS,2011,CMP,compressor,active,0.21
GALINHOS,2011,CPL,covo peixe e lagosta,passive,0.236
GALINHOS,2011,LIJ,linha e jereré,mixed,25.936
GALINHOS,2011,LIN,linha,passive,27.723
GALINHOS,2011,LML,linha e mergulho livre,mixed,0.62
GALINHOS,2011,LRE,linha e rede de espera,mixed,0.233
GALINHOS,2011,MEL,mergulho livre,active,8.463
GALINHOS,2011,PUC,puçá,active,0.78
GALINHOS,2011,RCA,rede caçoeira,passive,0.071
GALINHOS,2011,RES,rede de espera,passive,26.594
GALINHOS,2011,SRD,sardinheira,passive,18.782
GALINHOS,2011,TNR,traineira,active,43.224
GALINHOS,2011,TRF,tarrafa,active,0.336
GALINHOS,2011,TRM,tremalho,passive,53.995
GALINHOS,2012,APA,arrasto de praia,active,0.1
GALINHOS,2012,APO,arrasto de porta,active,0.0
GALINHOS,2012,CMN,coleta manual,active,13.1
GALINHOS,2012,CMP,compressor,active,0.5
GALINHOS,2012,CPL,covo peixe e lagosta,passive,0.6000000000000001
GALINHOS,2012,CUR,curral,passive,0.0
GALINHOS,2012,CVL,covo lagosta,passive,0.0
GALINHOS,2012,CVP,covo peixe,passive,0.0
GALINHOS,2012,JER,jereré,active,0.0
GALINHOS,2012,LCL,linha e covo lagosta,mixed,0.0
GALINHOS,2012,LCP,linha e covo peixe,mixed,0.0
GALINHOS,2012,LES,linha e espinhel,mixed,0.0
GALINHOS,2012,LIJ,linha e jereré,mixed,34.7
GALINHOS,2012,LIN,linha,passive,27.9
GALINHOS,2012,LML,linha e mergulho livre,mixed,1.2
GALINHOS,2012,LRE,linha e rede de espera,mixed,0.2
GALINHOS,2012,MEL,mergulho livre,active,0.9
GALINHOS,2012,PUC,puçá,active,0.0
GALINHOS,2012,RAG,rede agulha,passive,0.0
GALINHOS,2012,RCA,rede caçoeira,passive,0.0
GALINHOS,2012,RES,rede de espera,passive,31.2
GALINHOS,2012,RTP,rede de tapagem,passive,0.0
GALINHOS,2012,SRD,sardinheira,passive,0.0
GALINHOS,2012,TNR,traineira,active,38.8
GALINHOS,2012,TRF,tarrafa,active,0.1
GALINHOS,2012,TRM,tremalho,passive,70.4
GALINHOS,2013,APA,arrasto de praia,active,3.4
GALINHOS,2013,APO,arrasto de porta,active,0.2
GALINHOS,2013,CMN,coleta manual,active,3.2
GALINHOS,2013,CMP,compressor,active,1.9
GALINHOS,2013,CPL,covo peixe e lagosta,passive,0.0
GALINHOS,2013,CUR,curral,passive,0.0
GALINHOS,2013,CVL,covo lagosta,passive,1.1
GALINHOS,2013,CVP,covo peixe,passive,0.0
GALINHOS,2013,ESP,espinhel,passive,0.5
GALINHOS,2013,JER,jereré,active,0.0
GALINHOS,2013,LCL,linha e covo lagosta,passive,0.0
GALINHOS,2013,LCP,linha e covo peixe,passive,0.0
GALINHOS,2013,LES,linha e espinhel,passive,0.0
GALINHOS,2013,LIJ,linha e jereré,passive,33.3
GALINHOS,2013,LIN,linha,passive,20.0
GALINHOS,2013,LML,linha e mergulho livre,mixed,2.4
GALINHOS,2013,LRE,linha e rede de espera,passive,0.0
GALINHOS,2013,MEL,mergulho livre,active,0.7
GALINHOS,2013,PUC,puçá,active,0.7
GALINHOS,2013,RAG,rede agulha,passive,0.0
GALINHOS,2013,RCA,rede caçoeira,passive,1.7
GALINHOS,2013,RES,rede de espera,passive,47.0
GALINHOS,2013,RTP,rede de tapagem,passive,0.0
GALINHOS,2013,SRD,sardinheira,active,1.8
GALINHOS,2013,TNR,tainheira,active,34.0
GALINHOS,2013,TRF,tarrafa,active,0.0
GALINHOS,2013,TRM,tresmalho,passive,63.7
GALINHOS,2014,APA,arrasto de praia,active,0.0
GALINHOS,2014,APO,arrasto de porta,active,0.0
GALINHOS,2014,CMN,coleta manual,active,0.9
GALINHOS,2014,CMP,compressor,active,0.5
GALINHOS,2014,CPL,covo peixe e lagosta,passive,0.1
GALINHOS,2014,CUR,curral,passive,0.0
GALINHOS,2014,CVL,covo lagosta,passive,0.0
GALINHOS,2014,CVP,covo peixe,passive,0.0
GALINHOS,2014,JER,jereré,active,0.0
GALINHOS,2014,LCP,linha e covo peixe,mixed,0.0
GALINHOS,2014,LES,linha e espinhel,mixed,0.0
GALINHOS,2014,LIJ,linha e jereré,mixed,31.7
GALINHOS,2014,LIN,linha,passive,4.4
GALINHOS,2014,LML,linha e mergulho livre,mixed,0.6
GALINHOS,2014,LRE,linha e rede de espera,mixed,0.6
GALINHOS,2014,MEL,mergulho livre,active,0.4
GALINHOS,2014,PUC,puçá,active,0.0
GALINHOS,2014,RAG,rede agulha,passive,0.0
GALINHOS,2014,RCA,rede caçoeira,passive,0.0
GALINHOS,2014,RES,rede de espera,passive,23.1
GALINHOS,2014,RTP,rede de tapagem,passive,0.0
GALINHOS,2014,SRD,sardinheira,passive,0.2
GALINHOS,2014,TNR,traineira,active,16.2
GALINHOS,2014,TRF,tarrafa,active,0.0
GALINHOS,2014,TRM,tremalho,passive,15.6
GALINHOS,2015,APA,arrasto de praia,active,0.4
GALINHOS,2015,APO,arrasto de porta,active,0.0
GALINHOS,2015,CMN,coleta manual,active,1.9
GALINHOS,2015,CMP,compressor,active,0.0
GALINHOS,2015,COQ,coqueiro,active,0.0
GALINHOS,2015,CPL,covo peixe e lagosta,passive,0.0
GALINHOS,2015,CUR,curral,passive,0.0
GALINHOS,2015,CVL,covo lagosta,passive,0.0
GALINHOS,2015,CVP,covo peixe,passive,0.0
GALINHOS,2015,JER,jereré,active,0.0
GALINHOS,2015,LCL,linha e covo lagosta,mixed,0.0
GALINHOS,2015,LCP,linha e covo peixe,mixed,0.0
GALINHOS,2015,LES,linha e espinhel,mixed,0.0
GALINHOS,2015,LIJ,linha e jereré,mixed,6.7
GALINHOS,2015,LIN,linha,passive,9.1
GALINHOS,2015,LRE,linha e rede de espera,mixed,0.0
GALINHOS,2015,MEL,mergulho livre,active,0.9
GALINHOS,2015,PUC,puçá,active,0.0
GALINHOS,2015,RAG,rede agulha,passive,0.0
GALINHOS,2015,RCA,rede caçoeira,passive,0.0
GALINHOS,2015,RES,rede de espera,passive,31.8
GALINHOS,2015,RTP,rede de tapagem,passive,0.0
GALINHOS,2015,SRD,sardinheira,passive,4.4
GALINHOS,2015,TNR,traineira,active,16.4
GALINHOS,2015,TRF,tarrafa,active,0.0
GALINHOS,2015,TRM,tremalho,passive,17.1
GALINHOS,2016,APA,arrasto de praia,active,1.3
GALINHOS,2016,APO,arrasto de porta,active,0.0
GALINHOS,2016,CMN,coleta manual,active,4.9
GALINHOS,2016,CMP,compressor,active,1.0
GALINHOS,2016,COQ,coqueiro,active,0.0
GALINHOS,2016,CPL,covo peixe e lagosta,passive,0.2
GALINHOS,2016,CUR,curral,passive,0.0
GALINHOS,2016,CVL,covo lagosta,passive,0.3
GALINHOS,2016,CVP,covo peixe,passive,0.0
GALINHOS,2016,JER,jereré,active,0.0
GALINHOS,2016,LCL,linha e covo lagosta,mixed,0.0
GALINHOS,2016,LCP,linha e covo peixe,mixed,0.0
GALINHOS,2016,LES,linha e espinhel,mixed,0.0
GALINHOS,2016,LIJ,linha e jereré,mixed,28.8
GALINHOS,2016,LIN,linha,passive,14.6
GALINHOS,2016,LML,linha e mergulho livre,mixed,1.4
GALINHOS,2016,LRE,linha e rede de espera,mixed,0.2
GALINHOS,2016,MEL,mergulho livre,active,1.1
GALINHOS,2016,PUC,puçá,active,0.0
GALINHOS,2016,RAG,rede agulha,passive,0.0
GALINHOS,2016,RCA,rede caçoeira,passive,0.4
GALINHOS,2016,RES,rede de espera,passive,60.1
GALINHOS,2016,RTP,rede de tapagem,passive,0.0
GALINHOS,2016,SRD,sardinheira,passive,3.2
GALINHOS,2016,TNR,traineira,active,32.7
GALINHOS,2016,TRF,tarrafa,active,0.0
GALINHOS,2016,TRM,tremalho,passive,52.6
GALINHOS,2017,APA,arrasto de praia,active,2.4
GALINHOS,2017,APO,arrasto de porta,active,0.1
GALINHOS,2017,CMN,coleta manual,active,2.3
GALINHOS,2017,CMP,compressor,active,1.1
GALINHOS,2017,COQ,coqueiro,active,0.0
GALINHOS,2017,CPL,covo peixe e lagosta,passive,0.2
GALINHOS,2017,CUR,curral,passive,0.0
GALINHOS,2017,CVL,covo lagosta,passive,0.4
GALINHOS,2017,CVP,covo peixe,passive,0.0
GALINHOS,2017,JER,jereré,active,0.0
GALINHOS,2017,LCL,linha e covo lagosta,mixed,0.0
GALINHOS,2017,LCP,linha e covo peixe,mixed,0.0
GALINHOS,2017,LES,linha e espinhel,mixed,0.0
GALINHOS,2017,LIJ,linha e jereré,mixed,39.5
GALINHOS,2017,LIN,linha,passive,15.9
GALINHOS,2017,LML,linha e mergulho livre,mixed,1.8
GALINHOS,2017,LRE,linha e rede de espera,mixed,0.5
GALINHOS,2017,MEL,mergulho livre,active,1.0
GALINHOS,2017,PUC,puçá,active,0.0
GALINHOS,2017,RAG,rede agulha,passive,0.0
GALINHOS,2017,RCA,rede caçoeira,passive,1.2
GALINHOS,2017,RES,rede de espera,passive,53.5
GALINHOS,2017,RTP,rede de tapagem,passive,0.0
GALINHOS,2017,SRD,sardinheira,passive,3.9
GALINHOS,2017,TNR,traineira,active,34.3
GALINHOS,2017,TRF,tarrafa,active,0.0
GALINHOS,2017,TRM,tremalho,passive,45.8
GALINHOS,2018,APA,arrasto de praia,active,0.0
GALINHOS,2018,APO,arrasto de porta,active,0.0
GALINHOS,2018,CMN,coleta manual,active,15.6
GALINHOS,2018,CMP,compressor,active,0.0
GALINHOS,2018,COQ,coqueiro,active,2.7
GALINHOS,2018,CPL,covo peixe e lagosta,passive,0.0
GALINHOS,2018,CUR,curral,passive,0.0
GALINHOS,2018,CVL,covo lagosta,passive,0.0
GALINHOS,2018,CVP,covo peixe,passive,0.0
GALINHOS,2018,JER,jereré,active,0.0
GALINHOS,2018,LES,linha e espinhel,mixed,0.0
GALINHOS,2018,LIJ,linha e jereré,mixed,0.4
GALINHOS,2018,LIN,linha,passive,1.3
GALINHOS,2018,LRE,linha e rede de espera,mixed,0.8
GALINHOS,2018,MEL,mergulho livre,active,0.1
GALINHOS,2018,PUC,puçá,active,0.0
GALINHOS,2018,RAG,rede agulha,passive,0.0
GALINHOS,2018,RCA,rede caçoeira,passive,0.0
GALINHOS,2018,RES,rede de espera,passive,19.2
GALINHOS,2018,RTP,rede de tapagem,passive,0.0
GALINHOS,2018,SRD,sardinheira,passive,1.8
GALINHOS,2018,TNR,traineira,active,15.3
GALINHOS,2018,TRF,tarrafa,active,0.0
GALINHOS,2018,TRM,tremalho,passive,18.7
GALINHOS,2019,APA,arrasto de praia,active,0.0
GALINHOS,2019,APO,arrasto de porta,active,0.0
GALINHOS,2019,CMN,coleta manual,active,46.4
GALINHOS,2019,CMP,compressor,active,0.0
GALINHOS,2019,COQ,coqueiro,active,0.0
GALINHOS,2019,CPL,covo peixe e lagosta,passive,0.0
GALINHOS,2019,CUR,curral,passive,0.0
GALINHOS,2019,CVL,covo lagosta,passive,0.0
GALINHOS,2019,CVP,covo peixe,passive,0.0
GALINHOS,2019,JER,jereré,active,0.0
GALINHOS,2019,LCL,linha e covo lagosta,mixed,0.0
GALINHOS,2019,LCP,linha e covo peixe,mixed,0.0
GALINHOS,2019,LES,linha e espinhel,mixed,0.0
GALINHOS,2019,LIJ,linha e jereré,mixed,26.0
GALINHOS,2019,LIN,linha,passive,3.7
GALINHOS,2019,LML,linha e mergulho livre,mixed,1.0
GALINHOS,2019,LRE,linha e rede de espera,mixed,0.3
GALINHOS,2019,MEL,mergulho livre,active,2.1
GALINHOS,2019,PUC,puçá,active,0.0
GALINHOS,2019,RAG,rede agulha,passive,0.0
GALINHOS,2019,RCA,rede caçoeira,passive,0.0
GALINHOS,2019,RES,rede de espera,passive,30.8
GALINHOS,2019,RTP,rede de tapagem,passive,0.0
GALINHOS,2019,SRD,sardinheira,passive,1.3
GALINHOS,2019,TNR,traineira,active,27.6
GALINHOS,2019,TRF,tarrafa,active,0.0
GALINHOS,2019,TRM,tremalho,passive,83.2
GALINHOS,2020,APA,arrasto de praia,active,0.6
GALINHOS,2020,APO,arrasto de porta,active,0.0
GALINHOS,2020,CMN,coleta manual,active,46.6
GALINHOS,2020,CMP,compressor,active,0.0
GALINHOS,2020,COQ,coqueiro,active,0.0
GALINHOS,2020,CPL,covo peixe e lagosta,passive,0.0
GALINHOS,2020,CUR,curral,passive,0.0
GALINHOS,2020,CVL,covo lagosta,passive,0.0
GALINHOS,2020,CVP,covo peixe,passive,0.0
GALINHOS,2020,JER,jereré,active,0.0
GALINHOS,2020,LCL,linha e covo lagosta,mixed,0.0
GALINHOS,2020,LCP,linha e covo peixe,mixed,0.0
GALINHOS,2020,LES,linha e espinhel,mixed,0.0
GALINHOS,2020,LIJ,linha e jereré,mixed,19.1
GALINHOS,2020,LIN,linha,passive,3.9
GALINHOS,2020,LML,linha e mergulho livre,mixed,2.1
GALINHOS,2020,LRE,linha e rede de espera,mixed,0.0
GALINHOS,2020,MEL,mergulho livre,active,0.0
GALINHOS,2020,PUC,puçá,active,0.0
GALINHOS,2020,RAG,rede agulha,passive,0.0
GALINHOS,2020,RCA,rede caçoeira,passive,0.0
GALINHOS,2020,RES,rede de espera,passive,17.9
GALINHOS,2020,RTP,rede de tapagem,passive,0.0
GALINHOS,2020,SRD,sardinheira,passive,0.4
GALINHOS,2020,TNR,traineira,active,43.3
GALINHOS,2020,TRF,tarrafa,active,0.0
GALINHOS,2020,TRM,tremalho,passive,45.7
GALINHOS,2021,APA,arrasto de praia,active,0.0
GALINHOS,2021,APO,arrasto de porta,active,0.0
GALINHOS,2021,CMN,coleta manual,active,35.8
GALINHOS,2021,CMP,compressor,active,0.0
GALINHOS,2021,COQ,coqueiro,active,0.0
GALINHOS,2021,CPL,covo peixe e lagosta,passive,0.0
GALINHOS,2021,CUR,curral,passive,0.0
GALINHOS,2021,CVL,covo lagosta,passive,0.0
GALINHOS,2021,CVP,covo peixe,passive,0.0
GALINHOS,2021,JER,jereré,active,0.0
GALINHOS,2021,LCL,linha e covo lagosta,mixed,0.0
GALINHOS,2021,LCP,linha e covo peixe,mixed,0.0
GALINHOS,2021,LES,linha e espinhel,mixed,0.0
GALINHOS,2021,LIJ,linha e jereré,mixed,32.8
GALINHOS,2021,LIN,linha,passive,10.7
GALINHOS,2021,LML,linha e mergulho livre,mixed,3.6
GALINHOS,2021,LRE,linha e rede de espera,mixed,0.5
GALINHOS,2021,MEL,mergulho livre,active,0.8
GALINHOS,2021,PUC,puçá,active,0.0
GALINHOS,2021,RAG,rede agulha,passive,0.0
GALINHOS,2021,RCA,rede caçoeira,passive,0.0
GALINHOS,2021,RES,rede de espera,passive,18.1
GALINHOS,2021,RTP,rede de tapagem,passive,0.0
GALINHOS,2021,SRD,sardinheira,passive,0.2
GALINHOS,2021,TNR,traineira,active,58.1
GALINHOS,2021,TRF,tarrafa,active,0.0
GALINHOS,2021,TRM,tremalho,passive,33.6
GALINHOS,2022,APO,arrasto de porta,active,0.0
GALINHOS,2022,CMN,coleta manual,active,49.6
GALINHOS,2022,CMP,compressor,active,0.0
GALINHOS,2022,COQ,coqueiro,active,0.0
GALINHOS,2022,CPL,covo peixe e lagosta,passive,0.0
GALINHOS,2022,CUR,curral,passive,0.0
GALINHOS,2022,CVL,covo lagosta,passive,0.0
GALINHOS,2022,CVP,covo peixe,passive,0.0
GALINHOS,2022,LES,linha e espinhel,mixed,0.0
GALINHOS,2022,LIJ,linha e jereré,mixed,18.5
GALINHOS,2022,LIN,linha,passive,12.9
GALINHOS,2022,LML,linha e mergulho livre,mixed,4.2
GALINHOS,2022,LRE,linha e rede de espera,mixed,0.6
GALINHOS,2022,MEL,mergulho livre,active,0.2
GALINHOS,2022,PUC,puçá,active,0.0
GALINHOS,2022,RAG,rede agulha,passive,0.0
GALINHOS,2022,RCA,rede caçoeira,passive,0.0
GALINHOS,2022,RES,rede de espera,passive,17.5
GALINHOS,2022,RTP,rede de tapagem,passive,0.0
GALINHOS,2022,SRD,sardinheira,passive,0.0
GALINHOS,2022,TNR,traineira,active,55.8
GALINHOS,2022,TRF,tarrafa,active,0.0
GALINHOS,2022,TRM,tremalho,passive,38.2
GALINHOS,2023,APO,arrasto de porta,active,0.0
GALINHOS,2023,CMN,coleta manual,active,85.8
GALINHOS,2023,CMP,compressor,active,0.0
GALINHOS,2023,COQ,coqueiro,active,0.0
GALINHOS,2023,CPL,covo peixe e lagosta,passive,0.0
GALINHOS,2023,CUR,curral,passive,0.0
GALINHOS,2023,CVL,covo lagosta,passive,0.0
GALINHOS,2023,CVP,covo peixe,passive,0.0
GALINHOS,2023,JER,jereré,active,0.0
GALINHOS,2023,LES,linha e espinhel,mixed,0.0
GALINHOS,2023,LIJ,linha e jereré,mixed,20.7
GALINHOS,2023,LIN,linha,passive,13.6
GALINHOS,2023,LML,linha e mergulho livre,mixed,4.9
GALINHOS,2023,LRE,linha e rede de espera,mixed,1.4
GALINHOS,2023,MEL,mergulho livre,active,0.7
GALINHOS,2023,PUC,puçá,active,0.0
GALINHOS,2023,RAG,rede agulha,passive,0.0
GALINHOS,2023,RCA,rede caçoeira,passive,0.0
GALINHOS,2023,RES,rede de espera,passive,25.3
GALINHOS,2023,RTP,rede de tapagem,passive,0.0
GALINHOS,2023,SRD,sardinheira,passive,0.6
GALINHOS,2023,TNR,traineira,active,51.2
GALINHOS,2023,TRF,tarrafa,active,0.0
GALINHOS,2023,TRM,tremalho,passive,29.3
GALINHOS,2024,APO,arrasto de porta,active,0.0
GALINHOS,2024,CMN,coleta manual,active,41.9
GALINHOS,2024,CMP,compressor,active,0.3
GALINHOS,2024,COQ,palha de coqueiro,passive,0.0
GALINHOS,2024,CUR,curral,passive,0.0
GALINHOS,2024,CVL,covo lagosta,passive,0.0
GALINHOS,2024,CVP,covo peixe,passive,0.0
GALINHOS,2024,ESP,espinhel,passive,0.0
GALINHOS,2024,LES,linha e espinhel,mixed,0.0
GALINHOS,2024,LIJ,linha e jereré,mixed,12.6
GALINHOS,2024,LIN,linha,passive,18.4
GALINHOS,2024,LML,linha e mergulho livre,mixed,4.8
GALINHOS,2024,LRE,linha e rede de espera,mixed,0.1
GALINHOS,2024,MEL,mergulho livre,active,0.3
GALINHOS,2024,PUC,puçá,active,0.0
GALINHOS,2024,RAG,rede agulha,passive,0.0
GALINHOS,2024,REC,rede caçoeira,passive,0.0
GALINHOS,2024,RES,rede de espera,passive,74.4
GALINHOS,2024,RTP,rede de tapagem,passive,0.0
GALINHOS,2024,SRD,sardinheira,passive,0.0
GALINHOS,2024,TRF,tarrafa,active,0.0
GALINHOS,2024,TRM,tremalho,passive,25.2
GROSSOS,2003,CVL,covo lagosta,passive,0.82
GROSSOS,2005,CVL,covo lagosta,passive,2.77
GROSSOS,2007,CVL,covo lagosta,passive,1.3
GROSSOS,2009,APA,arrasto de praia,active,0.0
GROSSOS,2009,APO,arrasto de porta,active,1.1144
GROSSOS,2009,CMN,coleta manual,active,2.7163
GROSSOS,2009,CMP,compressor,active,0.0
GROSSOS,2009,CUR,curral,passive,0.0
GROSSOS,2009,CVL,covo lagosta,passive,0.2772
GROSSOS,2009,CVP,covo peixe,passive,0.0
GROSSOS,2009,ESP,espinhel,passive,0.0
GROSSOS,2009,LCP,linha e covo peixe,mixed,0.0
GROSSOS,2009,LIJ,linha e jereré,passive,0.0
GROSSOS,2009,LIN,linha,passive,2.1103
GROSSOS,2009,MEL,mergulho livre,active,0.0
GROSSOS,2009,PUC,puçá/mangote,active,0.0355
GROSSOS,2009,RAG,rede agulha,passive,0.0
GROSSOS,2009,RCA,rede caçoeira,passive,11.5749
GROSSOS,2009,RES,rede de espera,passive,33.5453
GROSSOS,2009,RTP,rede de tapagem,passive,0.0
GROSSOS,2009,SRD,sardinheira,active,0.0
GROSSOS,2009,TNR,tainheira,active,12.327
GROSSOS,2009,TRF,tarrafa,active,8.4385
GROSSOS,2009,TRM,tresmalho,passive,0.0
GROSSOS,2010,APA,arrasto de praia,active,0.0
GROSSOS,2010,APO,arrasto de porta,active,0.0
GROSSOS,2010,CMN,coleta manual,active,10.045
GROSSOS,2010,CMP,compressor,active,0.0
GROSSOS,2010,CUR,curral,passive,0.0
GROSSOS,2010,CVL,covo lagosta,passive,3.833
GROSSOS,2010,CVP,covo peixe,passive,0.0
GROSSOS,2010,ESP,espinhel,passive,0.0
GROSSOS,2010,LCP,linha e covo peixe,passive,0.0
GROSSOS,2010,LES,linha e espinhel,passive,0.0
GROSSOS,2010,LIJ,linha e jereré,passive,0.0
GROSSOS,2010,LIN,linha,passive,1.155
GROSSOS,2010,LRE,linha e rede de espera,passive,0.0
GROSSOS,2010,MEL,mergulho livre,active,0.621
GROSSOS,2010,PUC,puçá,active,5.46
GROSSOS,2010,RAG,rede de agulha,passive,0.0
GROSSOS,2010,RCA,rede caçoeira,passive,10.867
GROSSOS,2010,RES,rede de espera,passive,46.662
GROSSOS,2010,RTP,rede de tapagem,passive,0.0
GROSSOS,2010,SRD,sardinheira,active,0.0
GROSSOS,2010,TNR,tainheira,active,20.804
GROSSOS,2010,TRF,tarrafa,active,8.567
GROSSOS,2010,TRM,tresmalho,passive,0.0
GROSSOS,2011,APO,arrasto de porta,active,2.159
GROSSOS,2011,CMN,coleta manual,active,4.03
GROSSOS,2011,CPL,covo peixe e lagosta,passive,0.451
GROSSOS,2011,CVL,covo lagosta,passive,18.725
GROSSOS,2011,MEL,mergulho livre,active,0.328
GROSSOS,2011,PUC,puçá,active,7.74
GROSSOS,2011,RCA,rede caçoeira,passive,3.966
GROSSOS,2011,RES,rede de espera,passive,23.563
GROSSOS,2011,TNR,traineira,active,34.32
GROSSOS,2011,TRF,tarrafa,active,7.947
GROSSOS,2012,APA,arrasto de praia,active,0.0
GROSSOS,2012,APO,arrasto de porta,active,0.0
GROSSOS,2012,CMN,coleta manual,active,4.3
GROSSOS,2012,CMP,compressor,active,0.0
GROSSOS,2012,CPL,covo peixe e lagosta,passive,0.4
GROSSOS,2012,CUR,curral,passive,0.0
GROSSOS,2012,CVL,covo lagosta,passive,20.4
GROSSOS,2012,CVP,covo peixe,passive,0.0
GROSSOS,2012,JER,jereré,active,0.0
GROSSOS,2012,LCL,linha e covo lagosta,mixed,0.0
GROSSOS,2012,LCP,linha e covo peixe,mixed,0.0
GROSSOS,2012,LES,linha e espinhel,mixed,0.0
GROSSOS,2012,LIJ,linha e jereré,mixed,0.0
GROSSOS,2012,LIN,linha,passive,0.0
GROSSOS,2012,LML,linha e mergulho livre,mixed,0.0
GROSSOS,2012,LRE,linha e rede de espera,mixed,0.0
GROSSOS,2012,MEL,mergulho livre,active,0.0
