local,year,species,sp_production_ton
MACAU,2022,Camurim,3.2
MACAU,2022,Camurupim,0.8
MACAU,2022,Cangulo,0.05
MACAU,2022,Caranguejo,8.8
MACAU,2022,Carapeba,38.7
MACAU,2022,Carauna,0.0
MACAU,2022,Cavala,8.5
MACAU,2022,Caçao,3.8
MACAU,2022,Cioba,32.4
MACAU,2022,Cururuca,3.4
MACAU,2022,Dentao,0.9
MACAU,2022,Dourado,14.0
MACAU,2022,Espada,3.7
MACAU,2022,Garabebeu,3.0
MACAU,2022,Garajuba,25.1
MACAU,2022,Garoupa,0.1
MACAU,2022,Guaiuba,143.7
MACAU,2022,Lagosta,0.1
MACAU,2022,Marisco,9.1
MACAU,2022,Outros,55.02
MACAU,2022,Ova Voador,121.57
MACAU,2022,Pampo,3.89
MACAU,2022,Pargo,0.3
MACAU,2022,Paru,1.5
MACAU,2022,Peixe Galo,3.7
MACAU,2022,Peixe Voador,16.2
MACAU,2022,Pescada,12.67
MACAU,2022,Pirauna,0.0
MACAU,2022,Polvo,0.07
MACAU,2022,Salema,19.79
MACAU,2022,Saramunete,0.0
MACAU,2022,Sardinha,125.77
MACAU,2022,Serra,53.97
MACAU,2022,Siri,8.32
MACAU,2022,Sirigado,4.23
MACAU,2022,Tainha,132.54
MACAU,2022,Tilapia,0.02
MACAU,2022,Ubarana,1.69
MACAU,2022,Xareu,10.23
MACAU,2023,Agulha,32.8
MACAU,2023,Agulhao,2.49
MACAU,2023,Albacora,7.01
MACAU,2023,Arabaiana,0.67
MACAU,2023,Ariaco,13.28
MACAU,2023,Arraia,14.38
MACAU,2023,Bagre,6.96
MACAU,2023,Beijupira,0.24
MACAU,2023,Bicuda,2.18
MACAU,2023,Biquara,0.29
MACAU,2023,Bonito,6.17
MACAU,2023,Budiao,0.03
MACAU,2023,Buzios,352.25
MACAU,2023,Caico,51.99
MACAU,2023,Camarao,2.72
MACAU,2023,Camurim,4.88
MACAU,2023,Camurupim,0.62
MACAU,2023,Cangulo,0.0
MACAU,2023,Caranguejo,5.82
MACAU,2023,Carapeba,47.39
MACAU,2023,Carauna,0.05
MACAU,2023,Cavala,8.75
MACAU,2023,Caçao,4.83
MACAU,2023,Cioba,22.71
MACAU,2023,Cururuca,4.17
MACAU,2023,Dentao,0.59
MACAU,2023,Dourado,22.05
MACAU,2023,Espada,4.89
MACAU,2023,Garabebeu,7.04
MACAU,2023,Garajuba,20.0
MACAU,2023,Garoupa,0.19
MACAU,2023,Guaiuba,76.96
MACAU,2023,Lagosta,0.08
MACAU,2023,Marisco,50.43
MACAU,2023,Outros,60.71
MACAU,2023,Ova Voador,65.72
MACAU,2023,Pampo,8.13
MACAU,2023,Pargo,0.21
MACAU,2023,Paru,1.41
MACAU,2023,Peixe Galo,1.14
MACAU,2023,Peixe Voador,37.46
MACAU,2023,Pescada,12.76
MACAU,2023,Pirauna,0.14
MACAU,2023,Polvo,1.33
MACAU,2023,Salema,19.38
MACAU,2023,Saramunete,0.03
MACAU,2023,Sardinha,155.06
MACAU,2023,Serra,51.34
MACAU,2023,Siri,4.78
MACAU,2023,Sirigado,2.07
MACAU,2023,Tainha,135.02
MACAU,2023,Tilapia,0.07
MACAU,2023,Ubarana,2.63
MACAU,2023,Xareu,25.05
MACAU,2024,Agulha,21.56
MACAU,2024,Agulhao,1.05
MACAU,2024,Albacora,1.8
MACAU,2024,Arabaiana,0.84
MACAU,2024,Ariaco,19.9
MACAU,2024,Arraia,6.82
MACAU,2024,Bagre,4.96
MACAU,2024,Beijupira,0.17
MACAU,2024,Bicuda,2.58
MACAU,2024,Biquara,0.66
MACAU,2024,Bonito,2.16
MACAU,2024,Budiao,0.0
MACAU,2024,Buzios,172.73
MACAU,2024,Caico,50.19
MACAU,2024,Camarao,1.4
MACAU,2024,Camurim,6.4
MACAU,2024,Camurupim,0.4
MACAU,2024,Cangulo,0.0
MACAU,2024,Caranguejo,1.8
MACAU,2024,Carapeba,61.7
MACAU,2024,Carauna,0.0
MACAU,2024,Cavala,7.8
MACAU,2024,Caçao,3.3
MACAU,2024,Cioba,23.3
MACAU,2024,Cururuca,3.4
MACAU,2024,Dentao,0.4
MACAU,2024,Dourado,17.9
MACAU,2024,Espada,0.8
MACAU,2024,Garabebeu,7.3
MACAU,2024,Garajuba,16.8
MACAU,2024,Garoupa,0.5
MACAU,2024,Guaiuba,128.8
MACAU,2024,Lagosta,0.0
MACAU,2024,Marisco,15.2
MACAU,2024,Outros,49.42
MACAU,2024,Ova Voador,37.43
MACAU,2024,Pampo,9.43
MACAU,2024,Pargo,0.1
MACAU,2024,Paru,1.7
MACAU,2024,Peixe Galo,0.82
MACAU,2024,Peixe Voador,7.77
MACAU,2024,Pescada,10.44
MACAU,2024,Pirauna,0.01
MACAU,2024,Polvo,0.08
MACAU,2024,Salema,14.99
MACAU,2024,Saramunete,0.0
MACAU,2024,Sardinha,109.14
MACAU,2024,Serra,38.97
MACAU,2024,Siri,5.08
MACAU,2024,Sirigado,3.03
MACAU,2024,Tainha,109.5
MACAU,2024,Tilapia,0.09
MACAU,2024,Ubarana,2.02
MACAU,2024,Xareu,14.58
PORTO DO MANGUE,2001,Agulha,2.47
PORTO DO MANGUE,2001,Agulhao,0.06
PORTO DO MANGUE,2001,Albacora,0.28
PORTO DO MANGUE,2001,Ariaco,6.84
PORTO DO MANGUE,2001,Arraia,3.98
PORTO DO MANGUE,2001,Bagre,0.96
PORTO DO MANGUE,2001,Biquara,1.23
PORTO DO MANGUE,2001,Caico,2.51
PORTO DO MANGUE,2001,Camarao,9.64
PORTO DO MANGUE,2001,Cavala,7.9
PORTO DO MANGUE,2001,Caçao,0.56
PORTO DO MANGUE,2001,Cioba,6.23
PORTO DO MANGUE,2001,Dentao,0.34
PORTO DO MANGUE,2001,Dourado,4.1
PORTO DO MANGUE,2001,Garajuba,3.92
PORTO DO MANGUE,2001,Garoupa,0.21
PORTO DO MANGUE,2001,Guaiuba,2.56
PORTO DO MANGUE,2001,Lagosta,19.3
PORTO DO MANGUE,2001,Outros,7.42
PORTO DO MANGUE,2001,Pescada,5.11
PORTO DO MANGUE,2001,Polvo,4.17
PORTO DO MANGUE,2001,Serra,0.66
PORTO DO MANGUE,2001,Sirigado,0.16
PORTO DO MANGUE,2001,Tainha,5.41
PORTO DO MANGUE,2001,Xareu,0.59
PORTO DO MANGUE,2002,Ariaco,8.45
PORTO DO MANGUE,2002,Arraia,3.0
PORTO DO MANGUE,2002,Camarao,12.71
PORTO DO MANGUE,2002,Cavala,5.05
PORTO DO MANGUE,2002,Caçao,0.15
PORTO DO MANGUE,2002,Cioba,6.72
PORTO DO MANGUE,2002,Dentao,2.01
PORTO DO MANGUE,2002,Guaiuba,1.51
PORTO DO MANGUE,2002,Lagosta,9.39
PORTO DO MANGUE,2002,Outros,7.98
PORTO DO MANGUE,2002,Pescada,2.44
PORTO DO MANGUE,2002,Tainha,6.42
PORTO DO MANGUE,2003,Albacora,0.0
PORTO DO MANGUE,2003,Ariaco,8.58
PORTO DO MANGUE,2003,Arraia,0.98
PORTO DO MANGUE,2003,Biquara,4.05
PORTO DO MANGUE,2003,Bonito,0.37
PORTO DO MANGUE,2003,Caico,7.82
PORTO DO MANGUE,2003,Camarao,4.51
PORTO DO MANGUE,2003,Cavala,1.87
PORTO DO MANGUE,2003,Cioba,0.4
PORTO DO MANGUE,2003,Dourado,0.53
PORTO DO MANGUE,2003,Guaiuba,0.32
PORTO DO MANGUE,2003,Lagosta,8.47
PORTO DO MANGUE,2003,Outros,4.3
PORTO DO MANGUE,2003,Polvo,0.24
PORTO DO MANGUE,2003,Serra,0.16
PORTO DO MANGUE,2003,Sirigado,0.06
PORTO DO MANGUE,2003,Tainha,3.41
PORTO DO MANGUE,2004,Albacora,0.04
PORTO DO MANGUE,2004,Ariaco,4.47
PORTO DO MANGUE,2004,Arraia,2.48
PORTO DO MANGUE,2004,Bagre,0.03
PORTO DO MANGUE,2004,Caico,2.81
PORTO DO MANGUE,2004,Camarao,27.62
PORTO DO MANGUE,2004,Cavala,3.76
PORTO DO MANGUE,2004,Cioba,1.18
PORTO DO MANGUE,2004,Dentao,2.74
PORTO DO MANGUE,2004,Dourado,0.96
PORTO DO MANGUE,2004,Garajuba,0.45
PORTO DO MANGUE,2004,Guaiuba,0.52
PORTO DO MANGUE,2004,Lagosta,10.5
PORTO DO MANGUE,2004,Outros,3.54
PORTO DO MANGUE,2004,Pescada,1.19
PORTO DO MANGUE,2004,Polvo,2.18
PORTO DO MANGUE,2004,Serra,2.14
PORTO DO MANGUE,2004,Sirigado,0.09
PORTO DO MANGUE,2004,Tainha,3.12
PORTO DO MANGUE,2004,Xareu,0.02
PORTO DO MANGUE,2005,Agulha,0.21
PORTO DO MANGUE,2005,Arabaiana,0.01
PORTO DO MANGUE,2005,Ariaco,11.52
PORTO DO MANGUE,2005,Arraia,9.95
PORTO DO MANGUE,2005,Bagre,0.52
PORTO DO MANGUE,2005,Biquara,2.29
PORTO DO MANGUE,2005,Bonito,1.05
PORTO DO MANGUE,2005,Caico,5.56
PORTO DO MANGUE,2005,Camarao,8.57
PORTO DO MANGUE,2005,Camurim,3.92
PORTO DO MANGUE,2005,Camurupim,1.23
PORTO DO MANGUE,2005,Caranguejo,3.56
PORTO DO MANGUE,2005,Cavala,4.22
PORTO DO MANGUE,2005,Caçao,0.55
PORTO DO MANGUE,2005,Cioba,2.37
PORTO DO MANGUE,2005,Cururuca,0.65
PORTO DO MANGUE,2005,Dentao,1.7
PORTO DO MANGUE,2005,Dourado,1.63
PORTO DO MANGUE,2005,Garajuba,1.13
PORTO DO MANGUE,2005,Garoupa,0.24
PORTO DO MANGUE,2005,Guaiuba,6.5
PORTO DO MANGUE,2005,Lagosta,11.82
PORTO DO MANGUE,2005,Outros,8.34
PORTO DO MANGUE,2005,Pargo,0.14
PORTO DO MANGUE,2005,Pescada,7.01
PORTO DO MANGUE,2005,Polvo,5.49
PORTO DO MANGUE,2005,Sardinha,27.42
PORTO DO MANGUE,2005,Serra,2.91
PORTO DO MANGUE,2005,Sirigado,2.4
PORTO DO MANGUE,2005,Tainha,6.1
PORTO DO MANGUE,2005,Xareu,0.6799999999999999
PORTO DO MANGUE,2006,Albacora,0.04
PORTO DO MANGUE,2006,Arabaiana,0.07
PORTO DO MANGUE,2006,Ariaco,7.94
PORTO DO MANGUE,2006,Arraia,10.74
PORTO DO MANGUE,2006,Bagre,0.47
PORTO DO MANGUE,2006,Bonito,0.35
PORTO DO MANGUE,2006,Caico,7.87
PORTO DO MANGUE,2006,Camarao,14.0
PORTO DO MANGUE,2006,Camurim,4.33
PORTO DO MANGUE,2006,Camurupim,1.25
PORTO DO MANGUE,2006,Cavala,5.77
PORTO DO MANGUE,2006,Caçao,1.52
PORTO DO MANGUE,2006,Cioba,0.7
PORTO DO MANGUE,2006,Cururuca,0.92
PORTO DO MANGUE,2006,Dentao,1.23
PORTO DO MANGUE,2006,Dourado,1.73
PORTO DO MANGUE,2006,Garajuba,0.94
PORTO DO MANGUE,2006,Garoupa,0.1
PORTO DO MANGUE,2006,Guaiuba,5.35
PORTO DO MANGUE,2006,Lagosta,2.85
PORTO DO MANGUE,2006,Outros,2.76
PORTO DO MANGUE,2006,Pescada,5.31
PORTO DO MANGUE,2006,Polvo,0.74
PORTO DO MANGUE,2006,Sardinha,0.04
PORTO DO MANGUE,2006,Serra,2.58
PORTO DO MANGUE,2006,Sirigado,2.14
PORTO DO MANGUE,2006,Tainha,3.32
PORTO DO MANGUE,2006,Xareu,0.1
PORTO DO MANGUE,2007,Agulhao,0.98
PORTO DO MANGUE,2007,Albacora,0.18
PORTO DO MANGUE,2007,Arabaiana,0.0
PORTO DO MANGUE,2007,Ariaco,4.55
PORTO DO MANGUE,2007,Arraia,3.47
PORTO DO MANGUE,2007,Bagre,0.74
PORTO DO MANGUE,2007,Biquara,0.69
PORTO DO MANGUE,2007,Bonito,0.13
PORTO DO MANGUE,2007,Caico,1.77
PORTO DO MANGUE,2007,Camarao,3.3
PORTO DO MANGUE,2007,Camurim,1.66
PORTO DO MANGUE,2007,Camurupim,0.49
PORTO DO MANGUE,2007,Carapeba,0.41
PORTO DO MANGUE,2007,Cavala,3.04
PORTO DO MANGUE,2007,Caçao,0.52
PORTO DO MANGUE,2007,Cioba,0.97
PORTO DO MANGUE,2007,Cururuca,1.6
PORTO DO MANGUE,2007,Dentao,0.58
PORTO DO MANGUE,2007,Dourado,2.62
PORTO DO MANGUE,2007,Garajuba,1.06
PORTO DO MANGUE,2007,Garoupa,0.01
PORTO DO MANGUE,2007,Guaiuba,2.43
PORTO DO MANGUE,2007,Lagosta,3.99
PORTO DO MANGUE,2007,Outros,2.75
PORTO DO MANGUE,2007,Pescada,1.26
PORTO DO MANGUE,2007,Polvo,1.82
PORTO DO MANGUE,2007,Salema,0.28
PORTO DO MANGUE,2007,Sardinha,0.01
PORTO DO MANGUE,2007,Serra,0.07
PORTO DO MANGUE,2007,Sirigado,1.63
PORTO DO MANGUE,2007,Tainha,1.45
PORTO DO MANGUE,2007,Xareu,0.31
PORTO DO MANGUE,2008,Agulhao,0.61
PORTO DO MANGUE,2008,Albacora,0.13
PORTO DO MANGUE,2008,Arabaiana,1.05
PORTO DO MANGUE,2008,Ariaco,13.11
PORTO DO MANGUE,2008,Arraia,14.06
PORTO DO MANGUE,2008,Bagre,3.27
PORTO DO MANGUE,2008,Biquara,1.18
PORTO DO MANGUE,2008,Bonito,0.33
PORTO DO MANGUE,2008,Caico,8.95
PORTO DO MANGUE,2008,Camarao,205.35
PORTO DO MANGUE,2008,Camurim,6.65
PORTO DO MANGUE,2008,Camurupim,2.19
PORTO DO MANGUE,2008,Carapeba,9.07
PORTO DO MANGUE,2008,Cavala,4.26
PORTO DO MANGUE,2008,Caçao,2.37
PORTO DO MANGUE,2008,Cioba,3.41
PORTO DO MANGUE,2008,Cururuca,4.32
PORTO DO MANGUE,2008,Dentao,1.53
PORTO DO MANGUE,2008,Dourado,2.93
PORTO DO MANGUE,2008,Garajuba,2.68
PORTO DO MANGUE,2008,Guaiuba,10.55
PORTO DO MANGUE,2008,Lagosta,26.75
PORTO DO MANGUE,2008,Outros,6.92
PORTO DO MANGUE,2008,Pargo,0.9
PORTO DO MANGUE,2008,Pescada,2.39
PORTO DO MANGUE,2008,Polvo,0.72
PORTO DO MANGUE,2008,Salema,2.64
PORTO DO MANGUE,2008,Sardinha,0.01
PORTO DO MANGUE,2008,Serra,0.59
PORTO DO MANGUE,2008,Sirigado,4.14
PORTO DO MANGUE,2008,Tainha,7.08
PORTO DO MANGUE,2008,Xareu,1.32
PORTO DO MANGUE,2009,Agulha,0.0407
PORTO DO MANGUE,2009,Agulhao,0.1972
PORTO DO MANGUE,2009,Albacora,2.1523
PORTO DO MANGUE,2009,Albacorinha,0.096
PORTO DO MANGUE,2009,Arabaiana,1.2882
PORTO DO MANGUE,2009,Ariaco,14.4814
PORTO DO MANGUE,2009,Arraia,15.1602
PORTO DO MANGUE,2009,Bagre,17.9696
PORTO DO MANGUE,2009,Biquara,0.9228
PORTO DO MANGUE,2009,Bonito,0.2294
PORTO DO MANGUE,2009,Budiao,0.06
PORTO DO MANGUE,2009,Caico,15.8609
PORTO DO MANGUE,2009,Camarao,239.6958
PORTO DO MANGUE,2009,Camurim,28.6515
PORTO DO MANGUE,2009,Camurupim,2.702
PORTO DO MANGUE,2009,Cangulo,0.434
PORTO DO MANGUE,2009,Caranguejo,0.0
PORTO DO MANGUE,2009,Carapeba,43.1573
PORTO DO MANGUE,2009,Cavala,5.063800000000001
PORTO DO MANGUE,2009,Caçao,3.3143
PORTO DO MANGUE,2009,Cioba,5.2969
PORTO DO MANGUE,2009,Cururuca,7.3339
PORTO DO MANGUE,2009,Dentao,1.1678
PORTO DO MANGUE,2009,Dourado,2.01
PORTO DO MANGUE,2009,Espada,0.0
PORTO DO MANGUE,2009,Garajuba,4.848
PORTO DO MANGUE,2009,Garoupa,0.0925
PORTO DO MANGUE,2009,Guaiuba,25.1138
PORTO DO MANGUE,2009,Lagosta,38.4376
PORTO DO MANGUE,2009,Outros,16.0406
PORTO DO MANGUE,2009,Pargo,0.7957000000000001
PORTO DO MANGUE,2009,Peixe Voador,0.0
PORTO DO MANGUE,2009,Pescada,5.3357
PORTO DO MANGUE,2009,Polvo,0.9123
PORTO DO MANGUE,2009,Salema,9.3083
PORTO DO MANGUE,2009,Sardinha,0.39
PORTO DO MANGUE,2009,Serra,1.3972
PORTO DO MANGUE,2009,Sirigado,4.6525
PORTO DO MANGUE,2009,Tainha,51.18079999999999
PORTO DO MANGUE,2009,Xareu,4.962199999999999
PORTO DO MANGUE,2010,Agulha,0.129
PORTO DO MANGUE,2010,Agulhao,0.9410000000000001
PORTO DO MANGUE,2010,Albacora,15.77
PORTO DO MANGUE,2010,Albacorinha,0.226
PORTO DO MANGUE,2010,Arabaiana,0.882
PORTO DO MANGUE,2010,Ariaco,16.156
PORTO DO MANGUE,2010,Arraia,15.815
PORTO DO MANGUE,2010,Bagre,22.785
PORTO DO MANGUE,2010,Biquara,5.741
PORTO DO MANGUE,2010,Bonito,0.343
PORTO DO MANGUE,2010,Budiao,0.847
PORTO DO MANGUE,2010,Caico,43.51300000000001
PORTO DO MANGUE,2010,Camarao,66.02600000000001
PORTO DO MANGUE,2010,Camurim,22.009
PORTO DO MANGUE,2010,Camurupim,3.205
PORTO DO MANGUE,2010,Cangulo,0.127
PORTO DO MANGUE,2010,Caranguejo,0.02
PORTO DO MANGUE,2010,Carapeba,48.081
PORTO DO MANGUE,2010,Cavala,8.846
PORTO DO MANGUE,2010,Caçao,2.371
PORTO DO MANGUE,2010,Cioba,3.713
PORTO DO MANGUE,2010,Cururuca,9.298
PORTO DO MANGUE,2010,Dentao,0.731
PORTO DO MANGUE,2010,Dourado,4.138
PORTO DO MANGUE,2010,Garajuba,3.562
PORTO DO MANGUE,2010,Garoupa,0.043
PORTO DO MANGUE,2010,Guaiuba,18.623
PORTO DO MANGUE,2010,Lagosta,31.15
PORTO DO MANGUE,2010,Outros,20.937
PORTO DO MANGUE,2010,Pargo,0.6020000000000001
PORTO DO MANGUE,2010,Peixe Voador,0.0
PORTO DO MANGUE,2010,Pescada,12.807
PORTO DO MANGUE,2010,Polvo,0.549
PORTO DO MANGUE,2010,Salema,20.724
PORTO DO MANGUE,2010,Sardinha,0.44
PORTO DO MANGUE,2010,Serra,4.465
PORTO DO MANGUE,2010,Sirigado,2.376
PORTO DO MANGUE,2010,Tainha,41.989
PORTO DO MANGUE,2010,Xareu,2.364
PORTO DO MANGUE,2011,Agulha,0.358
PORTO DO MANGUE,2011,Agulhao,1.503
PORTO DO MANGUE,2011,Albacora,0.1
PORTO DO MANGUE,2011,Arabaiana,0.976
PORTO DO MANGUE,2011,Ariaco,19.367
PORTO DO MANGUE,2011,Arraia,14.184
PORTO DO MANGUE,2011,Bagre,29.638
PORTO DO MANGUE,2011,Beijupira,0.29
PORTO DO MANGUE,2011,Bicuda,1.459
PORTO DO MANGUE,2011,Biquara,5.215
PORTO DO MANGUE,2011,Bonito,0.381
PORTO DO MANGUE,2011,Budiao,0.0
PORTO DO MANGUE,2011,Buzios,7.848
PORTO DO MANGUE,2011,Caico,55.453
PORTO DO MANGUE,2011,Camarao,86.751
PORTO DO MANGUE,2011,Camurim,16.089
PORTO DO MANGUE,2011,Camurupim,3.176
PORTO DO MANGUE,2011,Cangulo,0.0
PORTO DO MANGUE,2011,Caranguejo,0.793
PORTO DO MANGUE,2011,Carapeba,46.659
PORTO DO MANGUE,2011,Carauna,0.156
PORTO DO MANGUE,2011,Cavala,3.695
PORTO DO MANGUE,2011,Caçao,3.667
PORTO DO MANGUE,2011,Cioba,6.263999999999999
PORTO DO MANGUE,2011,Cururuca,9.261
PORTO DO MANGUE,2011,Dentao,0.7989999999999999
PORTO DO MANGUE,2011,Dourado,2.246
PORTO DO MANGUE,2011,Espada,6.018000000000001
PORTO DO MANGUE,2011,Garabebeu,0.08
PORTO DO MANGUE,2011,Garajuba,6.653
PORTO DO MANGUE,2011,Garoupa,8.105
PORTO DO MANGUE,2011,Guaiuba,15.174
PORTO DO MANGUE,2011,Lagosta,60.405
PORTO DO MANGUE,2011,Marisco,0.218
PORTO DO MANGUE,2011,Outros,68.73
PORTO DO MANGUE,2011,Pampo,1.431
PORTO DO MANGUE,2011,Pargo,0.51
PORTO DO MANGUE,2011,Paru,13.008
PORTO DO MANGUE,2011,Peixe Galo,2.479
PORTO DO MANGUE,2011,Peixe Voador,0.003
PORTO DO MANGUE,2011,Pescada,10.335
PORTO DO MANGUE,2011,Pirauna,0.056
PORTO DO MANGUE,2011,Polvo,0.955
PORTO DO MANGUE,2011,Salema,11.704
PORTO DO MANGUE,2011,Saramunete,0.003
PORTO DO MANGUE,2011,Sardinha,2.145
PORTO DO MANGUE,2011,Serra,10.383
PORTO DO MANGUE,2011,Siri,0.6719999999999999
PORTO DO MANGUE,2011,Sirigado,2.615
PORTO DO MANGUE,2011,Tainha,31.949
PORTO DO MANGUE,2011,Tilapia,7.228
PORTO DO MANGUE,2011,Xareu,2.036
PORTO DO MANGUE,2012,Agulha,0.2
PORTO DO MANGUE,2012,Agulhao,0.2
PORTO DO MANGUE,2012,Albacora,0.7
PORTO DO MANGUE,2012,Arabaiana,0.6000000000000001
PORTO DO MANGUE,2012,Ariaco,29.3
PORTO DO MANGUE,2012,Arraia,9.1
PORTO DO MANGUE,2012,Bagre,18.9
PORTO DO MANGUE,2012,Beijupira,0.4
PORTO DO MANGUE,2012,Bicuda,1.9
PORTO DO MANGUE,2012,Biquara,5.199999999999999
PORTO DO MANGUE,2012,Bonito,0.7999999999999999
PORTO DO MANGUE,2012,Budiao,0.0
PORTO DO MANGUE,2012,Buzios,6.899999999999999
PORTO DO MANGUE,2012,Caico,35.6
PORTO DO MANGUE,2012,Camarao,30.1
PORTO DO MANGUE,2012,Camurim,21.7
PORTO DO MANGUE,2012,Camurupim,1.8
PORTO DO MANGUE,2012,Cangulo,0.0
PORTO DO MANGUE,2012,Caranguejo,10.4
PORTO DO MANGUE,2012,Carapeba,41.8
PORTO DO MANGUE,2012,Carauna,0.0
PORTO DO MANGUE,2012,Cavala,3.6
PORTO DO MANGUE,2012,Caçao,1.8
PORTO DO MANGUE,2012,Cioba,3.9
PORTO DO MANGUE,2012,Cururuca,11.8
PORTO DO MANGUE,2012,Dentao,0.3
PORTO DO MANGUE,2012,Dourado,2.5
PORTO DO MANGUE,2012,Espada,15.7
PORTO DO MANGUE,2012,Garabebeu,0.1
PORTO DO MANGUE,2012,Garajuba,4.9
PORTO DO MANGUE,2012,Garoupa,0.0
PORTO DO MANGUE,2012,Guaiuba,19.7
PORTO DO MANGUE,2012,Lagosta,47.7
PORTO DO MANGUE,2012,Marisco,4.4
PORTO DO MANGUE,2012,Outros,4.9
PORTO DO MANGUE,2012,Pampo,5.1
PORTO DO MANGUE,2012,Pargo,1.2
PORTO DO MANGUE,2012,Paru,7.9
PORTO DO MANGUE,2012,Peixe Galo,3.4
PORTO DO MANGUE,2012,Peixe Voador,0.0
PORTO DO MANGUE,2012,Pescada,13.8
PORTO DO MANGUE,2012,Pirauna,0.1
PORTO DO MANGUE,2012,Polvo,0.6
PORTO DO MANGUE,2012,Salema,5.6
PORTO DO MANGUE,2012,Saramunete,0.0
PORTO DO MANGUE,2012,Sardinha,1.4
PORTO DO MANGUE,2012,Serra,3.7
PORTO DO MANGUE,2012,Siri,0.8
PORTO DO MANGUE,2012,Sirigado,2.5
PORTO DO MANGUE,2012,Tainha,59.2
PORTO DO MANGUE,2012,Tilapia,114.3
PORTO DO MANGUE,2012,Ubarana,0.0
PORTO DO MANGUE,2012,Xareu,2.2
PORTO DO MANGUE,2013,Agulha,0.3
PORTO DO MANGUE,2013,Albacora,0.1
PORTO DO MANGUE,2013,Arabaiana,0.8
PORTO DO MANGUE,2013,Ariaco,42.1
PORTO DO MANGUE,2013,Arraia,12.6
PORTO DO MANGUE,2013,Bagre,27.7
PORTO DO MANGUE,2013,Biquara,7.100000000000001
PORTO DO MANGUE,2013,Bonito,1.0
PORTO DO MANGUE,2013,Buzios,89.5
PORTO DO MANGUE,2013,Caico,43.59999999999999
PORTO DO MANGUE,2013,Camarao,22.7
PORTO DO MANGUE,2013,Camurim,18.0
PORTO DO MANGUE,2013,Camurupim,2.3
PORTO DO MANGUE,2013,Caranguejo,9.5
PORTO DO MANGUE,2013,Carapeba,36.0
PORTO DO MANGUE,2013,Cavala,2.2
PORTO DO MANGUE,2013,Caçao,3.3
PORTO DO MANGUE,2013,Cioba,4.4
PORTO DO MANGUE,2013,Cururuca,16.5
PORTO DO MANGUE,2013,Dentao,0.4
PORTO DO MANGUE,2013,Dourado,1.1
PORTO DO MANGUE,2013,Espada,74.6
PORTO DO MANGUE,2013,Galo Do Alto,2.9
PORTO DO MANGUE,2013,Garabebeu,0.0
PORTO DO MANGUE,2013,Garajuba,7.5
PORTO DO MANGUE,2013,Garoupa,0.1
PORTO DO MANGUE,2013,Guaiuba,10.4
PORTO DO MANGUE,2013,Lagosta,54.09999999999999
PORTO DO MANGUE,2013,Marisco,2.0
PORTO DO MANGUE,2013,Outros,38.6
PORTO DO MANGUE,2013,Pargo,0.2
PORTO DO MANGUE,2013,Paru,17.2
PORTO DO MANGUE,2013,Peixe Voador,0.2
PORTO DO MANGUE,2013,Pescada,27.6
PORTO DO MANGUE,2013,Polvo,0.6
PORTO DO MANGUE,2013,Salema,3.0
PORTO DO MANGUE,2013,Sardinha,1.2
PORTO DO MANGUE,2013,Serra,8.6
PORTO DO MANGUE,2013,Siri,0.8999999999999999
PORTO DO MANGUE,2013,Sirigado,2.7
PORTO DO MANGUE,2013,Tainha,56.5
PORTO DO MANGUE,2013,Tilapia,13.5
PORTO DO MANGUE,2014,Agulha,0.6
PORTO DO MANGUE,2014,Albacora,0.0
PORTO DO MANGUE,2014,Arabaiana,0.1
PORTO DO MANGUE,2014,Ariaco,14.7
PORTO DO MANGUE,2014,Arraia,10.5
PORTO DO MANGUE,2014,Bagre,13.9
PORTO DO MANGUE,2014,Biquara,1.9
PORTO DO MANGUE,2014,Bonito,1.1
PORTO DO MANGUE,2014,Buzios,5.4
PORTO DO MANGUE,2014,Caico,12.1
PORTO DO MANGUE,2014,Camarao,8.6
PORTO DO MANGUE,2014,Camurim,14.6
PORTO DO MANGUE,2014,Camurupim,3.5
PORTO DO MANGUE,2014,Caranguejo,6.4
PORTO DO MANGUE,2014,Carapeba,17.7
PORTO DO MANGUE,2014,Cavala,1.0
PORTO DO MANGUE,2014,Caçao,1.7
PORTO DO MANGUE,2014,Cioba,3.4
PORTO DO MANGUE,2014,Cururuca,8.7
PORTO DO MANGUE,2014,Dentao,0.1
PORTO DO MANGUE,2014,Dourado,0.2
PORTO DO MANGUE,2014,Espada,16.7
PORTO DO MANGUE,2014,Garabebeu,0.0
PORTO DO MANGUE,2014,Garajuba,3.6
PORTO DO MANGUE,2014,Garoupa,0.0
PORTO DO MANGUE,2014,Guaiuba,5.4
PORTO DO MANGUE,2014,Lagosta,29.5
PORTO DO MANGUE,2014,Marisco,0.3
PORTO DO MANGUE,2014,Outros,17.9
PORTO DO MANGUE,2014,Pargo,0.2
PORTO DO MANGUE,2014,Paru,6.3
PORTO DO MANGUE,2014,Peixe Galo,1.4
PORTO DO MANGUE,2014,Peixe Voador,0.0
PORTO DO MANGUE,2014,Pescada,9.9
PORTO DO MANGUE,2014,Polvo,0.0
PORTO DO MANGUE,2014,Salema,1.2
PORTO DO MANGUE,2014,Sardinha,0.0
PORTO DO MANGUE,2014,Serra,9.8
PORTO DO MANGUE,2014,Siri,0.5
PORTO DO MANGUE,2014,Sirigado,0.3
